,K562_DMSO_rep1,K562_DMSO_rep2,K562_DMSO_rep3,K562_JQ1_rep1,K562_JQ1_rep2,K562_JQ1_rep3,MV4.11_DMSO_rep.1,MV4.11_DMSO_rep.2,MV4.11_DMSO_rep.3,MV4.11_JQ1_rep.1,MV4.11_JQ1_rep.2,MV4.11_JQ1_rep.3,genes
6210,20,16,20,14,10,9,42,17,42,13,25,28,HSPBP1
6211,0,2,0,2,0,1,0,0,0,0,0,0,LDOC1
6212,2696,2267,1918,2587,2406,1501,1116,1001,1592,1017,1229,1009,SNHG1
6213,64,47,33,70,59,31,80,43,67,40,48,59,EDC4
6214,733,758,666,780,721,575,499,403,728,492,810,515,PPP1R15A
6215,3,2,2,4,3,0,0,3,1,0,1,1,PLD3
6216,15,15,18,27,27,13,18,22,56,14,22,32,ARFIP2
6217,142,139,116,190,142,99,59,45,77,60,74,49,SSBP3
6218,15,20,23,26,38,16,28,25,54,26,44,34,POLA2
6219,1,2,0,2,0,1,33,20,29,18,9,17,PLXNB2
6220,143,157,112,104,81,68,41,28,62,5,19,19,SLC7A11
6221,181,168,156,165,160,99,192,134,228,144,233,154,LSM5
6222,2,24,18,26,21,20,59,35,74,50,60,58,PLA2G15
6223,64,71,49,76,73,61,84,65,104,64,87,73,ZKSCAN5
6224,38,22,24,24,23,13,7,3,14,14,16,9,CEMIP2
6225,17,14,31,36,33,27,42,34,77,41,80,43,STX12
6226,5,5,11,10,6,3,73,82,108,65,69,78,SGK3
6227,1,1,2,2,0,1,0,1,3,1,10,4,RAB38
6228,53,68,51,49,57,33,14,12,23,13,24,11,PRKD3
6229,0,0,0,0,0,0,0,0,0,2,5,1,CADM1
6230,2,4,4,7,4,0,2,1,1,2,0,0,GSPT2
6231,25,46,25,16,15,18,17,20,32,11,22,18,GABARAPL1
6232,17,13,14,12,7,10,13,8,14,16,7,18,SHPK
6233,195,229,176,260,220,163,246,207,313,225,321,273,TMEM245
6234,373,355,294,400,311,229,472,360,701,463,508,514,EID1
6235,380,321,254,288,255,233,232,193,324,181,290,209,SDF2L1
6236,82,80,72,138,86,50,28,23,40,17,41,23,PPIL2
6237,131,102,130,110,115,78,117,132,196,110,188,145,PITPNB
6238,91,64,84,94,81,49,136,109,192,104,140,107,PISD
6239,41,44,36,33,24,10,0,0,0,0,0,0,OSBP2
6240,23,25,17,17,26,17,80,44,79,22,45,36,MAFF
6241,48,37,26,32,20,18,730,552,1041,537,833,627,IL17RA
6242,0,2,2,0,1,2,3,3,3,2,1,1,FKBP8
6243,30,27,41,35,34,20,66,77,103,88,145,66,BRD1
6244,4,2,0,0,2,0,0,0,0,0,0,0,ARHGAP8
6245,6,6,7,5,2,1,1,1,3,0,0,1,APOL2
6246,86,74,70,91,66,65,103,95,133,95,167,122,BCL2L13
6247,98,124,108,135,118,71,99,96,147,104,120,103,MTCH1
6248,70,50,54,38,41,49,71,61,94,54,96,64,MTCH2
6249,59,58,41,54,50,50,48,54,83,47,69,51,KIF4A
6250,28,15,13,15,13,6,74,52,93,37,93,48,EML2
6251,35,19,17,22,26,10,29,22,51,15,57,14,FTSJ1
6252,0,0,0,0,0,0,434,469,776,361,458,387,LAMP5
6253,5,1,5,6,3,1,14,16,22,7,33,15,NAA80
6254,41,51,26,35,21,18,30,42,92,45,67,61,TFIP11
6255,33,16,39,28,23,22,26,25,80,37,66,42,PANX1
6256,17,17,6,26,19,5,37,34,58,20,19,17,CLDN15
6257,49,32,29,22,21,16,0,0,0,0,0,0,FJX1
6258,14,25,20,28,30,19,53,47,62,51,51,52,PRPF6
6259,54,60,43,68,49,39,18,38,63,37,57,41,ZNF318
6260,1,3,4,7,5,8,0,0,0,0,0,0,TP53TG3
6261,0,0,1,0,0,0,0,0,0,0,0,0,SHC2
6262,97,88,91,72,62,44,73,96,108,55,95,69,HYPK
6263,0,0,0,1,1,0,0,0,0,0,0,0,PRPF40B
6264,7,9,10,10,1,3,0,0,0,0,0,0,SLC24A2
6265,3,5,9,7,7,3,15,21,37,22,52,36,TBC1D22A
6266,4,7,8,11,10,7,7,11,12,15,8,10,CBY1
6267,28,19,23,42,31,25,174,138,259,128,192,156,SUN2
6268,92,87,95,84,72,32,83,79,103,94,112,68,DSTYK
6269,197,176,139,196,192,115,147,115,224,135,193,151,RAB3GAP2
6270,23,22,12,13,9,12,3,2,8,5,0,9,DGCR11
6271,54,46,51,51,38,31,78,65,103,43,91,46,RAD54B
6272,0,0,0,0,0,1,0,1,0,0,0,1,CFAP45
6273,73,67,44,72,66,35,28,20,41,20,29,27,CIZ1
6274,77,95,85,120,108,59,141,115,195,116,129,101,FBXO7
6275,3,2,3,2,4,1,12,15,24,5,21,17,PGLS
6276,53,41,38,43,32,24,78,65,127,50,72,78,BRI3
6277,48,57,46,84,82,47,59,62,79,78,72,99,ZNF324
6278,52,80,66,58,42,38,110,123,199,96,154,111,SLC39A6
6279,0,0,0,0,0,0,26,18,38,10,40,33,GCA
6280,92,69,68,102,81,56,167,150,198,136,166,153,LSM4
6281,264,269,288,197,199,181,5,2,3,2,0,1,BAMBI
6282,23,12,5,10,14,2,12,5,16,9,7,10,RHBDD3
6283,1,0,0,1,0,0,5,5,9,2,7,9,TTLL1
6284,10,19,6,7,15,8,14,28,28,11,21,19,SAMM50
6285,66,66,48,64,53,43,165,118,218,119,190,145,ATXN10
6286,88,127,119,93,76,81,136,141,212,90,146,120,TNFAIP8
6287,47,59,59,49,43,32,48,64,101,60,81,64,NOCT
6288,88,63,53,68,69,46,110,90,130,100,145,121,ARIH1
6289,83,61,59,70,57,58,132,140,236,124,228,146,MTO1
6290,0,0,0,0,0,0,3,2,7,5,4,3,DNAJB5
6291,14,13,18,12,13,2,1,10,8,4,3,5,PRDX5
6292,0,0,0,0,0,0,3,2,1,1,5,0,BACE2
6293,2,2,5,3,0,0,0,0,1,0,0,0,FBXL2
6294,46,65,65,69,48,41,108,63,136,66,58,100,TXN2
6295,31,22,31,29,29,18,9,27,35,31,48,42,TMEM184B
6296,9,5,1,3,2,0,6,3,7,6,4,1,SULT4A1
6297,82,86,84,96,74,42,176,131,251,117,232,119,HECTD1
6298,95,88,78,75,63,54,84,96,141,90,117,104,NIPBL
6299,1,0,1,0,1,0,0,0,1,0,1,1,RAB26
6300,17,4,7,10,17,14,8,7,20,12,15,14,COG4
6301,39,31,22,13,13,15,53,48,73,23,76,27,METTL7A
6302,5,4,3,6,13,8,46,51,112,38,62,36,ABTB2
6303,143,136,134,130,117,108,131,100,152,103,194,152,ASF1A
6304,76,101,89,103,77,66,265,238,417,238,445,271,MOB4
6305,18,21,22,27,36,20,17,19,23,15,29,19,YIPF3
6306,142,136,107,100,101,58,117,97,210,90,186,123,25845
6307,137,174,121,164,111,106,180,174,315,112,164,158,ANAPC13
6308,1,4,3,4,4,1,24,30,44,20,14,13,ZNF345
6309,1,0,1,2,2,1,6,0,5,2,0,2,TECPR1
6310,128,120,114,95,110,66,117,82,137,72,168,89,ARMC8
6311,273,292,249,251,226,140,767,637,966,502,925,632,DCAF12
6312,16,8,15,29,19,17,17,21,39,21,34,23,BRMS1
6313,0,0,1,0,0,0,0,0,0,0,0,0,CATSPERZ
6314,3,1,5,3,4,2,0,0,0,0,0,0,WHRN
6315,25,43,25,41,42,21,31,28,46,26,56,23,USP49
6316,2,0,1,0,2,2,0,0,4,2,0,4,ABHD14A
6317,26,18,23,15,12,15,51,55,101,19,49,37,PRKD2
6318,6,14,4,9,10,6,21,8,13,8,6,7,SUMF2
6319,46,70,36,51,45,31,116,109,208,97,157,114,NEPRO
6320,134,103,112,116,142,69,115,110,180,130,123,149,RPL36
6321,94,79,63,117,68,48,64,47,92,45,59,54,MPC2
6322,68,46,44,63,51,37,40,49,94,39,57,35,LETMD1
6323,51,56,34,55,53,45,62,96,144,84,137,80,DCAF13
6324,118,102,88,97,105,57,116,104,208,100,166,102,TMEM186
6325,20,16,11,23,14,9,18,18,24,11,18,10,POLR1A
6326,12,12,7,8,28,8,35,30,61,31,58,47,POC1A
6327,101,75,64,92,87,55,154,99,180,105,149,128,ZNF473
6328,61,93,71,86,60,46,0,1,1,0,0,0,TRIM58
6329,16,22,21,13,19,10,14,17,35,15,26,7,PLEKHG4
6330,18,16,14,14,3,13,19,7,24,5,6,11,EEF1AKMT3
6331,55,38,45,48,47,39,27,23,40,46,51,48,INTS7
6332,78,53,72,80,53,57,134,137,236,139,202,167,RNF19A
6333,68,95,89,50,50,36,79,57,126,46,110,67,RCHY1
6334,0,0,0,1,0,0,24,26,22,22,28,23,IFFO1
6335,17,18,19,12,15,13,33,33,30,20,45,33,CCDC28A
6336,144,117,138,150,139,86,103,67,145,84,143,91,MTHFD1L
6337,0,0,0,0,0,0,2,4,6,2,1,0,OLFML2B
6338,57,50,58,84,42,38,26,25,69,18,34,34,CNOT10
6339,16,22,18,14,20,11,17,16,37,17,28,12,ANAPC15
6340,147,116,108,101,86,47,2,3,6,3,4,5,TMEM158
6341,177,186,172,206,174,131,161,141,268,131,248,185,AHCTF1
6342,2,4,1,5,2,1,0,5,7,0,1,1,DPCD
6343,321,280,268,366,319,248,473,406,687,378,656,418,C1orf43
6344,41,32,25,44,38,18,34,27,34,25,49,24,POT1
6345,2,6,7,8,4,3,12,9,9,4,10,6,RTTN
6346,8,14,7,19,13,9,67,54,105,47,43,55,NDUFAF3
6347,121,110,138,137,103,80,99,82,162,72,141,93,THUMPD3
6348,38,33,25,57,48,16,47,35,66,37,63,40,NELFB
6349,82,79,66,99,75,41,112,86,138,90,134,104,ZDHHC5
6350,113,81,74,90,82,60,341,306,511,272,439,321,ATL3
6351,19,31,27,24,26,28,0,0,0,0,0,0,ZNF521
6352,247,235,229,293,239,163,251,209,345,175,357,185,NOL11
6353,44,30,25,13,10,8,0,0,0,0,0,0,SOSTDC1
6354,106,130,121,128,92,82,81,72,114,79,91,69,GEMIN5
6355,7,13,7,18,8,11,12,15,22,18,24,13,PTPN23
6356,62,87,47,82,61,43,130,122,174,95,153,90,CLIC4
6357,34,35,39,38,33,18,70,63,110,67,99,66,NIPSNAP3A
6358,159,179,145,190,185,154,119,113,200,133,155,128,NSL1
6359,12,10,8,16,11,12,14,20,34,19,40,16,HEATR5A
6360,0,2,0,3,1,1,15,29,24,14,10,12,SAMHD1
6361,150,126,79,99,103,62,63,87,135,75,84,84,FAM98A
6362,19,23,10,48,24,17,28,22,26,25,33,33,TPGS2
6363,66,91,74,103,84,65,207,171,280,175,264,207,SIN3A
6364,5,8,7,11,17,9,186,178,262,142,226,170,C20orf194
6365,1,6,3,7,3,5,4,3,1,1,3,0,ZNF385A
6366,220,174,162,146,144,103,175,159,246,122,260,166,KBTBD2
6367,133,88,85,105,106,69,127,111,137,82,146,111,SYF2
6368,52,24,25,24,27,8,16,23,28,17,36,21,RWDD3
6369,25,24,20,28,24,20,29,19,36,18,16,29,PNKD
6370,1,0,0,2,1,1,5,1,0,1,1,5,SEC31B
6371,311,238,225,274,230,116,259,255,366,209,248,234,PNISR
6372,51,51,46,52,41,32,28,15,36,27,25,28,KANK2
6373,2,0,0,0,0,0,76,70,126,43,86,50,ADGRA2
6374,0,2,6,2,0,3,8,4,1,1,0,1,NUDT13
6375,87,61,55,63,68,48,94,70,141,74,131,87,VIRMA
6376,398,432,343,500,510,348,474,376,684,394,645,458,TMEM87A
6377,6,12,12,18,10,3,12,12,40,6,19,3,C2CD2
6378,64,33,21,41,32,20,15,27,33,12,23,18,SH2B1
6379,66,56,77,69,47,41,48,73,84,30,74,53,UNC50
6380,50,35,32,49,43,21,53,42,73,42,65,71,PARS2
6381,14,24,9,15,10,8,23,23,40,23,22,22,MMACHC
6382,75,121,99,124,101,110,230,179,337,234,305,257,TIPARP
6383,61,48,45,84,57,41,57,39,89,42,71,39,NECAP1
6384,43,57,42,48,40,26,55,60,86,41,70,48,CHMP2B
6385,5,1,6,8,9,2,18,15,22,14,21,27,DHRS7B
6386,93,152,84,169,146,99,155,151,306,184,248,209,AAR2
6387,0,0,0,0,0,0,1,0,0,0,0,0,DNAH1
6388,198,211,157,177,170,137,186,137,233,128,281,156,NGDN
6389,47,65,45,41,31,31,3,3,2,0,0,0,TSKU
6390,9,15,14,23,13,13,8,14,20,14,21,17,HINFP
6391,26,35,11,47,40,14,52,50,85,43,46,34,ULK3
6392,120,137,97,125,143,94,70,54,64,44,59,43,HIGD1A
6393,68,88,72,54,62,35,6,8,15,13,15,22,REXO2
6394,92,68,83,73,61,28,79,73,114,51,97,84,IBTK
6395,0,0,0,0,0,0,0,0,0,2,0,0,CLIP3
6396,10,19,18,30,20,10,22,13,41,36,29,16,TBC1D10B
6397,11,7,9,9,4,8,26,15,17,13,11,10,RNF167
6398,203,232,171,252,221,149,164,182,254,162,234,193,GORASP2
6399,9,17,15,15,23,11,12,25,33,28,19,21,C2CD3
6400,7,5,5,3,6,0,2,4,14,0,2,1,TKFC
6401,132,157,113,138,99,103,193,158,292,123,224,184,ZZZ3
6402,21,9,6,13,14,6,17,14,29,16,33,12,SPATS2L
6403,20,3,11,11,13,4,17,19,44,6,21,6,NSMF
6404,3,0,1,2,0,0,1,0,0,0,0,0,L3MBTL1
6405,10,18,14,27,24,16,11,16,32,11,14,20,RPAP1
6406,203,148,128,153,123,94,611,434,717,396,603,409,FAM32A
6407,0,0,0,0,0,0,24,29,57,18,56,39,LRIG1
6408,37,39,36,46,37,18,114,102,185,67,97,93,UPF2
6409,20,11,15,9,17,2,9,10,7,0,2,3,LRP10
6410,28,33,26,13,15,20,0,0,0,0,0,0,TMEM98
6411,93,117,79,63,112,54,89,66,114,71,101,81,PTCD1
6412,0,0,0,0,0,0,64,68,121,45,44,48,PCDHGA12
6413,0,0,0,0,0,0,5,4,6,1,2,1,ACOT11
6414,0,0,0,0,0,0,90,73,128,32,44,46,PLEKHG3
6415,28,33,19,33,30,18,4,1,1,1,2,7,OSBPL3
6416,0,0,0,1,0,0,34,40,45,41,27,30,IPCEF1
6417,10,2,4,12,6,5,5,19,17,27,38,19,GLCE
6418,394,426,341,361,329,250,385,296,441,267,371,286,ZNF451
6419,18,7,26,21,10,7,5,2,3,2,2,3,SIPA1L1
6420,68,58,72,57,66,33,81,57,103,66,71,75,SS18L1
6421,41,49,40,58,32,34,25,26,47,31,43,38,UBXN7
6422,46,45,37,60,34,32,50,37,70,48,66,57,LTN1
6423,38,31,34,29,32,17,56,47,69,30,42,48,ZNF500
6424,0,0,0,0,0,0,45,25,49,19,26,21,PPP1R16B
6425,1,0,0,1,0,0,1,1,0,1,9,1,DNM3
6426,0,0,0,0,0,0,4,4,7,10,16,8,AUTS2
6427,80,95,76,74,64,41,77,53,80,41,76,46,SENP6
6428,38,49,43,41,34,26,1,1,0,0,0,0,RAB11FIP5
6429,111,135,85,135,98,92,121,119,217,121,191,158,ANKRD17
6430,37,43,42,42,40,33,80,76,115,75,91,76,GIGYF2
6431,31,24,22,25,20,21,72,67,71,39,95,49,APPL1
6432,17,32,17,31,28,16,19,25,33,17,31,25,HACL1
6433,13,20,16,8,10,2,33,23,24,16,44,32,DECR2
6434,49,54,54,64,64,48,0,1,1,0,0,0,RAI14
6435,88,105,93,111,77,66,211,174,242,167,257,178,LSM14A
6436,48,63,24,49,38,37,50,46,78,32,48,54,RTL8A
6437,52,84,80,83,88,36,77,43,126,48,81,69,POLDIP2
6438,0,0,2,1,1,0,2,0,3,0,0,2,LINC02249
6439,3,1,1,2,1,2,0,0,0,0,0,0,ARHGEF26
6440,1,0,0,0,0,0,0,0,0,0,0,0,KLK13
6441,6,2,6,11,9,1,6,5,10,10,11,8,GPSM1
6442,13,18,13,14,13,6,19,27,44,28,35,38,GGA1
6443,6,8,6,5,7,2,28,10,35,19,25,16,ABHD12
6444,64,46,46,60,55,37,69,66,108,69,96,69,HERC4
6445,141,128,145,145,133,109,198,165,312,150,270,170,TOR1AIP1
6446,7,8,7,5,4,6,22,11,20,12,12,13,CCDC9
6447,43,29,36,46,45,23,33,37,78,28,47,29,DCAF4
6448,250,302,233,333,319,193,327,251,423,279,337,253,CHTOP
6449,29,27,17,29,29,19,57,53,93,50,82,58,EDRF1
6450,107,95,99,129,115,78,87,111,128,79,112,111,SZRD1
6451,39,36,53,64,46,27,70,85,151,78,89,103,WIPI2
6452,0,0,0,0,0,1,0,0,0,0,0,0,26102
6453,3,1,0,0,0,0,0,0,0,0,0,0,PYGO1
6454,0,1,1,2,1,1,5,5,4,6,9,2,CCDC69
6455,28,32,16,33,24,19,10,21,32,16,47,28,TANC2
6456,228,219,212,248,206,196,433,310,445,263,412,290,WSB1
6457,23,21,17,38,17,13,30,34,40,46,51,28,LDLRAP1
6458,39,35,22,29,32,11,46,33,64,37,39,28,PRPF31
6459,72,97,91,145,103,96,131,135,220,106,206,167,EPC2
6460,14,13,11,20,15,11,20,17,34,15,21,21,TCTN3
6461,163,157,119,158,145,108,116,119,204,143,214,158,FGFR1OP2
6462,47,50,37,37,53,29,36,18,37,29,77,40,KIFBP
6463,84,53,82,50,72,45,50,41,68,42,43,49,GAPVD1
6464,25,25,9,21,17,6,13,15,25,18,7,16,TRPC4AP
6465,4,1,1,2,1,2,3,1,8,5,4,3,RALGAPA1P1
6466,1326,1401,1171,1287,1085,906,1591,1340,2358,1217,1674,1390,SERBP1
6467,25,39,14,24,13,19,0,0,0,0,0,0,TES
6468,0,0,1,0,0,0,38,20,43,24,57,41,ZBTB20
6469,4,8,11,7,5,2,1,6,1,1,5,4,TTLL3
6470,0,4,0,3,0,1,4,1,2,5,1,3,IRF2BP1
6471,10,4,9,16,9,11,12,15,14,10,8,12,TRAF3IP1
6472,315,285,221,179,142,108,109,108,189,62,95,75,PHF19
6473,5,15,10,14,8,9,12,7,9,5,7,7,26148
6474,4,2,4,3,3,5,18,13,12,15,25,14,ZNF658
6475,0,0,0,0,0,0,0,0,0,0,2,1,RIBC2
6476,33,29,21,36,17,11,15,12,24,11,13,10,NAT9
6477,14,8,4,11,12,7,25,20,27,11,24,10,ZNF337
6478,39,50,29,68,39,20,13,31,31,21,15,21,NOC2L
6479,287,288,223,202,217,168,196,210,341,191,274,197,RSL1D1
6480,0,0,0,0,0,0,32,23,46,22,35,43,GIMAP2
6481,1,2,3,0,2,1,10,7,7,5,6,12,IFT172
6482,4,4,3,5,6,1,7,2,5,2,9,4,MTG2
6483,0,0,1,0,0,0,0,0,0,0,0,0,PCDHB5
6484,9,8,8,6,10,4,6,5,4,2,5,5,SENP3
6485,4,0,2,4,1,0,7,5,3,2,0,0,INTS1
6486,34,38,27,47,26,25,41,28,69,31,79,40,TMEM251
6487,104,105,82,125,107,86,100,90,192,115,169,126,FBXW2
6488,0,0,0,2,1,0,10,12,21,0,12,7,PTPN22
6489,92,87,88,99,69,49,107,115,181,97,153,103,GMEB2
6490,0,0,0,0,0,0,0,2,0,0,6,0,SPAG8
6491,0,4,1,4,3,1,25,12,46,23,41,21,PITPNC1
6492,161,142,133,129,105,66,159,103,178,142,206,183,FBXL3
6493,163,177,139,141,127,97,196,164,241,126,207,146,ARL5A
6494,11,10,11,15,10,4,12,10,28,9,18,17,PHGDH
6495,0,0,3,0,0,0,0,1,0,0,0,0,STAP1
6496,7,4,5,11,9,5,7,10,19,8,7,11,B3GAT3
6497,1,3,1,2,0,0,0,1,0,1,0,0,TIAM2
6498,0,0,1,0,0,0,0,0,0,0,0,0,LRRC29
6499,0,0,0,0,0,0,0,0,1,0,0,0,FBXO2
6500,19,14,9,25,20,14,24,18,33,17,9,18,FBXL6
6501,57,51,62,72,57,32,58,64,78,45,73,71,FBXL5
6502,9,8,4,10,10,10,13,12,13,7,14,5,FBXL4
6503,0,0,0,0,0,0,85,63,135,64,75,66,FAM50B
6504,0,0,0,0,0,0,4,1,1,0,1,0,KLHL3
6505,47,61,44,83,55,27,33,33,42,17,29,42,PTTG3P
6506,88,107,88,95,91,57,125,98,150,112,167,118,BLOC1S6
6507,5,3,2,5,3,3,3,4,9,9,10,9,FBXW8
6508,5,4,1,1,0,0,14,20,24,11,15,17,FBXO25
6509,0,0,0,0,0,0,2,0,0,1,0,0,FBXO24
6510,19,8,5,7,6,5,9,5,15,10,4,4,TSPAN17
6511,32,48,29,38,29,22,38,51,76,38,66,49,FBXO22
6512,31,36,28,57,61,27,13,10,17,26,18,21,FBXO10
6513,104,122,84,94,74,54,79,75,94,46,58,67,FBXO9
6514,24,41,37,36,33,28,46,21,61,34,57,42,FBXO8
6515,4,3,6,8,1,0,7,1,9,4,3,4,FBXO6
6516,831,973,827,953,765,685,497,430,721,469,735,511,FBXO5
6517,13,13,15,19,25,14,37,23,24,25,41,22,FBXO4
6518,24,30,15,34,26,19,29,38,49,37,60,63,FBXO3
6519,6,12,13,7,5,3,8,7,14,6,6,5,HIBCH
6520,36,21,19,37,26,16,47,22,37,20,61,35,VPS33B
6521,20,17,12,18,8,16,50,37,85,51,85,70,TINF2
6522,38,44,62,68,46,26,84,73,142,108,146,98,SACS
6523,0,0,0,0,0,0,0,0,1,0,0,0,PLA2G2D
6524,27,31,18,50,32,20,7,13,19,12,3,14,ERAL1
6525,15,21,14,29,25,10,66,43,85,55,105,51,ARFGAP3
6526,0,0,0,0,0,0,0,1,0,2,3,1,AK5
6527,42,26,26,36,24,26,65,66,91,51,88,59,MYCBP
6528,6,3,0,8,2,2,19,7,9,12,7,15,SERGEF
6529,0,0,1,2,1,0,7,4,8,3,4,11,GBGT1
6530,412,319,266,316,248,154,330,277,508,245,339,294,GNL3
6531,43,49,43,35,42,22,34,33,38,23,50,29,FAM162A
6532,86,109,83,64,59,51,0,0,0,0,0,0,LHX6
6533,23,9,16,19,13,8,71,52,115,42,57,53,PTPN18
6534,0,0,0,1,0,0,2,2,1,1,0,0,SEZ6L2
6535,216,257,212,210,183,144,328,243,394,187,261,207,PPP1R14B
6536,14,15,12,20,24,10,5,10,22,7,15,11,NARF
6537,12,11,10,12,13,7,53,15,39,19,47,23,SLC17A5
6538,34,33,45,63,59,29,47,33,69,64,105,71,CNNM4
6539,24,28,27,40,40,19,27,36,52,36,41,45,CNNM3
6540,7,5,0,0,0,1,12,11,29,5,6,14,HEYL
6541,0,0,0,0,0,0,1,0,1,1,3,0,MYOF
6542,28,28,25,41,34,11,98,59,161,82,137,79,CHIC2
6543,72,61,70,69,54,44,122,114,168,101,130,87,INTS6
6544,147,119,124,99,94,70,126,123,239,99,128,143,TIMM10B
6545,132,116,124,130,104,72,165,133,235,128,177,155,TIMM13
6546,126,112,111,114,108,57,54,73,113,55,87,58,TIMM10
6547,112,140,129,119,94,98,118,112,189,100,130,117,TIMM9
6548,228,204,185,203,155,155,154,119,180,132,147,144,TIMM8B
6549,19,15,14,25,8,7,11,7,20,6,12,7,AGO1
6550,12,12,13,13,11,4,79,73,106,86,95,79,LATS2
6551,130,99,96,120,100,52,192,175,293,123,165,128,DAZAP1
6552,3,2,6,2,4,2,2,4,2,0,0,3,ITGB1BP2
6553,30,28,39,42,26,15,50,34,68,39,50,41,AATF
6554,0,0,0,0,0,0,0,0,0,0,0,1,SRPK3
6555,4,0,0,2,1,1,0,0,0,0,0,0,PCOLCE2
6556,11,9,4,6,3,4,67,52,95,40,83,45,OSTF1
6557,14,19,14,10,10,2,0,0,0,0,0,0,MYEOV
6558,12,18,14,28,19,18,35,15,28,25,34,48,BSCL2
6559,128,131,103,138,116,94,188,137,288,169,272,160,CKAP2
6560,132,108,89,106,102,77,68,72,110,68,68,73,MRPL46
6561,105,90,135,116,91,79,83,88,151,68,86,89,TBL2
6562,0,0,0,0,0,1,0,0,0,0,0,0,VCX
6563,12,8,22,32,26,15,22,25,44,35,45,25,ELP4
6564,53,61,53,44,57,39,87,56,105,65,95,71,NUFIP1
6565,39,27,35,37,43,34,9,5,9,3,4,9,RPS6KC1
6566,2,0,0,4,0,3,13,9,15,11,19,7,SH3YL1
6567,174,129,112,105,117,58,44,41,49,20,40,28,SNORD81
6568,12,3,10,6,9,8,4,2,9,4,4,4,SNORD79
6569,7,5,3,9,4,1,5,0,5,3,1,1,SNORD4B
6570,1,0,0,0,0,0,0,0,0,0,0,1,SNORD4A
6571,0,0,2,0,0,0,0,0,0,0,0,0,SNORD80
6572,3,8,12,9,11,10,12,12,12,9,4,4,SNORD63
6573,1,4,3,2,1,0,1,0,3,1,2,2,SNORD60
6574,0,0,0,0,0,0,1,0,0,0,0,0,SNORD58A
6575,3,1,1,1,2,2,5,1,7,2,11,1,SNORD57
6576,1,0,1,0,0,0,0,0,2,1,4,0,SNORD56
6577,3,0,0,1,0,4,11,1,0,0,0,0,SNORD54
6578,0,0,1,0,1,0,1,0,0,0,1,0,SNORD52
6579,139,102,100,82,130,116,90,88,148,75,143,96,SNORD50A
6580,0,1,1,0,0,0,1,0,1,0,0,0,SNORD49A
6581,15,24,11,32,23,11,5,2,20,3,12,2,SNORD47
6582,1,0,0,0,0,0,0,0,0,0,0,0,SNORD45B
6583,1,2,2,0,4,0,1,0,0,0,0,0,SNORD45A
6584,0,2,0,2,0,0,0,0,0,0,0,0,SNORD44
6585,0,0,0,0,0,0,0,0,0,1,0,0,SNORD43
6586,0,0,1,0,0,2,1,0,2,0,3,5,SNORD42A
6587,0,0,0,0,0,0,0,0,0,1,0,0,SNORD55
6588,3,2,3,12,4,3,2,4,1,0,2,0,SNORD36A
6589,0,0,0,0,1,0,0,0,1,1,0,0,SNORD35A
6590,1,0,0,1,4,0,1,2,0,3,1,0,SNORD14A
6591,0,4,3,0,2,2,2,5,3,1,0,2,RNU11
6592,6,5,6,8,12,7,3,0,3,2,0,1,RNU6-1
6593,16,8,5,6,8,6,12,16,25,18,20,18,RNU5F-1
6594,2,5,0,2,6,4,0,2,3,1,4,1,RNU5A-1
6595,11,13,11,25,19,19,5,6,14,5,14,12,RNU5B-1
6596,3,4,0,0,3,2,0,0,2,2,1,0,RNU4-2
6597,1,2,1,1,1,0,1,1,3,0,0,1,RNU4-1
6598,10,7,8,6,4,8,2,1,11,2,8,5,SNORD3B-1
6599,9,2,4,11,6,6,2,1,6,3,7,3,RNVU1-18
6600,0,1,0,0,4,0,0,0,0,0,0,1,RNVU1-7
6601,9,2,4,11,6,6,2,1,6,3,7,3,RNU1-3
6602,9,2,4,11,6,6,2,1,6,3,7,3,RNU1-2
6603,9,2,4,11,6,6,2,1,6,3,7,3,RNU1-1
6604,1,2,1,2,1,2,0,0,0,0,0,0,STEAP1
6605,1,0,1,0,0,0,0,0,0,0,0,0,OPLAH
6606,128,87,85,101,92,55,93,114,172,76,154,98,RANBP6
6607,41,39,39,38,29,27,14,13,20,10,14,17,COPG2
6608,66,84,67,72,70,49,84,90,141,101,101,100,HBP1
6609,77,68,58,62,47,41,64,40,55,57,66,60,CHORDC1
6610,0,0,0,0,0,0,18,18,28,15,22,13,ZNF285
6611,23,25,11,7,13,6,30,23,42,24,36,24,SEC22A
6612,52,78,61,73,56,63,55,86,114,57,77,70,AP3M1
6613,1472,1174,1078,1193,1213,854,1465,1111,1857,1119,1550,1379,PABPC1
6614,6,11,14,7,13,5,15,4,20,13,7,3,AKAP8L
6615,94,112,113,121,91,62,110,106,191,112,143,119,RNF11
6616,127,86,88,132,101,76,58,43,77,47,46,51,TRUB2
6617,3,0,0,0,0,0,99,74,139,48,59,48,GPR160
6618,0,0,0,0,0,0,9,1,4,1,1,3,CYFIP2
6619,142,80,80,65,61,64,63,55,88,29,72,49,DNAJC2
6620,16,22,18,13,12,11,8,7,19,10,3,2,USP21
6621,0,0,0,5,0,0,26,9,16,15,22,21,TPK1
6622,40,48,29,44,50,26,108,95,164,94,98,109,CNPPD1
6623,0,0,0,0,0,0,28,37,49,20,26,26,BEX3
6624,62,49,53,54,47,33,107,69,118,63,173,78,NPTN
6625,9,2,13,10,6,3,0,0,0,0,0,0,FOXD3
