,K562_DMSO_rep1,K562_DMSO_rep2,K562_DMSO_rep3,K562_JQ1_rep1,K562_JQ1_rep2,K562_JQ1_rep3,MV4-11_DMSO_rep-1,MV4-11_DMSO_rep-2,MV4-11_DMSO_rep-3,MV4-11_JQ1_rep-1,MV4-11_JQ1_rep-2,MV4-11_JQ1_rep-3,genes
4151,36,22,40,20,18,21,95,67,115,65,80,63,STBD1
4152,75,62,72,92,91,72,0,0,0,0,0,0,HSPB3
4153,390,522,489,693,636,416,0,0,2,0,0,0,SELENBP1
4154,2862,3076,2912,3274,3153,2626,3976,3115,5581,3451,5862,4486,ATP6V0E1
4155,887,946,801,1016,924,764,733,575,951,614,878,668,LIMD1
4156,127,118,102,129,132,85,27,21,39,27,39,42,NOL3
4157,17,29,11,23,26,4,2,0,0,1,0,0,KALRN
4158,276,282,264,242,251,182,1132,762,1350,459,710,604,F2RL3
4159,1140,958,891,1264,1075,775,729,698,975,599,1057,716,TAF1C
4160,365,304,352,350,324,281,193,187,285,170,311,197,TAF1B
4161,215,227,194,230,195,157,49,35,65,38,48,47,TAF1A
4162,581,484,465,575,480,475,418,329,497,325,674,380,SLC25A14
4163,3457,3787,3648,4313,3827,2991,2366,1937,3124,1785,3444,2221,MPZL1
4164,59,35,50,62,61,43,55,34,54,46,72,53,MAP3K14
4165,126,163,145,183,163,113,116,104,164,87,138,112,SOCS3
4166,1430,1592,1403,1816,1637,1309,897,668,1264,641,1037,753,RNF8
4167,298,312,330,323,344,285,25,21,14,13,18,8,HIP1R
4168,30,39,27,44,35,20,53,31,49,43,50,25,RHBDL1
4169,2200,2374,2083,2927,2614,1963,2028,1641,2742,1765,2498,2089,BAZ1B
4170,39,38,42,16,25,18,55,28,62,33,42,23,CCRL2
4171,723,801,742,817,855,648,1352,1091,2035,1248,2183,1500,UBA3
4172,1984,2404,2218,3264,2609,1850,4028,2751,5084,3162,3707,3928,UBE2M
4173,1423,1335,1333,1592,1454,1119,845,703,1034,644,1397,753,SPAG9
4174,309,265,312,365,362,251,478,505,866,540,671,560,BTAF1
4175,68014,50467,54843,49612,55746,45702,24715,18992,32746,20486,29142,25370,RPL14
4176,11,5,9,8,2,5,2178,1650,2832,1533,1870,1916,DOK2
4177,661,663,631,826,674,516,6,4,6,3,5,2,SH2D2A
4178,9,8,4,16,5,4,172,156,263,116,175,148,ARTN
4179,552,500,506,606,654,516,1616,1138,1867,1192,1618,1508,AIP
4180,1297,1061,1045,1353,1252,913,1539,1208,1850,1406,2638,1337,PSTPIP2
4181,0,0,0,0,0,0,86,55,128,73,88,96,PSTPIP1
4182,323,371,367,430,391,294,21,5,16,8,24,12,MAP7
4183,1189,1680,1335,2019,1688,1262,882,705,1229,756,980,864,NFS1
4184,4915,5444,4973,5999,5531,4189,3964,2970,5313,3236,5792,3575,PRC1
4185,2,5,1,3,1,5,76,58,118,48,123,59,SLC7A7
4186,1120,1376,1254,1719,1409,1029,661,561,1083,653,978,697,SLC7A6
4187,2,0,0,0,0,0,6,8,12,5,10,5,PAPSS2
4188,316,397,343,448,402,283,893,627,1078,690,1095,812,PAPSS1
4189,576,543,510,604,603,466,449,337,552,367,650,439,PIAS2
4190,8,3,10,16,6,5,1,0,2,0,3,2,SYT7
4191,255,243,222,238,229,192,99,59,120,71,110,72,CLDN12
4192,5176,5793,5309,6111,5582,4129,2641,2029,3336,2169,3743,2605,ASH2L
4193,160,195,163,158,173,150,2,1,0,0,1,0,DIRAS3
4194,0,1,0,0,0,1,1684,1148,2211,1232,2323,1490,EIF1AY
4195,0,0,0,0,0,0,115,92,132,65,124,91,TMSB4Y
4196,3413,3644,3356,4422,4005,3191,1909,1522,2369,1528,1982,1823,PKMYT1
4197,230,215,219,288,235,193,279,205,314,239,345,308,PIGQ
4198,546,562,520,608,604,437,744,516,842,572,642,729,SART1
4199,3836,4128,3719,4651,4219,3430,1834,1466,2610,1568,2449,1790,DNAJA3
4200,492,491,458,527,464,344,954,705,1046,681,1217,854,UNC119
4201,20,25,19,37,31,28,38,36,57,37,42,43,TBX19
4202,332,318,317,362,285,184,0,0,0,1,0,0,TBX18
4203,8848,8575,8241,9524,9259,7229,3903,3120,4928,3162,6242,3823,USP14
4204,664,571,592,521,549,425,93,78,121,79,116,95,USP2
4205,5641,5457,5147,6018,5634,4328,2131,1687,2899,1806,2853,2214,USP10
4206,947,1169,981,1221,1123,806,942,720,1232,799,1601,896,USP8
4207,1338,1336,1201,1273,1293,1116,1129,926,1528,888,1904,1076,MTMR6
4208,2458,2096,2066,2302,2217,1716,1217,872,1532,844,1725,949,MTMR4
4209,926,1008,930,1021,1037,854,2780,1966,2972,2103,3873,2241,NMI
4210,2418,2321,2091,2988,2594,1795,3703,2454,3882,2583,4892,2715,MTA1
4211,1690,1733,1632,1612,1579,1222,543,425,700,423,759,474,LATS1
4212,918,1132,946,1365,1197,843,1532,1182,2188,1299,1631,1602,ATP6V0D1
4213,2422,2241,2184,2392,2294,1858,672,552,918,501,984,641,SEC22C
4214,144,145,120,103,106,92,42,43,44,16,46,16,SLC16A6
4215,21,17,16,11,24,14,105,89,154,87,173,114,SLC16A5
4216,7,5,11,6,17,7,2954,2259,3922,2283,3237,3069,SLC16A3
4217,2560,3379,2834,3745,3460,2384,8980,6876,11291,7378,10364,8331,PDLIM1
4218,2445,2822,2505,3333,3000,2316,3983,3555,5652,3391,5327,3900,CNOT9
4219,1877,2662,2045,2751,2492,1852,2691,2224,3927,2267,3782,2674,SMC3
4220,21,22,13,18,26,23,9,11,7,6,13,11,P2RX6
4221,2711,2550,2520,2750,2770,2271,1927,1471,2501,1543,2722,1935,PRPF4
4222,1304,1699,1459,1891,1639,1277,1182,1010,1479,869,1376,972,PRPF3
4223,594,648,647,686,688,534,417,319,557,319,477,437,FAM50A
4224,2949,2789,2695,3011,2878,2545,2683,2044,3108,2170,3992,2550,AIFM1
4225,60,70,65,65,77,55,1,0,2,0,5,3,KCNQ4
4226,3382,4427,3743,5034,4234,3247,4197,3279,6213,3702,4798,4256,CCNB2
4227,442,590,491,522,514,384,392,317,462,337,693,364,CCNE2
4228,1417,1543,1391,1731,1499,1145,1350,1142,2023,1205,1821,1440,RABEP1
4229,1010,1409,1238,1706,1446,1127,1324,1027,1642,1050,1284,1235,RRP9
4230,255,418,311,437,370,269,857,656,800,595,827,652,ARHGEF1
4231,280,317,248,295,268,189,252,239,344,248,396,333,CBFA2T2
4232,2709,2723,2596,2699,2918,2276,1560,1240,2085,1292,2435,1584,ATG12
4233,9402,9370,9238,8680,9836,8358,9543,7055,12207,7035,13124,9281,PDCD5
4234,1872,2142,1757,2288,2093,1703,96,84,124,83,131,89,SYNGR3
4235,11532,8508,9144,10349,9655,8074,4318,3142,4963,3327,5722,3692,SYNGR2
4236,215,198,204,268,233,181,1134,800,1496,942,1243,1193,SYNGR1
4237,1717,1739,1648,2092,1990,1459,1596,1229,2011,1200,1503,1540,HGS
4238,1315,1247,1214,1267,1201,963,792,643,1077,633,1296,820,NEMF
4239,33,37,25,32,31,28,13,13,18,11,20,11,NEURL1
4240,74,78,72,75,57,43,297,189,291,200,257,221,DYRK1B
4241,470,615,555,665,665,434,1786,1288,2012,1260,1921,1444,CTDP1
4242,2022,2283,2034,2416,2212,1661,752,617,1064,620,1024,710,EXO1
4243,588,640,577,836,800,585,1748,1294,2016,1535,2240,1657,FIBP
4244,220,331,266,465,349,241,575,463,734,468,633,539,PCSK7
4245,10,15,13,13,15,13,4,0,1,0,1,0,DGKI
4246,2178,2110,2076,2374,2137,1638,1383,1043,1785,1008,2004,1242,EBAG9
4247,9465,10761,9048,11705,11029,8884,7010,5772,9909,6127,11070,6989,COX7A2L
4248,3372,3676,3755,4452,4414,3118,14326,11086,21308,11813,21209,15863,TMSB10
4249,3337,3035,2837,3222,3373,2645,5090,3902,6070,3930,8541,4634,SCAF11
4250,16,14,15,23,18,7,173,188,276,143,235,174,LPAR2
4251,13,15,16,8,10,19,77,78,119,89,116,93,MYOM2
4252,17,7,8,21,16,8,0,0,0,1,0,0,IL1RL1
4253,5,7,10,0,3,1,33,9,20,18,43,18,MAP3K13
4254,253,256,248,254,281,223,366,307,444,272,355,343,AP4M1
4255,833,1031,880,1190,1073,721,1587,1227,2056,1415,1977,1619,ARHGEF2
4256,1625,1593,1575,1758,1633,1260,850,675,1003,684,1333,846,ZW10
4257,9668,10810,9370,12637,11148,8543,14941,12624,22146,13372,19305,15364,BUB3
4258,12,4,4,9,9,4,42,18,44,41,58,44,REPS2
4259,86,117,95,95,109,87,174,137,208,148,259,157,SLC24A1
4260,41230,38850,35488,43678,39054,31868,16874,12457,19332,11989,23429,13946,DDX21
4261,692,812,715,892,797,619,1919,1416,2412,1460,2000,1684,ZBED1
4262,806,924,876,953,859,656,874,702,1176,624,1050,835,DEDD
4263,8,9,10,6,8,10,2,0,5,1,1,0,SLC16A7
4264,21,33,23,33,32,21,31,40,73,13,38,33,KCNAB3
4265,667,604,612,663,713,519,619,495,825,537,926,586,SLC33A1
4266,52,43,39,54,40,27,93,64,121,89,123,88,HACD1
4267,1603,1711,1499,1844,1707,1305,1173,886,1471,1007,1845,1134,ZMYM4
4268,1272,1320,1197,1377,1404,1038,1520,1037,1665,1102,1961,1215,ZMYM3
4269,263,237,224,253,245,204,227,196,363,176,319,193,ZMYM6
4270,257,233,254,294,287,195,136,114,163,97,192,117,ZMYM5
4271,3292,3138,3130,3328,3268,2618,9551,6904,11298,7025,11764,8603,LRRFIP1
4272,890,925,841,1084,1022,743,291,202,337,235,410,295,LRRFIP2
4273,2853,3100,2554,3400,3508,2626,5355,3913,6592,3995,8240,4436,AURKB
4274,2418,2562,2238,3086,2589,1958,580,452,820,483,871,534,XPR1
4275,3,7,3,8,5,2,50,54,67,34,62,35,FCMR
4276,3221,3037,2833,3162,3209,2597,795,680,1163,678,1270,760,VAPB
4277,14629,16837,14088,18496,16760,13173,9058,7586,13193,7625,12882,8930,VAPA
4278,3927,4913,4056,5122,4746,3592,3965,2993,4588,3056,4397,3240,MTA2
4279,1141,1112,948,1333,1340,993,1199,958,1483,891,1413,1040,TIAF1
4280,10245,11105,10006,12350,10884,8679,5376,4229,6999,4477,7259,4944,NOLC1
4281,470,477,452,558,505,384,65,46,76,58,88,73,MAGI1
4282,27,29,14,14,24,25,18,13,14,11,17,16,DLGAP1
4283,1674,2103,1597,2356,2290,1588,3970,2914,4588,3255,4241,3306,RAB11B
4284,565,548,522,625,546,388,61,59,106,46,101,80,DLG5
4285,11979,10822,10571,11118,11257,9771,7220,5188,8378,5767,11092,6227,PTTG1
4286,710,780,829,776,726,564,1031,869,1462,848,1437,1021,CCPG1
4287,2625,3063,2713,3787,3463,2788,1809,1383,2311,1586,2029,1784,TBRG4
4288,1109,1337,1165,1233,1245,923,581,405,729,437,769,467,PNMA1
4289,0,0,0,0,0,0,13,11,12,5,8,12,NOG
4290,24,28,20,36,21,13,6,10,21,11,28,13,CRLF1
4291,54,73,51,74,52,44,68,39,108,67,113,66,UBE2L6
4292,570,532,508,567,558,434,0,1,0,2,0,0,DHRS3
4293,71,61,96,75,82,48,307,278,467,271,576,290,RPS6KA5
4294,1008,1103,1023,1152,1076,841,519,357,554,401,625,455,NUMBL
4295,14,39,26,19,27,18,5,2,2,0,1,3,CACNA2D2
4296,2009,1785,1904,1743,1875,1421,1639,1339,2300,1273,2121,1665,AIMP1
4297,42,39,24,57,55,36,31,16,35,11,25,24,TSPOAP1
4298,908,691,719,657,832,733,659,574,899,499,893,698,MFHAS1
4299,407,438,404,515,536,383,404,265,483,339,416,401,PDLIM7
4300,6338,5614,5445,6073,5910,4560,5360,3759,5803,3886,6968,4384,MAPKAPK2
4301,250,292,286,309,317,233,469,408,681,363,618,413,STK17B
4302,598,612,606,665,570,535,260,206,386,258,424,278,STK17A
4303,568,438,413,470,484,404,501,365,612,365,699,367,CYTH3
4304,974,1087,965,1187,1133,864,1812,1337,2174,1479,2152,1847,CYTH2
4305,468,553,451,656,537,416,420,324,545,377,649,438,CYTH1
4306,3882,3735,3534,4050,4140,3324,1666,1348,2292,1416,2448,1728,ITGB1BP1
4307,698,919,931,1173,1024,789,1648,1178,1962,1240,1583,1649,BCL7C
4308,1509,1333,1455,1353,1411,1083,861,652,1026,625,1109,735,BCL7B
4309,3249,4136,3484,4291,3936,3190,3776,3168,5345,3334,5552,3941,COPB2
4310,1845,1507,1581,1710,1638,1230,1473,1105,1751,1058,1991,1314,WDR46
4311,74,83,92,100,96,69,197,114,201,134,208,180,ZBTB22
4312,1418,1384,1380,1546,1426,1089,1296,1101,1684,1107,2252,1238,MED14
4313,39,53,47,60,51,21,37,26,31,35,20,25,NPIPA1
4314,11,4,6,4,3,0,7,10,12,6,5,9,GPR55
4315,52,60,45,54,46,37,68,29,67,23,41,48,S1PR2
4316,6224,6780,5873,7131,6468,5176,4312,3843,6277,3560,6126,4386,SRSF11
4317,11647,12575,11700,16577,14041,10987,6163,4476,7646,5020,6517,5907,ATP6V1F
4318,11,7,4,3,13,9,1,4,4,4,0,4,SNORD29
4319,32,15,19,14,26,16,5,4,3,4,4,4,SNORD31
4320,22,23,8,14,9,9,5,1,4,1,2,2,SNORD30
4321,23,11,10,8,15,17,10,10,13,12,18,8,SNORD28
4322,29,21,28,15,24,26,34,15,21,9,10,13,SNORD27
4323,176,103,150,120,191,186,167,133,168,123,230,147,SNORD26
4324,264,266,247,271,243,163,228,185,300,182,329,233,SOCS6
4325,104,138,131,151,143,118,337,310,465,248,464,323,CD83
4326,28,20,23,14,22,7,64,52,68,56,71,65,ZNF235
4327,53,51,37,65,38,29,8,13,20,11,18,16,ASIC3
4328,57,87,71,48,40,39,44,34,55,31,53,39,KLF4
4329,19,29,43,36,39,28,5976,4803,8667,5415,8572,5962,NREP
4330,915,1178,1132,1239,1245,919,1364,1065,1837,1189,1933,1332,PTER
4331,4601,4694,4345,4956,4671,3637,2174,1648,2912,1600,2923,2118,COPS2
4332,4605,4957,4376,5002,4652,3425,1687,1264,2026,1222,2692,1318,TRIP13
4333,3298,3065,2881,3742,3445,2645,4697,3592,6210,3893,7334,4387,TRIP12
4334,240,216,189,266,227,168,279,238,397,267,455,287,TRIP11
4335,787,1159,882,1227,1046,676,283,211,428,255,284,249,TRIP10
4336,2163,2042,1820,2402,2248,1905,5146,4153,6748,4431,8027,5240,HMGN3
4337,993,915,929,958,989,837,739,524,897,561,1245,664,TRIP4
4338,2841,3099,2781,3121,3176,2467,1821,1399,2424,1349,2510,1574,ZNHIT3
4339,2128,2280,2137,2990,2462,1917,1491,1049,1820,1118,1451,1343,GTF3C5
4340,2982,3093,2807,2822,2847,2249,1185,945,1554,967,1822,1101,GTF3C4
4341,1728,1696,1450,1748,1705,1309,1269,1073,1846,1052,1931,1291,GTF3C3
4342,4,3,12,13,5,9,117,91,164,77,170,115,B4GALT6
4343,0,0,0,0,0,1,2855,2214,3700,2133,3570,2710,TGM5
4344,2913,3424,2900,3657,3346,2666,3044,2406,4149,2246,3781,2505,B4GALT5
4345,1624,1645,1506,1763,1712,1287,2587,1968,3534,2039,4032,2477,CNOT8
4346,133,107,105,91,106,90,0,0,0,0,0,0,TCEAL1
4347,1441,1518,1353,1578,1489,1220,613,505,829,541,756,633,VAMP3
4348,7396,6381,6386,6729,6775,5625,1651,1258,2141,1356,2613,1671,SNAP29
4349,4473,4673,4220,5299,5176,3808,3625,2698,4317,2881,4693,3403,EFTUD2
4350,267,306,272,363,311,211,323,282,394,240,344,313,TAOK2
4351,47670,44306,46312,47969,49688,39347,62189,49627,89700,51363,82896,68484,RPL23
4352,269,289,241,330,298,207,13,8,16,12,20,8,SLC9A3R2
4353,4244,4954,4339,5188,5308,4044,4115,3099,5978,3317,5066,4266,TXNL1
4354,557,516,545,585,602,473,0,0,0,1,0,0,SLIT2
4355,2234,2124,2135,2505,2362,1726,2071,1602,2725,1673,2953,2123,UBE4A
4356,3769,3740,3377,4394,3988,3243,1680,1276,1972,1399,2464,1474,PPIG
4357,4652,3988,4086,4571,4382,3459,3991,2648,4226,2876,4456,3295,LONP1
4358,3,0,1,1,2,2,383,239,473,233,400,306,RAB33A
4359,1201,1235,1101,1432,1302,1067,529,464,804,439,936,571,RAB28
4360,1,0,3,1,1,1,14,6,11,5,12,6,KL
4361,669,688,631,534,562,403,377,294,524,273,589,325,RAB9A
4362,1038,1249,1043,1594,1399,988,4439,3359,6209,3535,4976,4622,SLC9A3R1
4363,1100,1166,1038,1242,1109,904,553,466,781,414,740,496,KIF3B
4364,26,20,23,29,14,27,1,0,0,0,1,3,ZFYVE9
4365,940,742,798,738,766,588,911,622,1114,654,1345,866,PLAA
4366,2328,2801,2587,3610,3111,2529,83,40,75,36,64,51,PPT2
4367,5828,6652,5967,7310,6853,4885,5813,4242,6579,4658,10699,4953,TM9SF2
4368,18226,18546,17834,20311,19581,15559,14634,11584,21375,12381,20211,15421,COX5A
4369,3,2,1,1,8,7,14,15,17,16,21,14,NRXN2
4370,4745,4289,4504,4580,4647,4145,2602,1971,3301,2071,3491,2544,GRHPR
4371,449,478,401,487,475,391,280,232,381,260,401,256,COG1
4372,51,23,31,26,23,32,35,20,24,20,25,15,TSIX
4373,3328,3243,3157,3802,3711,2784,2855,2279,3843,2378,3831,2997,CIAO1
4374,1003,1089,1016,1293,1164,959,769,673,1034,652,1124,780,TGFBRAP1
4375,341,304,305,427,371,273,650,513,789,530,833,521,HS6ST1
4376,359,349,365,375,389,315,44,47,59,45,58,48,NMT2
4377,3,7,7,5,3,5,94,77,120,68,118,102,CD101
4378,298,264,286,359,276,248,168,120,192,104,167,160,STOML1
4379,272,240,230,300,253,184,162,126,231,133,183,152,RECQL5
4380,2276,1548,1578,1978,1833,1330,2187,1656,2560,1681,2841,2049,RECQL4
4381,487,402,432,512,405,416,2,1,3,2,3,4,GRAP2
4382,7415,7228,7067,7309,7525,5504,3254,2458,4197,2602,5269,3060,SELENOF
4383,40,27,30,44,44,31,4998,3804,6171,4231,6206,4643,LPXN
4384,5568,4889,4819,5494,5311,4269,3004,2559,3835,2635,4369,2954,ZRANB2
4385,182,140,134,177,154,139,513,370,509,359,634,417,PEX16
4386,1590,1658,1569,1939,1792,1310,1202,926,1346,849,1778,962,SNRNP40
4387,1038,1054,923,1110,955,799,634,503,768,476,875,579,MED21
4388,1213,1503,1278,1496,1374,1054,318,212,398,224,425,260,TJP2
4389,280,316,296,378,319,263,957,787,1368,823,1235,1044,FADS2
4390,4621,4854,4769,5403,5108,3950,3028,2509,4119,2419,3865,2955,DDX23
4391,1329,1258,1280,1489,1440,1160,1012,807,1470,823,1489,960,CRIPT
4392,35,31,33,46,41,45,321,235,405,262,560,323,ZNF264
4393,8,7,13,10,10,4,818,579,957,572,824,603,KCNK6
4394,1122,1265,1102,1351,1262,942,445,339,573,365,663,353,CDYL
4395,46,52,51,46,32,31,0,1,1,1,1,0,ABCG2
4396,1785,1438,1678,1320,1491,1134,160,124,185,96,242,121,CHST2
4397,859,684,635,741,711,516,563,358,589,398,784,447,MED23
4398,645,762,717,810,727,587,786,585,1083,558,1118,755,MED17
4399,786,756,723,1002,976,656,721,533,937,736,1092,816,MED26
4400,2388,2131,1918,2656,2431,1854,1510,1065,1751,1227,2252,1225,MED27
4401,310,273,269,264,256,240,439,345,539,261,488,336,MED7
4402,9661,10644,9660,12035,10771,8342,6145,4955,7922,4811,8844,5587,QKI
4403,1766,1948,1942,2289,2163,1600,5887,4197,7346,4838,8235,5294,ITM2B
4404,7275,5629,5837,5909,6722,5337,3786,2785,5065,3097,4696,4010,GSTO1
4405,3021,3550,2949,4123,3566,2831,4925,4079,6232,4231,6743,4984,MAP4K4
4406,0,0,0,0,0,0,1435,1189,2188,1280,1689,1658,LY86
4407,125,123,99,133,108,62,226,132,263,151,346,158,EIF2AK3
4408,7163,6885,6923,7866,7638,6305,0,0,0,1,3,0,ITM2A
4409,1626,1555,1434,1784,1635,1348,764,614,1036,706,1175,844,GGPS1
4410,154,149,145,218,163,124,2007,1674,2446,1673,2477,1836,HOMER3
4411,1058,1001,945,1108,1061,872,304,194,359,267,367,265,HOMER1
4412,18,39,41,62,50,35,3215,2605,4567,2841,4257,3104,ARHGEF6
4413,31,15,16,28,24,16,560,443,695,488,860,571,RASAL2
4414,76,60,68,107,83,63,61,50,76,50,60,59,PICK1
4415,146,183,194,187,157,119,0,0,0,0,0,0,HAND2
4416,38,71,60,79,74,48,133,104,180,97,138,107,AKAP7
4417,784,584,532,635,601,555,161,102,205,115,197,167,IL27RA
4418,870,1138,1017,1176,1120,938,118,92,134,93,155,139,SH3BP5
4419,2606,2563,2472,2923,2865,2141,3764,3095,5327,3394,5088,3955,EIF4E2
4420,377,289,325,293,317,248,281,222,409,189,326,266,THEMIS2
4421,2186,2333,2162,2302,2382,1870,1208,918,1563,926,1794,1086,ATG5
4422,1555,1506,1419,1653,1631,1149,1295,984,1582,1019,1856,1223,ROCK2
4423,11,4,6,7,7,4,2,3,1,1,0,0,NAPSA
4424,1011,1334,1110,1543,1250,971,640,534,839,571,776,682,MED20
4425,35,62,36,51,62,49,1,1,7,3,0,4,MAPK8IP1
4426,1186,1165,1124,1292,1250,940,2176,1724,2875,1642,2296,1949,ONECUT2
4427,203,190,170,230,223,167,950,720,1263,866,1205,1035,STX8
4428,669,599,663,733,672,562,438,328,564,282,470,335,CHST10
4429,221,247,196,213,234,195,97,81,153,78,147,96,PIGL
4430,425,434,358,375,396,363,790,644,941,607,1345,642,PIGB
4431,869,960,799,1123,960,721,678,613,1053,570,959,700,PGS1
4432,2856,2709,2698,3097,2855,2245,2386,1796,3020,1980,3015,2267,PSMF1
4433,1419,1368,1361,1411,1420,1065,978,773,1316,681,1220,901,KIF23
4434,31,25,20,13,25,16,17,8,14,8,14,6,AKAP5
4435,252,267,272,286,336,227,757,617,1031,623,1053,773,SLC4A7
4436,6,2,4,5,8,5,53,46,48,25,63,31,SLC4A8
4437,364,532,396,511,493,348,11,7,29,9,23,20,MAGED1
4438,23,22,36,24,26,13,57,51,97,71,83,51,RPH3AL
4439,14,11,13,7,6,3,4,3,4,2,3,0,ADAMTS4
4440,430,487,468,528,520,421,0,0,0,1,1,1,ADAMTS3
4441,2607,2415,2543,2518,2765,2058,1809,1395,2316,1498,2543,1684,PMPCB
4442,1585,1219,1151,1169,1359,1177,776,474,852,542,1228,730,FXR2
4443,477,495,461,536,516,378,1779,1309,2225,1318,2255,1536,LITAF
4444,1251,1111,1068,1298,1190,1025,6097,4781,8284,4625,10153,5548,SPTLC2
4445,1654,1367,1296,1126,1135,857,4,1,5,1,2,0,GDF15
4446,1783,1930,1726,1924,1786,1423,246,198,352,187,418,260,TBPL1
4447,4853,4463,4330,4714,4955,3947,3019,2173,3639,2292,4409,2812,NPEPPS
4448,7428,8055,7093,8564,7944,6358,1597,1287,2178,1204,2504,1401,EEF1E1
4449,890,920,892,1026,957,738,2076,1616,2827,1667,3957,2120,SCAMP1
4450,959,930,1029,1239,1071,832,2405,1768,3079,1978,2642,2579,TECR
4451,544,510,547,637,531,405,2009,1473,2448,1617,3244,1738,VPS4B
4452,4872,3162,3600,3554,3793,3164,3067,2111,3397,2217,3775,2671,MPDU1
4453,1897,2112,2008,2403,2210,1645,1980,1487,2233,1430,2513,1619,GOSR1
4454,3550,3641,3560,4027,3876,2886,3058,2357,4225,2546,4267,3098,TMEM59
4455,1507,1324,1266,1623,1435,1090,1357,1147,1829,1083,2043,1271,BAG5
4456,1751,1909,1718,2073,1899,1393,1252,1059,1799,1099,1823,1221,BAG4
4457,1941,1551,1589,1530,1673,1305,468,339,573,413,683,391,BAG3
4458,3252,3573,3256,3550,3397,2616,967,708,1180,731,1250,845,BAG2
4459,4552,4962,4505,5309,5069,3808,1413,1178,2064,1193,1637,1438,POLR1C
4460,302,327,336,324,314,252,526,380,638,359,825,509,ZNF254
4461,220,208,171,232,245,197,18296,13586,26098,13962,23139,18076,GMFG
4462,6,24,21,23,13,21,123,82,181,116,140,117,TP53I11
4463,20717,21352,18814,26196,22146,18035,11457,8152,12830,8746,15169,9335,EI24
4464,99,83,87,83,82,71,44,38,47,34,46,45,TP53I3
4465,669,630,655,629,670,538,718,546,907,537,1031,695,CIR1
4466,2,2,2,0,2,0,4,5,5,4,10,4,NRG2
4467,186,180,171,240,186,182,4741,4006,6418,3931,6500,4581,RAB3D
4468,214,231,214,255,276,199,258,168,264,171,302,200,APBA3
4469,5,0,1,0,0,0,11,12,13,7,4,9,CXCL14
4470,11455,11250,10405,12666,11929,9909,5832,4470,8133,4718,9074,5490,ATP6V1G1
4471,17486,16760,16337,17239,19940,15018,11560,8678,15493,9708,13862,12196,ATP5MF
4472,1638,1561,1352,1806,1737,1437,2929,2273,3516,2364,4692,2783,SPAG7
4473,5268,4843,4851,5275,5244,3562,6192,4501,7433,4458,8882,4964,MRPL33
4474,1510,1852,1610,2186,1930,1505,1554,1188,2079,1461,2025,1559,SEC22B
4475,11578,10383,10038,12229,10961,8829,26297,19151,29916,21064,39051,21384,MACROH2A1
4476,15792,14295,13663,16049,15710,12873,11238,8572,16205,9338,15235,12097,ATP5MPL
4477,3277,3925,3066,4279,3806,2943,2308,1884,3305,2106,2972,2334,CHD1L
4478,4615,4852,4488,5059,5065,4100,2770,2349,4022,2450,4040,3003,VPS26A
4479,1322,1440,1284,1615,1453,1181,432,286,507,391,726,433,MINPP1
4480,137,136,139,148,130,124,275,210,344,247,337,269,H6PD
4481,543,689,569,770,699,486,0,0,0,0,1,0,BCAR1
4482,696,721,695,888,776,536,748,619,1068,613,942,758,GTPBP1
4483,43,39,32,40,36,35,14,14,20,9,19,14,GABBR2
4484,572,621,505,661,618,441,632,502,810,565,975,628,GTF2IRD1
4485,2021,1998,1920,2466,2205,1692,1331,1185,1871,1200,1902,1344,GOSR2
4486,51,65,37,57,44,52,55,32,63,24,30,38,NR1D1
4487,11,3,2,0,4,2,0,0,0,0,0,0,GDF3
4488,457,434,380,422,474,380,476,400,615,359,680,380,CLOCK
4489,472,423,434,458,440,355,0,2,0,0,0,0,SPAG6
4490,476,619,462,651,584,453,948,832,1453,848,1226,1077,BABAM2
4491,270,253,232,287,251,218,124,95,163,113,207,126,CDC42BPB
4492,0,1,1,0,0,2,17,18,45,21,51,29,SOX13
4493,3322,3305,2921,3811,3315,2706,1592,1329,2094,1466,2887,1479,PREPL
4494,1356,1332,1354,1298,1374,1143,842,633,1037,661,1156,739,APOBEC3B
4495,402,450,384,488,485,367,790,668,1070,672,1166,805,ENTPD4
4496,4841,4603,4400,4629,4402,3583,4422,3338,6466,3195,5697,3802,RBM39
4497,707,895,756,993,957,689,1091,877,1670,1067,1569,1163,KIF20B
4498,6,7,8,7,5,4,12,16,13,10,22,4,CREB5
4499,3410,3154,3027,3156,2926,2145,904,689,1191,646,1084,739,MAD2L1BP
4500,23064,23600,22851,25673,24284,19039,4909,3869,6611,4208,7579,5165,PRDX6
4501,6906,6753,6351,7473,7333,6030,3817,3019,5063,3458,6264,3885,WTAP
4502,965,937,842,1002,912,776,1,0,2,1,7,3,AKAP12
4503,6747,6592,5827,8325,8174,6347,3028,2103,3518,2582,4317,2957,IER2
4504,4,3,2,1,2,2,209,169,317,100,179,88,CYTIP
4505,52,44,51,60,49,48,92,67,124,93,117,84,PITPNM1
4506,6900,8533,7063,9987,7476,5646,4635,3982,5951,4264,7438,4839,PDIA4
4507,159,193,187,177,161,139,299,228,342,159,355,202,NFE2L3
4508,2544,2303,2167,2370,2384,1738,967,694,1100,679,1761,809,RNF14
4509,38,36,48,46,49,29,54,35,79,37,51,59,VPS9D1
4510,0,1,3,8,4,3,9,11,6,5,14,10,RAB36
4511,5,4,7,8,5,3,742,588,1027,614,806,743,RIN1
