,K562_DMSO_rep1,K562_DMSO_rep2,K562_DMSO_rep3,K562_JQ1_rep1,K562_JQ1_rep2,K562_JQ1_rep3,MV4-11_DMSO_rep-1,MV4-11_DMSO_rep-2,MV4-11_DMSO_rep-3,MV4-11_JQ1_rep-1,MV4-11_JQ1_rep-2,MV4-11_JQ1_rep-3,genes
6167,1,4,4,6,2,3,81,49,91,44,52,68,TSPAN15
6168,312,331,268,414,390,283,519,407,708,465,902,547,PIGN
6169,1272,1334,1166,1361,1281,969,1293,952,1613,940,1684,1256,SNAPIN
6170,1990,2092,1949,2634,2310,1764,2011,1545,2495,1697,2620,1931,WBP2
6171,329,344,282,375,366,264,774,620,1106,642,994,918,WBP1
6172,6667,7560,6462,8169,7312,5932,2944,2552,4135,2477,4348,2937,GTPBP4
6173,367,232,257,300,318,243,954,615,940,611,1281,764,DDAH2
6174,1195,1123,851,1218,1114,966,621,490,789,505,905,522,ZNF346
6175,2806,2797,2579,3059,2877,2229,1824,1471,2228,1518,2715,1674,ARL2BP
6176,403,451,409,484,417,322,140,112,212,120,157,123,CDC42EP4
6177,1674,1698,1611,1929,1894,1349,1845,1407,2376,1571,2535,1763,CCNDBP1
6178,963,987,808,1176,1097,857,550,484,854,539,772,633,SMUG1
6179,5780,6041,5710,6059,6134,4653,3517,2681,4484,2974,5424,3313,TMEM50A
6180,25,25,12,23,23,16,110,117,174,87,128,118,DDX58
6181,1228,1413,1280,1551,1376,982,1101,773,1346,794,1238,1003,ELP5
6182,1099,1070,971,1008,1076,886,1556,1233,2376,1262,2694,1563,KLHDC2
6183,2760,2524,2578,2676,2815,2246,2087,1541,2653,1606,2808,1996,CARHSP1
6184,941,1209,978,1147,1086,845,621,512,840,549,1023,675,PDSS1
6185,867,954,905,986,948,603,527,386,625,407,1012,478,LEMD3
6186,3404,2881,2899,2747,3189,2451,3023,2281,4062,2504,3402,3136,HEBP2
6187,1676,1924,1571,2082,1822,1435,1099,1010,1663,1129,2119,1186,ORC6
6188,1232,1025,1092,968,1077,950,298,237,397,277,379,315,ORC3
6189,571,572,520,745,576,493,5416,4263,7306,4557,8157,5076,OPN3
6190,733,590,686,634,657,614,152,118,195,120,250,166,ACOT9
6191,301,272,249,314,318,234,2337,1709,2825,1583,2655,1896,PATZ1
6192,123,133,120,163,163,97,177,120,273,192,290,240,AMACR
6193,8255,8096,7672,9326,8861,6721,2374,1745,2859,1810,3127,2070,CORO1C
6194,32,25,25,38,29,18,5,3,5,2,10,4,DAPK2
6195,4805,4341,4149,4541,4502,3633,408,299,505,356,632,420,CD2AP
6196,3872,4492,3817,5076,4308,3256,1657,1264,2212,1384,1942,1549,MKRN1
6197,1546,1461,1417,1622,1533,1160,746,586,942,575,1096,708,MKRN2
6198,0,0,0,1,2,0,724,589,958,581,797,662,PHLDA3
6199,6705,6707,6194,6842,7145,5274,1834,1395,2016,1398,2756,1550,ZMYND8
6200,528,563,468,604,554,444,1592,1247,2166,1277,1947,1546,SH3BP1
6201,5,0,0,1,2,1,287,219,307,224,373,246,BACE1
6202,1262,1346,1190,1493,1498,1055,894,795,1280,829,1361,1115,RUSC1
6203,761,710,691,881,784,576,1528,1048,1802,1093,1593,1362,FAM89B
6204,2,7,3,5,1,1,14839,12733,23355,13294,18542,16822,KCNE5
6205,3284,3234,3073,3734,3514,2890,3477,2570,4497,2852,4263,3465,KPNA6
6206,1317,1165,1071,1377,1266,1075,337,260,411,253,411,266,SSBP2
6207,6819,6956,6507,7774,6897,5592,11870,8731,14214,8990,14168,10908,NUP62
6208,563,579,506,685,571,492,708,534,843,548,1021,617,RABGAP1
6209,2,4,2,9,6,4,29,15,32,21,36,29,LRRC6
6210,1654,1663,1585,1708,1783,1439,2259,1622,2491,1564,2376,1981,HSPBP1
6211,82,66,64,80,65,76,0,0,0,0,1,0,LDOC1
6212,12334,9580,9198,10199,10312,7599,3145,2647,4183,2688,4246,2849,SNHG1
6213,2249,2866,2351,3448,2983,2150,2272,1876,3310,2158,3030,2484,EDC4
6214,1572,1525,1462,1724,1741,1316,1002,768,1294,900,1481,946,PPP1R15A
6215,1145,1070,1205,1475,1283,937,389,325,514,300,474,377,PLD3
6216,516,581,580,801,711,465,545,491,943,504,558,691,ARFIP2
6217,5694,5584,5053,6471,5683,4612,1673,1207,1790,1284,2460,1426,SSBP3
6218,1118,1116,1015,1359,1305,954,1264,901,1764,1076,1640,1282,POLA2
6219,141,179,133,195,172,134,1557,1228,1996,1262,1684,1478,PLXNB2
6220,1061,1110,1002,1115,1079,758,226,164,325,126,257,148,SLC7A11
6221,10040,11062,9752,11860,11369,9197,6868,5271,9163,5595,10330,6736,LSM5
6222,237,270,249,346,275,227,664,523,868,477,747,565,PLA2G15
6223,404,408,314,505,423,348,287,266,420,279,457,299,ZKSCAN5
6224,630,538,487,610,582,441,61,44,73,58,96,50,CEMIP2
6225,932,893,837,1060,979,762,591,466,729,513,928,570,STX12
6226,131,105,141,125,100,86,1290,1102,1846,1184,1999,1460,SGK3
6227,45,56,38,57,59,32,33,33,44,27,88,45,RAB38
6228,981,1059,973,1084,1070,819,341,302,429,287,492,311,PRKD3
6229,4,2,4,2,4,4,34,20,41,35,55,39,CADM1
6230,27,22,28,25,34,14,7,6,11,6,1,8,GSPT2
6231,637,621,560,613,568,522,172,168,267,134,239,112,GABARAPL1
6232,598,569,489,615,568,486,246,177,327,177,245,222,SHPK
6233,1672,1759,1596,2134,2063,1473,1474,1159,1953,1337,2063,1593,TMEM245
6234,9883,11027,9952,12008,11103,9057,9567,7463,13415,8386,12059,9935,EID1
6235,30638,23638,25960,24827,26891,24032,7049,5291,7539,5190,9418,5434,SDF2L1
6236,3136,4016,3591,5458,4109,2993,777,775,1256,771,1281,935,PPIL2
6237,4404,3827,3753,3858,3999,3215,2928,2168,3444,2268,5287,2695,PITPNB
6238,1721,1705,1777,1796,1786,1498,932,799,1214,665,1149,824,PISD
6239,1683,1663,1674,1900,1812,1325,0,0,1,0,1,0,OSBP2
6240,88,87,59,68,57,54,147,103,143,52,95,75,MAFF
6241,567,476,508,554,488,404,11688,8998,14831,9026,14584,11624,IL17RA
6242,688,926,746,1026,926,670,1060,802,1134,851,822,871,FKBP8
6243,162,163,186,175,191,127,271,272,351,274,580,247,BRD1
6244,95,85,70,95,96,82,2,2,1,0,4,1,ARHGAP8
6245,316,243,248,281,281,230,79,51,102,62,101,85,APOL2
6246,1530,1595,1541,1952,1711,1348,1118,893,1373,981,1744,1156,BCL2L13
6247,7788,8119,7321,9363,9046,7167,4229,3599,6289,3977,6105,4617,MTCH1
6248,9034,8139,7487,8345,8329,7193,7165,5384,9080,5711,11877,7131,MTCH2
6249,2199,2306,2020,2604,2587,1956,1405,1149,1987,1228,2137,1306,KIF4A
6250,709,704,588,677,644,584,1665,1262,1935,1253,2576,1362,EML2
6251,1840,1674,1719,1894,1919,1546,1072,845,1586,932,1647,1087,FTSJ1
6252,0,0,0,0,0,2,13910,11454,19636,11316,18584,14004,LAMP5
6253,141,141,138,137,131,122,320,287,450,269,403,363,NAA80
6254,754,813,802,896,940,674,696,549,971,588,859,688,TFIP11
6255,275,246,281,325,291,232,189,158,312,193,324,211,PANX1
6256,341,302,271,392,331,248,488,360,548,372,662,400,CLDN15
6257,133,97,103,77,63,48,0,0,0,0,1,0,FJX1
6258,2447,2446,2345,2989,2633,2116,3683,2635,4084,2929,4405,3326,PRPF6
6259,784,789,745,935,789,600,417,294,520,267,607,360,ZNF318
6260,84,92,60,148,111,65,1,0,0,0,0,0,TP53TG3
6261,35,19,36,45,36,28,0,0,0,0,0,0,SHC2
6262,6521,7362,7300,8229,7342,5454,3159,2650,4326,2791,3767,3622,HYPK
6263,13,20,17,28,11,14,37,17,46,26,18,17,PRPF40B
6264,64,78,92,89,75,58,0,0,0,2,0,2,SLC24A2
6265,371,275,290,315,318,268,928,688,1151,762,1217,906,TBC1D22A
6266,215,267,228,328,283,219,209,147,219,167,202,212,CBY1
6267,727,897,718,1070,913,659,6400,5120,8667,5495,8006,6790,SUN2
6268,702,604,677,693,656,500,550,406,683,398,644,457,DSTYK
6269,3729,3613,3268,4051,3839,3027,2057,1658,2694,1807,3124,2076,RAB3GAP2
6270,457,330,345,323,326,304,16,15,36,19,22,20,DGCR11
6271,689,635,635,577,592,520,478,360,484,294,557,303,RAD54B
6272,14,15,8,24,8,18,11,4,9,4,7,6,CFAP45
6273,6765,6459,6071,7123,7310,5663,2728,2146,3465,2347,3627,2693,CIZ1
6274,4763,4831,4319,5667,5118,3830,4238,3381,5508,3650,5175,3957,FBXO7
6275,514,482,532,584,588,415,3133,2217,3222,2300,2929,2646,PGLS
6276,1683,1654,1626,1979,1818,1339,2450,1732,3116,1874,2794,2252,BRI3
6277,264,280,218,298,310,222,255,205,339,220,270,293,ZNF324
6278,959,1235,1018,1166,1177,966,3340,2734,4309,2693,5000,3256,SLC39A6
6279,5,3,3,5,5,1,903,692,1285,713,1340,898,GCA
6280,8405,9024,8461,10941,9624,7358,8288,6723,11691,7044,9717,9063,LSM4
6281,483,515,533,389,404,335,9,3,4,3,1,5,BAMBI
6282,242,235,218,246,223,179,262,151,274,177,191,218,RHBDD3
6283,10,9,7,9,7,7,227,213,354,200,293,295,TTLL1
6284,1510,1526,1439,1761,1661,1411,2433,1940,3193,1982,2669,2659,SAMM50
6285,3369,3450,2937,4109,3587,2867,5581,4409,7812,5129,8385,5829,ATXN10
6286,749,851,693,770,679,621,629,510,910,523,981,626,TNFAIP8
6287,107,171,149,191,151,124,126,148,255,146,190,166,NOCT
6288,1739,1817,1778,1816,1778,1455,1861,1498,2464,1440,2945,1687,ARIH1
6289,1191,1201,1125,1369,1343,926,1679,1381,2355,1349,2293,1797,MTO1
6290,7,5,7,10,9,8,26,39,55,37,50,45,DNAJB5
6291,1540,1433,1590,1691,1548,1137,695,433,803,409,765,591,PRDX5
6292,18,11,13,9,5,12,81,43,80,67,81,46,BACE2
6293,44,13,34,40,18,24,0,0,1,0,0,1,FBXL2
6294,4645,4824,4247,5476,5061,4041,5045,3924,6684,4144,5817,5227,TXN2
6295,758,729,674,876,853,603,687,574,973,612,1093,726,TMEM184B
6296,27,18,12,24,24,7,55,20,33,30,76,23,SULT4A1
6297,1395,1301,1230,1523,1422,992,1358,1018,1695,1041,1982,1220,HECTD1
6298,1008,996,972,1088,1032,803,905,713,1243,731,1148,952,NIPBL
6299,11,16,10,14,20,6,15,18,22,20,11,17,RAB26
6300,1403,1136,1130,1287,1353,1101,544,394,678,455,714,515,COG4
6301,623,604,593,648,618,540,968,650,1040,658,1407,828,METTL7A
6302,50,53,54,65,63,57,206,166,308,165,271,170,ABTB2
6303,1956,1901,1865,1739,1865,1392,999,742,1291,810,1389,1032,ASF1A
6304,1841,2019,1598,2116,1880,1551,1920,1469,2632,1508,3304,1900,MOB4
6305,1271,1452,1297,1873,1611,1345,904,708,1251,838,1029,989,YIPF3
6306,1242,1191,1056,1152,1189,858,390,334,632,307,558,402,25845
6307,3620,4033,3594,4082,3967,3228,2220,1754,3041,1640,2786,1851,ANAPC13
6308,6,15,14,15,11,9,85,84,126,52,60,59,ZNF345
6309,85,124,122,133,129,111,496,378,579,371,537,476,TECPR1
6310,1081,1151,990,1121,1062,841,884,599,1003,648,1353,695,ARMC8
6311,3464,3555,3082,3447,3230,2491,4490,3616,5677,3201,7371,3972,DCAF12
6312,883,978,979,1201,1077,768,809,658,980,623,933,944,BRMS1
6313,8,23,25,22,8,10,3,0,2,3,0,1,CATSPERZ
6314,72,49,61,59,80,52,1,0,0,0,1,1,WHRN
6315,411,416,329,486,398,328,284,242,406,248,460,271,USP49
6316,187,182,195,196,218,155,426,261,491,318,424,359,ABHD14A
6317,790,804,712,963,820,603,1275,934,1669,891,1223,1231,PRKD2
6318,1278,1148,1170,1442,1471,1089,1301,932,1632,1114,1679,1268,SUMF2
6319,866,918,831,1112,947,809,1333,1090,1825,1101,1870,1240,NEPRO
6320,35433,30769,31314,37730,37421,26664,36722,29368,57463,33508,39686,45720,RPL36
6321,10168,10591,9467,11464,11013,8613,3222,2540,4605,2806,4176,3327,MPC2
6322,1135,1133,1011,1378,1180,996,992,822,1395,876,1345,1072,LETMD1
6323,3702,3946,3787,4081,3971,3126,2992,2256,3877,2445,3962,3045,DCAF13
6324,1107,976,875,968,993,760,656,503,972,503,994,583,TMEM186
6325,695,777,735,857,764,610,493,409,692,414,627,464,POLR1A
6326,564,547,515,573,612,522,1533,1298,2215,1291,2067,1609,POC1A
6327,750,639,611,705,696,567,755,631,1007,549,889,697,ZNF473
6328,1304,1289,1197,1549,1299,1053,1,1,1,1,0,2,TRIM58
6329,902,834,737,888,886,610,647,534,782,507,1104,486,PLEKHG4
6330,276,296,252,313,295,227,202,168,278,162,256,206,EEF1AKMT3
6331,1790,1459,1812,1664,1703,1314,759,578,948,572,1116,793,INTS7
6332,311,313,262,333,288,227,448,403,699,416,693,494,RNF19A
6333,1138,1331,1125,1260,1217,915,538,469,771,390,783,549,RCHY1
6334,2,2,1,8,8,2,553,445,698,440,758,485,IFFO1
6335,860,894,755,805,801,694,1328,972,1616,984,1858,998,CCDC28A
6336,3105,3439,3200,4024,3726,2609,1771,1440,2351,1425,2407,1798,MTHFD1L
6337,0,0,0,0,0,1,10,7,14,14,28,4,OLFML2B
6338,2239,2269,2231,2612,2459,1851,725,576,993,589,931,695,CNOT10
6339,1347,1323,1357,1485,1501,1166,1864,1366,2394,1478,2050,1753,ANAPC15
6340,5354,5656,5079,6528,5567,4307,80,50,61,45,61,52,TMEM158
6341,2253,2370,2180,2489,2390,1716,1064,779,1315,727,1489,961,AHCTF1
6342,818,654,703,800,736,626,442,301,497,294,487,372,DPCD
6343,9499,9360,8985,10237,10277,7779,7950,6094,10450,6311,12645,7161,C1orf43
6344,1093,1111,1057,1352,1300,936,765,643,1029,633,1265,783,POT1
6345,61,86,75,115,120,51,86,57,127,57,102,65,RTTN
6346,1785,1966,1829,2427,2157,1642,4359,3281,5561,3791,4982,4352,NDUFAF3
6347,2758,2379,2417,2533,2577,2027,1171,978,1580,856,1597,1074,THUMPD3
6348,2354,2117,2067,2763,2408,1840,2434,1767,2883,1878,2613,2344,NELFB
6349,974,1133,938,1285,1050,718,1357,1091,1761,1035,1796,1348,ZDHHC5
6350,1972,2032,1793,2233,1998,1569,3894,3138,5041,3088,5978,3827,ATL3
6351,147,157,147,188,179,153,1,2,2,2,0,0,ZNF521
6352,6572,6040,5735,6893,6197,5045,3097,2328,3639,2393,4791,2688,NOL11
6353,197,208,185,114,153,93,0,0,0,1,0,0,SOSTDC1
6354,2756,2931,2579,3068,2900,2281,913,683,1125,725,1339,827,GEMIN5
6355,973,1038,993,1221,1148,897,970,758,1235,788,1120,930,PTPN23
6356,1341,1396,1260,1565,1508,1116,2852,2401,3893,2277,4404,2684,CLIC4
6357,1955,2048,1784,2269,2182,1666,3350,2493,4341,2665,4987,3255,NIPSNAP3A
6358,5099,5103,4638,5553,5492,4349,1850,1472,2547,1556,2753,1858,NSL1
6359,370,317,267,341,311,273,202,166,290,170,259,200,HEATR5A
6360,102,119,127,144,149,79,414,340,568,345,602,421,SAMHD1
6361,4740,3690,3696,4225,3970,3261,1612,1297,2291,1522,2497,1591,FAM98A
6362,4341,5407,4491,5975,5804,4339,3415,2895,4882,3128,4507,3653,TPGS2
6363,610,755,692,886,879,624,1242,978,1643,1087,1522,1170,SIN3A
6364,49,53,50,38,56,45,920,776,1154,756,1290,952,C20orf194
6365,628,1058,765,1114,969,765,686,519,798,514,617,574,ZNF385A
6366,979,914,894,894,843,618,669,549,873,466,940,588,KBTBD2
6367,1305,1219,1145,1290,1250,1004,1586,1126,1774,1125,2125,1361,SYF2
6368,1214,1169,1279,1230,1156,925,357,283,438,237,595,304,RWDD3
6369,1180,1328,1210,1582,1418,1062,1316,983,1825,1099,1459,1468,PNKD
6370,38,17,17,29,37,27,24,32,33,22,56,28,SEC31B
6371,7172,5606,5723,6077,6329,4576,4745,3575,5719,3339,5366,3883,PNISR
6372,841,1013,963,1208,1120,812,468,264,709,421,482,528,KANK2
6373,7,1,4,1,4,3,3295,2595,4002,2522,4762,3052,ADGRA2
6374,90,114,83,89,87,65,27,29,25,19,27,30,NUDT13
6375,1853,1781,1649,1849,1834,1365,1285,1035,1680,1063,1893,1184,VIRMA
6376,3819,3855,3544,4565,4379,3314,3170,2518,4001,2484,4905,3050,TMEM87A
6377,393,348,298,398,338,289,159,142,241,91,224,149,C2CD2
6378,1276,1015,958,994,1045,812,447,357,562,302,626,360,SH2B1
6379,1697,1664,1667,1670,1682,1182,651,504,892,435,1013,504,UNC50
6380,245,224,210,280,218,163,163,117,229,157,237,179,PARS2
6381,275,316,329,333,330,275,373,263,437,240,347,344,MMACHC
6382,174,244,189,275,229,193,373,290,537,383,552,391,TIPARP
6383,905,674,805,736,817,657,181,138,254,190,314,186,NECAP1
6384,1219,1453,1190,1388,1327,1099,1036,806,1355,837,1627,987,CHMP2B
6385,454,309,307,364,360,360,573,362,688,440,651,529,DHRS7B
6386,1326,1606,1289,1758,1525,1266,1441,1242,2166,1239,1798,1451,AAR2
6387,2,1,0,0,1,2,35,37,62,46,70,55,DNAH1
6388,3013,2858,2731,2827,2763,2217,1517,1138,1744,1058,2422,1204,NGDN
6389,480,523,432,483,440,350,22,16,17,8,11,2,TSKU
6390,331,334,308,412,363,272,224,178,312,171,338,250,HINFP
6391,1257,1124,962,1275,1150,899,1665,1319,2157,1276,2371,1454,ULK3
6392,12177,11863,11306,13482,12750,9870,1813,1479,2659,1649,2892,1800,HIGD1A
6393,4280,5387,4621,5871,5467,4146,533,407,812,492,825,588,REXO2
6394,1218,1010,1010,1038,1112,890,1523,1198,2064,1098,2466,1472,IBTK
6395,2,0,1,4,7,0,7,6,6,9,14,15,CLIP3
6396,739,940,781,1120,1060,774,956,690,1185,753,969,858,TBC1D10B
6397,1690,1328,1476,1213,1327,1232,2098,1344,1734,1376,2616,1347,RNF167
6398,3840,4315,3820,4526,4248,3200,2617,2055,3604,2152,3539,2647,GORASP2
6399,254,282,268,324,303,225,235,188,341,210,369,205,C2CD3
6400,928,953,867,1107,1050,785,707,620,1058,652,968,774,TKFC
6401,1139,1168,1044,1300,1117,973,911,674,1328,665,1344,812,ZZZ3
6402,562,596,519,651,607,461,448,301,522,329,680,408,SPATS2L
6403,1499,1154,1109,1230,1202,1059,2364,1557,2202,1427,2583,1714,NSMF
6404,10,17,9,18,17,12,10,5,15,9,2,11,L3MBTL1
6405,1011,1038,962,1368,1171,848,812,651,1080,674,1040,864,RPAP1
6406,5150,3696,3872,3901,3974,3294,10332,6914,11145,7044,13736,7488,FAM32A
6407,2,0,1,0,1,0,207,195,295,165,382,202,LRIG1
6408,642,733,601,723,684,503,986,739,1241,763,1235,882,UPF2
6409,753,660,638,708,707,561,715,534,918,537,726,658,LRP10
6410,1827,2264,1883,2901,2323,1810,0,0,0,0,0,0,TMEM98
6411,1136,1073,1056,1160,1140,957,593,447,742,436,650,519,PTCD1
6412,7,14,5,10,11,6,1196,1051,1616,993,1249,1114,PCDHGA12
6413,2,0,0,1,1,0,175,151,252,129,174,179,ACOT11
6414,2,0,0,1,1,0,705,532,1024,418,719,536,PLEKHG3
6415,877,1055,850,1175,1109,779,45,20,48,37,52,40,OSBPL3
6416,1,4,3,2,1,3,178,158,185,145,235,158,IPCEF1
6417,86,83,95,97,108,81,173,131,190,148,285,168,GLCE
6418,2925,2678,2529,2707,2815,2120,1860,1332,2137,1273,2528,1479,ZNF451
6419,363,278,332,359,332,248,62,40,43,37,50,34,SIPA1L1
6420,740,761,677,804,724,584,351,305,599,348,584,366,SS18L1
6421,759,762,738,900,839,638,741,554,944,639,959,780,UBXN7
6422,750,882,759,988,859,628,502,381,554,438,819,434,LTN1
6423,311,291,283,305,299,227,413,317,485,243,409,342,ZNF500
6424,8,5,5,3,6,1,532,403,603,380,588,422,PPP1R16B
6425,26,18,15,33,26,13,18,14,17,16,27,19,DNM3
6426,50,12,23,13,13,20,42,35,53,34,78,33,AUTS2
6427,1211,1317,1280,1346,1305,823,570,437,755,490,913,489,SENP6
6428,443,483,470,544,459,354,4,3,3,1,3,3,RAB11FIP5
6429,1438,1422,1353,1411,1482,1156,1529,1227,1999,1372,2062,1464,ANKRD17
6430,942,911,842,1000,972,750,1181,933,1515,863,1624,1083,GIGYF2
6431,832,816,802,870,799,698,1628,1287,2034,1302,2727,1534,APPL1
6432,780,910,760,968,845,603,733,557,1070,633,918,754,HACL1
6433,273,313,269,368,291,253,909,701,1141,769,1234,888,DECR2
6434,1821,1851,1630,2026,1936,1489,7,13,10,6,14,6,RAI14
6435,3946,4525,4023,5054,4346,3193,4903,3768,5957,4194,7381,4557,LSM14A
6436,1327,1817,1414,1950,1816,1300,834,737,1220,714,1053,891,RTL8A
6437,4063,4703,4168,5636,5222,3962,3262,2565,4603,2818,4083,3381,POLDIP2
6438,8,6,16,9,12,7,20,12,21,11,12,17,LINC02249
6439,37,50,46,48,46,35,1,1,0,3,0,1,ARHGEF26
6440,31,22,24,15,16,10,1,1,1,4,0,0,KLK13
6441,237,265,231,275,266,199,426,378,587,349,516,426,GPSM1
6442,1294,1236,1103,1364,1324,998,1460,1112,1843,1164,2004,1303,GGA1
6443,413,452,376,596,504,401,1387,936,1696,1087,1482,1172,ABHD12
6444,782,778,737,824,893,637,951,754,1168,745,1655,868,HERC4
6445,1856,1986,1863,2086,1986,1588,2115,1817,2999,1666,3215,2104,TOR1AIP1
6446,246,297,259,373,311,226,325,240,346,214,304,321,CCDC9
6447,621,457,474,547,540,431,502,377,597,331,678,412,DCAF4
6448,4499,5194,4726,6037,5622,4334,4428,3548,5724,3739,5498,4277,CHTOP
6449,333,357,324,375,394,264,265,232,364,213,401,230,EDRF1
6450,3240,3032,3073,3619,3513,2655,2219,1673,2987,1812,2764,2237,SZRD1
6451,2114,2361,2131,2734,2389,1986,3247,2457,3980,2620,3935,3100,WIPI2
6452,9,10,9,8,10,7,2,2,1,4,0,3,26102
6453,11,8,8,4,4,2,1,1,2,0,2,1,PYGO1
6454,271,224,207,223,206,180,523,351,628,360,702,487,CCDC69
6455,217,167,207,250,216,176,87,102,177,101,210,158,TANC2
6456,4611,4615,4441,4886,4976,4065,3835,2837,4625,2628,4993,3169,WSB1
6457,1092,1173,1083,1393,1258,1047,1079,840,1443,967,1530,1102,LDLRAP1
6458,2201,2272,2036,2587,2373,1765,2635,2014,3579,2205,3302,2689,PRPF31
6459,254,276,281,378,352,291,326,307,543,326,595,398,EPC2
6460,610,557,576,686,652,506,625,496,842,517,799,615,TCTN3
6461,1234,1158,1089,1274,1244,988,787,619,1000,645,1310,744,FGFR1OP2
6462,646,528,495,542,528,455,348,257,412,274,541,299,KIFBP
6463,2468,2156,2224,2424,2404,1688,965,892,1478,916,1566,1136,GAPVD1
6464,1324,1681,1441,1775,1580,1241,1331,1014,1733,1062,1551,1294,TRPC4AP
6465,92,64,68,74,74,83,64,59,101,69,102,83,RALGAPA1P1
6466,51543,55578,51729,62559,58568,47780,38738,31190,53089,33452,53896,39781,SERBP1
6467,398,460,416,543,446,378,10,7,12,14,2,12,TES
6468,21,13,25,20,17,14,136,83,154,124,218,150,ZBTB20
6469,168,117,120,167,138,98,54,43,83,56,73,50,TTLL3
6470,43,49,46,48,37,31,60,25,44,25,44,37,IRF2BP1
6471,432,365,363,437,394,300,323,253,427,242,627,306,TRAF3IP1
6472,17220,13873,13792,14339,14388,11861,4010,3019,5080,3062,5555,3597,PHF19
6473,83,102,79,107,108,90,31,30,60,30,26,32,26148
6474,7,7,8,8,4,15,41,28,47,32,61,32,ZNF658
6475,0,0,0,0,0,0,4,6,10,2,9,9,RIBC2
6476,996,758,855,860,905,626,305,259,470,254,329,243,NAT9
6477,50,43,40,70,53,44,198,157,236,169,297,220,ZNF337
6478,2914,4125,3385,4886,4084,2992,1197,1063,1737,1053,1509,1325,NOC2L
6479,12306,10400,10950,10845,11509,8669,7460,5541,9184,5893,10586,6884,RSL1D1
6480,3,2,1,3,2,0,178,165,328,160,273,175,GIMAP2
6481,110,140,119,133,139,88,163,152,273,147,227,173,IFT172
6482,373,288,305,362,356,309,256,200,344,203,350,277,MTG2
6483,2,3,10,10,11,7,0,0,0,0,0,0,PCDHB5
6484,1031,658,880,688,774,668,531,346,452,362,654,358,SENP3
6485,769,660,692,763,688,545,1090,665,942,773,964,892,INTS1
6486,466,610,578,566,492,408,455,335,637,383,744,395,TMEM251
6487,2624,2508,2321,2994,2639,2129,2167,1781,2784,1879,3499,1995,FBXW2
6488,1,0,6,10,4,1,188,194,253,163,302,185,PTPN22
6489,811,762,726,906,786,579,680,580,895,542,925,545,GMEB2
6490,1,2,1,4,4,3,57,43,63,41,80,37,SPAG8
6491,61,39,59,60,55,38,558,391,656,482,698,492,PITPNC1
6492,403,447,391,395,391,255,517,359,615,417,684,477,FBXL3
6493,6519,7333,6517,7347,7334,5757,3680,2719,4198,2648,4480,3008,ARL5A
6494,1290,1326,1223,1642,1443,1080,1965,1658,2841,1744,2193,2350,PHGDH
6495,8,9,10,8,9,15,8,14,10,5,20,8,STAP1
6496,705,700,770,929,786,646,603,499,766,486,654,663,B3GAT3
6497,5,12,11,7,2,5,3,4,1,2,0,2,TIAM2
6498,20,18,13,18,24,24,49,26,64,34,55,39,LRRC29
6499,19,15,8,14,21,9,3,3,5,2,3,5,FBXO2
6500,296,367,275,440,405,284,1003,708,1205,835,894,967,FBXL6
6501,403,378,340,408,354,293,448,410,673,353,577,483,FBXL5
6502,214,215,191,201,227,191,150,123,156,118,275,126,FBXL4
6503,2,1,2,2,5,1,782,527,854,522,901,595,FAM50B
6504,4,14,6,10,9,6,23,16,33,20,43,21,KLHL3
6505,173,169,151,228,161,122,136,113,174,77,118,138,PTTG3P
6506,3575,3680,3526,3921,3567,2956,2613,2109,3463,2005,4052,2513,BLOC1S6
6507,123,117,114,137,139,98,144,105,172,135,193,169,FBXW8
6508,234,177,198,231,209,179,914,692,1162,667,1197,930,FBXO25
6509,11,8,4,10,2,8,17,13,29,21,24,26,FBXO24
6510,2221,1762,1870,2147,2071,1671,703,482,770,501,838,534,TSPAN17
6511,1913,1725,1691,1803,1885,1484,823,656,1097,797,1198,868,FBXO22
6512,547,554,547,680,631,455,113,66,113,127,185,129,FBXO10
6513,3569,3795,3482,4144,3981,3004,1607,1289,2212,1372,2271,1551,FBXO9
6514,239,313,308,397,314,207,144,109,176,96,159,107,FBXO8
6515,244,221,240,235,219,132,204,134,240,184,225,164,FBXO6
6516,1453,1771,1613,1771,1603,1262,784,653,1070,695,1085,771,FBXO5
6517,492,726,603,723,601,424,791,610,797,646,1142,677,FBXO4
6518,420,474,390,501,518,369,306,242,410,255,475,301,FBXO3
6519,1253,1172,1264,1421,1308,1036,979,675,1182,793,1581,892,HIBCH
6520,510,543,446,574,571,425,331,242,426,243,482,321,VPS33B
6521,491,523,455,550,504,419,1179,892,1584,1032,1572,1193,TINF2
6522,933,901,924,978,978,746,1121,860,1596,953,1715,1108,SACS
6523,1,0,0,1,0,0,14,14,25,14,16,10,PLA2G2D
6524,1725,2320,1900,3018,2407,1690,818,593,1048,677,633,747,ERAL1
6525,647,626,528,593,622,430,1132,753,1225,835,1674,934,ARFGAP3
6526,1,0,0,1,0,0,32,19,39,25,26,20,AK5
6527,4111,3876,3929,4379,4215,3263,3616,2936,5022,3036,5568,3709,MYCBP
6528,164,114,154,120,149,115,358,247,434,336,483,384,SERGEF
6529,52,59,53,76,53,50,365,266,481,284,367,351,GBGT1
6530,8539,6857,6885,7102,7175,5876,4871,3941,6261,3980,6125,4494,GNL3
6531,4638,4988,4560,4581,5092,4100,2775,2219,4018,2299,4860,2904,FAM162A
