	DMSOshBRD4_1	DMSOshBRD4_2	DMSOshBRD4_3	DMSOshSCRAM1	DMSOshSCRAM2	DMSOshSCRAM3	SGCshBRD4_1	SGCshBRD4_2	SGCshBRD4_3	SGCshSCRAM1	SGCshSCRAM2	SGCshSCRAM3
ENSG00000163399	335.688823	355.3663027	342.598759	357.4305325	360.3634247	353.4841803	329.7934027	322.4780355	324.4933275	304.0978998	327.1120314	307.305147
ENSG00000163406	27.28213049	39.17488477	37.11553215	15.79465976	22.19080036	23.45107684	23.98497474	35.10728845	36.23625464	18.1157222	22.92319972	19.78428915
ENSG00000163421	1.556860707	1.888935744	1.359836307	3.752322485	1.422487203	1.889830368	3.234815673	1.796535017	1.710724468	2.814092769	4.158633578	3.729825003
ENSG00000163428	82.73602615	91.16168154	93.34876297	93.72079881	97.29812466	106.6036131	96.96557224	117.598188	109.0975649	107.4631676	124.7590073	116.2732403
ENSG00000163435	1.705133156	0.574893487	1.59980742	1.832529586	1.232822242	1.632126227	1.025673262	1.721679391	0.855362234	0.87940399	1.217161047	0.972997827
ENSG00000163444	70.50354917	63.81317708	68.55174796	96.07690828	73.68483709	85.30007072	72.11272012	72.01111192	67.88465729	93.30476337	79.6226185	77.83982615
ENSG00000163449	1.77926938	1.314042256	1.119865194	0.872633136	1.327654722	1.546224847	1.341265035	0.898267508	1.555204062	0.791463591	1.420021222	1.054080979
ENSG00000163453	13.12211168	10.92297626	10.63871934	19.80877219	12.23338994	13.05700982	15.85848659	12.20146699	13.99683656	16.88455661	15.113083	15.81121469
ENSG00000163462	17.34787645	19.217868	21.35742906	11.86781065	16.97501395	14.25962914	22.01252616	21.33385332	19.59557118	16.70867582	20.18458737	22.70328263
ENSG00000163463	18.23751114	20.28552733	21.43741943	14.31118343	15.93185667	16.40716365	15.62179276	22.08240958	21.15077524	15.30162943	19.17028649	20.83837013
ENSG00000163466	437.1071776	433.3875617	423.1490626	560.14321	546.7092482	561.193718	422.1039963	416.6464126	414.7729233	494.8406253	505.7304151	507.6616162
ENSG00000163468	326.8666123	297.6305711	297.0842379	431.4298225	324.4219147	308.9013639	376.737679	350.3991839	354.9753271	433.6341076	415.2547773	423.416221
ENSG00000163472	7.784303536	9.362551077	10.15877712	8.900857987	9.578080497	9.01964494	8.442079926	8.683252581	7.231698887	6.155827932	7.810116719	7.94614892
ENSG00000163479	142.4898228	143.3127336	143.6627063	186.1326479	209.2004513	203.8439756	168.9993944	153.0048989	171.539008	187.7527519	220.4075796	221.3570056
ENSG00000163481	18.68232849	19.05361272	15.75810309	19.72150887	18.11300371	16.75076917	20.59236318	16.24367078	19.05124976	18.3795434	17.34454492	16.78421251
ENSG00000163482	37.95774677	44.51318144	46.0744537	30.28036982	32.24304326	30.75269418	39.21227779	44.23967479	43.07915251	29.72385487	28.09613417	28.05477068
ENSG00000163485	1.77926938	3.038722718	2.959643727	0.872633136	1.232822242	0.773112423	1.025673262	1.197690011	1.088642843	0.351761596	0.710010611	0.324332609
ENSG00000163486	148.1241759	146.7620945	149.0220612	134.5600296	162.8273685	155.9110054	135.9411562	143.9473682	143.7786155	129.9759098	130.0333719	128.35463
ENSG00000163507	38.77324523	40.2425441	43.35478109	61.6078994	57.75298043	60.73227593	29.7445246	41.54487226	43.31243312	57.42508057	49.19359232	50.83913645
ENSG00000163510	43.07314623	42.37786277	46.6343863	54.36504437	52.25269658	63.99652838	44.10395027	45.06308667	42.45707088	51.44513343	48.68644189	47.43364406
ENSG00000163512	18.01510247	16.58978349	15.35815123	22.60119822	27.02725685	29.97958175	16.88415985	17.21679391	17.49604569	22.07304016	15.82309361	19.70320599
ENSG00000163513	106.3854817	102.1667854	101.7477519	75.48276627	83.45258255	89.42333698	85.13088075	67.59463	67.80689709	58.56830575	53.65651616	57.08253918
ENSG00000163516	68.57600734	80.56721585	78.23058285	63.96400887	72.73651229	69.66601949	68.64121062	73.95735819	74.80531537	60.67887533	62.48093376	62.35294407
ENSG00000163517	2.817176518	2.956595077	2.239730388	1.134423077	1.422487203	1.632126227	2.288040354	2.395380022	1.866244874	1.670867582	1.420021222	1.621663045
ENSG00000163521	7.042941295	6.652338923	5.759306713	5.497588757	4.362294088	5.239984203	5.207264254	5.464460676	5.909775435	4.221139153	3.955773403	4.621739678
ENSG00000163527	239.0151867	244.7403703	247.9701501	266.5021597	297.9636527	328.4009772	226.594893	236.3192103	225.1935481	239.8134682	238.3607051	237.4114698
ENSG00000163528	18.08923869	17.8216981	14.71822827	24.87004438	19.15616099	17.26617746	16.25297631	19.08818455	18.81796915	22.42480175	22.01032894	24.40602882
ENSG00000163531	1.260315811	1.888935744	0.959884452	1.570739645	1.232822242	0.859013804	1.262367092	0.973123134	1.710724468	1.231165586	1.217161047	1.297330436
ENSG00000163535	58.19693596	59.46041211	61.43260494	72.5158136	71.50369005	80.31779066	50.49468367	64.22612685	64.77424917	73.60611399	63.19094437	71.92075604
ENSG00000163536	4.81885457	4.681275539	3.839537809	2.18158284	2.181147044	3.264252454	3.787101275	2.769658151	3.965770357	2.989973567	1.825741571	2.432494567
ENSG00000163539	107.2751163	104.1378488	109.3468372	124.0884319	118.6354327	131.9445203	116.6111601	119.4695786	124.2608045	163.2173806	145.6536053	145.8685909
ENSG00000163541	58.71588953	60.19956087	59.03289381	81.24214496	67.99488828	68.20569602	63.27615048	63.10329246	64.69648897	72.72671	65.21954611	66.97468375
ENSG00000163545	1.260315811	2.053191026	1.679797791	1.308949704	2.086314564	1.460323466	1.183469149	1.646823765	2.410566296	0.967344389	2.130031833	1.135164131
ENSG00000163558	35.36297892	34.90424744	38.23539734	32.89826923	33.28620054	38.05431151	42.21039963	41.61972789	42.22379028	41.50786834	37.4277022	40.05507721
ENSG00000163563	24.09427285	16.75403877	18.31779496	8.988121301	4.362294088	5.239984203	17.19975163	12.20146699	11.35298965	11.78401347	11.36016977	9.40564566
ENSG00000163564	0.88963469	1.396169898	1.039874823	0.698106509	1.612152163	0.944915184	1.104571205	1.347401263	1.166403046	0.703523192	0.912870785	0.972997827
ENSG00000163565	26.02181468	37.45020431	35.67570547	47.64576923	46.08858536	55.83589725	32.1114629	40.72146038	39.03562195	64.28443169	52.43935512	54.08246254
ENSG00000163576	3.261993863	4.517020257	4.159499293	1.570739645	1.327654722	1.030816565	2.998121843	3.593070033	2.799367311	2.022629178	1.217161047	1.945995654
ENSG00000163577	5.930897932	7.14510477	5.5193356	5.061272189	3.793299207	5.068181442	5.996243686	6.362728184	5.832015231	4.57290075	5.984375149	4.540656525
ENSG00000163584	37.73533809	37.20382139	37.43549363	81.41667159	58.60647275	70.43913191	49.6268063	48.50644545	49.22220855	106.8475848	106.6030217	103.5431854
ENSG00000163590	30.84066925	31.53701416	29.43645653	14.48571006	16.21635411	20.70223267	40.94803254	36.67925659	37.7136985	26.38211971	25.35752182	25.13577719
ENSG00000163596	7.117077519	6.734466564	6.959162278	6.370221893	4.646791528	4.55277316	6.943019005	7.186140067	6.687377465	7.474933918	6.897245934	7.054234245
ENSG00000163597	36.25261361	32.76892877	32.31610989	45.63871301	37.36399719	34.36055215	40.71133871	38.25122473	34.44776997	44.9375439	44.6292384	43.86598536
ENSG00000163602	39.36633503	44.75956436	43.99470406	31.67658284	36.79500231	42.17757777	40.08015516	36.82896784	38.33578012	30.51531846	26.47325278	28.8656022
ENSG00000163605	71.24491141	75.47530211	77.91062136	78.97329881	76.15048158	92.08627977	70.77145508	76.50244946	76.74932045	76.85990875	81.04263973	77.51549354
ENSG00000163607	13.71520147	13.87957133	16.23804532	15.70739645	15.64735923	16.32126227	16.88415985	14.14771326	15.55204062	19.61070898	18.56170597	18.81129132
ENSG00000163608	56.71421148	55.60041298	62.87243161	47.73303254	47.51107257	54.46147516	61.77708955	58.98623305	64.85200937	57.86478256	58.11944	58.86636853
ENSG00000163611	21.05468766	24.47403703	25.67690909	18.93613905	23.51845508	25.94221688	19.56668992	22.00755396	23.01702011	20.66599377	22.51747937	23.02761524
ENSG00000163617	9.785981588	11.33361446	11.19865194	6.370221893	11.19023266	10.30816565	8.126488153	8.832963832	11.58627026	5.540245139	7.607256545	5.919070114
ENSG00000163625	65.3881497	62.58126246	66.71196942	41.36281065	48.45939737	54.03196826	58.30558005	59.06108868	61.11951963	40.71640475	34.58765976	39.48749514
ENSG00000163626	31.65616771	27.51275974	27.83664911	40.31565088	29.11357141	32.12711626	30.06011637	29.56797215	27.6048721	35.35204041	34.2833695	26.91960654
ENSG00000163633	11.71352342	12.4012738	12.79845936	12.30412722	16.69051651	14.25962914	9.467753188	11.15348823	11.66403046	9.321682297	10.65015916	9.081313051
ENSG00000163634	55.37975944	55.76466826	55.43332711	68.93801775	54.81317354	55.32048897	58.70006977	47.90760045	50.62189221	52.67629902	49.19359232	48.97422395
ENSG00000163635	42.03523909	45.99147898	42.87483886	36.82511834	38.50198695	44.41101366	38.10770658	37.12839035	40.51306581	35.43998081	29.71901557	30.97376416
ENSG00000163636	67.5381002	61.75998605	59.99277826	83.33646449	59.64963003	63.4811201	70.14027154	61.4564687	59.95311658	68.59351124	60.45233201	57.00145603
ENSG00000163644	28.61658252	35.88977913	35.35574399	25.13183432	29.96706373	31.69760936	24.22166857	29.04398277	29.31559656	22.33686135	20.18458737	18.64912502
ENSG00000163655	167.5478666	152.3467741	153.3415412	206.20321	181.1300371	201.438737	156.8491112	145.594192	148.7552685	185.3783612	162.69386	163.4636349
ENSG00000163659	22.61154837	22.17446308	21.43741943	16.14371302	18.49233363	21.904852	29.11334105	24.10351147	26.04966803	22.42480175	21.30031833	19.62212284
ENSG00000163660	184.895743	194.5603816	217.6537995	144.5080473	139.5934108	174.8093091	179.8084126	210.5688751	202.6430892	151.4333671	161.4766989	159.4905605
ENSG00000163666	0.88963469	1.478297539	0.719913339	0.523579882	1.422487203	0.687211043	0.552285603	1.347401263	1.944005077	0.615582793	1.318591134	1.297330436
ENSG00000163681	54.3418523	48.86594641	53.11360635	56.4593639	55.19250346	62.1925994	54.99186644	56.89027553	55.59854521	56.19391498	55.58368782	48.8931408
ENSG00000163682	439.553673	487.6739324	481.5420335	635.0151331	626.1788666	658.9494889	577.8485363	576.9123072	582.8904823	745.8225242	820.8736962	784.1551653
ENSG00000163683	27.05972182	27.92339795	24.63703427	15.96918639	17.82850627	19.41371197	33.45272793	28.29542651	28.53799453	26.20623891	21.19888824	19.8653723
ENSG00000163684	31.35962282	32.35829057	31.35622544	31.50205621	29.96706373	29.55007485	35.34627857	33.98445407	37.16937707	37.02290799	35.19624028	33.97384079
ENSG00000163686	3.336130087	2.299573949	2.559691872	1.134423077	1.232822242	1.116717945	3.392611559	3.967348162	3.576969342	1.84674838	2.941472531	3.081159785
ENSG00000163694	2.298222949	2.053191026	2.079749646	2.007056213	2.560476965	1.288520706	2.68253007	3.667925659	3.810249951	4.133198754	3.651483142	2.837910328
ENSG00000163697	6.153306605	6.898721846	6.879171907	4.188639053	5.026121449	5.669491105	4.812774537	7.186140067	5.209933607	3.253794764	3.651483142	3.000076633
ENSG00000163701	3.03958519	2.38170159	2.799662985	3.577795858	4.457126568	3.779660737	2.998121843	2.769658151	4.821132591	4.660841149	4.46292384	4.864989134
ENSG00000163702	10.82388873	8.377019385	9.438863779	7.679171597	7.207268493	5.325885584	10.17783468	7.934696324	9.56450498	7.035231922	7.40439637	6.081236418
ENSG00000163703	12.08420454	14.53659246	14.87820901	9.162647928	11.9488925	11.85439049	12.2291812	16.6179489	15.2409998	11.95989427	11.36016977	12.48680545
ENSG00000163704	1.927541828	3.202978	2.39971113	2.443372781	2.750141925	2.14753451	2.603632127	2.619946899	3.110408123	2.374390774	2.738612356	2.594660872
ENSG00000163714	206.6917929	213.9425049	234.5317678	251.5801331	221.5286737	262.0851115	214.3657118	241.9333823	238.8793439	240.8687529	232.6806202	235.7087236
ENSG00000163719	75.54481241	74.48977041	66.2320272	83.33646449	78.23679614	68.97880845	84.18410543	74.10706944	74.88307557	91.28213419	87.53416531	85.0562267
ENSG00000163728	61.23652115	74.81828098	85.10975476	49.30377219	67.4258934	79.45877685	60.27802863	79.87095262	78.69332552	58.48036536	62.07521341	70.86667506
ENSG00000163738	8.006712209	9.198295795	9.998796376	9.948017751	9.483248017	12.11209463	8.205386097	11.15348823	10.26434681	10.72872868	10.3458689	9.40564566
ENSG00000163743	26.98558559	28.00552559	28.79653356	29.23321006	34.51902278	37.45300185	26.35191304	25.45091274	24.10566296	30.07561647	29.31329522	30.40618209
ENSG00000163749	1.705133156	2.053191026	1.59980742	2.094319526	2.844974405	1.116717945	1.577958865	1.272545637	2.332806093	0.703523192	2.535752182	1.702746197
ENSG00000163754	65.23987725	51.08339272	50.55391448	46.8603994	36.70016983	39.94414188	57.67439651	45.51222042	46.42284124	43.17873592	41.58633578	35.27117122
ENSG00000163755	47.8920008	52.23317969	53.67353895	53.40514792	58.03747787	57.03851657	44.57733793	44.23967479	40.82410662	48.54310027	47.16499058	45.40656525
ENSG00000163781	134.3348382	138.9599686	144.3826197	193.3755029	185.3974987	209.7711709	115.2698951	138.183485	139.5795645	173.2425861	175.1697607	175.9504404
ENSG00000163785	30.9889417	36.79318318	35.5957151	13.17676035	16.02668915	15.89175537	38.5021963	41.91915039	38.41354032	21.19363617	25.15466164	22.94653208
ENSG00000163788	49.37472529	50.91913744	51.83376042	53.14335798	47.13174265	52.48574341	45.91860296	46.93447731	41.13514743	43.79431872	40.26774464	38.91991308
ENSG00000163792	4.225764777	3.367233282	3.19961484	8.202751479	7.681430894	6.442603529	3.471509502	3.443358782	3.576969342	8.17845711	6.491525585	7.216400549
ENSG00000163794	3.92921988	3.449360923	3.91952818	1.919792899	1.896649603	2.748844172	4.339386878	4.191915039	4.976652997	2.462331173	3.144332705	2.270328263
ENSG00000163795	29.35794476	24.96680287	24.07710167	17.88897929	17.54400883	15.29044571	20.35566935	20.36073019	22.00613747	15.65339103	14.50450248	16.2977136
ENSG00000163798	33.95439066	34.73999216	33.35598471	40.14112426	36.03634247	34.61825629	34.63619708	34.6581547	31.18184144	32.36206684	34.89195002	30.64943155
ENSG00000163803	30.84066925	30.05871662	30.0763795	29.40773668	30.44122614	27.83204724	27.53538219	23.57952209	22.55045889	31.57060325	26.98040321	26.10877502
ENSG00000163807	54.19357986	54.69700893	61.03265308	58.64094674	60.50312235	65.54275323	53.72949934	57.78854304	56.06510642	53.20394141	50.71504363	52.05538374
ENSG00000163808	52.71085537	55.51828534	58.31298047	94.68069526	80.70244063	92.25808253	43.7883585	50.9766811	55.05422378	80.37752471	75.05826458	68.43418049
ENSG00000163811	98.67531435	107.1765715	110.0667505	141.628358	125.0840413	141.0500666	119.530384	118.795878	126.2048096	155.2148043	170.1996864	152.841742
ENSG00000163812	97.85981588	96.99274406	90.94905184	101.836287	96.72912978	98.78658744	90.10145118	86.75767018	89.73527436	83.19161748	86.8241547	84.32647833
ENSG00000163817	1.630996931	1.724680462	1.439826678	0.523579882	1.137989762	0.859013804	1.499060921	1.422256888	1.477443859	1.231165586	0.912870785	1.621663045
ENSG00000163818	17.199604	16.01489	20.55752535	24.17193787	28.92390645	34.01694663	17.19975163	18.71390642	17.02948448	26.11829851	28.60328461	24.97361089
ENSG00000163820	62.05201962	59.78892267	63.51235458	44.85334319	47.22657513	46.81625231	66.66876203	58.98623305	64.07440734	52.58835862	53.3522259	53.02838157
ENSG00000163823	30.46998813	33.91871575	32.39610026	40.05386094	49.40772217	53.51655998	25.48403567	24.70235648	27.06055067	35.26410001	41.68776587	37.13608373
ENSG00000163827	1.705133156	2.463829231	2.239730388	1.22168639	2.181147044	2.14753451	1.972448581	1.796535017	1.866244874	1.934688779	1.927171658	1.702746197
ENSG00000163832	35.21470647	33.01531169	32.87604249	40.75196745	33.0017031	32.29891902	33.29493205	34.6581547	35.84745362	37.63849079	35.29767037	37.78474894
ENSG00000163840	82.21707259	82.12764103	86.86954292	65.53474852	71.50369005	83.41024035	80.08141238	84.96113517	87.79126928	75.71668357	77.79687693	77.43441039
ENSG00000163848	61.53306605	69.15147375	67.5918635	62.04421597	66.0034062	75.59321474	61.06700806	62.72901433	61.74160125	58.12860376	56.90227896	58.46095277
ENSG00000163864	4.225764777	4.434892616	5.279364487	4.450428994	4.836456489	4.982280062	6.706325175	7.934696324	7.231698887	7.035231922	7.40439637	7.621816311
ENSG00000163866	36.62329473	33.67233282	28.23660097	33.24732248	27.78591669	25.77041411	35.42517651	32.93647531	28.92679555	33.06559004	33.06620845	33.89275764
ENSG00000163867	20.31332542	25.87020692	23.75714019	19.11066568	19.6303234	21.04583819	21.14464879	25.07663461	27.06055067	19.43482819	24.54608112	22.78436578
ENSG00000163870	59.67966044	53.62934959	55.27334637	49.3910355	53.5803513	49.30739234	67.37884352	57.86339866	61.81936145	56.80949777	56.19226835	62.83944299
ENSG00000163872	52.11776558	66.60551688	68.7117287	50.35093195	64.67575148	67.34668222	53.25611168	72.5351013	65.08528998	63.7567893	70.0881903	70.78559191
ENSG00000163874	11.93593209	10.84084862	10.71870972	10.29707101	9.672912978	10.82357393	10.96681411	11.00377698	9.33122437	10.20108629	12.37447065	11.18947501
ENSG00000163875	52.56258292	50.34424395	48.5541552	56.89568047	49.21805721	54.97688344	58.46337594	51.57552611	52.33261668	57.68890176	52.43935512	50.595887
ENSG00000163877	29.95103456	26.19871749	23.91712093	28.09878698	25.60476965	25.85631549	26.50970893	29.79253903	28.14919352	26.73388131	25.96610234	27.08177285
ENSG00000163882	50.19022375	50.26211631	50.47392411	55.93578402	42.48495112	41.1467612	52.30933637	55.24345176	59.87535638	53.81952421	55.17796747	58.94745168
ENSG00000163898	1.630996931	1.231914615	1.519817049	1.570739645	1.612152163	1.202619325	1.735754751	1.57196814	2.177285686	1.319105985	0.507150436	1.45949674
ENSG00000163900	17.4961489	17.00042169	20.79749646	16.0564497	18.39750115	20.95993681	18.85660843	17.66592766	16.32964265	17.9398414	20.48887763	19.78428915
ENSG00000163902	216.5519108	212.9569732	201.4157542	283.4312426	272.9278779	284.8489773	216.9693439	203.3078794	200.1547627	243.4190245	263.7182269	256.0605948
ENSG00000163904	36.10434116	39.99616118	38.0754166	45.28965976	43.90743832	48.01887163	33.53162588	34.6581547	31.49288225	35.52792121	36.10911107	33.89275764
ENSG00000163909	7.487758639	4.517020257	5.279364487	5.933905325	5.68994881	6.098998007	8.205386097	7.784985073	6.920658075	6.419649129	6.795815847	8.189398376
ENSG00000163913	42.99901001	41.72084164	36.55559955	52.88156804	42.20045368	43.20839433	51.91484665	46.48534356	48.75564733	61.20651773	56.59798869	56.43387396
ENSG00000163918	33.73198199	41.47445872	39.35526254	62.82958579	56.52015818	63.56702148	35.81966623	43.71568541	43.85675454	61.29445812	54.36652677	51.08238591
ENSG00000163923	15.49447085	19.13574036	17.99783348	25.044571	23.80295252	20.95993681	19.96117964	16.3185264	18.19588752	24.18360973	27.28469347	23.02761524
ENSG00000163930	146.3449065	129.1046517	124.1450558	141.8901479	114.4628036	106.0882048	157.085805	141.5519882	134.8361922	143.694612	132.6705541	138.7332735
ENSG00000163931	406.5630533	371.8739586	394.4325195	582.8316716	598.8671123	498.3139076	452.0852147	376.4489416	397.2768776	582.9569052	583.0201416	617.4482043
ENSG00000163932	269.2627661	225.1939917	225.5728463	212.5734319	190.9926151	171.630958	239.6130536	218.6532827	227.2153134	202.1749774	200.1215622	207.8161192
ENSG00000163933	51.22813089	49.19445698	47.99422261	52.09619822	45.61442296	44.75461918	54.43958083	52.39893799	47.74476469	55.49039179	45.94782953	46.37956308
ENSG00000163935	24.83563509	21.84595251	19.43766016	27.05162722	27.40658677	30.15138451	16.72636397	18.18991704	19.20677016	21.72127856	17.95312545	22.05461741
ENSG00000163938	138.8571478	150.539966	145.5824752	186.4817012	145.1885271	163.9857351	165.7645787	176.3598541	170.6836458	206.4840569	220.5090097	213.0865241
ENSG00000163939	123.7333581	129.268907	135.9036403	133.7746598	127.4548534	150.2415143	130.8916878	128.5271093	132.6589065	150.7298439	136.3220373	130.2195425
ENSG00000163945	53.37808139	56.09317882	57.91302861	49.04198224	55.4770009	55.66409449	43.07827701	51.94980423	51.63277485	41.24404715	40.87632517	46.37956308
ENSG00000163946	206.6176567	223.4693112	231.8920856	198.3495118	225.4168054	247.4818769	186.278044	206.5266713	209.1749463	191.7980103	185.1099093	181.4640947
ENSG00000163947	57.97452729	50.91913744	48.71413595	48.7801923	46.46791528	53.51655998	46.62868445	37.20324597	36.93609647	34.29675562	29.00900496	29.0277685
ENSG00000163950	122.2506336	116.1284844	127.7446225	153.7579586	141.205563	143.0257983	112.5084671	115.5770861	120.7615954	136.9232013	136.4234674	137.1926936
ENSG00000163956	230.3412484	188.1544256	194.2966112	135.9562426	123.7563866	106.5177117	241.2699104	189.6092999	191.834421	150.2901419	143.016423	154.0579893
ENSG00000163959	4.448173449	3.285105641	3.519576324	2.094319526	1.706984643	2.31933727	3.234815673	3.593070033	3.26592853	2.198509976	2.840042443	1.864912502
ENSG00000163960	87.70315317	94.11827662	93.42875334	68.85075443	90.3753536	93.20299771	93.57296068	96.18947902	90.43511619	84.33484267	83.47696182	80.43448702
ENSG00000163961	27.43040294	25.87020692	25.27695724	22.25214497	21.14764308	22.16255614	25.56293361	28.66970464	29.00455575	28.66857008	28.50185452	25.4601098
ENSG00000163964	31.21135037	34.49360923	33.43597508	38.04680473	39.07098183	38.05431151	30.2968102	30.99022904	33.51464753	32.36206684	29.71901557	29.27101796
ENSG00000163975	17.42201268	17.32893226	16.87796828	19.8960355	21.14764308	17.86748712	13.96493595	14.14771326	16.87396407	19.43482819	19.27171658	25.2979435
ENSG00000164002	3.261993863	3.367233282	3.679557067	2.705162722	4.551959048	4.209167639	2.288040354	3.593070033	2.877127514	2.198509976	3.144332705	3.081159785
ENSG00000164008	7.339486191	7.96638118	8.478979327	7.242855029	6.258943691	7.387518713	8.28428404	7.859840698	9.175703964	7.474933918	8.824417592	6.16231957
ENSG00000164010	27.94935651	24.47403703	25.35694761	23.03751479	22.9494602	24.05238651	27.69317808	26.04975774	25.03878539	21.98509976	19.06885641	18.89237447
ENSG00000164011	13.12211168	12.89403964	12.15853639	7.853698224	10.24190786	11.25308083	12.62367092	12.12661136	12.28611209	10.28902669	11.86732021	13.05438751
ENSG00000164022	69.91045938	65.20934698	65.03217163	77.83887573	74.34866446	84.26925415	69.98247565	65.42381686	67.72913689	69.91261723	65.82812664	67.38009951
ENSG00000164024	88.22210674	88.28721411	87.98940811	102.0108136	92.55650065	101.7931358	83.31622806	88.77877208	91.75703964	94.53592896	93.01139002	88.46171909
ENSG00000164031	60.49515891	69.06934611	69.19167092	50.52545858	60.69278731	75.24960921	48.3644392	62.95358121	59.64207577	44.05813991	46.86070032	48.64989134
ENSG00000164032	253.1752055	268.146748	267.8877525	548.0136094	454.9114074	473.4884087	217.2849357	226.4382677	232.814048	386.7618749	338.7764915	321.0081997
ENSG00000164037	0.741362242	1.478297539	1.359836307	0.261789941	0.948324802	0.687211043	0.946775319	1.347401263	1.244163249	0.615582793	0.710010611	0.243249457
ENSG00000164039	4.744718346	4.106382051	5.199374116	5.759378698	6.258943691	6.872110431	3.313713616	6.362728184	5.754255028	6.507589528	7.100106109	8.189398376
ENSG00000164040	28.8389912	28.66254672	32.79605211	32.54921597	34.8983527	33.07203145	34.39950325	36.00555596	34.75881078	38.42995438	39.76059421	38.67666362
ENSG00000164045	39.2921988	36.71105554	37.83544549	59.16452662	51.49403673	54.46147516	35.5829724	43.49111853	42.22379028	52.32453742	63.90095498	60.81236418
ENSG00000164048	29.65448966	29.97658898	33.03602323	33.24732248	31.1050535	33.75924249	38.26550247	43.64082978	40.3575454	38.95759677	43.006357	43.21732014
ENSG00000164050	23.9460004	22.74935657	21.91736166	19.63424556	16.40601907	14.94684019	33.29493205	30.16681716	33.35912712	35.52792121	37.52913229	40.54157612
ENSG00000164051	22.83395704	23.8170159	22.23732314	26.35352071	22.75979524	21.13173957	26.2730151	25.82519087	24.10566296	23.91978854	29.11043505	22.94653208
ENSG00000164053	21.7960499	15.93276236	19.0377083	20.07056213	14.60420195	16.57896641	20.9868529	20.28587456	19.05124976	23.21626534	26.16896251	23.10869839
ENSG00000164054	88.29624297	70.38338836	74.15107393	75.13371301	64.67575148	56.52310829	87.89230876	74.33163632	76.59380004	76.94784915	66.84242751	72.08292234
ENSG00000164061	3.484402535	5.666807231	4.71943189	1.396213018	3.129471846	2.405238651	3.077019786	5.464460676	4.898892794	2.110569577	2.840042443	3.405492394
ENSG00000164062	235.3083755	206.3867619	210.6946372	249.9221302	205.3123196	185.2033761	231.8021572	196.4211618	210.4968698	227.6776931	203.367325	211.6270273
ENSG00000164066	17.7926938	22.66722892	21.75738092	13.96213018	21.0528106	20.70223267	16.48967014	21.78298708	21.30629565	14.42222544	16.43167414	16.21663045
ENSG00000164068	68.57600734	57.48934872	57.51307676	63.61495562	64.48608652	53.25885584	70.21916948	57.26455366	54.12110135	60.32711374	58.01800992	57.24470548
ENSG00000164070	25.20631621	26.03446221	26.23684169	21.72856509	21.14764308	22.59206304	33.53162588	35.55642221	34.99209139	30.25149727	31.24046688	29.91968318
ENSG00000164073	13.78933769	16.83616641	15.51813198	11.43149408	14.98353187	18.3828954	15.30620099	17.51621641	16.79620387	13.19105985	14.3016423	13.86521903
ENSG00000164074	31.21135037	39.17488477	38.71533957	26.35352071	34.8983527	37.62480461	26.50970893	31.43936279	30.94856083	24.71125213	32.45762792	29.0277685
ENSG00000164077	14.97551728	11.82638031	11.83857491	10.82065089	11.09540018	10.82357393	14.75391539	13.17459012	13.68579574	12.83929826	13.89592196	14.4328011
ENSG00000164080	69.16909713	71.04040949	65.43212349	51.39809171	54.71834106	54.11786964	67.06325175	65.94780624	64.22992775	55.57833219	57.91657983	49.54180602
ENSG00000164081	60.86584003	60.28168852	61.19263382	75.83181952	85.53889712	64.94144357	56.0175397	53.2972055	53.34349932	57.07331897	59.7423214	68.19093103
ENSG00000164086	94.2271409	101.4276367	100.3879156	119.8997929	174.776261	157.9726385	91.99500181	92.52155336	95.6450498	104.3852536	113.8045579	118.1381528
ENSG00000164087	36.10434116	33.4259499	34.47584991	56.80841716	52.06303161	43.12249295	36.05636006	34.13416532	34.13672915	51.53307383	44.93352866	46.62281254
ENSG00000164088	6.820532622	7.637870616	8.318998585	5.672115384	11.37989762	8.590138038	8.520977869	6.811861938	7.542739699	5.100543144	5.781514974	7.216400549
ENSG00000164091	217.0708643	194.6425092	189.3372082	194.8589793	185.3026663	187.0073051	230.776484	222.6954864	228.0706756	218.9715936	219.2918487	216.0866007
ENSG00000164093	4.374037225	3.285105641	3.439585953	4.101375739	4.172629128	4.295069019	2.9192239	2.694802525	2.954887717	3.429675562	3.752913229	2.513577719
ENSG00000164096	98.67531435	110.1331666	109.3468372	62.74232248	64.580919	70.00962501	96.33438869	104.0493197	99.92186096	74.74933918	71.00106109	79.38040604
ENSG00000164099	1.482724483	1.149786974	1.519817049	2.443372781	2.086314564	1.718027608	2.9192239	1.871390642	2.02176528	3.341735163	4.260063665	4.135240764
ENSG00000164104	347.7730275	321.2012041	346.7582583	601.331494	464.8688178	499.2588228	300.5222658	310.3514241	310.1076899	529.137381	420.2248515	391.7937916
ENSG00000164105	8.229120881	7.884253539	6.639200794	9.598964496	10.81090274	11.25308083	12.15028326	10.62949885	11.66403046	10.90460948	11.66446004	11.35164131
ENSG00000164106	1.630996931	1.314042256	1.039874823	0.610843195	1.232822242	1.374422086	0.867877376	1.422256888	1.632964265	0.967344389	1.11573096	1.216247284
ENSG00000164109	61.16238493	65.29147462	67.83183462	115.2748373	99.85860162	110.2973724	54.36068289	64.45069373	66.17393283	104.6490748	93.31568028	91.70504518
