,VHL_2h,DMSO_24h,DMSO_2h,MYBi_24h,PBS_24h,VHL_24h
TLE1,33.0,47.5,31.5,142.0,148.5,38.0
TLE3,3887.5,2565.0,4443.0,1461.0,909.0,1900.0
TLE4,175.5,226.5,275.0,436.0,551.0,130.5
TLN1,2457.0,2205.0,2256.0,2966.0,1795.0,1791.0
SEC62,3219.5,7626.0,6616.0,1818.0,1772.5,3166.5
TLR1,0.5,3.0,0.0,0.0,0.5,1.0
TLR2,410.0,940.0,719.0,169.0,253.0,452.5
TLR4,1581.0,2190.5,2644.5,251.0,357.5,1328.5
TLR5,0.0,1.0,1.0,10.0,4.0,0.5
TSPAN7,2.0,2.5,2.0,0.0,0.0,1.5
TSPAN4,42.5,54.5,39.0,25.0,10.0,41.5
GPR137B,95.5,180.5,198.5,67.0,34.5,109.0
TM7SF2,107.0,128.5,121.5,123.0,292.0,133.5
TMF1,467.0,1111.0,864.5,254.0,387.5,484.0
TMOD1,537.0,631.0,695.0,405.0,383.0,389.0
TMPO,5374.0,13393.0,11761.0,1604.0,4395.5,5003.5
TMSB4X,12523.0,9891.0,14164.5,12696.0,14400.0,12115.5
CLDN5,2.0,4.0,2.0,0.0,0.0,1.0
CLEC3B,0.5,5.5,2.5,0.0,2.5,1.5
TNF,2.0,6.0,10.5,1.0,1.0,3.5
TNFAIP1,609.0,726.0,739.5,452.0,420.5,553.0
TNFAIP2,4003.0,2861.0,3686.5,2680.0,834.5,2741.0
TNFAIP3,418.0,364.5,871.5,729.0,174.0,148.5
TNFAIP6,4.0,5.0,7.0,0.0,1.0,1.5
TNFRSF1A,1587.0,1645.0,1760.0,738.0,796.5,1568.5
TNFRSF1B,4039.5,4840.0,4262.5,2753.0,2044.0,4388.0
TNNC1,0.5,1.0,0.5,1.0,1.5,0.5
TNNI2,12.5,10.5,11.5,10.0,4.0,13.5
TNNT1,37.0,28.5,35.5,28.0,15.0,33.5
TNR,0.0,0.0,0.0,0.0,0.0,0.0
TNS1,415.5,805.0,486.5,415.0,485.5,608.0
TOP1,2715.0,5416.5,4749.5,1314.0,1547.0,2513.0
TOP2A,3067.5,8312.0,5924.0,758.0,2633.5,3693.5
TOP2B,479.5,1469.0,1373.5,375.0,533.5,386.0
TOP3A,1469.5,1586.0,1660.0,613.0,706.5,1125.5
TP53,158.5,136.0,226.0,3759.0,3848.0,84.0
TP53BP1,66.0,197.0,143.0,37.0,32.5,79.0
TP53BP2,561.0,724.5,893.0,479.0,434.5,499.0
TP73,81.0,105.5,99.5,38.0,148.0,77.0
TPBG,0.0,0.0,0.0,0.0,2.0,0.0
TPD52,1955.0,2822.0,2989.0,745.0,892.5,1506.5
TPD52L1,0.5,1.5,0.5,0.0,0.0,0.0
TPD52L2,4340.5,4031.0,4795.0,1404.0,1809.5,4043.0
TPI1,17652.0,14417.0,17236.5,6437.0,11098.5,17448.5
TPM1,183.5,225.0,226.0,82.0,126.0,186.0
TPM2,9.0,10.5,2.5,3.0,5.0,10.5
TPM3,26799.5,24695.0,29592.5,10219.0,12167.0,18708.5
TPM4,18583.0,15366.0,21752.5,3964.0,5327.5,10154.0
TPMT,413.0,630.0,674.0,380.0,364.5,350.0
TPP2,330.5,744.0,566.0,826.0,1017.5,357.0
TPR,256.5,363.5,313.0,153.0,234.0,192.5
TPSAB1,0.0,0.0,0.0,3.0,0.0,0.0
TPT1,8862.5,14325.0,13948.5,13076.0,13471.0,7846.5
NR2C1,41.5,207.5,106.5,44.0,66.0,62.5
NR2C2,1178.5,2379.0,1554.0,638.0,948.0,1196.0
HSP90B1,3836.5,4580.0,4630.0,1598.0,2326.0,3497.5
TRAF1,407.0,132.5,387.5,65.0,171.0,127.5
TRAF2,512.5,419.5,535.5,231.0,261.0,384.5
TRAF3,2558.0,2139.5,3166.0,882.0,761.0,1471.5
TRAF5,1.5,1.5,0.5,9.0,10.5,1.5
TRAF6,203.5,408.5,413.5,280.0,191.5,152.5
HSP90B2P,9761.5,11745.0,11871.5,3000.0,4318.5,7815.5
CCT3,29859.5,27620.0,31468.5,8585.0,14708.0,32480.5
TRIO,95.0,130.5,107.0,96.0,89.0,92.5
TRIP6,265.0,300.0,265.0,243.0,210.0,225.5
TRPC2,22.0,24.0,13.0,66.0,93.0,16.5
TRPM2,1364.5,1371.5,1331.5,1306.0,1081.5,1489.5
TRPS1,4.5,4.0,11.5,0.0,0.0,0.0
TSN,5377.5,7008.0,7756.5,2665.0,2900.5,4228.5
TSC1,404.5,624.5,475.5,536.0,379.0,381.0
TSC2,50.0,38.0,42.0,39.0,23.5,49.0
TSG101,202.0,216.0,251.5,81.0,147.5,221.0
TSHR,0.0,3.5,0.5,3.0,7.5,2.0
TSNAX,1685.0,3533.5,2744.5,747.0,849.0,2097.5
TSPYL1,1332.0,1613.0,1965.5,692.0,652.5,954.0
EIPR1,289.5,263.5,272.5,226.0,421.0,303.5
TST,245.0,191.0,229.0,173.0,241.5,251.5
TTC1,1661.5,1620.0,1732.5,1186.0,1165.5,1510.5
DNAJC7,9700.0,8767.0,10118.0,5284.0,4935.0,6512.5
TTC3,1807.0,2746.5,2745.0,789.0,1033.0,1611.5
TTC4,914.0,955.5,994.5,534.0,490.5,889.0
TTF1,2288.0,2576.5,2806.0,1678.0,1411.0,1774.0
TTK,55.0,531.5,277.5,6.0,48.5,87.0
TTN,6.0,12.5,12.0,3.0,10.5,3.5
TUB,0.0,0.0,0.0,1.0,11.5,0.0
TUBA4A,305.0,311.0,328.0,74.0,126.5,299.5
TUBB2A,5.0,3.0,8.0,0.0,2.0,3.5
TUBG1,273.0,248.5,276.0,154.0,244.0,256.0
TUFM,1657.0,1433.5,1665.0,918.0,1195.0,1668.0
TUFT1,45.0,44.0,56.5,12.0,9.5,25.5
TULP1,13.0,6.5,13.0,1.0,3.0,9.0
TULP2,0.0,0.0,0.0,2.0,0.0,0.0
TULP3,459.0,648.5,523.5,171.0,246.5,485.0
HIRA,826.5,1060.5,1040.5,580.0,510.0,715.0
TNFSF4,8.5,43.0,15.5,32.0,25.0,26.5
TNFRSF4,3.0,1.5,4.5,10.0,2.0,2.5
TXK,1.5,2.5,2.0,70.0,25.0,5.5
TXN,1061.5,1839.5,1851.0,844.0,638.5,912.0
TXNRD1,6196.0,6488.5,7811.5,3994.0,2976.0,4299.5
TYK2,822.0,984.0,811.5,965.0,696.5,793.0
TYMS,3959.0,6420.0,6593.5,1363.0,2958.0,3477.5
TYRO3,141.0,145.5,159.5,21.0,61.0,147.0
TYRO3P,10.5,12.5,11.0,6.0,1.5,6.5
TYROBP,1914.0,1552.0,1727.0,7354.0,3279.0,2299.5
U2AF1,6.5,11.0,20.5,3.0,4.0,11.5
UBA52,7436.0,5898.0,7094.5,4791.0,5153.0,7977.0
UBB,1612.5,1403.5,1877.5,986.0,1202.0,1832.5
UBC,527.5,460.5,557.5,382.0,326.5,534.5
UBA1,1168.0,1060.0,1077.5,943.0,888.0,1024.5
UBA7,26.0,16.5,18.0,30.0,28.0,14.0
UBE2A,2320.0,3262.0,3606.0,1443.0,1693.0,1815.5
UBE2B,434.5,1290.0,1119.0,369.0,467.0,409.5
UBE2D1,417.0,1283.5,1557.0,105.0,119.0,302.0
UBE2D2,2513.0,4066.0,4050.5,1610.0,1547.0,2164.0
UBE2D3,4953.0,10814.0,10880.0,2663.0,3364.0,4188.0
UBE2E1,1203.5,3085.0,2906.5,545.0,894.5,1199.5
UBE2E2,180.5,247.5,320.5,22.0,51.0,156.5
UBE2G1,2690.0,4582.5,4448.5,1857.0,1391.0,2263.0
UBE2G2,6475.5,6284.0,6646.5,4040.0,3673.0,4932.5
UBE2H,1335.5,1929.5,1654.5,1086.0,723.0,1238.5
UBE2I,4994.0,4373.0,5292.0,2391.0,2579.5,3689.0
UBE2L3,2911.5,3014.5,3157.0,1780.0,1487.5,2418.5
UBE2N,2824.0,4866.0,5290.5,1664.0,1993.0,2316.0
UBE2V1,8452.5,8656.5,8870.0,4521.0,4710.0,6594.0
UBE2V2,2498.5,6213.0,6057.5,1089.0,1318.0,2029.5
UBE3A,2451.0,5351.0,5195.5,1680.0,1915.0,2138.5
SUMO1,4638.0,7122.5,7581.5,2607.0,2850.5,3659.5
UBP1,3315.5,5988.0,5701.0,1745.0,2070.0,2747.0
UBTF,12756.0,11401.0,13268.0,8434.0,4566.0,9120.5
UCHL3,35.5,82.0,73.5,76.0,65.5,23.0
UCN,1.5,1.5,1.5,5.0,2.0,1.5
UCP2,1823.5,1687.0,1826.5,1218.0,1721.0,1558.0
UCP3,6.0,16.5,4.5,65.0,29.5,12.0
UFD1,201.0,213.5,238.5,102.0,92.0,233.0
SLC35A2,982.0,826.5,979.0,343.0,352.0,788.5
UGCG,238.5,759.0,650.5,2879.0,3164.5,323.5
UGDH,194.0,279.0,249.5,123.0,170.5,162.0
UGP2,276.0,1071.0,938.0,149.0,276.5,278.5
UGT2B17,0.0,0.0,0.0,0.0,1.5,0.0
UGT8,7.5,25.5,13.0,14.0,10.5,11.5
UCK2,4033.0,3672.5,4670.5,1920.0,2452.5,2831.5
UMPS,970.5,1017.0,1189.5,253.0,324.5,745.0
COL14A1,3.5,5.0,9.0,0.0,2.0,3.5
UNG,4720.5,4883.0,5825.5,812.0,1448.5,3493.0
USP4,1334.5,1413.0,1573.5,967.0,638.5,1037.5
NR1H2,552.0,428.5,574.5,520.0,406.0,501.5
UPP1,2.5,1.5,5.5,5.0,2.0,0.5
UPK3A,118.5,92.5,123.5,17.0,15.5,120.0
UQCRB,12264.0,13855.5,13542.0,8605.0,10208.5,16678.0
UQCRC1,687.5,572.0,602.5,501.0,564.5,729.5
UQCRC2,1419.0,1894.5,1914.0,818.0,1042.5,1446.0
UQCRFS1,336.5,401.0,489.5,332.0,470.0,328.0
UQCRH,922.0,2119.0,2089.5,555.0,792.5,818.5
UROD,126.5,126.0,130.0,126.0,110.0,141.5
UROS,188.5,149.5,167.0,193.0,216.5,200.5
USF1,1101.5,995.5,988.0,819.0,786.0,1136.5
USF2,1016.5,940.0,1072.0,678.0,622.0,745.5
USP1,793.5,2399.0,2270.5,309.0,638.5,657.0
USH2A,1.0,3.5,3.0,0.0,0.0,1.0
UTRN,86.0,236.0,199.0,200.0,186.0,80.5
KDM6A,107.5,243.5,248.0,158.0,113.0,130.0
UTY,777.5,1151.5,932.5,393.0,423.5,649.0
UVRAG,540.0,796.5,714.5,755.0,586.5,555.5
VASP,5241.0,3932.5,5126.5,3901.0,6173.0,4193.0
VAV1,890.5,931.5,968.5,691.0,570.5,971.5
VAV2,1142.0,1276.0,1180.0,884.0,754.0,1104.5
VBP1,1676.0,3172.5,2921.0,710.0,1116.5,1583.0
VCL,3154.0,4030.0,3763.0,1964.0,2091.5,2690.5
VCP,6510.5,5321.0,6164.5,3249.0,2792.5,5227.0
VDAC1,16766.0,16622.5,18873.0,6622.0,8002.0,13064.5
VDAC2,331.0,762.5,810.5,148.0,195.5,244.0
VDAC3,6716.5,7157.0,7486.5,2701.0,4878.5,8165.0
VDR,3455.5,2149.5,3659.0,1628.0,1260.0,1586.0
VEGFA,1749.0,3181.5,2087.0,1004.0,685.0,1943.5
VEGFB,51.5,38.0,41.0,367.0,564.5,46.0
VGF,109.5,67.0,117.0,22.0,21.5,69.5
VHL,2848.0,4962.5,4636.0,1885.0,1932.5,2573.5
EZR,1681.0,1486.5,1744.5,937.0,2111.0,1203.0
VIM,3218.0,6724.0,8398.0,2172.0,2470.0,1906.5
VIPR1,1.0,1.5,3.5,0.0,3.0,3.5
VLDLR,834.5,1192.0,1197.0,811.0,976.0,736.5
BEST1,69.0,53.5,85.0,310.0,86.0,28.0
TRPV1,32.0,77.5,24.0,60.0,62.5,47.0
VRK1,669.0,949.5,986.0,253.0,573.0,722.5
VRK2,290.0,915.0,539.5,219.0,376.5,350.0
VSNL1,0.0,0.5,1.0,4.0,0.0,0.0
WARS1,4377.5,3297.0,4818.5,2149.0,1767.0,2690.0
WAS,1181.0,1086.0,1080.0,1126.0,676.5,937.5
WIPF1,587.0,1737.0,918.0,980.0,1457.5,955.5
EIF4H,15000.0,13262.0,16388.5,4006.0,6039.0,10994.0
CLIP2,1077.0,815.0,1045.0,161.0,214.0,678.0
LAT2,7840.0,6993.0,8373.5,2543.0,5079.5,6516.5
CORO2A,605.5,1131.5,710.0,45.0,55.0,1090.0
WEE1,324.0,570.0,731.0,241.0,141.0,179.5
WFS1,0.0,2.5,2.5,2.0,0.0,3.0
NSD2,3531.0,4474.0,3828.5,1937.0,3942.5,3184.0
NELFA,737.5,787.5,736.0,385.0,442.0,728.5
WNT1,11.5,0.0,16.0,1.0,1.5,0.0
WNT6,171.0,173.0,149.0,36.0,62.0,146.0
WNT8B,0.0,1.0,0.5,0.0,0.0,0.0
WNT10B,486.0,348.5,462.5,262.0,461.0,346.5
WNT11,3.5,2.5,3.5,4.0,4.5,4.0
WNT2B,0.0,1.5,1.5,3.0,0.0,0.5
GET1,393.5,982.0,811.5,210.0,253.5,394.5
WRN,150.0,317.5,269.0,108.0,103.5,110.0
WT1,1037.0,1879.5,1594.0,417.0,707.0,1023.5
XBP1,13450.5,17533.5,17487.5,4179.0,10322.5,11984.5
XG,0.0,0.0,0.0,0.0,0.0,0.0
XIST,1.0,0.5,1.0,0.0,6.5,0.0
XK,137.5,243.0,208.0,38.0,81.5,131.5
XPA,863.0,979.5,1109.5,669.0,416.5,652.0
XPC,1410.5,1552.5,1413.0,2584.0,1771.5,1272.0
XPNPEP1,4429.5,4297.0,4777.0,2476.0,3098.5,4007.5
XPO1,3107.5,8651.0,6136.5,1902.0,2782.5,3587.5
XRCC1,47.5,46.0,48.0,49.0,52.0,59.5
XRCC2,659.5,1213.5,900.5,58.0,210.5,518.0
XRCC3,846.5,811.5,836.5,306.0,828.0,927.0
XRCC4,148.5,525.5,376.0,53.0,131.5,162.5
XRCC5,6117.0,6397.0,6419.5,3106.0,4724.0,5567.0
YES1,672.0,994.5,1466.0,219.0,398.0,327.5
YY1,1549.0,3656.5,3319.5,815.0,937.5,1526.0
YWHAB,17449.5,23452.5,26123.5,12839.0,12423.5,14081.5
YWHAE,146.0,169.5,227.0,44.0,74.0,126.5
YWHAG,20839.0,28975.5,31341.0,6922.0,6458.0,15558.5
YWHAH,3570.5,4509.0,5651.5,2114.0,2223.0,2691.0
YWHAZ,19188.0,30968.0,34259.0,10724.0,9854.5,14001.5
SF1,22756.5,19859.5,23586.5,8282.0,9513.0,15676.5
ZFP36,378.5,1439.5,831.0,2401.0,399.0,371.0
ZFP37,7.0,12.5,18.0,3.0,6.0,5.0
ZBTB14,197.5,322.5,350.0,157.0,238.5,149.0
ZFPL1,214.0,202.5,217.0,151.0,138.5,192.0
ZFX,568.5,1081.0,1177.5,734.0,513.0,423.5
ZFY,132.5,629.5,497.5,130.0,113.0,108.5
ZIC2,221.0,519.0,501.0,106.0,61.5,212.5
ZNF2,73.5,103.5,97.0,83.0,18.0,46.0
ZNF3,889.0,838.5,1151.0,478.0,281.5,516.0
ZNF7,33.5,53.5,68.5,18.0,13.5,24.0
ZNF8,29.5,26.5,28.0,22.0,12.0,16.5
CNBP,28040.0,32988.0,42196.0,10410.0,9419.0,19794.5
ZNF10,26.0,47.5,48.5,45.0,12.0,22.0
ZNF12,210.0,433.0,482.0,196.0,200.5,141.0
ZNF708,180.0,485.5,440.0,139.0,98.0,149.5
ZNF16,52.0,41.0,74.0,50.0,17.0,36.0
ZNF17,16.5,36.0,42.0,18.0,11.0,16.0
ZNF18,123.0,148.5,173.0,94.0,61.0,81.5
ZNF19,0.0,0.0,0.0,6.0,7.5,0.0
ZNF20,0.0,0.0,0.0,35.0,10.5,0.0
ZNF182,165.5,268.5,226.0,118.0,105.0,130.0
ZNF22,1254.0,2869.5,2415.5,540.0,614.5,1345.5
ZNF23,45.5,140.0,119.0,64.0,51.0,43.0
ZNF24,2940.5,6233.0,5225.0,1919.0,1480.0,2630.5
ZNF26,224.5,379.5,410.0,106.0,103.5,134.5
ZNF28,96.0,160.5,151.5,171.0,91.5,86.5
ZSCAN20,13.5,33.5,28.5,13.0,9.0,13.0
ZNF32,38.5,37.5,33.5,70.0,80.0,45.0
ZNF33A,339.0,672.0,556.5,471.0,328.5,294.0
ZNF33B,195.0,348.0,219.0,131.0,132.0,216.5
ZNF35,0.0,0.5,0.0,4.0,2.0,0.0
ZKSCAN1,2405.5,4207.5,3266.5,2753.0,1630.5,2343.5
ZNF37A,891.0,1546.5,1237.5,1410.0,957.0,813.5
ZSCAN21,52.0,62.5,86.0,40.0,13.0,56.0
ZNF41,136.5,285.0,218.5,103.0,99.0,141.0
MZF1,64.5,92.5,71.0,246.0,275.0,91.5
ZNF43,0.0,0.0,0.5,5.0,11.0,0.0
ZNF45,186.5,328.5,330.5,197.0,189.5,138.5
ZBTB25,644.0,610.5,676.0,138.0,387.5,547.0
ZNF70,156.0,165.0,147.0,31.0,63.5,134.0
ZNF74,730.5,895.5,762.5,374.0,434.5,736.5
ZNF75D,167.5,264.5,198.5,167.0,208.5,182.0
ZNF75A,137.5,335.5,265.5,101.0,85.5,99.5
ZNF76,517.5,454.5,470.5,159.0,281.0,555.5
ZNF79,20.0,21.0,30.0,33.0,21.0,14.5
ZNF84,266.0,656.0,433.0,334.0,244.0,261.5
ZNF221,4.5,5.5,5.5,5.0,3.0,3.5
ZNF91,0.0,0.0,0.0,135.0,52.0,0.0
ZNF222,0.0,1.0,1.5,2.0,1.5,0.0
ZNF121,15.5,70.5,38.0,9.0,9.5,12.5
ZNF124,365.5,673.5,725.5,298.0,277.0,249.5
MKRN3,13.0,31.5,43.0,4.0,6.0,8.5
MKRN7P,1.0,9.5,1.0,9.0,1.5,5.0
ZNF131,350.5,924.0,797.5,420.0,304.5,309.5
ZNF132,26.5,19.0,19.5,4.0,12.5,9.5
ZNF133,17.0,24.5,16.5,13.0,12.0,20.5
ZNF134,262.5,311.0,469.0,435.0,189.5,153.0
ZNF136,164.5,245.5,356.5,83.0,55.0,60.5
ZNF138,284.5,778.5,470.5,145.0,212.5,278.5
ZNF140,229.0,365.5,437.0,135.0,131.5,127.5
ZNF141,1.5,0.5,1.0,0.0,7.5,0.0
ZNF142,1474.0,1357.5,1528.5,452.0,355.0,968.5
ZNF143,144.0,461.0,259.0,155.0,185.5,174.5
PCGF2,1.5,3.0,2.0,1.0,4.0,1.0
ZBTB16,7.0,5.5,7.5,28.0,18.0,9.0
ZNF146,3314.0,6949.5,6485.5,3164.0,2989.0,2715.0
TRIM25,9402.0,7415.5,10528.0,4944.0,3191.5,5581.0
ZNF148,870.5,3207.0,2243.0,337.0,383.5,978.0
ZBTB17,14.0,16.5,10.5,30.0,15.0,19.0
ZNF154,19.0,50.0,51.5,22.0,26.5,18.5
ZNF155,133.5,125.0,168.0,133.0,97.5,65.0
VEZF1,746.5,1698.0,1409.5,763.0,674.5,820.0
ZNF165,1.5,4.0,3.0,0.0,0.0,1.0
ZNF174,74.0,86.5,84.0,61.0,44.5,59.0
ZNF175,54.5,168.5,124.0,84.0,54.5,66.0
ZNF177,27.0,81.0,30.0,28.0,22.5,37.5
ZNF180,39.5,79.0,107.0,69.0,28.5,24.5
RNF113A,10.5,15.0,14.0,19.0,19.0,22.5
ZNF184,18.0,132.5,83.5,15.0,15.5,16.0
ZNF185,3690.0,3834.5,4029.5,1822.0,1996.0,3541.5
ZSCAN26,221.5,374.0,314.0,163.0,117.5,207.0
ZNF189,642.5,1054.0,938.0,676.0,586.5,546.5
ZKSCAN8,869.5,2161.5,1477.5,394.0,284.5,792.0
ZSCAN9,19.0,30.5,31.5,53.0,14.0,19.0
ZNF195,1700.0,2028.5,2170.5,1392.0,1078.0,1200.5
ZMYM2,512.5,1725.5,1263.5,379.0,329.5,571.5
ZNF200,305.5,391.0,497.0,166.0,158.5,165.0
ZNF202,404.0,402.5,500.5,272.0,217.5,270.0
ZNF205,7.0,10.0,7.0,0.0,3.5,6.5
ZNF207,2198.0,3918.5,4102.5,1197.0,1542.5,2029.5
ZNF208,0.0,0.0,0.0,0.0,0.0,0.0
ZNF213,429.5,346.5,434.0,380.0,212.5,329.0
ZNF215,0.0,0.0,0.0,0.0,1.5,0.0
ZFAND5,695.5,1322.5,1544.0,1327.0,839.0,521.0
ZNF217,401.5,1089.5,1262.0,1369.0,258.0,253.0
ZNF223,0.0,0.0,0.0,2.0,0.0,0.0
ZNF224,104.5,346.5,254.5,299.0,211.0,121.5
ZNF225,49.0,91.0,113.5,90.0,32.0,29.0
ZNF226,13.0,17.5,19.5,15.0,6.0,12.5
ZNF227,84.5,179.0,163.5,115.0,75.5,92.5
ZNF229,0.0,0.0,0.0,102.0,94.5,0.0
ZNF230,27.0,131.5,88.5,62.0,41.0,29.0
ZNF232,7.0,10.5,7.5,4.0,7.0,10.5
ZNF236,155.5,366.0,262.0,168.0,185.0,212.5
SLC30A1,60.5,103.0,218.0,43.0,12.5,21.5
SLC30A3,8.0,6.0,7.0,7.0,47.0,6.5
SLC30A4,1.0,0.5,3.5,0.0,0.0,0.0
MAP3K12,375.0,300.0,405.0,317.0,300.5,223.5
ZXDA,21.0,44.5,49.0,13.0,8.0,12.0
ZYX,5134.0,4104.0,4952.0,1498.0,1902.5,3510.5
LUZP1,726.0,917.5,1005.0,500.0,542.0,600.5
PRDM2,304.0,510.5,565.0,406.0,262.5,241.0
DNALI1,172.5,221.5,243.0,106.0,98.5,123.5
PTP4A1,1713.0,3101.0,3809.5,1799.0,1367.5,1116.0
LRP8,1433.5,2577.0,1981.0,814.0,1052.0,1489.5
LAPTM5,13467.0,16958.0,18121.0,17521.0,10788.0,11133.0
CSDE1,6898.5,11657.5,12729.5,5797.0,5028.0,5423.5
EVI5,136.5,288.5,247.5,225.0,194.0,115.5
DAP3,1090.5,850.0,1031.0,727.0,741.0,1033.5
BTG2,1018.5,2604.5,1664.0,2062.0,289.5,959.5
ALMS1,20.5,58.5,43.0,15.0,30.5,38.5
MOGS,232.0,267.5,260.0,114.0,161.0,300.5
RNF103,83.0,236.0,234.5,49.0,38.0,62.0
TUBA1A,496.5,484.0,722.0,42.0,174.5,332.5
PAX8,80.5,103.5,99.0,14.0,12.0,99.5
CXCR4,637.5,1875.5,1130.0,1273.0,545.5,965.5
FZD5,186.0,301.5,272.0,77.0,99.0,162.0
SCG2,1.5,3.0,0.5,15.0,0.5,1.5
BRPF1,454.0,425.0,613.0,467.0,314.5,294.5
IFRD2,1334.0,1090.5,1332.0,553.0,690.5,1191.5
MAPKAPK3,3649.0,2918.5,3745.5,1953.0,3338.0,3269.0
SEMA3B,2.0,3.0,3.0,11.0,3.5,2.0
SLMAP,648.5,1507.0,1131.5,556.0,502.0,738.5
MANF,1249.5,1262.5,1370.5,551.0,789.0,1369.0
USP7,9916.5,11923.0,12587.0,5138.0,4421.0,7595.0
RAB7A,16521.5,16613.5,18691.5,7310.0,6123.5,11972.5
KCNAB1,16.5,32.5,36.5,9.0,11.5,13.5
SLBP,3405.5,4818.5,5184.5,1085.0,1747.0,2865.5
ST8SIA4,298.0,1114.5,609.0,467.0,579.5,438.5
REEP5,1104.0,1898.5,1821.0,256.0,250.0,927.5
DEK,8186.5,20082.0,17411.0,1285.0,3791.0,7549.5
ALDH5A1,2287.0,2981.0,2816.0,473.0,795.0,1802.0
GPANK1,1.0,1.0,1.0,0.0,3.0,2.5
DDX39B,25.5,22.0,13.0,5.0,13.0,21.5
SLC39A7,3.0,5.0,5.5,2.0,0.5,5.5
LST1,5.0,14.5,18.0,2.0,3.5,2.5
TFEB,336.0,215.0,320.0,126.0,76.5,201.0
RNF217-AS1,1.5,1.5,0.5,0.0,1.0,0.5
EPM2A,217.0,228.5,276.5,163.0,185.5,146.5
AIMP2,429.5,525.0,564.5,272.0,207.0,324.0
MAFK,1299.5,1524.0,1595.5,851.0,764.5,1189.0
FZD3,239.5,777.5,480.5,287.0,203.5,323.0
MTERF1,318.5,467.0,506.0,305.0,241.0,290.5
SEM1,1043.0,1285.5,1325.5,673.0,737.0,873.5
ST7,185.0,152.0,207.0,90.0,113.5,122.5
ZNF212,469.5,377.0,526.5,153.0,171.0,347.5
UBXN8,307.5,682.5,636.5,196.0,281.5,326.5
KAT6A,1174.5,2166.5,2120.5,1059.0,694.0,1045.0
PSCA,9.0,11.0,13.5,9.0,8.5,13.0
NR4A3,21.5,9.0,55.5,56.0,6.5,6.5
BRD3,2006.5,3117.5,2359.5,1970.0,1629.5,2084.0
NUP214,534.0,657.5,546.0,436.0,507.5,545.0
STAM,63.5,189.5,160.5,139.0,124.5,64.0
MLLT10,204.0,468.5,345.5,528.0,437.5,200.5
CUBN,2.0,2.5,2.0,1.0,0.0,0.5
CCDC6,1401.0,2686.5,2257.5,846.0,1069.5,1384.0
NCOA4,6782.0,9159.0,11338.5,2866.0,2764.5,5191.0
SLC25A16,189.0,305.0,297.0,98.0,75.5,156.0
SHOC2,774.0,2127.5,1736.5,689.0,687.5,707.5
ADAM12,3.0,2.0,1.5,1.0,4.0,0.0
CSRP3,0.0,0.0,0.0,3.0,3.0,0.0
PDHX,299.0,1038.0,849.0,227.0,272.0,282.5
FOSL1,1054.5,1138.5,1432.0,935.0,317.5,566.5
CUL5,1117.0,2839.5,2339.5,521.0,578.0,1057.0
PTP4A2,6054.0,7225.5,8141.5,5029.0,3694.0,4416.5
USP5,870.0,804.5,882.5,510.0,578.0,834.0
MLF2,11260.0,10437.5,11097.0,5841.0,4417.0,9482.0
SSPN,1.0,2.0,0.5,0.0,0.5,1.5
KMT2D,1603.0,2344.5,1755.5,1405.0,1109.0,1501.5
AAAS,29.0,51.5,47.0,36.0,26.0,25.5
FXR1,1110.5,2309.0,1874.5,683.0,805.0,1164.0
YEATS4,315.0,943.0,731.5,142.0,213.5,291.5
CDK2AP1,1333.5,1895.0,2057.5,337.0,412.5,1204.5
IFT88,9.5,25.5,22.0,1.0,9.0,7.0
PABPN1,4691.5,5708.0,5447.5,2803.0,2757.5,3978.5
DPF3,37.0,67.0,57.5,11.0,11.0,31.5
GPR68,99.0,41.5,103.0,48.0,21.0,30.5
ANP32A,7949.5,8855.5,9907.0,4757.0,5085.5,6388.0
NPRL3,886.0,799.0,826.5,384.0,532.5,813.5
GAN,68.5,104.0,99.0,23.0,36.0,60.5
SLC7A5,29279.0,21698.0,31185.5,4108.0,5735.5,18223.5
TAF15,2.5,4.0,2.0,0.0,0.0,0.5
RND2,4.5,3.5,4.0,1.0,1.5,2.5
COIL,491.0,901.0,824.5,315.0,280.5,474.5
AKAP1,1226.5,1767.0,1725.0,748.0,774.0,1115.0
SLC14A2,1.5,3.5,2.5,1.0,1.0,4.0
MADCAM1,0.0,0.0,1.0,0.0,4.5,0.5
SF3A2,297.5,292.0,312.0,190.0,173.0,255.0
ELL,1223.0,1865.5,1525.0,757.0,615.0,1232.0
ZNF239,9.5,20.5,14.5,0.0,1.0,11.5
SYMPK,41.5,65.5,67.0,44.0,34.0,37.5
CLPP,586.5,453.5,556.0,273.0,441.0,607.0
DPF1,15.5,5.0,22.5,21.0,2.0,2.0
MKKS,2546.5,2362.5,2700.5,1142.0,1532.0,2917.0
NCOA3,456.5,1232.5,785.0,624.0,356.5,555.0
NRIP1,2090.0,6138.5,4748.0,712.0,450.5,2028.0
CHAF1B,571.5,642.5,651.0,97.0,327.5,557.0
GATD3A,468.0,473.0,439.5,272.0,470.0,540.0
DGCR6,1.5,1.0,2.5,3.0,1.5,2.5
LZTR1,646.0,665.5,604.0,781.0,692.5,661.5
CLTCL1,220.5,277.0,217.5,588.0,393.5,293.5
ESS2,1455.0,1215.0,1465.0,830.0,714.0,1073.5
SYN3,1.0,0.0,2.0,0.0,0.0,5.0
GTPBP6,458.5,377.5,437.5,203.0,306.0,406.0
PUDP,578.5,932.0,934.5,290.0,430.5,489.0
