,VHL_2h,DMSO_24h,DMSO_2h,MYBi_24h,PBS_24h,VHL_24h
ACSBG1,12.0,7.0,7.5,1.0,8.0,9.5
PLEKHM2,686.5,639.5,691.5,771.0,606.0,648.0
SYT11,383.5,496.5,470.5,161.0,143.0,323.5
MLC1,8678.5,7289.0,8762.0,5778.0,7020.5,7632.0
JMJD6,251.0,332.5,285.5,203.0,224.5,233.0
ZC3H4,1707.0,1848.5,2116.5,862.0,1178.5,1285.0
RRS1,1746.5,2489.5,2912.5,1212.0,600.5,1162.5
XPO6,1316.5,1185.0,1197.5,671.0,880.5,1208.0
PRRC2C,2360.0,4774.5,4200.0,1952.0,2035.0,2291.0
TBC1D1,790.5,813.5,779.0,434.0,751.5,783.5
ZFR2,0.0,1.0,0.0,0.0,1.0,0.0
NBEAL2,95.5,85.0,78.5,71.0,114.5,113.0
FBXO28,1563.0,2902.0,2714.0,659.0,675.5,1377.5
DTX4,679.5,484.0,698.0,175.0,316.0,393.5
RHOBTB2,1542.5,1558.0,1719.0,1268.0,1311.5,1155.5
RRP12,1097.0,500.5,981.0,358.0,337.5,488.0
NUP210,11119.5,10592.5,11061.5,2753.0,5315.0,9980.0
PLCL2,81.5,151.0,128.0,3.0,7.0,99.5
ARHGEF9,346.0,446.5,375.5,128.0,217.0,344.0
VPS13A,46.5,191.0,121.5,77.0,106.0,79.5
SEL1L3,1055.5,1429.0,1399.0,395.0,597.5,742.5
TBC1D12,40.5,90.0,70.5,124.0,77.5,47.0
EXOC6B,281.0,355.0,307.0,98.0,82.5,252.0
DNAJC9,2188.5,2347.0,2811.5,499.0,1365.5,1708.0
SIK2,472.0,755.5,619.5,170.0,297.0,436.5
PLCB1,1.0,0.0,1.0,0.0,0.0,1.0
ARC,0.0,3.0,0.5,11.0,0.5,2.5
PHLPP1,1190.0,1389.0,1740.0,690.0,461.0,741.5
TMEM131L,22.5,73.5,48.0,38.0,16.5,33.0
PACS2,383.5,426.5,406.0,670.0,537.0,379.5
ANKRD28,2121.0,975.0,3759.0,1173.0,1169.5,350.5
PDS5A,2929.0,6394.5,5511.5,1935.0,2555.0,2776.0
BOP1,217.5,209.5,213.0,115.0,126.0,227.0
KIAA0556,252.5,293.0,253.0,231.0,171.5,265.5
RPRD2,1059.0,1836.5,1505.5,1028.0,943.5,1046.0
ATP11A,1147.5,1469.5,1181.0,1037.0,1257.0,1015.0
MINAR1,35.5,86.0,50.5,32.0,31.0,34.0
OTUD3,267.5,605.0,450.5,219.0,149.0,288.5
ANKRD12,342.0,878.0,827.5,509.0,352.0,264.5
KAZN,1306.5,1788.5,1589.5,369.0,564.0,1291.0
MTCL1,7.0,21.0,10.5,0.0,0.0,16.0
SCFD1,36.5,172.0,162.0,6.0,15.0,39.5
DENND5A,478.5,604.5,568.0,235.0,377.0,388.0
DDHD2,678.0,1198.0,1089.5,384.0,387.5,595.5
CAMTA1,623.0,736.5,779.0,613.0,563.5,525.0
PPIP5K2,608.0,2092.0,1622.5,334.0,664.5,659.5
ZC3H7B,3344.5,3572.0,3445.5,1397.0,1679.5,2965.0
EXOC7,2937.0,2957.5,2924.5,1639.0,1558.5,2807.5
ADGRL2,0.5,0.0,2.0,0.0,3.0,0.0
DNMBP,79.0,101.0,109.5,89.0,53.0,56.0
MGA,1212.5,2041.0,1718.0,812.0,687.0,1250.5
TSPYL4,279.5,355.5,365.0,82.0,94.0,215.0
CAMSAP2,12.0,241.5,53.5,7.0,20.0,56.0
TASOR,1336.5,3132.5,2316.0,1337.0,1711.0,1476.0
CLEC16A,615.0,899.0,706.5,641.0,631.5,637.0
POFUT2,1837.0,1867.5,1921.5,302.0,418.5,1674.5
KLHL18,996.0,705.5,1116.5,376.0,309.5,576.5
CLUH,2186.5,1836.5,2001.5,801.0,1165.5,1805.5
NUP160,4706.0,6995.5,5729.0,1252.0,2425.0,4719.0
MTUS2,32.5,18.0,47.0,21.0,3.0,13.5
CSTF2T,216.5,428.0,469.5,280.0,298.0,167.0
ADGRL3,4.5,8.5,5.5,842.0,781.5,4.0
KIAA1107,0.0,1.0,1.0,1.0,3.0,1.0
WWC1,239.5,410.0,388.0,97.0,149.0,237.5
AGTPBP1,34.0,91.5,62.0,35.0,35.5,32.5
IQCE,994.0,965.0,982.0,617.0,451.5,809.0
FBXW11,1058.0,1701.5,1492.5,648.0,786.0,1029.0
SMG6,676.0,732.5,669.0,563.0,451.0,569.5
ANKS1A,644.0,1093.5,747.0,383.0,384.5,821.5
MGRN1,2224.0,2085.5,2170.5,1293.0,1261.0,1780.0
BICD2,1640.5,2481.0,2240.0,927.0,778.5,1491.0
ATMIN,447.0,527.5,651.0,354.0,278.5,285.0
EHBP1,189.0,461.0,326.0,129.0,134.0,229.5
WSCD1,0.0,0.0,0.0,139.0,91.5,0.0
KIF13B,160.5,241.5,203.0,127.0,227.0,186.0
UBR2,351.5,1060.5,525.5,330.0,339.0,681.0
ACSL6,13.0,45.0,23.5,2.0,0.0,27.5
NEMP1,2479.5,4093.0,3297.0,582.0,1311.0,2392.5
FKBP15,290.5,423.5,300.5,277.0,289.5,288.5
ICOSLG,314.0,132.5,300.0,21.0,33.5,120.5
SIN3B,379.5,488.0,340.0,348.0,216.5,440.0
NCAPD3,952.0,1126.0,921.0,169.0,537.5,1020.0
DMXL2,393.0,954.0,783.5,256.0,233.5,343.0
KIAA0930,17587.0,18726.0,18148.5,11980.0,9102.5,16256.5
SATB2,3535.5,5464.5,5850.5,620.0,396.0,2544.5
SLC9A8,716.0,622.0,803.0,354.0,410.5,569.5
CUX2,0.0,0.5,2.0,0.0,4.0,1.5
DNAJC13,462.0,786.0,620.0,275.0,317.5,493.0
TUT4,60.0,69.5,72.0,25.0,55.5,59.5
TRIM2,1.5,1.5,3.0,2.0,0.5,0.5
RPGRIP1L,51.5,181.5,87.0,34.0,28.5,80.5
MAN2B2,1503.5,1579.0,1597.5,1404.0,982.5,1279.5
WASHC4,751.5,2296.0,1728.0,411.0,504.5,749.5
USP22,8798.0,8240.0,10195.5,2839.0,4392.5,6449.5
NEDD4L,4.5,4.5,6.5,1.0,3.5,4.0
SASH1,39.5,77.0,54.0,756.0,525.0,39.5
TBC1D30,3.5,17.5,2.0,18.0,380.5,6.0
TTC28,1219.0,1814.5,1673.0,2697.0,1384.0,898.5
CLASP1,958.0,1511.0,1291.5,876.0,766.5,918.0
DPY19L1,612.5,1093.0,919.0,243.0,532.5,589.5
SZT2,392.5,475.5,360.5,439.0,365.5,427.5
WDR7,253.0,623.0,474.5,296.0,260.0,291.5
SYNM,0.0,0.0,0.0,1.0,4.5,0.5
JADE2,1038.0,1593.0,1341.5,250.0,425.5,1155.5
VPS39,1664.5,1721.5,1649.0,989.0,1190.0,1555.0
DNAJC16,355.0,648.5,574.0,403.0,298.5,403.5
ESYT1,3888.5,2970.5,3719.5,1490.0,2590.5,3797.0
SYNE1,10.5,19.0,9.5,50.0,32.5,14.5
SMCHD1,960.5,2325.0,1804.0,601.0,916.0,962.0
PHF24,1.0,1.5,2.5,1.0,0.0,1.0
U2SURP,1887.0,5118.5,4699.5,635.0,844.5,1570.5
KHNYN,2918.5,3110.0,3145.5,1647.0,1935.0,2468.0
UBR4,280.5,284.5,257.5,391.0,297.5,287.0
SUN1,311.0,517.5,461.0,197.0,413.0,283.0
HAUS5,760.5,933.0,874.5,359.0,540.5,738.5
VPS8,286.0,329.0,282.0,203.0,122.0,307.0
ANGEL1,960.5,1060.0,984.0,273.0,371.5,816.0
USP24,870.5,1643.5,1137.5,849.0,938.5,997.0
FNBP4,326.0,809.5,611.5,426.0,380.0,360.0
ZNF629,1433.5,1358.5,1733.5,1032.0,618.0,837.5
PSD3,128.5,267.0,175.5,20.0,20.5,175.0
OBSL1,70.5,104.0,75.0,85.0,58.0,99.0
ARHGEF12,626.5,1015.0,886.0,420.0,320.0,507.5
KIAA0895,1.5,4.5,2.0,2.0,2.0,5.0
LARP1,16511.5,16265.5,17057.0,7995.0,6937.5,12962.0
PPP1R13B,46.5,57.0,53.5,39.0,29.0,43.0
PUM2,2421.5,7210.5,4799.5,2288.0,2738.5,2785.0
ARHGEF18,3111.0,3993.5,3539.0,1786.0,2056.0,3442.5
TNS2,44.5,40.5,39.5,14.0,34.5,38.5
CRTC1,518.5,623.5,545.5,234.0,266.5,548.5
UFL1,358.5,920.0,688.0,199.0,299.0,385.5
RRP8,110.5,107.5,132.0,41.0,47.5,95.5
ICE1,500.5,835.5,770.0,335.0,369.0,437.0
SRGAP2,1686.0,2319.5,1892.5,1601.0,1351.0,1486.5
SMG5,1961.5,1453.0,1798.0,967.0,1072.5,1482.0
AHCYL2,202.5,312.5,285.5,158.0,166.0,237.0
MAU2,3090.5,3401.5,3195.5,2022.0,1765.0,2799.5
SPECC1L,2069.5,1868.0,2205.0,761.0,917.5,1486.0
NCSTN,2108.5,2249.0,2047.0,1544.0,1012.5,1938.5
NUDCD3,1894.5,2001.5,1952.5,949.0,1267.5,1791.5
SIK3,746.0,705.5,848.0,490.0,305.5,515.0
MED13L,1584.5,3815.5,3272.5,1900.0,1682.5,1507.0
ZDHHC17,358.0,1183.5,782.0,285.0,297.5,395.0
ECPAS,135.0,176.5,167.5,290.0,223.5,122.0
ADNP,1656.0,2942.0,2742.0,1151.0,1471.0,1574.5
LARS2,711.5,774.0,746.5,322.0,351.0,724.0
PIP5K1C,1830.5,1955.0,1677.0,2493.0,1616.5,1593.0
NCAPH,939.5,1059.0,1008.5,224.0,661.0,893.5
PPWD1,32.0,57.5,41.0,18.0,29.0,37.0
CTDNEP1,2680.0,2520.0,2693.5,1541.0,1832.0,2322.5
ATP13A2,68.0,65.5,63.0,39.0,49.5,69.0
FRAT2,1337.5,1989.0,1880.0,1442.0,889.5,1257.5
FBXO46,478.5,639.0,573.0,408.0,501.5,423.0
EXOSC2,1602.0,1706.5,1689.5,373.0,716.5,1436.5
DICER1,823.5,1927.0,1384.5,663.0,688.5,799.5
COTL1,22634.0,20594.0,22655.0,9296.0,7423.0,19481.0
SIRT5,167.0,247.5,218.5,224.0,184.0,180.0
SIRT4,0.5,2.0,0.0,0.0,1.5,1.0
SIRT3,429.5,441.0,441.5,435.0,386.5,440.5
SIRT1,565.5,1025.5,1402.0,286.0,267.5,358.5
COMMD3,450.5,416.5,447.5,415.0,562.0,545.5
NCS1,2871.0,2661.5,3037.0,1128.0,1417.5,2307.5
KCNH4,6.0,14.0,7.0,9.0,6.5,6.0
KCNH3,25.0,19.0,15.0,14.0,15.5,16.5
MLYCD,198.0,252.0,222.0,139.0,144.5,231.0
ITGB3BP,959.0,1723.5,1459.5,213.0,847.5,1015.0
TMED3,2130.5,1762.5,2163.5,1175.0,1711.0,2432.5
TDRD7,8.0,42.5,23.5,36.0,49.0,18.5
GRIP1,28.5,105.5,36.0,265.0,206.5,39.0
SLC7A8,29.0,41.0,28.5,0.0,0.0,30.0
RYBP,524.0,1292.5,1216.0,630.0,392.0,499.5
AP4E1,743.0,936.0,1035.0,576.0,449.5,465.0
GPR161,7.0,11.0,7.0,6.0,6.5,5.5
RHOQ,1371.0,2177.0,2482.5,490.0,723.0,1070.5
LINC01565,5.5,8.0,4.0,0.0,0.0,6.0
TARDBP,4646.0,7433.5,7230.5,3037.0,3027.5,4022.5
HARS2,600.5,655.5,620.0,339.0,421.0,625.0
OTP,2.5,2.0,3.5,0.0,0.0,2.0
SLC35A3,679.0,1491.0,1224.0,341.0,411.5,686.5
SLC44A1,29780.0,55062.5,52010.0,18733.0,23083.0,26199.0
SF3B3,3660.0,3858.0,3800.0,1608.0,1861.5,3017.0
SF3B1,1282.0,2981.0,2512.0,1085.0,1155.0,1228.0
ANGPTL2,0.0,0.0,0.5,0.0,0.0,1.0
ABCB10,575.5,2142.5,1617.0,603.0,1668.0,679.5
ABCB9,47.0,42.5,35.0,27.0,32.0,34.5
ABCA6,0.0,0.0,0.5,0.0,3.5,0.0
ABCA5,14.5,27.5,14.0,5.0,9.0,18.5
HEY1,3.0,2.0,2.0,3.0,3.5,0.0
ICMT,6943.5,7022.0,8016.0,1345.0,2596.0,5110.5
GCAT,180.0,184.5,198.0,84.0,98.5,195.5
CBX6,14275.0,11992.0,14475.0,5013.0,4488.5,9869.5
NPTXR,162.0,177.0,174.0,44.0,115.5,168.5
CBX5,10183.0,14284.0,12597.5,2678.0,5624.0,8663.5
PHF3,209.5,679.5,520.5,160.0,135.5,249.0
TRAM1,2036.5,7259.5,7239.0,481.0,1003.5,1562.0
CAPN7,362.0,834.0,857.5,302.0,313.0,328.0
ETHE1,107.5,90.5,114.0,232.0,173.5,123.5
QPRT,1291.0,1431.0,1348.0,466.0,304.5,1258.0
BRD4,5312.5,4885.0,5423.5,1916.0,2280.0,4131.5
SEC11A,6153.5,6131.0,6989.5,2255.0,2866.0,5712.0
ISCU,1314.5,1607.5,1703.5,690.0,592.0,1123.0
SEC61G,328.5,514.5,620.0,169.0,190.5,298.0
PES1,1888.0,1320.5,1689.0,845.0,985.5,1493.0
TGDS,333.5,635.0,615.0,256.0,380.0,324.5
LEPROTL1,1917.5,3358.0,3057.5,1371.0,1186.0,1769.5
CES3,47.5,44.5,50.0,61.0,55.5,40.5
CBX7,95.0,213.0,112.0,71.0,57.5,184.5
HEY2,3.5,1.0,2.5,0.0,0.0,4.5
HAAO,116.0,110.5,104.0,73.0,66.5,128.0
MACF1,711.5,1455.0,1031.5,881.0,1028.5,829.0
ZFYVE26,100.5,173.0,122.5,149.0,109.5,126.5
TMEM131,257.5,640.5,538.5,384.0,231.5,262.0
BICRAL,520.0,1210.5,905.5,305.0,196.0,573.0
LRRC8B,277.5,345.5,539.5,183.0,239.5,126.0
POFUT1,6359.0,6778.5,7136.0,1567.0,1755.0,5279.0
KCTD2,1506.5,1473.5,1512.0,580.0,411.0,1182.5
NUP188,866.0,796.5,879.0,430.0,504.5,721.0
SUZ12,1519.5,5254.0,4264.5,713.0,1347.5,1498.5
SCRIB,0.0,1.0,0.5,4.0,0.0,1.5
SPIDR,237.0,333.0,329.0,236.0,261.0,196.0
MORC3,354.5,1423.0,1019.5,229.0,304.5,369.0
SLC39A14,5506.0,6883.5,6731.0,1559.0,2671.0,4734.5
MTREX,656.5,1131.5,1038.0,456.0,562.5,639.0
R3HDM1,747.0,1638.5,1364.0,650.0,719.5,834.5
ANP32D,237.0,297.5,310.0,126.0,111.5,169.5
RPL13A,26241.5,23127.5,25631.0,12664.0,23828.0,30469.0
KAT6B,114.5,362.5,271.0,99.0,112.0,159.5
CABIN1,1271.0,552.0,1067.5,539.0,471.0,535.0
SRRM2,2987.5,3181.5,3204.5,2368.0,2013.0,2731.5
ARHGAP45,3201.5,3073.0,3306.5,2089.0,2621.0,3071.5
ACAP2,975.5,3087.5,2056.0,548.0,724.0,1129.5
ZNF281,413.5,1134.0,1119.5,262.0,156.5,338.0
CLCF1,27.0,19.0,34.0,75.0,26.5,12.5
NNT,795.5,2378.0,2044.5,578.0,880.5,683.5
MMD,128.0,339.5,290.0,164.0,337.0,123.0
PIK3R5,1537.0,1150.0,1528.0,1901.0,988.0,866.0
TNPO3,6854.5,7722.0,7524.0,3521.0,3171.0,5636.5
ADAT1,946.0,969.5,1047.0,376.0,320.0,700.5
SLC16A8,0.0,0.0,0.0,0.0,0.0,0.0
SEC14L2,11.5,15.5,10.0,6.0,12.5,10.0
MAPK8IP2,10.5,13.0,7.5,12.0,0.0,4.0
RBFOX2,4.0,9.0,7.5,0.0,4.5,4.0
SEZ6L,19.0,24.5,25.0,4.0,0.5,26.0
ATP6V0A2,734.0,971.5,1128.0,685.0,731.0,594.0
TTC33,188.0,813.5,412.5,158.0,220.0,244.5
DNPEP,3934.0,3333.5,3854.5,1625.0,1981.0,3600.0
PSD4,1748.5,2337.5,1763.0,991.0,1406.0,2244.5
RASD2,119.0,127.0,121.0,3.0,3.5,109.5
CDK20,111.5,131.0,132.5,108.0,104.5,127.0
TSPAN15,70.0,68.0,68.5,39.0,7.5,64.0
PIGN,825.0,1329.0,1175.0,430.0,521.5,881.0
SNAPIN,976.5,928.0,1067.5,642.0,702.0,1124.0
WBP2,2832.5,2848.5,2768.0,1991.0,2107.5,2652.5
WBP1,321.0,256.0,268.5,147.0,163.5,312.5
GTPBP4,545.0,828.0,1066.0,499.0,485.5,401.0
ZNF346,517.5,583.0,502.0,265.0,226.0,488.0
ARL2BP,1621.5,1930.5,2081.5,862.0,619.5,1328.0
CDC42EP4,591.5,353.0,668.5,293.0,202.5,258.5
CCNDBP1,445.0,656.5,686.5,461.0,396.0,458.0
SMUG1,793.5,804.0,751.0,406.0,670.5,973.0
VSIG2,18.5,13.0,23.0,0.0,10.0,12.5
TMEM50A,2879.0,3460.0,3939.0,1742.0,1480.0,2322.5
DDX58,82.0,183.0,130.0,100.0,57.5,92.5
ELP5,991.0,896.5,1091.5,639.0,739.0,863.0
KLHDC2,77.0,172.0,170.5,51.0,42.5,65.5
CARHSP1,1361.5,1394.5,1496.0,530.0,1036.0,1293.5
PDSS1,159.5,157.0,193.0,124.0,136.0,100.0
LEMD3,485.0,1524.0,1155.0,241.0,355.5,509.5
HEBP2,134.5,393.0,371.0,82.0,104.0,135.0
ORC6,1024.0,962.0,1086.0,218.0,475.5,872.0
ORC3,194.5,374.5,243.5,63.0,92.0,239.5
OPN3,4115.0,5450.0,6202.0,2973.0,1545.5,2992.0
ACOT9,106.0,93.0,86.5,35.0,24.5,73.5
PATZ1,1135.5,1674.5,1540.5,1110.0,912.5,1092.0
AMACR,223.5,280.5,299.5,124.0,167.5,153.0
CLEC5A,38.5,28.5,44.0,5.0,15.0,9.5
CORO1C,4257.5,4058.0,4871.5,2149.0,2478.0,2895.0
DAPK2,23.5,33.0,26.5,18.0,11.0,31.5
CD2AP,267.5,1267.5,748.0,100.0,166.0,354.5
MKRN1,3527.5,4792.5,4199.5,1835.0,1740.0,3285.0
MKRN2,1570.5,2205.0,2081.5,753.0,884.0,1463.5
PHLDA3,66.0,55.5,79.5,1321.0,648.0,74.5
ZMYND8,921.5,1640.0,1285.0,1136.0,651.0,867.5
SH3BP1,635.5,673.5,624.5,586.0,492.5,649.5
TSSK2,4.5,10.0,4.5,0.0,2.0,3.0
BACE1,597.0,800.0,687.0,462.0,501.0,511.5
RUSC1,458.0,501.0,509.5,245.0,349.0,430.5
FAM89B,1516.5,1121.5,1421.0,888.0,819.5,1395.5
KCNE5,3.5,0.5,3.5,3174.0,4774.5,4.5
CA14,2.5,1.5,2.5,1.0,2.5,0.0
KPNA6,6489.0,6672.0,6852.0,3157.0,2788.5,4952.0
SSBP2,85.5,165.0,131.5,261.0,106.0,76.0
NUP62,7213.5,6301.5,7322.5,4114.0,5846.0,5289.0
RABGAP1,353.5,674.0,426.5,335.0,221.0,480.0
LRRC6,11.0,9.5,8.0,38.0,27.5,5.0
HSPBP1,775.0,681.0,747.5,611.0,614.5,697.0
SNHG1,2431.5,2948.0,3589.0,1073.0,1257.0,1962.5
EDC4,334.5,276.0,323.0,164.0,258.0,378.5
PPP1R15A,26.5,26.0,38.0,192.0,32.5,9.5
PLD3,306.0,267.0,274.5,658.0,172.0,282.0
ARFIP2,690.5,529.5,690.5,517.0,711.5,622.5
SSBP3,1123.0,1480.5,1469.0,866.0,464.0,1089.5
POLA2,631.0,536.5,566.0,178.0,507.5,643.0
PLXNB2,1361.0,1297.0,1319.0,1969.0,1530.5,1309.0
SLC7A11,907.0,849.0,1537.5,804.0,39.0,467.5
LSM5,4063.0,5538.5,5433.5,1472.0,2851.5,4366.0
PLA2G15,449.5,486.0,502.5,222.0,348.0,504.0
ZKSCAN5,260.0,389.5,407.0,248.0,145.5,226.5
CEMIP2,70.5,96.0,99.5,53.0,69.0,60.0
STX12,522.5,1288.0,930.0,623.0,566.0,581.5
SH3BP4,2.5,0.5,0.5,4.0,0.0,0.5
SGK3,460.0,889.5,651.5,1111.0,928.0,517.5
RAB38,9.5,7.0,8.5,27.0,22.5,5.0
PRKD3,235.0,543.0,435.5,149.0,343.0,212.5
CADM1,319.5,422.0,467.5,312.0,192.5,180.5
GSPT2,0.0,0.0,0.0,0.0,5.5,0.0
GABARAPL1,415.5,351.5,516.5,233.0,47.5,268.5
SHPK,769.5,753.5,773.5,268.0,400.0,676.5
TMEM245,1743.0,3866.0,2998.5,1168.0,995.5,1996.5
EID1,2027.0,5848.0,5537.0,1441.0,1536.5,1725.0
SDF2L1,113.0,120.5,133.5,82.0,71.5,80.5
PPIL2,1866.0,2033.5,1782.0,975.0,1185.0,1743.5
PITPNB,3562.5,5398.0,5747.0,1521.0,1637.5,2799.0
PISD,971.0,1037.5,1051.5,477.0,589.0,998.0
OSBP2,2.5,6.0,6.5,8.0,5.0,4.5
MAFF,62.0,177.0,85.0,243.0,121.0,93.0
IL17RA,6721.5,7069.0,7308.0,8901.0,7954.0,5310.0
GABARAPL3,16.5,14.0,17.5,4.0,1.0,16.0
FLRT3,2.0,10.5,7.0,0.0,0.0,6.5
FLRT1,51.0,44.0,53.5,11.0,19.0,33.0
FKBP8,3287.5,3022.0,3077.0,2490.0,2331.5,3062.0
BRD1,474.0,839.0,927.0,536.0,261.5,378.0
APOL2,189.5,330.0,216.5,123.0,104.5,269.5
BCL2L13,2863.0,4068.0,3281.0,1884.0,1897.0,3236.0
MTCH1,8592.0,7530.5,8631.0,2778.0,3833.0,8295.5
MTCH2,1665.5,2128.0,2380.0,1192.0,935.5,1294.0
KIF4A,346.5,460.0,362.5,83.0,326.0,490.5
IFIT5,11.0,27.0,18.5,1.0,0.5,17.5
EML2,731.5,808.0,771.0,970.0,1020.0,720.5
FTSJ1,891.5,1012.0,1090.0,523.0,554.5,732.5
LAMP5,4965.0,3885.0,5208.0,3972.0,4104.5,4145.5
NAA80,46.5,69.5,54.0,60.0,96.5,62.0
TFIP11,108.5,103.0,96.5,41.0,45.5,75.5
PANX1,448.0,699.5,696.0,182.0,330.0,372.5
CLDN15,59.0,58.0,52.5,71.0,55.5,51.0
PRPF6,191.0,150.0,165.0,160.0,100.0,161.0
ZNF318,246.0,594.0,413.5,226.0,326.0,307.5
HYPK,987.0,913.0,969.0,703.0,409.5,892.5
PRPF40B,24.5,25.0,21.0,17.0,18.5,32.0
TBC1D22A,617.0,582.5,616.0,433.0,511.0,577.0
C22orf24,14.0,6.0,8.5,4.0,2.0,5.0
CBY1,158.5,177.0,140.5,120.0,93.5,149.0
SUN2,8912.5,8160.0,9226.5,1836.0,2671.0,7828.5
DSTYK,489.0,534.0,713.5,639.0,301.5,315.5
RASGRP3,9.5,21.0,16.0,14.0,8.5,14.0
RAB3GAP2,850.0,2386.5,1479.0,1116.0,853.0,1243.5
DGCR11,183.5,144.5,218.0,18.0,23.0,124.5
DGCR9,5.5,12.0,8.5,18.0,19.0,6.5
RAD54B,320.5,518.5,551.5,40.0,139.0,216.5
CFAP45,1.0,1.0,4.0,0.0,0.0,0.0
NGEF,0.0,0.0,0.0,0.0,0.0,0.0
CIZ1,234.0,198.0,203.0,135.0,130.5,216.0
FBXO7,695.5,724.0,832.0,442.0,562.5,522.0
FSCN2,0.0,3.5,0.5,0.0,1.5,2.0
PGLS,856.0,714.5,847.5,549.0,794.0,803.5
BRI3,418.0,436.5,479.0,427.0,264.0,464.0
ZNF324,315.0,289.0,379.5,243.0,256.5,170.5
SLC39A6,1200.0,3396.5,3065.0,489.0,410.5,1086.0
GCA,234.0,589.5,562.0,185.0,256.0,198.0
LSM4,6871.0,5616.5,6881.5,3140.0,5793.5,6588.5
BAMBI,2.5,3.5,3.0,12.0,0.0,3.5
VAX2,5.5,2.0,6.5,0.0,0.0,0.5
RHBDD3,84.5,89.5,101.5,30.0,38.5,91.0
TTLL1,702.5,608.0,611.0,504.0,377.5,629.0
POM121L1P,1.5,0.5,0.5,2.0,0.5,0.5
SAMM50,417.0,318.5,403.0,243.0,311.5,391.0
ATXN10,883.5,1825.5,1829.5,557.0,703.5,779.5
TNFAIP8,49.5,181.0,102.5,53.0,153.0,74.5
NOCT,163.0,400.0,339.0,181.0,107.0,212.5
ARIH1,1981.0,3823.5,3334.5,1187.0,1146.0,1872.0
MTO1,229.0,684.0,613.0,176.0,158.0,202.5
DNAJB5,234.5,68.0,258.0,68.0,42.0,55.5
PRDX5,442.5,350.0,403.0,353.0,391.0,509.0
BACE2,12.0,14.5,15.0,41.0,40.0,18.0
SNORD82,5.5,4.0,7.5,5.0,2.5,2.0
FBXL2,4.0,6.5,4.0,4.0,4.0,4.5
TXN2,2434.0,2409.0,2569.5,1586.0,2041.5,2707.5
TMEM184B,930.5,1006.0,973.0,363.0,353.0,846.0
SULT4A1,0.0,0.0,0.5,6.0,6.0,0.0
HECTD1,504.5,1130.0,942.5,385.0,360.5,500.5
NBPF14,106.0,130.0,81.5,60.0,36.5,102.0
NIPBL,515.5,860.0,800.5,551.0,516.5,522.5
RAB26,31.0,43.0,35.0,11.0,41.0,42.0
COG4,307.5,340.5,338.5,345.0,371.0,423.0
METTL7A,214.5,572.5,331.0,939.0,728.5,265.5
ABTB2,367.5,550.0,417.5,143.0,54.5,430.5
ASF1A,1054.0,1867.0,2104.5,468.0,652.0,764.5
MOB4,708.0,1503.5,1520.5,437.0,624.5,573.5
YIPF3,893.5,754.0,968.0,490.0,416.5,862.0
25845,1663.0,1349.0,1961.5,1031.0,750.5,1177.5
ANAPC13,1168.5,1847.5,1913.5,1021.0,809.5,930.5
ZNF345,16.0,49.5,44.0,13.0,20.5,15.5
TECPR1,314.5,324.5,314.5,307.0,212.0,293.5
ARMC8,946.5,1275.5,1441.5,460.0,477.5,691.0
DCAF12,2137.5,4234.0,2909.5,1753.0,2319.5,2599.0
BRMS1,1299.5,857.5,1240.0,574.0,536.0,902.0
USP49,554.0,945.0,849.0,485.0,316.0,507.5
ABHD14A,168.5,151.5,181.5,201.0,129.5,184.5
PRKD2,78.0,104.0,76.5,118.0,112.5,85.0
SUMF2,4526.0,4442.5,4856.0,2134.0,2202.0,4373.0
NEPRO,2221.0,2776.0,3086.0,1160.0,1035.5,1736.0
RPL36,4421.5,3559.0,4040.5,3341.0,2934.5,4875.0
MPC2,2655.5,2509.5,2953.0,1581.0,2634.0,3117.0
LETMD1,1053.5,1485.0,1076.0,400.0,980.5,1230.5
SPEF1,5.5,1.5,7.0,1.0,2.0,1.5
DCAF13,483.5,827.5,775.5,213.0,310.0,542.5
TMEM186,322.0,470.0,411.5,179.0,223.0,349.0
POLR1A,996.0,1174.0,1009.0,371.0,460.0,973.0
POC1A,869.0,884.5,876.0,296.0,698.5,1007.0
ZNF473,210.5,321.5,283.5,173.0,221.0,218.0
ABI3BP,2.0,4.0,1.5,0.0,1.5,2.0
TRIM58,150.0,248.5,212.0,2.0,6.0,132.0
PLEKHG4,406.0,369.0,417.0,147.0,157.0,403.0
EEF1AKMT3,577.5,935.0,840.0,179.0,177.0,521.0
INTS7,2599.0,3437.0,3070.0,951.0,1253.0,2268.0
RNF19A,261.5,530.0,699.0,291.0,273.5,147.0
RCHY1,574.0,1382.0,975.5,360.0,562.5,697.0
IFFO1,564.5,652.0,525.0,562.0,368.5,570.0
CCDC28A,451.0,593.5,613.5,255.0,302.5,467.5
MTHFD1L,404.0,449.0,550.0,599.0,384.5,251.0
OLFML2B,15.5,30.5,22.5,4.0,3.5,18.5
CNOT10,135.5,184.0,148.5,117.0,100.0,158.0
ANAPC15,967.5,662.5,892.5,375.0,680.5,913.0
TMEM158,57.5,41.0,58.5,10.0,26.5,24.5
AHCTF1,272.0,584.0,653.5,112.0,192.5,215.5
DPCD,126.0,115.5,134.0,50.0,101.5,166.5
C1orf43,10226.5,10932.5,10778.5,5642.0,6718.0,10547.0
POT1,1839.0,3897.5,2820.0,686.0,1177.0,1867.0
RTTN,41.0,94.0,50.0,29.0,78.5,73.0
