,JQ1,MYBi_30m,MYBi_6h,PBS_6h,MS2_JQ1,DMSO,PBS_30m,MS2
JPT1,10380.0,2482.0,1913.5,3797.0,10310.0,9012.0,4007.5,9322.0
ZNF580,374.0,227.0,75.5,217.0,374.0,261.0,330.5,355.5
VPS28,851.5,396.0,226.5,507.0,919.0,562.0,566.5,927.0
C3orf18,184.0,104.0,19.5,78.0,186.0,103.0,152.0,184.0
EGFL7,303.5,74.0,83.5,123.0,308.0,183.0,101.5,295.0
DBR1,572.5,142.0,105.5,262.0,582.0,578.0,220.0,552.5
DCTN4,7973.0,2872.5,1171.5,2147.0,9090.0,6909.0,4528.0,8095.0
CYB5R4,246.5,162.5,57.5,87.0,241.0,230.0,152.5,317.5
MYO15A,5.0,5.5,0.5,2.0,6.0,3.0,6.5,6.0
HSD17B11,2317.5,1761.0,440.0,880.0,3075.0,2502.0,2101.5,3498.0
NAGPA,373.0,119.0,64.5,191.0,386.0,322.0,176.0,362.0
TUBD1,123.0,55.0,50.0,78.0,124.0,140.0,65.0,125.5
TUBE1,81.0,123.0,27.0,23.0,111.0,44.0,111.5,136.0
LEF1,7.5,1.0,1.5,1.0,8.0,4.0,0.5,9.0
PLEKHO1,98.0,101.0,101.5,64.0,102.0,75.0,141.0,110.0
DCXR,563.0,91.5,139.5,251.0,594.0,297.0,145.0,516.0
HSPA14,655.0,305.5,235.0,321.0,748.0,673.0,402.5,763.0
GPN3,583.5,225.0,190.0,304.0,572.0,559.0,298.0,647.0
CRBN,713.5,236.5,203.0,271.0,959.0,549.0,465.5,1033.0
RSL24D1,10576.0,6432.5,3186.5,3348.0,12564.0,10129.0,8946.0,13253.0
SS18L2,1099.0,554.0,253.0,641.0,1101.0,1093.0,835.5,1072.0
HERC5,8.5,87.0,9.5,10.0,12.0,11.0,112.5,12.5
CKLF,146.5,72.0,40.5,79.0,138.0,152.0,86.0,146.5
ZNF639,168.0,140.5,26.5,97.0,177.0,197.0,163.0,199.0
IPO11,1031.0,304.5,271.5,582.0,1028.0,1264.0,504.5,1097.5
RAPGEFL1,164.5,34.5,34.0,59.0,168.0,100.0,52.5,157.5
PLCE1,4.0,1.5,2.5,3.0,3.0,6.0,3.0,3.0
NIN,1891.5,1020.0,484.0,893.0,1972.0,1950.0,1446.5,2120.0
ZDHHC2,14.0,25.5,5.5,5.0,16.0,19.0,42.0,20.0
DDX47,636.5,211.5,290.5,295.0,632.0,586.0,289.5,642.0
NUSAP1,5088.0,1129.5,1094.5,1616.0,5387.0,5546.0,1779.0,5577.5
TACO1,242.0,77.0,47.5,125.0,265.0,169.0,114.0,257.5
ACP6,1.5,0.0,0.0,1.0,3.0,0.0,0.0,2.5
GLRX5,2694.5,849.5,731.0,1314.0,2529.0,2731.0,1281.0,2683.0
ZNF219,11.5,8.5,4.5,10.0,13.0,6.0,8.5,11.5
ABI3,7.5,5.0,1.0,7.0,8.0,2.0,3.5,6.5
COPZ2,137.0,116.5,56.5,92.0,157.0,87.0,162.5,154.5
PIGP,138.0,77.0,21.0,58.0,154.0,110.0,93.0,172.5
GLTP,641.5,300.0,236.5,279.0,680.0,608.0,438.5,725.0
PHF20,1603.5,470.0,262.0,548.0,2090.0,1139.0,788.5,1675.5
VRK3,625.5,198.5,232.0,272.0,730.0,361.0,289.5,656.0
CRIM1,21.0,8.0,30.5,16.0,21.0,19.0,14.0,22.5
EMC4,1651.5,695.0,717.0,994.0,1693.0,1659.0,1021.5,1846.0
HGH1,3548.0,704.5,461.0,1463.0,3544.0,2472.0,1067.5,3259.0
ANKRD39,124.5,46.0,23.5,82.0,116.0,118.0,71.0,122.0
COX16,597.5,243.0,233.5,397.0,585.0,571.0,356.5,613.5
CCDC174,254.0,132.5,107.0,90.0,343.0,174.0,237.0,342.0
SHISA5,3788.0,3961.5,870.0,2321.0,4085.0,2931.0,5725.5,3904.0
PAIP2,4474.0,1694.5,2229.5,2190.0,5282.0,4238.0,2663.5,5100.0
PDZD11,592.5,181.0,171.5,307.0,667.0,477.0,279.0,606.0
TMEM69,751.0,370.0,221.0,434.0,782.0,656.0,486.0,826.0
MTRES1,73.5,17.5,10.0,25.0,66.0,31.0,24.5,51.5
NT5C3A,789.5,487.0,274.0,393.0,930.0,793.0,545.0,938.0
MRPL37,568.5,188.0,147.5,271.0,577.0,380.0,232.5,568.5
RNF181,375.5,135.5,122.5,156.0,393.0,247.0,172.5,374.5
TBC1D7,111.0,39.0,16.5,36.0,116.0,79.0,41.0,105.0
MARCHF2,176.5,73.0,27.0,63.0,189.0,117.0,83.5,175.5
MRPL51,1146.0,339.5,402.5,734.0,1168.0,822.0,456.5,1135.0
TMEM216,534.0,218.0,132.0,270.0,587.0,403.0,318.5,609.0
PBDC1,431.0,193.0,127.0,233.0,427.0,438.0,283.0,418.0
MRPL30,4970.5,1287.0,1022.0,1717.0,5127.0,4797.0,2214.0,5193.5
MRPL27,589.5,185.0,147.0,399.0,529.0,479.0,275.0,525.0
CDKL3,8.0,3.0,0.0,2.0,11.0,4.0,3.0,10.5
PIPOX,165.5,89.0,13.0,58.0,200.0,153.0,136.0,191.5
UBAP1,1101.0,589.0,569.0,347.0,1112.0,770.0,761.5,1013.5
BET1L,4876.5,982.0,377.0,1322.0,5484.0,3609.0,2048.0,5221.5
KLF3,365.5,413.0,27.5,104.0,452.0,361.0,565.5,491.5
MAPKAPK5-AS1,1432.5,447.5,225.5,417.0,1506.0,1182.0,698.5,1493.5
DNAJC27,97.5,79.0,26.0,23.0,118.0,74.0,93.0,127.0
IER5,1261.5,1265.5,1079.5,168.0,1533.0,691.0,891.0,1252.5
C1RL,963.0,687.5,147.0,571.0,974.0,754.0,1057.0,984.0
GOLM1,1070.0,374.0,434.0,383.0,1099.0,1170.0,556.5,1098.5
ANKMY1,21.5,6.0,1.5,8.0,29.0,6.0,7.5,27.0
SCAND1,187.5,101.0,50.5,126.0,189.0,119.0,104.5,182.5
TLR7,3.0,12.5,1.5,0.0,6.0,1.0,15.5,8.0
CEND1,4.0,0.5,0.0,0.0,6.0,3.0,2.0,4.5
COA4,2327.5,955.5,596.5,1557.0,2101.0,2657.0,1551.5,2124.5
ERGIC2,1750.0,877.0,613.0,1077.0,1995.0,2218.0,1277.5,2072.5
GMIP,1165.5,604.5,253.5,614.0,1322.0,734.0,833.0,1205.0
GMPR2,883.0,377.0,134.0,397.0,969.0,612.0,581.0,994.5
CD320,845.5,262.0,277.5,615.0,818.0,629.0,375.0,784.5
PCDH12,15.5,28.0,3.0,6.0,19.0,9.0,32.0,17.0
ECSIT,814.0,278.5,219.5,474.0,861.0,506.0,363.5,789.0
SLC15A3,151.5,336.0,111.5,88.0,160.0,115.0,460.0,161.5
NRN1,28.5,41.5,2.5,18.0,47.0,23.0,46.0,44.0
TIMMDC1,765.0,409.5,225.0,450.0,841.0,671.0,605.5,849.5
FKBP11,34.5,19.5,7.5,15.0,44.0,34.0,20.0,44.5
ZDHHC3,4427.5,1787.5,749.5,2079.0,4359.0,4231.0,2846.5,4415.0
KCNK9,2.0,2.5,2.0,1.0,2.0,0.0,1.0,2.5
FAM13B,1425.5,691.0,345.0,324.0,1850.0,1058.0,767.0,1818.5
FAM53C,2989.0,1468.5,558.5,598.0,3447.0,2023.0,1425.0,2755.5
REEP2,8.5,3.5,2.5,2.0,12.0,6.0,1.5,7.5
TLR8,0.0,0.5,0.5,0.0,0.0,1.0,1.0,0.0
SLC25A37,1916.0,1446.0,413.0,1037.0,1997.0,1869.0,2089.5,2150.0
GASK1B,3.0,1.5,0.0,2.0,1.0,3.0,0.5,5.5
KRCC1,287.5,190.5,34.0,105.0,392.0,134.0,154.0,362.0
PLAC8,1615.5,650.0,767.5,1949.0,1496.0,1491.0,943.5,1725.5
PHF21A,432.5,567.5,193.5,211.0,578.0,340.0,720.0,613.5
MRPL35,1478.0,548.5,456.5,830.0,1404.0,1746.0,922.5,1436.5
RSRC1,577.5,206.5,138.5,260.0,571.0,763.0,327.5,706.5
MEX3C,1248.5,954.5,514.5,535.0,1424.0,1271.0,1278.5,1508.0
AMZ2,130.0,77.5,23.5,79.0,138.0,120.0,97.0,161.0
WAC,3318.0,1814.0,1774.0,1436.0,3946.0,2888.0,2241.5,3899.5
SPG21,1169.5,531.5,251.5,557.0,1223.0,1044.0,748.5,1255.5
ARL17A,19.0,9.0,2.5,7.0,27.0,17.0,16.5,31.0
ARL6IP4,1149.5,406.0,404.5,625.0,1290.0,746.0,534.0,1193.5
TNFRSF12A,290.5,281.0,281.5,57.0,324.0,218.0,402.5,209.0
ZNF771,15.0,5.5,5.5,13.0,16.0,15.0,5.0,15.5
NGRN,518.0,216.5,269.5,193.0,541.0,411.0,379.5,543.0
THEM6,1609.0,448.0,94.0,593.0,1521.0,1233.0,587.5,1444.0
MS4A4A,363.0,58.0,50.0,238.0,363.0,314.0,79.0,380.5
CRNKL1,648.5,266.0,195.5,277.0,809.0,687.0,412.5,871.0
ZBTB7A,5629.5,4317.0,3760.5,3292.0,5392.0,5449.0,5628.0,5597.5
FZR1,2120.0,454.0,460.0,568.0,2202.0,1348.0,641.5,2080.5
TAOK3,3302.0,2262.5,2479.5,2195.0,3570.0,2889.0,2865.5,3890.5
ZNF117,885.0,357.5,60.5,119.0,1193.0,857.0,590.5,1377.0
WT1-AS,23.0,24.0,5.5,14.0,20.0,18.0,42.0,24.5
MBTPS2,1297.0,710.0,147.0,448.0,1530.0,1186.0,1083.0,1618.5
HOOK1,1.5,1.0,1.0,0.0,2.0,3.0,1.0,0.5
CDC40,834.0,301.0,135.5,276.0,991.0,806.0,506.5,976.0
ZMYND10,11.5,3.0,0.5,7.0,11.0,10.0,6.5,12.5
UBR5,1250.0,711.5,353.0,857.0,1374.0,1467.0,988.5,1595.0
POP5,388.5,161.0,89.5,257.0,395.0,326.0,256.0,401.5
TEX264,285.5,121.5,40.0,198.0,288.0,188.0,152.0,286.0
POMP,3938.0,1382.0,1133.0,1461.0,3879.0,3602.0,1997.0,4009.0
TMA7,608.5,253.5,201.5,300.0,594.0,575.0,272.5,674.5
MRPS17,235.0,90.5,64.5,112.0,235.0,249.0,141.5,235.0
ATRAID,637.0,269.0,126.0,330.0,716.0,387.0,369.5,687.5
UCHL5,7057.5,2339.5,972.0,2528.0,7113.0,7985.0,3674.0,7128.0
ANGPT4,1.0,1.5,0.0,3.0,1.0,1.0,2.5,1.5
CRLF3,1366.5,511.5,225.0,328.0,1506.0,1286.0,813.5,1540.0
CSAD,64.0,25.5,5.5,15.0,90.0,88.0,36.5,100.5
ATP6V1D,1029.5,312.5,270.5,360.0,1130.0,895.0,452.0,1155.5
ZNF589,746.5,244.0,82.0,367.0,775.0,797.0,409.0,801.0
EIF3L,2791.5,1016.5,1008.0,1136.0,3186.0,2025.0,1492.5,3060.0
NIP7,3358.0,2155.5,881.0,1808.0,2883.0,4625.0,3071.5,2942.0
RWDD1,291.0,80.0,58.5,130.0,300.0,286.0,135.5,299.5
AIG1,986.5,236.0,141.0,152.0,1051.0,804.0,325.0,1056.5
TRPV2,76.0,45.0,30.5,75.0,80.0,58.0,60.5,83.0
COMMD10,958.0,386.5,256.5,344.0,1060.0,942.0,490.0,1110.0
WDR83OS,2042.5,648.0,607.5,826.0,2110.0,1200.0,911.0,2078.5
TRAPPC4,575.0,183.0,132.0,311.0,610.0,410.0,286.0,576.0
PPME1,1529.5,415.5,410.0,514.0,1682.0,1084.0,625.0,1644.5
NOL7,2324.5,1314.5,923.0,925.0,2690.0,2366.0,1820.0,2784.0
HEMK1,348.0,157.0,32.0,170.0,486.0,236.0,256.5,489.5
BIN2,1417.0,998.5,180.0,460.0,1446.0,1352.0,1461.0,1517.0
ACTL6B,1.5,1.0,0.0,0.0,2.0,4.0,1.0,3.0
AMOTL2,1.5,4.0,1.0,1.0,2.0,3.0,2.5,2.0
PRKAG2,955.5,475.0,518.0,440.0,1024.0,1011.0,668.5,1074.5
POLK,523.5,209.0,117.0,197.0,592.0,482.0,262.5,687.0
ZNF107,228.0,196.5,53.0,116.0,427.0,371.0,295.5,442.5
DDX41,531.0,205.5,153.0,245.0,532.0,381.0,271.5,531.0
SNX9,217.5,74.0,47.5,61.0,235.0,200.0,102.5,263.5
SUCO,228.0,256.5,102.0,60.0,304.0,125.0,202.0,297.0
ANAPC5,314.5,122.0,51.5,179.0,318.0,248.0,173.0,308.0
ANAPC7,1331.5,410.0,252.0,693.0,1289.0,1030.0,650.0,1315.5
SCARA3,0.0,2.5,0.0,1.0,0.0,0.0,4.0,0.5
FAM8A1,723.0,644.0,112.5,345.0,891.0,928.0,954.5,959.5
HPCAL4,49.0,18.5,3.0,6.0,47.0,75.0,14.5,49.0
YTHDF2,1240.0,569.5,443.0,481.0,1240.0,1119.0,584.5,1244.0
RNF138,3489.5,2724.0,975.5,1558.0,3756.0,4350.0,2599.0,4621.5
IP6K2,1369.0,622.5,318.5,393.0,1738.0,851.0,803.5,1626.0
PCYOX1,3459.5,1001.0,476.5,1158.0,4262.0,3131.0,1587.0,3715.5
LCMT1,127.0,53.0,19.5,60.0,150.0,78.0,77.0,148.5
REV1,2233.0,793.5,492.5,841.0,2269.0,2242.0,1291.5,2473.5
SFMBT1,207.5,92.5,153.0,90.0,216.0,205.0,137.5,226.0
GPR89B,50.0,20.5,21.0,18.0,56.0,32.0,23.5,64.5
UBE2J1,6932.5,3721.5,1096.0,1902.0,7778.0,7018.0,5408.5,8151.5
EVL,412.5,318.5,54.5,195.0,444.0,338.0,479.0,444.5
DCDC2,3.5,0.0,0.0,1.0,4.0,5.0,1.0,5.5
LIMA1,531.5,228.0,95.0,284.0,605.0,541.0,330.5,636.5
ISYNA1,1585.0,399.5,166.5,542.0,1416.0,1060.0,587.0,1385.0
HSD17B7,136.5,55.5,17.0,40.0,170.0,73.0,58.5,159.5
ANKFY1,4171.0,1085.5,616.5,1021.0,4566.0,3497.0,1683.5,4381.0
SPOUT1,2749.5,811.5,436.0,1357.0,2717.0,2202.0,1326.0,2584.5
NOP16,5056.5,2370.0,722.0,2956.0,4096.0,6011.0,2943.0,4190.0
RTCB,1227.5,418.0,295.0,492.0,1264.0,949.0,641.5,1238.5
HACD3,6640.0,1818.0,2411.0,3319.0,6565.0,8879.0,3122.0,6640.0
CTDSPL2,4335.5,1410.5,700.5,1439.0,5175.0,4838.0,1980.0,5642.0
NELFCD,946.0,349.5,378.5,572.0,957.0,845.0,495.5,973.0
TRIAP1,3020.0,1104.0,783.5,1618.0,2951.0,3463.0,1704.0,2973.0
HIKESHI,96.0,66.0,29.5,57.0,97.0,105.0,75.0,123.0
CWC15,228.0,99.5,38.0,108.0,242.0,237.0,92.0,270.0
TRMT112,1744.5,483.5,529.5,787.0,1760.0,1282.0,679.5,1689.0
UFC1,1943.5,826.5,793.0,1019.0,2044.0,1545.0,1183.5,2035.0
RTF2,3062.0,844.5,968.5,1382.0,3245.0,2222.0,1259.5,3220.5
CHMP5,854.5,933.5,276.0,335.0,1126.0,792.0,1032.0,1271.5
GTSE1,1162.5,181.5,176.0,301.0,1049.0,1104.0,251.5,1054.5
ETV7,9.5,23.5,3.0,1.0,11.0,2.0,36.0,10.5
DTL,1706.5,462.0,707.5,1042.0,2133.0,1494.0,737.5,1936.0
NCKIPSD,538.5,211.0,65.5,227.0,562.0,351.0,263.0,504.5
LARS1,1322.0,1443.0,516.0,981.0,1160.0,1656.0,1832.5,1432.5
TMEM14C,2052.0,958.0,688.0,1273.0,2255.0,1638.0,1399.5,2262.0
CXXC5,3691.5,1545.5,1849.5,1822.0,3648.0,3922.0,2266.0,3787.0
TMEM138,791.0,240.5,235.0,438.0,734.0,829.0,383.0,762.5
OSER1,233.5,106.0,151.0,120.0,355.0,167.0,174.0,350.5
GSKIP,1126.0,307.0,205.0,390.0,1288.0,1046.0,468.5,1121.5
JKAMP,2181.0,895.0,332.5,913.0,2295.0,2037.0,1350.0,2440.0
ANAPC11,589.5,179.5,197.5,322.0,647.0,436.0,260.5,624.0
ZC3HC1,320.5,87.0,104.5,182.0,327.0,290.0,129.0,337.5
TRMO,101.5,40.5,20.5,36.0,105.0,64.0,49.5,97.0
PHF7,27.0,14.5,4.0,20.0,31.0,25.0,19.0,24.5
VTA1,3671.0,1213.0,984.5,1566.0,3822.0,4177.0,1767.5,4053.5
PPHLN1,1550.5,620.5,405.0,746.0,1483.0,1711.0,988.5,1527.0
MTFP1,494.0,214.0,80.5,334.0,436.0,426.0,287.0,449.5
ZCCHC17,2199.0,518.0,403.5,1040.0,2252.0,1535.0,726.5,2144.5
SCLY,504.5,258.0,114.0,381.0,493.0,384.0,367.0,504.5
VPS54,302.0,180.5,113.5,177.0,305.0,363.0,223.5,323.0
ZNF581,482.0,162.5,93.5,158.0,589.0,240.0,196.0,542.0
SIRT7,654.0,170.5,130.5,209.0,736.0,434.0,282.0,696.5
SIRT6,789.5,286.5,199.5,419.0,703.0,545.0,387.0,676.0
CINP,587.0,140.5,106.5,223.0,593.0,379.0,227.0,578.5
RAB14,7598.0,2788.5,2337.0,3145.0,7729.0,8535.0,4152.0,8031.0
ACKR4,1.5,0.0,0.0,1.0,4.0,1.0,0.5,4.5
PEX5L,18.0,20.0,11.0,8.0,21.0,13.0,33.0,18.0
NT5DC3,970.5,195.0,98.0,223.0,1044.0,671.0,323.5,974.5
RAB6B,85.5,53.0,11.0,26.0,75.0,69.0,79.0,74.0
IL23A,21.0,107.5,68.5,8.0,31.0,12.0,71.0,36.5
MBIP,276.5,125.0,54.5,94.0,303.0,257.0,162.5,315.0
HDAC7,330.0,201.5,95.0,230.0,317.0,300.0,262.0,367.5
ARMCX3,406.0,299.5,227.5,152.0,567.0,474.0,350.5,615.0
TDP2,1299.0,553.0,378.5,689.0,1535.0,1711.0,840.5,1583.0
UFM1,9955.0,5387.0,2054.0,2007.0,11209.0,11766.0,7120.0,11706.5
FAM49B,21268.0,8919.0,4232.5,7589.0,21271.0,19832.0,13457.0,21585.5
GDE1,3228.0,1242.5,994.0,1731.0,3523.0,3039.0,1859.0,3444.0
LARP7,131.0,78.5,29.0,64.0,136.0,162.0,91.5,183.0
ESF1,191.5,126.0,52.0,64.0,130.0,282.0,66.0,219.5
AZIN1,13552.0,3225.0,4718.0,4681.0,15868.0,14829.0,5395.0,16652.5
PCF11,154.0,176.5,50.5,147.0,232.0,163.0,201.0,238.0
MED15,1257.0,352.0,326.0,418.0,1455.0,711.0,425.5,1270.0
PIAS4,1399.5,457.0,326.5,544.0,1435.0,1100.0,636.0,1353.0
TRIM33,2245.5,898.5,675.5,1033.0,2474.0,2373.0,1133.5,2600.5
SRRT,619.0,324.5,269.0,258.0,563.0,540.0,405.0,592.0
NBAS,2411.5,856.5,415.0,556.0,3198.0,1846.0,1350.5,3207.0
LSR,5.0,3.0,2.5,0.0,5.0,5.0,5.0,4.5
LIPT1,3.0,1.0,0.0,0.0,5.0,0.0,1.0,3.5
NOP58,1597.0,843.0,731.0,1056.0,1585.0,1373.0,1066.5,1535.5
EEF1AKNMT,476.5,116.5,90.0,292.0,438.0,460.0,195.0,459.5
PIGT,415.5,136.5,188.5,191.0,483.0,322.0,189.0,459.0
TRMT6,1104.0,451.0,260.5,516.0,1105.0,1286.0,681.5,1145.0
ATP6V1H,195.5,107.0,68.5,85.0,211.0,115.0,162.0,199.5
GET4,737.5,205.0,123.5,273.0,711.0,533.0,242.5,657.5
DPH5,403.5,191.0,34.0,156.0,468.0,229.0,296.0,479.5
ERGIC3,778.5,275.5,283.0,360.0,864.0,530.0,379.5,839.5
TAF9B,1078.5,382.0,407.0,533.0,1268.0,1355.0,499.5,1345.5
UBE2D4,1393.0,302.5,226.0,458.0,1579.0,1081.0,475.5,1463.0
KLF13,1268.0,607.5,187.0,306.0,1374.0,1061.0,1088.0,1445.5
CCZ1,162.5,101.0,49.5,100.0,197.0,99.0,151.0,199.5
DYNC2LI1,58.5,23.0,7.0,23.0,62.0,58.0,32.0,72.0
SLC25A39,1725.5,575.5,467.0,989.0,1745.0,1165.0,803.0,1638.0
LUC7L2,2987.0,1074.5,852.5,1426.0,2704.0,3520.0,1560.5,2886.0
OTUD6B,1970.5,610.0,210.5,556.0,1879.0,2848.0,805.0,2218.0
RBMX2,520.5,209.0,172.5,221.0,606.0,402.0,307.5,598.0
DHRS7,131.5,80.5,38.0,71.0,158.0,95.0,103.0,155.0
RTRAF,1420.0,586.0,392.5,712.0,1592.0,980.0,912.5,1590.0
SF3B6,935.0,360.0,400.0,512.0,985.0,629.0,501.5,962.0
MRPL48,493.5,233.5,168.5,294.0,508.0,345.0,351.5,492.5
TMBIM4,2300.5,1135.5,437.5,1311.0,2289.0,2041.0,1757.5,2387.5
PPIL1,3338.5,1225.5,494.0,2023.0,3182.0,3961.0,1922.0,3189.5
YPEL5,873.5,1234.5,525.0,339.0,1103.0,732.0,1387.5,1086.5
CIAO2B,2451.0,788.5,848.0,940.0,2476.0,1707.0,1125.5,2317.0
MRPS23,752.0,242.0,136.0,331.0,699.0,687.0,406.0,747.0
MRPS33,1216.0,494.0,291.5,680.0,1228.0,816.0,637.5,1216.0
PTRH2,205.5,101.0,53.0,145.0,201.0,216.0,154.0,193.5
CHMP3,5838.0,1976.0,1124.0,1842.0,6035.0,5302.0,3184.0,6069.5
CDK5RAP1,101.5,40.0,33.0,47.0,119.0,93.0,65.0,111.0
RASD1,13.5,24.0,20.5,2.0,15.0,6.0,10.0,10.0
STYXL1,2395.5,918.0,452.0,1009.0,2455.0,1728.0,1342.5,2425.5
GINS2,1028.5,314.0,300.0,694.0,1014.0,933.0,478.5,972.5
MPC1,3862.5,1204.5,787.5,1388.0,4176.0,3449.0,1802.0,4223.0
FKBP7,270.0,85.5,30.0,110.0,271.0,228.0,134.0,273.5
ZFR,15502.5,8276.5,8885.0,5879.0,14728.0,17107.0,11582.0,15830.0
ASB1,1084.0,530.0,182.0,462.0,1079.0,996.0,975.0,1084.0
NUB1,826.5,554.0,138.0,286.0,955.0,662.0,763.0,949.5
HSPB11,2397.5,715.0,930.0,1399.0,2413.0,2234.0,1169.0,2325.0
SARAF,7251.0,3397.5,2583.0,2319.0,9297.0,7047.0,4734.5,9538.0
TPPP3,3.0,3.0,0.5,3.0,3.0,6.0,5.5,2.5
MPP6,621.0,262.5,63.0,267.0,486.0,962.0,344.0,560.0
SUFU,953.5,162.5,96.5,222.0,1129.0,571.0,254.0,926.5
OAZ3,20.5,10.5,6.5,9.0,19.0,13.0,12.0,16.0
LSM7,604.5,224.5,198.0,354.0,602.0,412.0,264.0,595.5
LSM8,2083.0,1540.0,437.0,847.0,2703.0,2036.0,2395.5,2835.0
CPSF3,196.5,94.5,45.5,150.0,215.0,128.0,114.0,212.0
TRAPPC2L,683.0,163.5,159.0,327.0,672.0,510.0,242.0,632.0
HECA,1090.5,709.0,352.0,361.0,1568.0,784.0,925.0,1568.5
VPS29,5649.5,2038.0,1129.5,2540.0,5757.0,5314.0,3221.0,5793.5
NLK,393.5,174.5,96.5,178.0,493.0,344.0,184.5,477.5
ACSL5,352.5,360.0,126.5,275.0,375.0,534.0,541.0,395.5
GPRC5B,7.5,2.0,2.0,2.0,7.0,4.0,2.0,6.0
CYB5R1,459.0,162.5,105.5,243.0,532.0,338.0,207.5,505.5
SELENOT,3492.0,1704.0,1030.5,1360.0,3570.0,3609.0,2313.5,3820.0
RAB23,509.0,215.5,62.5,203.0,590.0,545.0,301.0,540.0
CAB39,7839.5,2911.0,2732.0,2970.0,7741.0,8107.0,4600.0,8049.5
UIMC1,89.5,50.0,41.0,58.0,95.0,60.0,71.5,94.0
FBXO40,7.0,3.0,1.5,1.0,7.0,3.0,8.5,6.5
DNAJB11,1246.0,427.5,365.0,540.0,1323.0,1265.0,605.5,1421.5
CMPK1,10660.0,5822.0,4204.5,5166.0,10687.0,12749.0,7759.5,12118.5
POLR3K,760.5,260.0,217.0,400.0,710.0,672.0,402.0,670.5
WBP11,1795.0,707.0,526.5,802.0,1823.0,1814.0,986.5,1848.5
UPB1,38.0,121.5,43.0,19.0,32.0,37.0,169.5,42.0
MSRB1,2024.0,463.5,312.0,1094.0,2000.0,1469.0,714.0,1949.0
RAPGEF6,1421.5,555.0,286.0,431.0,1602.0,1449.0,733.0,1620.5
GHRL,17.5,13.5,10.0,16.0,22.0,15.0,17.0,25.5
WWOX,264.5,95.5,54.5,69.0,265.0,161.0,148.0,246.5
ARID4B,3008.0,1828.5,3338.5,1460.0,3794.0,2619.0,2585.5,3757.0
CD244,246.5,155.5,136.0,412.0,306.0,257.0,225.5,317.0
LUC7L3,2135.5,989.0,658.5,957.0,2208.0,2410.0,1385.5,2500.0
RTEL1,124.5,43.0,32.5,66.0,123.0,58.0,57.5,119.0
HIGD1B,37.5,14.0,11.5,13.0,21.0,28.0,12.5,25.5
ERAP1,929.0,531.5,226.0,359.0,1028.0,1052.0,775.5,1094.5
TMEM8B,9.0,3.0,0.5,4.0,9.0,10.0,2.5,8.0
CDK12,3593.5,1470.5,864.0,1548.0,3533.0,4376.0,2023.0,3733.5
C9orf78,2751.0,1022.5,1075.0,1716.0,2702.0,2488.0,1551.5,2783.5
ATP8A2,2.5,6.0,0.5,1.0,3.0,2.0,6.0,3.0
RAB8B,859.0,630.5,312.0,239.0,1199.0,933.0,981.0,1169.5
INPP5K,494.0,166.0,103.5,195.0,610.0,277.0,229.0,557.0
GNG13,27.0,7.0,2.5,10.0,27.0,32.0,8.5,28.0
STK26,3581.5,1752.5,1190.5,1507.0,3413.0,4119.0,2033.5,4104.5
TM7SF3,868.0,454.0,176.0,471.0,869.0,1038.0,616.5,937.0
RSF1,218.0,122.5,124.5,78.0,275.0,213.0,143.5,304.5
MAP3K20,4279.0,1302.0,1723.5,2265.0,4744.0,4981.0,1958.5,4764.5
KDM3B,2343.0,808.5,647.5,1253.0,2527.0,2131.0,1262.5,2647.5
COQ3,55.0,28.0,11.0,51.0,48.0,55.0,29.5,56.0
TUBA8,9.0,13.5,5.5,8.0,10.0,11.0,14.0,8.5
PHAX,1432.5,548.5,616.0,745.0,1443.0,1498.0,889.0,1536.5
GALNT7,1141.5,593.5,258.0,543.0,1205.0,1266.0,859.5,1529.5
ADA2,566.5,900.0,343.5,555.0,599.0,461.0,1317.5,601.5
BCL11A,102.5,223.5,100.0,279.0,104.0,97.0,226.0,146.5
BTBD1,4003.0,1708.0,1176.5,1944.0,4336.0,5144.0,2459.0,4771.0
SPA17,57.5,30.0,8.0,20.0,61.0,67.0,33.0,69.0
IL17D,70.0,31.0,10.0,35.0,68.0,81.0,47.0,73.0
NUDT9,214.0,95.5,47.5,105.0,192.0,240.0,135.0,197.0
TM6SF1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
ZFYVE1,225.0,67.0,29.5,71.0,314.0,145.0,83.0,266.0
PANK1,401.5,139.0,65.0,170.0,417.0,343.0,121.0,401.5
SHC3,1.5,2.5,0.0,1.0,2.0,2.0,3.0,3.0
NUP54,4465.5,1517.5,1054.5,1750.0,4960.0,3960.0,2268.0,5166.0
TPCN1,1681.5,963.0,263.0,745.0,1709.0,978.0,1402.5,1569.5
STX18,466.0,209.0,141.0,288.0,540.0,411.0,329.0,545.5
MBD3,4805.5,1495.0,897.0,2457.0,4803.0,3634.0,2105.0,4573.5
ADAM22,77.0,49.5,14.5,29.0,92.0,87.0,85.5,102.0
PTOV1,288.0,112.0,116.5,148.0,315.0,193.0,159.5,303.0
S1PR5,9.0,7.5,18.5,30.0,13.0,7.0,13.0,11.0
FXYD6,86.5,166.0,26.0,19.0,90.0,56.0,268.0,91.0
FXYD5,864.5,644.5,394.5,423.0,912.0,581.0,824.5,897.0
GPR84,7.5,15.5,14.5,2.0,5.0,4.0,26.5,6.5
IL20RB,27.0,12.0,13.0,9.0,33.0,15.0,17.0,32.5
