,JQ1,MYBi_30m,MYBi_6h,PBS_6h,MS2_JQ1,DMSO,PBS_30m,MS2
SLC18A1,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.5
SLC18A2,457.5,358.0,138.5,211.0,653.0,582.0,450.5,602.5
SLC19A1,911.0,368.5,91.0,436.0,700.0,795.0,524.0,729.0
SLC20A1,1751.0,833.0,932.0,743.0,1970.0,1477.0,967.5,1996.5
SLC20A2,1314.0,341.5,142.5,563.0,1231.0,1028.0,499.0,1240.5
SLC25A1,7897.0,1599.0,1666.5,2954.0,8224.0,5069.0,2221.0,7659.5
SLC22A1,1.0,0.5,1.0,0.0,2.0,0.0,0.0,2.0
SLC22A4,33.0,25.0,27.0,55.0,35.0,33.0,30.0,35.5
SLC22A5,48.5,39.0,10.0,63.0,47.0,56.0,52.5,60.5
SLIT1,26.5,29.5,5.0,17.0,32.0,17.0,34.5,27.5
SLPI,88.0,5.0,20.0,17.0,118.0,70.0,5.0,94.0
SMARCA2,767.5,398.5,208.5,369.0,898.0,820.0,526.0,909.5
HLTF,1313.5,726.5,438.5,708.0,1427.0,1386.0,1168.0,1544.0
SMARCA4,2018.5,788.5,772.0,1179.0,2015.0,1744.0,1240.0,2053.0
SMARCB1,5.0,0.5,0.5,2.0,6.0,1.0,4.0,6.0
SMARCC1,10273.5,3449.5,2339.5,3876.0,10327.0,9599.0,5429.0,10534.0
SMARCC2,1636.0,931.5,585.5,944.0,1807.0,1485.0,1250.5,1835.0
SMARCD1,1968.5,620.0,350.5,615.0,2031.0,1704.0,942.5,1939.0
SMARCD2,3326.5,1510.5,705.5,1476.0,3611.0,2634.0,1823.0,3215.5
SMARCD3,8.5,4.5,1.5,4.0,10.0,3.0,8.0,10.5
SMARCE1,1271.0,805.0,341.5,750.0,1257.0,1611.0,1198.5,1316.0
SMN1,2.0,0.5,0.5,2.0,2.0,2.0,3.0,2.5
SMN2,2.0,0.5,0.5,2.0,2.0,2.0,3.0,2.5
SMPD1,509.5,258.5,92.5,178.0,663.0,306.0,402.5,538.0
SMPD2,13.5,8.0,7.5,5.0,11.0,11.0,7.0,11.0
SMS,1154.0,486.0,383.0,577.0,1161.0,1024.0,564.0,1222.0
SUMO3,9268.5,3399.0,2514.5,4113.0,9114.0,8688.0,5126.5,9268.5
SUMO2,4541.0,1845.0,1589.5,2074.0,4415.0,4374.0,2260.5,5105.0
SIGLEC1,8.0,837.0,47.5,77.0,8.0,9.0,1146.5,9.5
SNAI1,69.0,81.5,213.0,14.0,70.0,53.0,119.5,69.0
SNAP25,6.0,1.0,0.0,2.0,13.0,9.0,0.5,10.0
SNAPC1,192.5,160.5,84.0,88.0,246.0,156.0,188.5,259.0
SNAPC2,519.0,155.5,70.5,148.0,589.0,305.0,221.0,494.5
SNAPC3,826.5,243.0,70.5,184.0,1035.0,603.0,392.5,1013.5
SNAPC4,60.5,24.0,18.0,25.0,58.0,48.0,25.5,54.5
FSCN1,324.0,84.5,159.5,77.0,356.0,176.0,107.5,265.0
SNRNP70,1372.5,428.0,290.5,513.0,1194.0,1202.0,586.0,1126.0
SNRPA,954.0,373.5,226.5,415.0,1119.0,590.0,517.0,1068.5
SNRPA1,489.5,229.0,167.5,211.0,537.0,512.0,340.5,506.5
SNRPB,1750.5,673.0,662.5,1004.0,1692.0,1271.0,829.5,1677.5
SNRPB2,1116.5,505.0,407.5,580.0,1061.0,1032.0,693.0,1139.5
SNRPC,1682.5,503.5,649.0,895.0,1677.0,1182.0,770.0,1644.0
SNRPD1,2942.0,1025.5,790.0,1299.0,2853.0,3140.0,1465.0,2942.0
SNRPD2,2155.0,481.0,871.5,1100.0,2187.0,1500.0,635.5,2172.5
SNRPD3,6781.5,1848.5,2542.5,2642.0,6486.0,7474.0,3187.0,6781.5
SNRPE,528.0,199.5,179.5,225.0,502.0,499.0,176.0,600.5
SNRPF,676.0,272.0,346.0,402.0,647.0,538.0,307.0,669.5
SNRPG,183.0,45.0,52.5,48.0,197.0,152.0,81.0,167.5
SNRPN,223.5,127.5,54.5,97.0,222.0,172.0,141.0,235.5
SNTA1,14.5,4.0,1.0,4.0,17.0,6.0,4.5,14.5
SNTB1,2035.5,1967.0,270.0,1102.0,2444.0,2028.0,2888.0,2600.5
SNX1,1807.5,800.5,443.0,698.0,1988.0,1519.0,1219.5,1941.5
SNX2,740.0,457.5,244.5,405.0,827.0,659.0,642.0,875.0
SNTB2,9.0,3.5,1.5,2.0,10.0,17.0,2.0,8.5
SOAT1,855.0,463.5,223.5,315.0,857.0,764.0,645.0,894.0
SOD1,2860.0,755.0,1288.5,1400.0,3201.0,2570.0,1078.0,3334.0
SOD2,5658.5,2392.0,9672.0,1861.0,5714.0,6450.0,3006.5,5993.5
CAPN15,1784.0,589.0,251.0,765.0,1580.0,1444.0,838.5,1656.0
SON,6312.5,2592.0,1784.5,2622.0,6188.0,7437.0,3811.5,6324.0
SORD,780.0,363.0,218.5,524.0,778.0,761.0,595.0,769.0
SORL1,650.5,431.5,335.5,649.0,790.0,792.0,668.0,792.5
SOS1,562.5,186.5,113.5,249.0,659.0,606.0,261.0,666.0
SOS2,470.5,338.0,196.0,188.0,669.0,359.0,404.0,687.0
SOX4,817.0,922.5,532.0,649.0,848.0,774.0,1182.5,953.5
SOX5,5.5,3.5,0.0,0.0,9.0,1.0,8.0,7.5
SOX10,1.0,0.5,0.0,1.0,3.0,1.0,2.0,1.5
SOX15,32.0,17.0,5.5,6.0,32.0,21.0,13.0,21.0
SOX12,1123.0,567.5,135.0,768.0,933.0,1057.0,939.0,961.5
SP1,5708.0,2177.5,1009.5,1911.0,6648.0,5460.0,3839.5,6772.5
SP2,697.0,359.0,149.5,225.0,737.0,594.0,475.5,779.0
SP3,1479.0,948.0,640.5,654.0,1925.0,1604.0,1057.5,2000.0
SP4,334.5,119.0,19.0,85.0,425.0,340.0,114.0,428.0
SP100,1679.5,1122.5,449.5,713.0,1990.0,1962.0,1797.0,2005.0
SPAG1,202.0,110.0,112.0,83.0,243.0,234.0,104.5,288.0
UAP1,969.5,264.0,230.5,433.0,1141.0,934.0,429.5,1209.0
SPAG4,5.5,2.5,1.5,4.0,5.0,0.0,2.5,5.5
SPARC,6.5,6.0,2.0,1.0,7.0,3.0,8.0,7.0
SPAST,1491.5,666.0,307.0,525.0,1901.0,1960.0,869.5,2018.5
SPG7,685.0,200.0,104.5,328.0,760.0,519.0,326.5,743.0
SPI1,2718.0,949.0,754.0,1278.0,2573.0,2073.0,1271.0,2629.0
SPIB,254.5,78.5,63.0,82.0,164.0,175.0,149.5,160.0
SPINT1,266.0,233.5,79.5,227.0,313.0,177.0,332.5,302.0
SPN,20658.5,10418.0,4685.5,8591.0,18760.0,18954.0,16813.5,18867.5
SPOCK1,1191.5,870.5,319.5,569.0,1334.0,1123.0,1419.5,1407.5
SPP1,12.5,32.0,2.0,0.0,9.0,19.0,43.5,15.5
SPR,779.0,169.5,363.0,530.0,698.0,799.0,241.5,707.0
SPTAN1,332.0,54.0,51.0,60.0,424.0,151.0,80.5,336.5
SPTB,29.5,19.5,7.0,17.0,31.0,18.0,36.5,32.5
SPTBN1,89.0,89.5,8.0,17.0,101.0,99.0,126.0,122.5
SPTBN2,5.5,1.5,1.0,5.0,5.0,4.0,2.0,5.0
SQLE,868.5,419.5,221.0,241.0,1129.0,870.0,474.0,1253.5
SRC,447.0,287.5,388.0,357.0,368.0,352.0,403.0,382.5
SRD5A1,189.5,44.0,23.0,29.0,247.0,161.0,65.0,206.0
SRI,539.0,216.5,93.5,234.0,549.0,578.0,306.0,561.0
SREBF1,550.5,566.5,103.0,233.0,611.0,372.0,736.5,501.5
SREBF2,5195.0,2762.0,1138.5,1733.0,6235.0,3519.0,3838.0,5957.0
SRF,3634.5,2051.5,672.0,1052.0,4127.0,2588.0,2369.5,4014.5
SRM,1883.0,634.0,610.0,1058.0,1620.0,1473.0,904.5,1708.5
SRMS,5.5,1.5,0.0,0.0,7.0,2.0,2.5,5.5
SRP9,6575.5,2469.0,1967.5,2555.0,6097.0,7959.0,3082.0,7188.5
SRP14,2397.0,714.0,1115.0,1340.0,2508.0,1860.0,1058.5,2522.0
SRP19,2650.0,1004.0,993.0,1030.0,2945.0,2473.0,1489.5,2833.0
SRP54,696.0,258.5,141.5,264.0,694.0,647.0,288.0,713.0
SRP68,8588.5,1814.0,1599.5,2190.0,9427.0,6695.0,3135.5,9302.0
SRP72,5239.5,2412.5,1095.5,2047.0,6005.0,5236.0,3402.0,6207.5
SRPK1,9996.5,2864.5,1920.5,3812.0,9970.0,11154.0,4906.5,9975.0
SRPK2,1265.5,392.0,270.0,426.0,1525.0,1319.0,620.5,1604.0
SRPRA,7013.5,3009.5,2419.0,2876.0,7337.0,5929.0,4363.0,7409.0
TRIM21,307.5,167.0,43.0,182.0,302.0,276.0,305.0,287.0
RO60,1591.0,559.5,335.5,543.0,1640.0,1751.0,710.0,1829.0
SSB,1976.0,738.5,695.0,1117.0,1841.0,2029.0,1105.0,1976.0
SSBP1,545.0,218.0,178.5,305.0,553.0,459.0,271.0,556.0
ITPRID2,1422.0,601.5,513.5,447.0,1546.0,1648.0,615.5,1817.0
SSR1,28017.0,10945.0,3633.5,7757.0,33190.0,27494.0,17304.5,33213.0
SSR2,8954.0,3423.5,1372.0,2872.0,9701.0,5803.0,4773.0,9653.5
SSR3,14117.0,5799.5,2282.5,4412.0,16162.0,13831.0,9213.0,16401.0
SSR4,652.0,317.0,382.0,423.0,720.0,435.0,369.5,725.5
SSRP1,3137.0,1261.5,1096.0,1833.0,3090.0,2605.0,1704.5,3004.0
SSTR2,0.5,1.0,0.5,2.0,3.0,2.0,1.0,2.0
SSTR3,0.0,1.5,0.0,0.0,0.0,0.0,1.0,0.0
SS18,3667.5,1161.5,703.0,1291.0,3940.0,3911.0,1771.5,4011.0
DENND2B,10.0,14.0,3.5,6.0,15.0,14.0,15.5,12.5
ST13,4744.5,1609.5,2600.0,2010.0,4942.0,5193.0,2370.0,5515.5
ST14,511.0,235.5,104.5,320.0,593.0,429.0,337.5,569.5
STAC,2.0,3.0,0.0,0.0,3.0,8.0,2.5,5.0
STAR,1036.0,1084.0,270.0,544.0,1095.0,826.0,1651.5,1110.0
STAT1,3183.5,8195.0,1788.5,2131.0,3618.0,3878.0,12918.5,3774.0
STAT2,1116.5,1818.0,346.0,536.0,1555.0,703.0,2576.5,1438.5
STAT3,2759.5,1207.5,392.0,520.0,2930.0,1882.0,1829.0,2666.0
STAT5A,361.5,201.0,269.0,268.0,436.0,249.0,290.0,446.0
STAT5B,2678.0,1319.0,417.5,1176.0,2973.0,2579.0,1883.5,2989.0
STAT6,8272.0,3048.5,1269.5,2918.0,8510.0,6125.0,5273.5,8709.0
STATH,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0
STAU1,3107.5,894.0,716.0,1142.0,3410.0,2931.0,1306.5,3183.0
HSPA13,2915.5,2191.5,494.5,491.0,5020.0,2171.0,2607.5,5175.5
STIM1,1489.0,939.0,291.0,473.0,1611.0,1141.0,1397.0,1585.0
NEK4,279.5,149.0,100.0,104.0,291.0,315.0,147.0,387.0
STK3,558.0,241.5,154.5,187.0,709.0,521.0,285.5,579.0
STK4,7496.5,2266.5,943.0,2306.0,7547.0,7638.0,3561.5,7689.0
AURKA,1657.0,317.0,415.0,571.0,1597.0,1935.0,488.5,1554.0
AURKAP1,471.0,97.0,121.5,121.0,442.0,593.0,138.0,455.0
STK10,2006.0,784.0,333.5,600.0,2072.0,1283.0,1241.5,2005.0
STK11,393.0,221.0,98.0,186.0,386.0,254.0,293.5,368.5
AURKC,2.0,0.0,0.5,2.0,2.0,0.0,0.0,2.0
STRN,3022.0,976.0,396.0,876.0,3447.0,3236.0,1325.5,3640.0
STX1A,179.5,130.5,74.0,35.0,190.0,93.0,161.0,152.0
STX3,622.5,221.5,178.5,218.0,678.0,469.0,282.5,636.0
STX4,185.0,113.5,57.0,113.0,179.0,138.0,172.5,176.0
STX5,1420.0,572.0,193.0,348.0,1667.0,778.0,756.5,1447.5
STXBP1,991.5,464.5,186.5,276.0,1219.0,688.0,733.5,1014.5
STXBP2,162.5,122.5,92.5,119.0,174.0,106.0,142.5,168.5
STXBP3,524.0,273.0,118.5,227.0,495.0,660.0,223.0,618.5
STYX,2703.0,893.5,224.5,801.0,3207.0,3317.0,1165.5,3621.5
SULT1A1,65.5,53.5,31.0,46.0,67.0,39.0,69.5,73.5
SULT1A3,16.0,4.5,5.5,6.0,20.0,26.0,5.5,25.0
SUOX,267.0,75.5,43.0,114.0,327.0,197.0,117.0,288.0
SUPT4H1,5280.0,1643.0,1889.5,1812.0,5467.0,4062.0,2604.0,5421.5
SUPT5H,857.0,319.0,288.0,361.0,880.0,546.0,402.0,857.0
SUPT6H,940.0,385.5,416.0,416.0,1021.0,752.0,466.5,991.0
SUPV3L1,41.0,14.5,13.0,22.0,36.0,25.0,19.5,37.0
SURF1,229.5,84.0,80.0,108.0,270.0,125.0,107.5,228.0
SURF2,46.0,12.5,17.0,19.0,41.0,38.0,17.5,43.5
SURF4,25977.5,8253.5,8966.5,9024.0,26681.0,21158.0,12404.0,26457.0
MED22,1747.5,480.5,190.0,587.0,1540.0,1435.0,746.0,1605.0
SURF6,4408.5,1185.0,823.5,1638.0,3809.0,4461.0,2216.5,3817.5
SUV39H1,1534.0,322.5,236.5,638.0,1467.0,1295.0,566.5,1451.5
SVIL,100.5,57.5,26.5,57.0,109.0,103.0,73.0,117.0
VAMP1,779.0,181.5,142.5,147.0,1103.0,642.0,206.5,869.0
VAMP2,1023.0,1056.5,277.0,345.0,1250.0,713.0,1368.0,1235.5
VAMP7,4767.5,2115.0,1374.0,1811.0,5571.0,4940.0,3134.0,5903.5
SYCP1,1.5,0.0,0.0,1.0,2.0,0.0,0.0,2.0
SYK,3943.0,1510.0,763.5,2380.0,3940.0,3594.0,2441.0,3943.0
SYN1,49.0,8.0,14.0,6.0,67.0,29.0,15.5,48.0
SYN2,21.0,8.0,3.5,10.0,19.0,19.0,11.5,18.0
SYP,74.0,26.0,14.5,21.0,87.0,33.0,32.5,61.5
SYPL1,2866.0,1625.0,436.0,1259.0,2802.0,3869.0,2077.0,3248.0
SYT5,10.5,7.5,0.0,3.0,7.0,7.0,5.0,14.0
TACR2,3.5,3.5,0.0,1.0,2.0,2.0,4.5,2.5
TACC1,11712.5,5046.5,4175.0,3600.0,12428.0,11699.0,8111.0,12400.5
ADAM17,1626.0,988.5,936.5,547.0,1944.0,1536.0,1064.5,1983.5
TAF1,1383.5,657.5,238.5,726.0,1629.0,1390.0,952.0,1771.0
TAF2,1779.5,704.5,455.5,674.0,1793.0,1950.0,972.5,2024.0
TAF4,1.0,0.0,1.0,1.0,1.0,1.0,1.5,2.5
TAF4B,815.0,492.5,235.5,495.0,781.0,1012.0,637.5,908.5
TAGLN,24.5,28.5,11.5,25.0,28.0,30.0,35.5,35.0
TAF5,465.0,115.0,156.5,307.0,578.0,540.0,183.0,546.5
TAF6,2721.5,858.5,327.0,858.0,3037.0,1979.0,1254.5,2913.5
TAF7,1241.0,599.0,684.5,420.0,1281.0,956.0,861.0,1283.5
TAF9,1.5,1.0,0.0,1.0,1.0,0.0,3.0,1.5
TAF10,854.0,298.0,292.0,384.0,895.0,600.0,393.0,910.5
TAF11,1618.0,513.0,339.0,642.0,1634.0,1539.0,800.5,1601.0
TAF12,922.0,317.5,62.5,246.0,1054.0,594.0,389.5,917.5
TAF13,334.5,101.0,63.0,57.0,375.0,489.0,134.5,416.0
MAP3K7,2289.5,643.0,494.0,1008.0,2494.0,2334.0,998.0,2538.0
TAL1,12.0,54.0,6.0,14.0,9.0,25.0,83.5,19.0
TALDO1,1231.0,406.0,742.5,805.0,1317.0,769.0,508.5,1283.0
TAPBP,131.0,58.0,32.0,64.0,196.0,108.0,78.5,142.0
TARBP1,72.0,54.5,12.5,82.0,73.0,89.0,82.0,104.0
TARBP2,184.0,60.0,45.5,69.0,186.0,106.0,82.5,176.0
TARS1,2101.0,1810.5,1173.0,1048.0,2538.0,1798.0,2531.0,2725.0
TBX1,314.5,159.0,50.5,176.0,258.0,230.0,223.5,264.0
TAZ,472.5,253.5,94.5,238.0,594.0,403.0,345.0,568.0
TBCA,537.5,239.0,157.0,177.0,560.0,363.0,264.5,600.5
TBCC,164.5,114.5,103.5,57.0,182.0,105.0,166.0,182.0
TBCD,4.0,3.5,2.0,2.0,4.0,3.0,5.5,5.0
TBCE,615.0,237.5,109.5,264.0,633.0,612.0,327.0,702.0
TBL1X,1634.0,1325.5,404.5,753.0,1709.0,1504.0,2171.5,1719.5
TBP,491.0,158.0,92.0,219.0,491.0,424.0,221.0,480.0
TBX6,14.5,9.0,3.5,11.0,21.0,5.0,15.5,18.0
TBX15,22.0,30.0,4.0,1.0,30.0,11.0,30.5,25.0
TBXA2R,46.5,70.5,7.5,12.0,37.0,30.0,81.0,36.5
TBXAS1,6.5,12.5,4.5,9.0,7.0,11.0,12.5,6.5
TCEA1,6506.5,6136.5,1178.0,1666.0,7387.0,7233.0,7347.5,8355.5
TCEA2,39.5,19.5,5.0,17.0,44.0,22.0,27.5,42.0
TCEA3,2.0,9.0,0.0,0.0,2.0,1.0,12.5,2.0
ELOC,1594.0,801.0,667.5,666.0,1447.0,1958.0,931.0,1630.5
ELOB,955.0,321.5,458.0,529.0,964.0,716.0,405.5,969.5
ELOA,757.5,371.5,401.0,303.0,751.0,689.0,742.5,743.5
TCF4,173.5,265.5,207.0,260.0,177.0,229.0,339.5,213.0
TBX3,354.5,159.0,184.0,122.0,446.0,212.0,215.0,431.0
HNF1A,83.0,22.0,15.0,33.0,83.0,78.0,41.5,81.5
TCF3,4605.5,1890.5,1076.5,2610.0,4003.0,4507.0,2726.0,4278.5
TCF7,78.0,15.0,20.5,20.0,85.0,51.0,21.0,58.0
TCF7L2,55.0,55.0,38.5,8.0,67.0,52.0,64.5,69.0
GCFC2,272.0,134.5,96.0,172.0,276.0,327.0,169.5,313.0
TCF12,2403.5,1150.0,889.0,1089.0,2802.0,2471.0,1629.0,2873.0
ZNF354A,73.0,22.5,12.5,30.0,111.0,44.0,26.0,95.5
TCF20,4.0,2.0,0.5,1.0,5.0,3.0,3.5,3.0
VPS72,686.5,272.5,159.5,341.0,716.0,503.0,415.5,656.5
MLX,2984.0,1289.0,695.0,1152.0,2950.0,2355.0,1767.5,2929.0
TCOF1,897.0,392.0,386.5,713.0,799.0,834.0,518.0,827.5
TCP1,3360.0,1415.0,1490.0,1587.0,3480.0,3332.0,2034.0,3563.5
TCTA,1232.0,688.5,313.0,481.0,1323.0,1016.0,916.5,1316.0
DYNLT3,433.0,255.0,74.5,129.0,522.0,606.0,347.0,602.5
PPP1R11,59.5,33.5,13.5,30.0,68.0,54.0,53.0,64.5
DYNLT1,273.5,99.0,41.0,86.0,363.0,200.0,190.0,253.0
TDG,1963.5,684.5,463.0,718.0,1928.0,2175.0,1142.5,1958.0
PRDX2,2991.0,955.0,1486.0,1738.0,3163.0,1996.0,1298.0,3073.5
TEAD3,927.5,397.5,246.0,384.0,769.0,749.0,612.5,817.0
TEC,261.0,60.0,67.5,80.0,292.0,189.0,90.0,303.0
TEF,340.0,100.0,15.0,162.0,243.0,347.0,172.5,258.0
TMBIM6,38115.5,18708.0,10241.0,10920.0,41033.0,32063.0,29162.0,40317.5
TEP1,383.0,183.0,107.5,265.0,451.0,372.0,304.5,463.0
TERC,8.5,6.0,21.5,3.0,11.0,5.0,7.0,11.0
TERF1,840.0,360.5,188.5,368.0,999.0,998.0,577.0,1056.0
TERF2,1436.5,318.5,308.0,518.0,1597.0,876.0,511.0,1360.0
TERT,25.5,3.0,5.0,19.0,14.0,21.0,10.0,18.0
TESK1,94.5,66.0,64.0,51.0,92.0,57.0,76.0,91.5
TFAM,5197.5,2090.5,1152.0,1889.0,4999.0,6568.0,2890.5,5380.0
TFAP2A,11.5,16.5,8.0,5.0,19.0,9.0,15.5,14.5
TFAP2C,25.0,16.5,14.0,3.0,41.0,12.0,31.5,42.5
TFAP4,653.0,302.5,78.0,489.0,568.0,781.0,381.5,607.0
TFCP2,1634.0,666.5,333.0,765.0,1719.0,1823.0,1008.5,1840.5
NR2F1,0.5,0.5,0.0,0.0,2.0,0.0,1.0,1.0
NR2F2,5.5,12.0,3.5,10.0,8.0,3.0,8.0,8.0
TFDP1,3764.5,1205.5,940.0,1883.0,3483.0,3942.0,1836.0,3660.5
TFDP2,619.0,253.5,131.5,226.0,724.0,536.0,421.0,714.0
TFE3,1387.0,540.5,610.5,487.0,1575.0,922.0,713.0,1574.0
TFR2,51.0,36.5,18.5,58.0,51.0,38.0,48.0,51.5
TFRC,17756.5,5314.0,2748.0,7960.0,14742.0,25610.0,7577.5,15058.5
TGFA,179.5,231.0,41.5,67.0,252.0,109.0,287.0,255.0
TGFB1,440.5,184.0,138.5,204.0,430.0,306.0,241.0,433.5
TGFB2,1.0,1.5,1.0,2.0,1.0,6.0,1.5,2.5
TGFB3,30.0,16.0,4.5,17.0,40.0,26.0,21.5,43.5
TGFBI,1084.0,210.5,263.5,385.0,1268.0,823.0,313.5,1199.5
TGFBR1,8847.0,3648.0,1053.0,2775.0,10038.0,9864.0,5648.0,10539.5
TGM4,1.0,4.0,0.5,1.0,1.0,3.0,7.0,1.0
TGFBR2,1503.0,617.5,485.0,510.0,1856.0,1281.0,965.5,1896.0
TGFBR3,19.5,17.5,15.0,5.0,21.0,18.0,16.5,22.5
TGIF1,205.5,283.0,74.5,71.0,284.0,157.0,260.0,315.0
TGM2,297.5,579.0,21.0,15.0,292.0,248.0,921.0,285.5
THBD,3055.5,1508.0,667.0,1298.0,2575.0,4342.0,2241.5,2802.5
THBS1,21.5,64.5,200.5,9.0,21.0,37.0,70.5,39.0
THBS2,94.0,69.5,21.5,55.0,95.0,82.0,99.0,105.0
THBS3,549.5,315.0,108.5,284.0,684.0,453.0,434.0,656.5
THBS4,5.0,2.0,1.0,4.0,5.0,3.0,4.0,4.5
TCHH,1.5,1.0,0.0,0.0,2.0,2.0,0.5,1.5
THOP1,491.0,166.5,92.5,281.0,508.0,294.0,195.5,444.5
THRA,207.0,139.0,37.0,166.0,153.0,284.0,179.0,156.0
THRSP,4.5,2.0,1.0,2.0,5.0,4.0,2.5,4.0
KLF10,1255.0,2217.0,1338.5,218.0,1405.0,1007.0,2773.5,1327.0
TIA1,2368.0,1473.0,444.5,1225.0,2324.0,3037.0,1918.0,2740.0
TIAL1,1354.0,597.5,248.0,727.0,1332.0,1752.0,832.0,1591.5
TIAM1,16.5,3.5,12.0,16.0,19.0,29.0,6.0,29.5
TIMP1,399.5,169.0,348.0,221.0,430.0,310.0,250.0,433.5
TIMP2,1134.5,774.0,431.0,585.0,1139.0,932.0,1187.5,1159.5
TIMP3,64.5,28.0,22.5,44.0,73.0,31.0,51.5,53.0
TK1,3078.5,493.0,624.0,1159.0,3055.0,1854.0,737.0,2924.5
TK2,1799.5,834.5,179.0,638.0,2200.0,1162.0,1245.0,2160.5
TKT,43713.5,13249.0,12214.5,14988.0,49685.0,29348.0,19704.5,48187.0
ICAM5,8.5,7.0,4.0,3.0,9.0,6.0,8.5,12.0
TLE1,61.0,22.5,21.0,41.0,65.0,42.0,29.0,46.5
TLE3,3248.0,2187.5,641.5,1029.0,3395.0,2629.0,3118.5,3505.0
TLE4,400.5,249.0,136.0,154.0,504.0,332.0,297.5,528.5
TLL2,2.0,0.0,0.0,2.0,2.0,1.0,0.5,3.0
TLN1,2834.0,1113.0,589.5,1024.0,3125.0,1716.0,1521.5,3037.5
SEC62,5432.5,2492.5,2672.0,3241.0,5511.0,6207.0,3564.0,6023.5
TLR1,4.0,4.5,1.5,2.0,6.0,7.0,4.5,6.5
TLR2,173.5,229.5,230.5,150.0,135.0,198.0,323.5,179.0
TLR4,510.0,586.0,209.0,209.0,439.0,718.0,888.5,472.5
TLR5,6.5,5.0,0.0,2.0,7.0,6.0,7.5,7.0
TSPAN4,50.0,22.0,6.0,22.0,49.0,41.0,20.0,48.0
GPR137B,193.0,88.5,90.0,82.0,289.0,193.0,127.0,238.5
TM7SF2,147.5,55.5,28.0,45.0,181.0,63.0,62.5,143.0
TMF1,627.5,458.5,139.5,306.0,594.0,765.0,533.5,711.5
TMOD1,792.5,221.0,180.5,335.0,971.0,596.0,406.5,975.5
TMPO,11069.5,3735.0,2776.0,4851.0,10057.0,16301.0,5093.5,11942.5
TMSB4X,18018.5,8109.5,8026.5,11244.0,17990.0,12852.0,10880.5,17807.5
CLDN5,0.5,1.0,0.5,0.0,1.0,0.0,0.5,0.5
CLEC3B,3.0,1.0,1.0,3.0,3.0,1.0,0.5,3.5
TNF,0.5,4.5,0.5,0.0,1.0,1.0,1.5,0.5
TNFAIP1,865.5,259.5,149.5,350.0,924.0,726.0,409.0,891.0
TNFAIP2,2096.0,976.0,3232.5,919.0,2436.0,1661.0,1259.5,2330.0
TNFAIP3,295.0,703.5,771.0,92.0,387.0,182.0,353.5,458.0
TNFAIP6,6.5,4.5,10.5,0.0,3.0,10.0,3.5,3.0
TNFRSF1A,902.5,440.0,272.5,424.0,925.0,660.0,616.5,896.0
TNFRSF1B,3951.5,1660.0,434.5,1912.0,3939.0,2581.0,2511.5,3913.5
TNNI2,39.5,27.5,14.5,32.0,46.0,29.0,43.5,40.0
TNNT1,33.5,42.5,26.0,37.0,34.0,24.0,44.0,39.0
TNS1,181.0,338.5,100.5,149.0,182.0,157.0,462.5,204.5
TOP1,4476.0,1699.0,1478.5,1602.0,4276.0,4929.0,2509.0,4476.0
TOP2A,6114.0,1721.0,1111.0,1980.0,6489.0,7607.0,2563.5,6717.5
TOP2B,822.0,724.0,289.0,386.0,846.0,1093.0,840.0,1079.5
TOP3A,1611.5,515.0,316.5,633.0,1682.0,1328.0,786.5,1628.5
TP53,212.0,84.0,43.5,39.0,264.0,107.0,109.0,262.5
TP53BP1,107.0,47.0,30.5,57.0,100.0,165.0,75.5,133.0
TP53BP2,557.0,335.0,698.0,248.0,618.0,457.0,446.5,628.0
TP73,246.5,82.0,87.5,165.0,219.0,168.0,128.0,218.0
TPD52,5469.5,3817.0,1920.0,3112.0,5688.0,6145.0,5836.0,6057.5
TPD52L2,5702.5,1758.5,1339.0,1647.0,5992.0,4467.0,2717.0,5761.5
TPH1,5.0,2.5,1.0,1.0,8.0,5.0,4.0,5.0
TPI1,14118.5,4516.0,5793.5,6555.0,14109.0,9478.0,6239.0,13820.0
TPM1,212.5,81.5,95.0,134.0,221.0,254.0,161.5,237.5
TPM2,6.0,7.0,1.5,1.0,7.0,6.0,4.0,7.0
TPM3,35497.0,11726.5,7552.5,11733.0,34974.0,29932.0,17234.0,34852.0
TPM4,13767.5,7355.5,2866.5,5344.0,14851.0,11794.0,11184.5,14856.0
TPMT,966.0,345.5,177.0,333.0,943.0,1066.0,507.0,1033.0
TPP2,606.5,367.5,139.5,388.0,615.0,755.0,541.0,712.5
TPR,376.5,209.5,98.0,287.0,382.0,400.0,273.5,426.5
TPT1,17025.5,7452.5,5990.5,5670.0,18581.0,12218.0,11082.0,18534.0
NR2C1,88.5,74.5,37.5,64.0,98.0,121.0,82.0,134.0
NR2C2,1951.0,715.0,242.5,591.0,2397.0,1719.0,1300.5,2540.0
HSP90B1,5767.5,1891.0,1198.0,2279.0,5874.0,4345.0,2455.0,5767.5
TRAF1,85.0,105.5,312.0,47.0,111.0,47.0,153.0,112.5
TRAF2,430.0,101.0,160.0,196.0,411.0,405.0,145.0,395.0
TRAF3,2060.5,818.0,633.5,712.0,1951.0,2148.0,1322.0,1961.5
TRAF5,3.5,1.0,1.5,3.0,2.0,3.0,4.0,6.0
TRAF6,460.0,201.5,221.5,143.0,659.0,348.0,368.0,569.0
