,MS2,JQ1,MYBi_30m,PBS_30m,MYBi_6h,MS2_JQ1,DMSO,PBS_6h
PRKAB1,62.5,58.5,12.5,26.5,5.0,71.0,43.0,11.0
PRKAB2,61.0,41.0,5.0,18.5,0.5,47.0,48.0,6.0
PRKACA,19.0,18.0,0.5,4.0,1.0,22.0,11.0,4.0
PRKACB,3.0,1.5,1.5,2.5,0.5,1.0,2.0,3.0
PKIB,15.5,7.5,18.5,16.5,6.0,9.0,26.0,7.0
PRKAG1,31.5,34.5,1.5,12.5,2.5,32.0,18.0,9.0
PRKAR1A,33.5,20.5,10.5,14.0,5.5,23.0,24.0,8.0
PRKAR1B,8.0,12.5,0.0,3.0,0.0,8.0,4.0,7.0
PRKAR2A,114.5,91.0,28.5,41.0,7.0,101.0,78.0,20.0
PRKAR2B,14.5,5.5,2.0,2.0,1.5,6.0,8.0,1.0
PRKCA,30.0,30.0,6.0,14.5,1.0,26.0,21.0,5.0
PRKCB,31.0,25.5,26.0,32.5,7.5,26.0,25.0,14.0
PRKCD,51.0,40.5,9.5,24.0,3.5,43.0,28.0,15.0
PRKCE,21.0,11.0,14.0,13.0,0.0,18.0,6.0,3.0
PRKCG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRKCH,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0
PRKCI,15.0,5.5,1.0,3.5,0.5,5.0,8.0,2.0
PKN1,1.0,0.0,0.5,1.0,0.0,0.0,1.0,1.0
PKN2,44.0,26.0,17.0,19.5,4.5,26.0,34.0,6.0
PRKCQ,3.5,3.0,0.5,2.5,0.0,2.0,0.0,1.0
PRKCSH,20.0,17.5,3.5,7.0,2.0,17.0,20.0,3.0
PRKCZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRKDC,89.5,63.5,26.5,42.0,6.0,48.0,77.0,20.0
MAPK1,104.5,90.5,52.5,68.5,11.0,88.0,85.0,9.0
MAPK3,0.5,0.5,0.0,0.5,0.0,0.0,1.0,1.0
MAPK6,91.0,58.5,78.0,46.0,9.5,57.0,63.0,13.0
MAPK7,3.5,3.5,0.5,2.0,0.0,2.0,1.0,1.0
MAPK8,26.0,18.5,12.5,17.0,0.5,23.0,36.0,7.0
MAPK11,2.0,1.0,0.0,0.5,0.0,2.0,2.0,0.0
MAPK9,12.0,10.5,1.5,7.0,1.0,10.0,17.0,7.0
MAPK13,0.5,0.5,0.0,0.5,0.0,1.0,0.0,0.0
MAP2K1,20.5,18.0,8.5,8.5,4.0,19.0,20.0,3.0
MAP2K2,3.0,4.5,1.0,1.0,0.0,4.0,3.0,0.0
MAP2K3,38.5,42.5,21.5,10.5,4.5,42.0,39.0,18.0
MAP2K5,3.5,2.5,1.0,0.5,0.0,4.0,0.0,3.0
MAP2K6,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0
MAP2K7,79.0,79.0,18.5,40.5,3.5,76.0,98.0,28.0
EIF2AK2,5.5,4.0,31.5,46.0,1.5,3.0,7.0,3.0
DNAJC3,85.0,70.0,21.0,32.0,3.5,73.0,69.0,12.0
THAP12,108.5,102.5,65.5,81.5,9.5,95.0,131.0,21.0
PRKX,40.0,40.0,17.0,28.0,1.0,35.0,54.0,10.0
PRKY,33.0,28.5,12.5,24.5,3.0,30.0,35.0,11.0
PRL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRLR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRNP,108.0,88.0,153.5,99.5,10.0,83.0,103.0,17.0
PROC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PROS1,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
PROX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRPS1,18.5,16.0,16.0,14.5,0.5,17.0,22.0,4.0
PRPS2,22.0,12.5,9.5,11.5,0.5,13.0,22.0,5.0
PRPSAP1,11.5,9.0,2.5,6.0,0.0,10.0,17.0,5.0
PRPSAP2,10.0,8.0,1.0,6.5,0.0,9.0,6.0,2.0
PRRG1,19.5,11.5,7.0,16.0,2.0,11.0,22.0,2.0
PRRG2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
LGMN,2.0,2.5,0.0,1.0,0.0,2.0,2.0,0.0
PRSS8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLK10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRTN3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PSAP,26.5,26.0,6.5,15.0,2.0,28.0,14.0,1.0
PSD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSEN1,111.5,77.5,39.5,52.5,7.5,84.0,63.0,23.0
PSEN2,0.5,1.0,0.0,0.0,0.0,0.0,2.0,0.0
PSKH1,25.5,27.5,3.5,9.5,1.0,24.0,13.0,3.0
PSMA1,48.5,26.0,25.5,30.0,4.5,21.0,50.0,7.0
PSMA2,8.0,8.5,4.5,5.0,0.5,6.0,13.0,2.0
PSMA3,2.5,4.0,3.0,2.5,1.0,3.0,4.0,2.0
PSMA4,27.0,24.0,4.0,12.0,1.5,28.0,19.0,7.0
PSMA5,8.5,4.5,3.0,9.5,1.0,8.0,5.0,2.0
PSMA6,12.5,11.0,4.5,7.0,1.0,11.0,13.0,4.0
PSMA7,3.5,1.0,4.0,2.0,0.0,1.0,4.0,1.0
PSMB1,9.0,9.5,4.5,3.0,0.5,8.0,8.0,1.0
PSMB2,35.5,34.0,23.0,31.0,5.5,33.0,46.0,8.0
PSMB3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSMB4,3.5,0.5,2.0,2.0,0.0,3.0,1.0,0.0
PSMB5,51.5,51.5,20.0,25.5,6.5,51.0,56.0,18.0
PSMB6,6.5,9.0,0.0,4.0,0.5,9.0,16.0,2.0
PSMB7,8.5,8.5,4.0,5.0,1.0,8.0,5.0,4.0
PSMB9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSMB10,5.0,4.5,0.0,1.5,0.5,5.0,3.0,1.0
PSMC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSMC2,10.0,4.5,4.5,8.5,0.5,8.0,11.0,3.0
PSMC3,4.5,5.5,1.0,2.5,1.5,4.0,5.0,4.0
PSMC4,14.0,19.0,6.5,6.5,1.0,14.0,17.0,3.0
PSMC5,5.0,5.0,0.0,0.0,0.0,5.0,4.0,1.0
PSMC6,9.5,4.0,1.0,2.0,1.0,4.0,4.0,2.0
PSMD1,7.5,6.0,1.5,5.0,3.0,3.0,8.0,2.0
PSMD2,4.5,5.0,1.0,1.0,1.0,5.0,6.0,2.0
PSMD3,10.5,14.5,3.0,6.0,1.0,12.0,13.0,1.0
PSMD4,2.5,3.0,1.0,1.5,0.5,3.0,1.0,0.0
PSMD5,44.5,28.5,15.5,22.0,5.5,28.0,39.0,10.0
PSMD7,40.5,41.5,16.5,24.0,3.0,40.0,39.0,13.0
PSMD8,41.0,41.0,15.0,12.0,4.5,38.0,46.0,10.0
PSMD9,21.0,21.0,8.5,14.5,2.0,22.0,13.0,5.0
PSMD10,18.5,12.0,2.0,3.0,1.5,16.0,11.0,4.0
PSMD11,48.5,46.5,36.0,28.0,3.5,46.0,58.0,11.0
PSMD12,36.0,17.0,24.0,25.5,4.5,13.0,29.0,4.0
PSMD13,23.0,20.0,5.5,9.0,0.5,22.0,15.0,8.0
PSME1,4.0,4.0,2.0,5.5,0.0,3.0,9.0,0.0
PSME2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0
PSPH,2.0,1.5,0.0,1.5,1.0,2.0,2.0,1.0
PTAFR,9.0,6.0,21.0,41.0,10.0,6.0,12.0,26.0
PTBP1,445.0,463.0,264.0,237.0,33.0,442.0,386.0,97.0
PTCH1,1.5,1.5,0.5,0.0,0.0,2.0,1.0,0.0
PTEN,226.5,109.0,70.5,91.0,41.5,115.0,110.0,58.0
PTGDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTGER1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTGER2,7.5,7.5,81.0,21.5,7.5,3.0,7.0,3.0
PTGER4,268.0,201.0,326.0,209.5,49.5,216.0,132.0,41.0
PTGFR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTGFRN,15.5,11.5,5.5,12.5,3.0,12.0,17.0,8.0
PTGIR,5.0,5.5,4.0,5.5,0.5,2.0,5.0,3.0
PTGIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTGS1,4.0,3.5,1.0,2.0,1.0,4.0,5.0,2.0
PTGS2,1.0,1.0,18.0,0.0,9.0,1.0,0.0,0.0
PTH1R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTK2,5.0,3.0,4.0,1.5,0.0,4.0,6.0,0.0
PTK6,1.0,1.0,0.0,0.5,0.0,2.0,0.0,1.0
PTK7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TWF1,75.0,39.0,31.0,28.0,3.0,55.0,60.0,9.0
PTMA,606.0,707.0,398.5,346.0,64.5,561.0,721.0,235.0
PTMS,3.0,5.0,1.5,2.0,0.0,5.0,3.0,0.0
QSOX1,17.5,20.0,7.5,8.0,3.0,13.0,22.0,4.0
PTPN1,96.0,80.5,29.5,41.5,8.5,83.0,94.0,22.0
PTPN2,28.5,24.0,11.5,14.5,3.5,23.0,25.0,8.0
PTPN3,7.0,6.0,0.5,7.0,1.0,6.0,9.0,5.0
PTPN4,2.0,2.0,2.5,2.5,0.0,2.0,2.0,0.0
PTPN6,78.0,87.5,38.0,54.0,6.5,74.0,60.0,34.0
PTPN7,421.5,445.5,157.0,323.0,31.5,396.0,530.0,194.0
PTPN9,56.0,40.5,12.0,14.5,3.5,51.0,50.0,14.0
PTPN11,113.5,106.5,63.0,104.0,14.5,92.0,126.0,30.0
PTPN12,11.0,6.5,6.5,7.5,4.0,6.0,11.0,3.0
PTPN14,7.5,4.5,6.0,7.5,19.0,3.0,11.0,6.0
PTPRA,20.5,14.0,3.5,4.0,0.0,20.0,10.0,3.0
PTPRB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTPRC,13.0,6.0,10.0,18.0,2.0,6.0,9.0,3.0
PTPRD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTPRCAP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTPRE,40.0,40.5,39.5,61.0,16.0,32.0,52.0,26.0
PTPRF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTPRG,0.5,1.0,2.0,2.0,0.0,1.0,1.0,0.0
PTPRH,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0
PTPRJ,46.0,39.5,18.5,22.0,5.5,41.0,46.0,14.0
PTPRN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTPRN2,4.5,2.5,3.0,4.5,0.0,4.0,5.0,5.0
PTPRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTPRS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTS,5.0,2.5,1.5,1.5,0.0,3.0,3.0,0.0
PTX3,1.5,1.5,7.5,1.0,5.5,1.0,2.0,0.0
RAD1,90.5,78.0,26.0,43.5,5.0,77.0,71.0,23.0
PURA,96.0,60.0,19.5,46.5,12.5,61.0,76.0,34.0
PURB,325.5,261.5,203.0,176.0,14.0,228.0,222.0,56.0
PVR,112.0,110.0,48.5,95.0,4.5,102.0,87.0,31.0
NECTIN1,34.5,35.0,7.5,15.0,2.5,34.0,53.0,13.0
NECTIN2,9.0,6.5,9.5,10.5,4.0,6.0,6.0,7.0
PVT1,21.0,17.0,16.0,14.5,1.5,15.0,25.0,8.0
PWP2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
PEX19,91.5,70.5,13.0,32.0,4.5,70.0,78.0,18.0
ABCD3,12.0,7.0,4.0,4.5,1.0,5.0,10.0,4.0
ABCD4,17.5,19.0,1.0,4.0,1.0,19.0,21.0,8.0
PXMP2,1.0,1.0,0.0,2.5,0.0,0.0,2.0,0.0
PEX2,25.0,11.5,4.5,5.5,0.5,12.0,10.0,4.0
PXN,3.5,1.5,1.0,2.5,0.0,2.0,3.0,0.0
PEX5,15.5,12.0,1.0,2.5,0.5,12.0,14.0,7.0
PYCR1,21.0,17.5,1.0,7.0,0.0,12.0,22.0,7.0
ALDH18A1,17.5,13.5,5.5,9.0,0.0,12.0,26.0,6.0
PCYT2,6.5,11.0,1.0,1.5,0.0,7.0,6.0,3.0
PYGB,38.5,38.5,16.0,29.0,2.0,35.0,28.0,10.0
PYGL,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0
PYGM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QARS1,89.0,91.0,9.5,15.0,2.5,92.0,83.0,20.0
QDPR,9.0,6.0,1.5,4.5,1.0,6.0,5.0,1.0
RAB1A,58.0,37.5,47.0,30.5,7.0,41.0,44.0,8.0
RAB2A,87.0,62.0,41.5,55.0,9.0,63.0,56.0,14.0
RAB3A,22.5,25.5,1.0,4.5,0.5,21.0,29.0,17.0
RAB3B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAB3IL1,1.0,0.5,0.0,0.0,0.0,0.0,2.0,0.0
RAB4A,21.0,16.0,5.5,7.0,0.5,20.0,16.0,2.0
RAB5A,46.5,29.5,16.0,24.0,3.0,23.0,27.0,6.0
RAB5B,40.5,29.5,2.0,6.0,3.5,34.0,25.0,10.0
RAB6A,101.0,64.0,20.5,40.5,6.5,65.0,82.0,18.0
MAP4K2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
RAB13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAB27A,59.5,42.0,34.5,62.5,8.5,32.0,43.0,17.0
RAB27B,4.5,1.0,2.5,2.0,9.0,1.0,0.0,1.0
RABGGTA,0.5,0.0,0.0,0.5,0.0,0.0,4.0,1.0
RABGGTB,24.0,17.0,11.0,8.5,2.5,20.0,18.0,2.0
RABIF,56.0,49.5,18.5,28.0,1.5,46.0,50.0,12.0
RAB5C,58.5,61.5,25.5,26.5,5.5,50.0,65.0,19.0
RAC1,92.5,89.5,51.5,73.0,20.5,70.0,85.0,23.0
RAC2,74.0,74.0,5.0,21.5,3.0,72.0,81.0,15.0
RAC3,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0
RAD9A,16.5,20.0,2.5,5.5,0.0,17.0,13.0,4.0
RAD21,321.5,176.5,97.0,122.5,28.0,176.0,210.0,35.0
RAD23A,84.5,68.5,23.0,40.5,2.5,78.0,62.0,25.0
RAD23B,82.0,60.0,48.0,41.0,10.0,55.0,60.0,9.0
RAD51,12.0,14.5,4.0,11.0,0.0,12.0,11.0,3.0
RAD51C,1.5,2.5,0.0,0.5,0.0,2.0,2.0,1.0
RAD51B,3.5,1.5,0.0,1.0,0.0,5.0,0.0,0.0
MOK,0.0,0.0,3.0,0.5,0.0,0.0,0.0,0.0
RAD51D,37.5,24.0,6.5,17.5,2.5,23.0,53.0,17.0
RAD52,21.5,12.5,1.0,2.0,1.0,16.0,13.0,11.0
RAF1,78.5,67.5,32.0,44.5,6.5,74.0,72.0,28.0
RAG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RALA,16.5,17.0,7.0,9.5,3.0,13.0,16.0,4.0
RALB,20.0,16.0,4.0,8.5,1.0,17.0,18.0,4.0
RALGDS,36.5,43.5,31.5,25.0,2.0,43.0,44.0,16.0
RAN,192.5,191.0,132.5,169.5,16.5,185.0,140.0,40.0
RANBP1,13.0,15.0,13.0,15.0,1.0,17.0,19.0,6.0
RANBP2,13.5,8.0,18.0,16.0,1.5,11.0,10.0,3.0
RANGAP1,66.5,64.0,14.0,27.0,5.0,59.0,88.0,22.0
RAP1A,23.0,14.5,9.5,10.5,2.0,16.0,17.0,6.0
RAP1B,23.0,14.0,14.5,13.5,3.0,14.0,13.0,3.0
RAP1GAP,1.0,0.5,1.5,2.0,0.0,1.0,3.0,2.0
RAP1GDS1,10.5,13.5,5.5,10.0,1.5,11.0,10.0,6.0
RAP2A,22.0,13.5,14.0,13.5,1.0,17.0,19.0,5.0
RAP2B,174.5,142.5,51.5,67.0,9.5,152.0,100.0,14.0
RARA,183.0,197.5,81.0,137.0,11.0,176.0,207.0,66.0
RARB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RARG,12.5,8.5,14.0,25.5,3.0,10.0,14.0,6.0
RARS1,2.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0
RARRES2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLAAT4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RASA1,17.0,9.0,4.0,2.0,0.5,12.0,10.0,2.0
RASA2,35.0,22.0,22.0,29.0,1.0,30.0,21.0,6.0
RASGRF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RASGRF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RB1,18.5,6.0,5.5,6.5,2.0,6.0,7.0,3.0
ARID4A,36.5,17.5,17.0,16.0,6.0,18.0,26.0,7.0
KDM5A,105.0,72.5,43.0,41.0,12.5,95.0,60.0,34.0
RBBP4,104.0,58.5,59.0,85.0,12.0,53.0,81.0,21.0
RBBP5,46.5,33.0,17.5,18.0,4.0,39.0,35.0,12.0
RBBP6,18.0,13.5,12.5,15.5,3.5,14.0,9.0,2.0
RBBP7,14.0,9.0,7.0,4.5,1.5,14.0,17.0,0.0
RBBP8,2.0,3.0,0.5,0.5,0.5,0.0,3.0,0.0
RBL1,42.0,31.0,11.0,16.5,4.5,33.0,34.0,15.0
RBL2,21.0,14.0,1.0,6.0,2.5,19.0,12.0,2.0
RBM3,201.0,150.0,107.5,105.5,7.0,125.0,212.0,27.0
RBM4,64.0,54.5,34.5,37.5,4.5,59.0,44.0,15.0
RBMS1,14.5,9.5,10.5,11.0,2.5,12.0,10.0,2.0
RBMS2,5.0,2.5,1.5,1.5,1.0,1.0,4.0,1.0
RCN1,18.0,16.0,19.0,27.5,2.5,16.0,18.0,3.0
RCN2,7.0,4.5,0.5,2.5,0.0,5.0,5.0,1.0
RDH5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRPH2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RDX,52.5,36.5,12.5,18.5,2.0,42.0,32.0,6.0
RECQL,8.5,6.0,3.5,7.5,0.5,7.0,6.0,0.0
REL,92.0,71.5,43.0,37.5,8.0,80.0,55.0,5.0
RELA,65.5,63.5,31.0,37.5,3.5,65.0,58.0,17.0
RELB,7.5,9.5,9.5,8.5,5.0,10.0,11.0,5.0
UPF1,195.5,204.5,67.0,94.5,10.5,179.0,196.0,55.0
DPF2,58.0,59.0,16.0,36.0,4.0,60.0,51.0,12.0
REST,101.5,47.0,12.5,45.0,6.5,55.0,62.0,6.0
RET,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0
REV3L,14.5,7.0,3.5,4.0,2.0,9.0,6.0,2.0
RFC1,31.0,22.0,18.0,22.5,3.0,25.0,17.0,8.0
RFC2,14.0,12.0,2.0,7.0,1.0,10.0,16.0,6.0
RFC3,38.5,21.5,16.5,17.0,1.5,21.0,48.0,5.0
RFC4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RFC5,23.0,16.0,3.5,11.0,1.5,20.0,21.0,8.0
RFNG,3.5,3.5,0.0,0.5,0.0,3.0,3.0,2.0
RFPL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RFX1,8.5,6.5,8.0,3.5,0.5,10.0,7.0,4.0
RFX2,21.5,17.0,10.0,14.0,0.5,22.0,17.0,7.0
RFX3,1.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0
RFX5,31.5,18.5,9.5,10.0,3.0,21.0,32.0,7.0
RFXAP,27.5,16.0,9.0,19.0,0.5,16.0,29.0,4.0
RGS1,4.0,1.0,3.5,3.5,2.0,1.0,1.0,0.0
RGS2,18.0,19.5,32.5,3.0,16.5,20.0,13.0,1.0
RGS3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
RGS10,7.5,5.0,0.0,7.0,0.5,5.0,9.0,2.0
RGS12,5.5,2.5,1.5,2.0,0.0,3.0,3.0,2.0
RGS13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGS16,359.0,320.0,452.0,681.0,135.5,335.0,201.0,55.0
RHCE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RHEB,25.0,25.0,21.5,24.5,3.5,23.0,33.0,4.0
RHO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RIT1,79.0,50.0,41.5,35.0,18.0,57.0,62.0,10.0
RLF,17.5,11.0,13.0,9.5,1.5,21.0,10.0,4.0
RMRP,0.0,1.0,5.5,6.0,6.5,0.0,0.0,7.0
RN7SL1,0.0,2.5,1.0,1.0,3.0,0.0,2.0,1.0
RNASE1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNASE2,5.0,4.0,0.5,3.0,0.0,2.0,8.0,8.0
RNASE3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RNASE4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNASE6,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RNASEL,16.5,9.5,0.0,3.5,0.0,15.0,4.0,5.0
SNORA63,16.0,10.5,18.0,10.0,3.5,9.0,8.0,0.0
SNORA62,13.0,6.5,11.0,10.0,1.0,6.0,10.0,2.0
RNF2,17.0,8.0,2.5,6.5,3.0,9.0,11.0,2.0
BRD2,3.5,2.0,1.5,1.0,0.0,3.0,2.0,0.0
RNF4,300.5,262.5,79.5,162.0,19.5,261.0,320.0,61.0
RNF5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNF6,29.0,20.5,11.5,14.5,1.5,21.0,30.0,7.0
RNH1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
RNPEP,8.0,8.5,2.0,6.0,0.0,5.0,8.0,1.0
ABCE1,113.0,73.0,68.5,77.5,5.5,70.0,96.0,15.0
RNU1-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU2-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD15A,6.5,4.5,5.5,2.5,0.0,5.0,4.0,2.0
SNORA73A,14.0,13.5,7.0,10.0,0.5,14.0,13.0,4.0
SNORD20,1.0,1.0,4.0,1.5,0.0,1.0,1.0,0.0
SNORD21,2.5,1.5,2.5,1.5,0.0,3.0,1.0,0.0
RNY1,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0
ROBO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROCK1,35.0,13.5,13.0,10.5,3.5,11.0,17.0,5.0
ROM1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
RORA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RORC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RP9,10.0,11.5,3.0,5.5,0.0,10.0,9.0,4.0
RP2,30.5,25.5,13.5,21.5,5.5,27.0,22.0,5.0
RPGR,1.0,0.0,2.0,1.5,0.0,0.0,0.0,0.0
RPA1,30.0,27.5,2.0,9.0,3.0,27.0,19.0,8.0
RPA2,53.0,36.0,9.0,18.0,3.0,35.0,42.0,14.0
RPA3,1.5,0.5,0.5,2.0,0.0,2.0,0.0,0.0
RPE,50.5,32.5,10.5,15.0,0.0,30.0,50.0,5.0
RPL3,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0
RPL4,35.0,41.0,15.5,11.5,2.5,19.0,37.0,13.0
RPL5,14.0,18.5,6.5,6.5,0.5,18.0,18.0,5.0
RPL6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL7,3.0,2.5,3.5,2.0,2.0,2.0,4.0,1.0
RPL7A,5.5,5.0,3.0,1.0,1.0,4.0,9.0,2.0
RPL8,17.5,21.5,6.0,5.5,2.0,17.0,31.0,12.0
RPL9,1.0,1.0,1.5,2.0,0.0,1.0,2.0,0.0
RPL10,66.5,66.5,36.5,32.0,4.0,67.0,33.0,14.0
RPL11,3.0,2.5,2.5,2.0,0.5,1.0,6.0,2.0
RPL12,3.0,2.0,0.5,0.0,0.0,3.0,5.0,0.0
RPL13,86.5,117.5,37.0,37.0,8.5,64.0,113.0,32.0
RPL15,198.0,179.0,95.5,147.5,14.0,162.0,185.0,53.0
RPL17,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
RPL18,320.0,343.5,101.5,106.5,19.0,319.0,406.0,96.0
RPL18A,0.0,0.5,0.0,0.0,0.0,0.0,3.0,0.0
RPL19,32.0,38.0,16.0,14.0,1.5,31.0,51.0,21.0
RPL21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL22,24.5,26.5,24.0,30.5,2.5,14.0,29.0,9.0
RPL23A,10.0,11.0,8.5,8.5,0.0,8.0,13.0,4.0
MRPL23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL24,7.5,7.0,5.5,4.0,0.0,7.0,8.0,3.0
RPL26,22.0,24.0,7.0,8.5,2.0,16.0,43.0,12.0
RPL27,11.0,4.5,2.5,2.5,0.5,5.0,7.0,1.0
RPL30,21.5,18.5,8.5,7.5,3.0,17.0,22.0,5.0
RPL27A,101.0,124.5,53.0,49.5,4.0,83.0,166.0,34.0
RPL28,157.5,184.5,85.5,80.5,10.0,159.0,132.0,74.0
RPL29,24.5,23.5,4.0,8.0,2.0,23.0,27.0,15.0
RPL31,23.5,16.0,9.0,10.0,2.0,19.0,13.0,6.0
RPL32,31.0,35.0,12.5,13.0,1.0,25.0,43.0,14.0
RPL34,23.5,18.0,7.0,6.5,1.5,18.0,27.0,7.0
RPL35A,5.0,7.0,4.5,1.5,1.0,3.0,11.0,1.0
RPL36AL,32.5,28.5,19.5,15.5,5.0,32.0,25.0,7.0
RPL37,21.5,22.0,13.0,9.5,2.0,20.0,26.0,4.0
RPL37A,29.0,32.5,17.5,13.0,2.0,27.0,42.0,13.0
RPL38,17.0,22.5,9.0,8.5,2.0,15.0,22.0,3.0
RPL39,4.5,3.5,2.5,1.0,0.0,5.0,6.0,1.0
RPL41,10.5,7.5,5.0,4.0,1.5,10.0,9.0,4.0
RPL36A,106.5,54.0,66.0,61.0,11.0,60.0,66.0,14.0
RPLP0,26.5,30.0,7.5,13.0,1.5,26.0,29.0,3.0
RPLP1,14.0,12.5,4.0,4.5,1.0,14.0,18.0,4.0
RPLP2,9.5,9.5,7.5,6.0,0.0,6.0,10.0,3.0
MRPL12,32.0,35.5,5.0,14.0,1.0,31.0,39.0,27.0
MRPS12,78.0,74.0,9.0,26.0,3.0,70.0,78.0,22.0
RPN1,31.5,31.5,20.0,24.5,2.5,31.0,26.0,8.0
RPN2,8.5,8.5,8.0,7.5,1.5,9.0,13.0,2.0
RPS2,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0
RPS3,38.5,33.5,11.5,14.0,2.0,38.0,23.0,7.0
RPS3A,120.0,106.0,103.0,65.0,7.5,97.0,108.0,32.0
RPS4X,27.0,28.5,6.5,9.5,0.5,27.0,32.0,12.0
RPS4Y1,3.0,2.0,1.5,0.5,0.0,3.0,4.0,1.0
RPS5,32.5,38.0,8.0,15.5,1.5,27.0,48.0,11.0
RPS6,16.5,17.5,8.0,7.5,1.5,15.0,22.0,7.0
RPS6KA1,54.5,49.0,5.0,29.5,5.0,49.0,49.0,19.0
RPS6KA2,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
