mr193-MV411-MYBi_30m-r1_tcount,mr194-MV411-MYBi_30m-r2_tcount,mr195-MV411-MYBi_30m-r3_tcount,mr196-MV411-MYBi_30m-r4_tcount,mr197-MV411-PBS_30m-r1_tcount,mr198-MV411-PBS_30m-r2_tcount,mr199-MV411-PBS_30m-r3_tcount,mr200-MV411-PBS_30m-r4_tcount,mr201-MV411-MYBi_6h-r1_tcount,mr202-MV411-MYBi_6h-r2_tcount,mr203-MV411-MYBi_6h-r3_tcount,mr204-MV411-MYBi_6h-r4_tcount,mr205-MV411-PBS_6h-r1_tcount,mr206-MV411-PBS_6h-r2_tcount,mr207-MV411-PBS_6h-r3_tcount,mr208-MV411-MS2-r1_tcount,mr209-MV411-MS2-r2_tcount,mr210-MV411-MS2-r3_tcount,mr211-MV411-JQ1-r1_tcount,mr212-MV411-JQ1-r2_tcount,mr213-MV411-JQ1-r3_tcount,mr214-MV411-MS2_JQ1-r1_tcount,mr215-MV411-MS2_JQ1-r2_tcount,mr216-MV411-MS2_JQ1-r3_tcount,mr217-MV411-DMSO-r1_tcount,mr218-MV411-DMSO-r2_tcount,mr219-MV411-DMSO-r3_tcount,mr252-MV411_MEF2D-DMSO_2h-r1_tcount,mr253-MV411_MEF2D-DMSO_2h-r2_tcount,mr254-MV411_MEF2D-DMSO_2h-r3_tcount,mr255-MV411_MEF2D-DMSO_2h-r4_tcount,mr256-MV411_MEF2D-VHL_2h-r1_tcount,mr257-MV411_MEF2D-VHL_2h-r2_tcount,mr258-MV411_MEF2D-VHL_2h-r3_tcount,mr259-MV411_MEF2D-VHL_2h-r4_tcount,mr260-MV411_MEF2D-DMSO_24h-r1_tcount,mr261-MV411_MEF2D-DMSO_24h-r2_tcount,mr262-MV411_MEF2D-DMSO_24h-r3_tcount,mr263-MV411_MEF2D-DMSO_24h-r4_tcount,mr264-MV411_MEF2D-VHL_24h-r1_tcount,mr265-MV411_MEF2D-VHL_24h-r2_tcount,mr266-MV411_MEF2D-VHL_24h-r3_tcount,mr267-MV411_MEF2D-VHL_24h-r4_tcount,mr268-MV411-PBS_24h-r1_tcount,mr269-MV411-PBS_24h-r2_tcount,mr270-MV411-PBS_24h-r3_tcount,mr271-MV411-PBS_24h-r4_tcount,mr272-MV411-MYBi_24h-r1_tcount,mr273-MV411-MYBi_24h-r2_tcount,mr274-MV411-MYBi_24h-r3_tcount
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,7,5,11,5,9,24,4,4,3,1,9,10,5,51,13,39,17,10,10,12,19,37,30,17,25,8,1,32,47,9,10,12,58,8,0,9,10,2,6,0,1,3,0,21,1,0,0,1
2,5,3,7,2,6,5,4,0,0,0,0,8,6,3,11,6,12,23,16,17,22,12,10,16,18,12,10,11,25,28,13,6,16,30,16,4,6,6,12,17,0,1,9,8,25,0,0,1,0
0,2,3,0,3,3,1,8,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,3,0,1,0,11,11,13,23,10,0,10,41,8,0,7,6,1,16,0,2,0,0,4,0,0,0,0
1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,2,2,5,1,0,0,0,2,0,2,1,0,3,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
1,1,6,2,5,2,3,9,0,1,3,1,0,1,2,7,7,10,3,1,4,3,5,15,10,7,3,10,1,30,40,4,1,11,27,16,0,2,9,3,6,1,0,0,0,2,0,0,0,0
9,6,15,2,14,13,19,22,5,4,10,10,13,15,4,30,14,27,22,10,23,20,21,24,29,18,18,11,12,26,24,13,7,18,41,4,7,5,3,8,8,12,3,8,4,12,10,8,4,3
0,1,1,1,3,1,3,4,0,1,1,0,2,1,0,11,9,9,8,2,4,4,2,11,14,6,7,1,1,17,25,2,1,8,15,6,0,3,1,1,2,0,0,2,0,6,4,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0
0,1,2,1,1,0,1,0,0,0,1,0,0,1,2,0,1,0,0,0,0,2,0,0,3,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,6,15,15,13,14,15,23,0,0,1,5,8,10,6,36,19,32,36,28,17,27,18,33,39,17,16,13,6,30,36,10,5,8,43,30,1,19,10,10,22,4,1,8,8,28,4,0,0,0
0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,3,3,3,0,2,5,0,0,0,2,4,4,3,21,9,26,7,1,9,1,7,8,16,7,4,5,2,22,15,7,0,6,20,6,0,6,0,3,5,1,4,5,0,15,1,0,3,1
4,3,2,0,1,2,1,1,0,0,0,0,2,6,4,4,7,12,11,2,3,3,4,4,3,5,5,2,2,10,13,10,4,5,17,2,1,4,2,4,3,0,0,0,0,5,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,8,2,2,2,8,10,2,4,0,2,6,8,3,15,17,26,36,26,21,16,21,24,21,20,11,8,5,17,19,11,0,5,16,18,6,15,16,12,26,1,2,7,0,20,5,1,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,8,36,13,28,23,34,46,8,5,2,9,6,8,7,56,34,92,36,23,14,41,36,62,43,31,46,16,19,85,106,36,7,21,109,23,0,20,11,7,30,6,3,10,0,25,6,0,4,7
0,0,0,0,1,0,2,3,0,0,0,0,1,2,1,9,5,5,1,3,2,3,2,5,5,2,2,0,0,3,3,1,0,1,1,2,0,0,1,2,2,0,0,0,0,4,0,3,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,8,3,0,4,2,1,5,3,2,2,0,1,3,1,1,0,0,3,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,0,2,0,5,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,2,0,0,0,3,0,6,9,3,6,4,12,6,0,2,3,4,6,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,5,1,1,2,0,0,0,0,4,7,4,32,8,21,5,4,7,10,8,10,12,6,7,1,3,4,7,0,1,1,3,1,0,4,2,1,4,0,0,4,0,8,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,2,2,2,1,1,0,0,2,1,0,0,2,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3,2,10,11,9,11,0,1,1,1,2,4,1,13,6,14,3,0,3,2,3,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
0,1,5,5,3,6,4,6,2,3,0,4,7,13,5,36,20,38,16,17,17,10,16,19,34,25,13,9,8,25,33,12,2,15,60,46,1,27,16,10,13,1,3,2,0,13,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,1,0,0,0,0,1,2,0,10,1,7,1,4,7,2,1,6,4,3,1,1,0,2,5,2,0,3,4,2,0,1,1,0,3,0,0,2,0,3,3,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,2,0,4,0,2,1,1,0,1,0,0,4,0,13,3,12,13,10,7,14,12,13,4,7,3,1,5,5,22,4,5,11,23,6,0,8,2,1,9,3,0,4,0,5,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,2,1,5,2,0,0,0,0,0,4,2,10,7,10,4,3,4,3,1,6,9,5,2,3,7,6,6,6,0,3,7,8,0,4,3,4,3,0,0,4,0,14,0,0,3,0
0,0,0,0,1,3,1,1,0,0,0,0,1,7,2,7,2,10,2,2,0,0,5,4,6,1,2,0,0,1,4,0,0,0,1,8,0,3,3,2,2,2,4,1,0,6,2,0,0,0
1,0,0,0,2,1,4,1,1,0,1,0,1,8,2,11,6,13,11,5,7,9,1,6,6,11,5,5,1,12,11,2,0,4,24,6,2,6,3,1,7,0,2,1,0,4,0,0,0,0
0,0,0,0,0,1,0,2,0,0,0,0,1,3,1,5,3,1,6,2,6,3,0,2,8,1,3,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
0,1,0,1,2,1,0,2,0,0,0,1,1,0,0,5,4,6,5,2,3,4,7,1,1,6,5,6,0,7,5,2,0,4,9,2,0,1,1,1,3,0,0,0,0,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,2,3,8,0,0,0,0,2,2,2,1,1,1,1,2,2,1,0,0,8,3,0,3,2,0,4,0,0,1,0,6,0,0,0,0
0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,2,3,7,0,1,0,1,4,1,2,4,1,0,2,2,3,0,2,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,1,0,0,0,3,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0
17,20,26,15,50,36,52,77,8,8,3,7,29,43,23,153,82,231,235,106,159,139,87,170,168,128,105,41,38,130,178,63,26,81,211,53,3,45,42,34,92,24,4,21,0,96,3,1,7,8
16,10,14,14,18,13,15,38,1,2,1,1,12,13,9,80,53,104,79,24,56,69,53,72,78,29,61,41,25,74,113,19,27,32,108,54,4,34,34,18,46,0,3,13,0,73,3,0,12,8
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,7,17,12,27,28,17,40,5,2,3,4,13,31,22,91,79,135,91,43,81,63,47,94,126,72,45,25,62,74,100,39,33,40,105,29,2,40,23,16,43,9,4,10,0,27,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16,28,9,8,7,17,31,2,0,3,2,11,18,8,67,32,73,49,23,47,45,43,40,60,48,40,16,23,72,82,16,7,22,74,32,1,19,26,14,41,9,7,13,1,58,8,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,3,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,8,6,2,4,1,2,0,1,0,0,0,2,0,4,3,3,3,4,1,5,4,5,3,3,3,1,1,1,4,0,0,0,5,3,0,3,0,3,4,0,0,0,0,5,0,0,0,0
2,1,3,2,2,5,3,7,0,3,0,0,2,2,2,33,27,31,14,9,10,16,7,45,20,9,14,3,4,17,21,1,2,6,21,5,0,5,4,2,6,0,0,6,0,16,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,8,0,2,3,8,10,1,2,0,2,0,5,3,16,8,19,16,6,17,14,8,17,9,9,8,3,2,8,6,4,0,3,10,6,0,6,4,5,6,0,1,5,0,12,1,0,3,1
27,28,56,23,40,44,39,56,1,10,1,1,14,40,16,116,65,134,114,55,84,66,56,112,89,86,91,33,39,142,149,42,7,25,200,108,14,72,55,29,74,4,14,19,0,82,3,0,6,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,4,18,1,10,8,13,16,1,4,0,1,7,11,9,84,37,66,55,34,44,56,28,53,67,38,42,11,11,57,65,17,10,9,53,23,0,12,8,4,12,0,3,4,0,29,0,0,4,9
0,1,1,0,1,2,0,2,0,1,0,0,1,0,1,3,4,6,6,1,6,3,2,12,4,5,4,1,0,5,2,2,0,1,4,3,0,2,1,1,3,0,0,0,0,5,0,0,0,0
2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,5,4,8,12,15,12,32,9,4,1,2,12,8,4,38,19,53,27,12,24,17,19,51,42,15,29,14,3,54,54,13,0,18,68,10,0,13,5,3,14,0,0,11,0,60,5,1,20,2
0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,1,1,0,0,0,0,1,2,0,13,2,4,5,2,1,6,1,4,3,1,2,0,2,3,4,0,0,0,5,3,0,3,0,1,4,0,0,0,0,3,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,3,0,2,4,4,1,4,0,0,1,0,0,3,1,29,26,25,8,2,11,9,8,26,15,11,13,11,5,38,54,8,4,9,67,20,0,19,4,7,25,3,1,0,0,11,2,0,0,0
0,0,1,1,0,3,1,2,0,1,0,0,1,0,0,1,3,9,5,3,0,4,2,6,3,4,1,0,0,6,2,0,0,2,9,4,0,0,1,0,3,0,0,6,0,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,9,23,13,42,24,39,65,5,14,7,7,29,74,30,238,161,302,184,73,138,125,102,156,191,127,123,37,47,152,206,57,16,60,219,47,1,54,33,17,50,4,12,36,8,221,8,0,16,17
17,18,22,13,24,18,23,36,2,5,2,2,9,14,9,59,39,77,53,23,40,38,35,68,42,36,33,22,30,63,77,28,14,24,69,44,8,30,24,16,47,7,5,29,6,101,3,0,3,2
19,7,18,12,5,6,4,16,0,7,2,3,2,5,3,11,5,11,23,6,19,12,12,28,12,8,11,8,5,18,34,6,5,3,12,42,3,41,22,11,27,2,3,3,0,23,0,0,5,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,1,2,3,1,4,0,0,0,0,0,1,2,8,3,5,1,1,3,1,0,6,2,2,4,2,0,4,5,3,0,0,6,1,0,1,0,0,2,0,0,0,0,3,0,0,0,0
2,1,3,2,5,1,5,2,0,0,0,2,5,7,0,10,0,4,5,3,3,7,1,5,8,2,1,2,8,15,10,5,6,9,15,0,2,3,1,6,4,0,1,0,0,2,0,0,0,0
3,1,3,3,0,1,0,0,0,0,0,0,3,2,0,8,2,8,11,7,16,6,2,7,3,6,1,0,0,2,2,2,3,1,5,11,0,5,1,8,6,0,0,1,0,7,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,5,3,5,12,5,4,6,2,1,6,10,17,7,22,18,32,15,11,9,3,5,5,20,1,10,5,17,28,33,17,16,13,51,21,7,19,29,14,25,5,6,7,0,55,10,2,7,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,1,0,2,0,2,3,2,0,0,0,0,0,0,0,1,5,2,0,1,0,0,1,0,0,4,0,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,10,15,6,12,11,9,24,3,0,0,1,2,5,6,42,24,39,35,11,21,9,16,28,46,28,29,5,7,48,50,7,3,8,69,10,0,8,6,4,6,4,3,3,0,11,3,0,0,0
2,1,1,3,3,8,3,16,1,3,1,5,1,8,8,41,22,45,28,27,14,29,19,26,22,26,14,2,10,20,19,6,3,12,12,12,1,7,8,0,14,5,4,1,0,16,0,2,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,2,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0
0,1,0,1,1,3,5,3,0,0,0,0,2,3,1,5,2,10,5,2,6,5,8,6,5,7,1,3,0,3,9,0,0,2,5,2,0,5,0,2,2,0,0,0,0,6,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
3,5,7,1,4,7,18,12,0,1,1,0,9,20,13,23,8,37,36,13,20,22,15,23,22,26,12,12,14,48,41,10,10,16,52,25,0,5,15,8,23,2,8,16,0,37,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5,0,5,1,1,1,0,0,0,0,0,0,2,3,1,0,0,2,0,0,1,2,2,1,0,0,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,249,449,254,133,165,156,207,5,16,6,7,56,104,54,109,53,175,162,104,183,90,62,113,112,76,55,96,120,294,344,114,48,155,392,244,12,197,148,116,237,27,42,71,24,297,15,8,60,19
0,1,3,2,8,7,2,5,2,1,2,0,8,15,14,29,14,25,30,14,31,14,10,24,23,23,15,1,5,21,17,3,3,10,20,22,5,6,12,11,12,0,6,6,0,14,1,0,0,0
2,0,4,4,1,4,2,4,0,0,0,0,1,6,0,6,3,14,4,4,3,5,8,6,7,6,3,0,0,7,4,4,0,1,8,1,1,3,1,5,6,0,0,0,0,4,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,4,1,12,1,1,4,2,2,3,2,0,0,0,0,2,5,0,0,1,5,1,0,5,3,0,9,0,0,0,0,7,0,0,0,0
7,3,5,4,16,5,5,9,1,1,0,0,8,22,3,23,12,27,16,8,10,15,6,25,28,17,13,7,4,5,19,8,0,6,18,9,0,3,8,3,14,0,0,12,1,65,4,1,7,2
0,1,0,0,0,3,0,0,0,0,0,0,1,2,2,1,1,4,1,1,0,2,1,0,4,0,0,3,1,1,1,1,0,2,5,2,0,0,0,1,6,2,2,0,0,4,0,0,3,0
38,34,48,26,36,33,35,45,2,5,7,4,12,21,38,72,30,74,135,45,101,51,42,65,63,70,51,23,30,96,90,19,18,41,94,80,4,41,37,48,75,8,4,22,3,98,8,0,4,0
0,0,3,2,4,1,3,6,0,0,2,1,1,1,2,4,3,10,8,7,7,17,4,10,9,2,5,2,4,12,6,3,0,7,18,8,0,5,5,2,7,0,0,1,0,24,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,3,1,1,0,1,0,1,2,1,1,3,7,10,12,5,10,2,8,8,2,10,3,1,4,10,5,1,0,2,13,4,0,7,3,2,2,0,0,0,0,1,2,0,0,0
12,23,40,14,28,40,41,59,17,23,9,11,16,33,20,124,65,179,180,88,162,154,118,184,132,112,68,61,53,215,180,69,23,78,182,163,7,106,68,69,120,6,14,67,8,180,19,6,23,8
0,3,5,1,3,4,2,1,1,0,1,1,3,4,3,6,7,16,19,8,15,13,1,14,6,10,11,5,8,9,14,4,1,3,18,8,0,1,2,0,3,1,0,0,0,6,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,3,0,0,0,0,0,1,0,1,0,5,1,5,3,0,4,2,1,4,1,1,0,1,3,4,4,1,0,2,1,1,0,1,0,0,1,0,0,0,0,5,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,3,0,16,14,11,13,0,0,3,2,10,22,5,72,37,80,49,31,44,39,28,55,41,41,58,15,18,51,72,27,4,8,57,19,2,17,10,6,19,14,9,2,0,15,0,0,0,0
4,2,2,0,1,5,2,5,0,0,1,2,2,2,0,11,4,6,5,2,2,4,0,5,5,2,1,0,0,7,5,0,0,5,13,4,0,1,1,0,2,0,1,6,0,9,0,0,0,0
15,19,45,27,34,31,35,41,2,2,0,2,18,19,11,87,38,88,116,49,68,63,34,81,77,46,54,15,24,65,44,20,9,19,81,21,2,15,11,11,31,0,1,2,0,18,0,4,8,0
5,5,21,5,5,4,6,6,2,3,0,1,3,1,1,1,2,5,1,2,0,1,5,3,2,2,0,3,2,6,4,2,3,0,8,2,0,3,2,0,5,0,0,3,0,8,1,0,0,0
0,0,0,1,1,0,2,0,0,2,0,2,2,2,1,2,2,5,3,2,4,10,2,4,2,2,1,0,3,16,16,2,4,5,16,5,0,3,3,1,5,0,0,0,0,6,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3,0,3,2,2,1,1,2,2,0,0,2,0,0,1,2,0,0,1,4,0,0,3,0,0,1,0,0,0,0,3,0,0,0,0
1,2,0,0,5,2,0,2,2,0,0,0,1,5,0,0,0,3,4,5,3,5,0,2,4,3,1,4,0,11,13,1,0,0,5,2,0,3,1,2,2,0,0,0,0,11,0,0,0,0
