mr270-MV411-PBS_24h-r3_tcount,mr268-MV411-PBS_24h-r1_tcount,mr272-MV411-MYBi_24h-r1_tcount,mr269-MV411-PBS_24h-r2_tcount,mr263-MV411_MEF2D-DMSO_24h-r4_tcount,mr257-MV411_MEF2D-VHL_2h-r2_tcount,mr266-MV411_MEF2D-VHL_24h-r3_tcount,mr258-MV411_MEF2D-VHL_2h-r3_tcount,mr255-MV411_MEF2D-DMSO_2h-r4_tcount,mr259-MV411_MEF2D-VHL_2h-r4_tcount,mr253-MV411_MEF2D-DMSO_2h-r2_tcount,mr261-MV411_MEF2D-DMSO_24h-r2_tcount,mr256-MV411_MEF2D-VHL_2h-r1_tcount,mr254-MV411_MEF2D-DMSO_2h-r3_tcount,mr264-MV411_MEF2D-VHL_24h-r1_tcount,mr262-MV411_MEF2D-DMSO_24h-r3_tcount,mr267-MV411_MEF2D-VHL_24h-r4_tcount,mr265-MV411_MEF2D-VHL_24h-r2_tcount,mr273-MV411-MYBi_24h-r2_tcount,mr271-MV411-PBS_24h-r4_tcount,mr274-MV411-MYBi_24h-r3_tcount,mr260-MV411_MEF2D-DMSO_24h-r1_tcount,mr252-MV411_MEF2D-DMSO_2h-r1_tcount
29,6,1,3,1,0,0,0,6,4,3,0,1,9,1,0,0,4,1,0,1,1,2
0,0,0,0,1,0,0,2,4,2,1,0,0,3,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,0,0,0,0,0,0,3
2,0,0,0,3,1,0,0,14,12,1,0,3,17,0,2,0,6,0,0,0,5,1
0,0,0,0,0,0,0,2,2,2,0,0,1,2,1,1,1,0,0,0,0,1,1
3,0,0,0,1,0,0,0,4,7,0,0,2,3,0,0,0,4,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,9,0,3,27,1,6,13,53,55,7,8,13,59,16,24,7,28,3,0,0,36,9
2,0,0,0,12,8,0,20,60,64,5,1,18,57,3,13,0,7,4,1,0,15,13
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,0,0,1,1,0,0,0,2,0,2,0,6,1,0,0,3,0
86,20,0,2,76,46,5,79,259,329,53,13,72,236,40,89,13,102,14,3,9,103,74
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,1,4,0,0,1,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0
16,5,0,0,3,0,0,0,17,7,2,0,9,14,1,2,2,2,0,4,0,4,4
65,22,0,3,67,18,12,48,109,142,31,4,40,117,41,90,19,114,2,2,0,118,30
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0,8,0,0,13,31,24,4,0,4,22,3,5,3,12,0,1,0,4,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,2,7,0,0,0,0,0,1,0,0,0,0,0,0,1
0,3,0,0,0,2,0,0,3,1,0,0,0,3,0,2,0,2,0,0,0,0,0
54,12,1,2,29,6,8,30,135,80,19,0,14,97,7,25,3,37,7,0,2,28,23
21,4,5,4,5,0,0,0,21,15,2,0,4,11,1,6,0,15,0,0,0,8,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,11,1,2,22,4,0,24,83,89,20,0,24,61,13,26,1,27,1,0,1,37,22
2,0,0,3,1,0,0,0,2,1,0,0,1,1,0,2,0,1,0,0,0,1,0
0,0,0,0,2,0,0,4,3,1,0,0,1,2,0,0,0,0,0,0,0,0,2
14,4,0,0,5,5,0,7,19,21,8,1,7,11,8,9,0,17,6,0,0,16,6
14,8,0,0,4,0,0,8,18,28,2,0,11,15,9,6,2,15,2,0,1,14,10
0,0,0,0,1,3,4,4,9,5,1,0,6,7,1,0,0,5,3,0,4,3,0
2,0,0,0,1,0,0,1,1,2,0,0,1,0,0,4,0,3,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,0,0,8,1,10,21,19,28,9,3,15,24,7,15,9,20,4,0,2,14,10
5,0,0,0,0,0,0,1,7,5,0,0,0,2,0,2,0,2,0,0,0,4,0
4,0,0,0,2,3,2,6,14,14,5,0,8,25,1,5,0,8,1,0,5,7,3
4,1,0,0,1,4,6,0,8,13,3,0,5,3,0,4,0,2,2,3,0,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,6,0,4,4,13,31,4,0,4,16,3,6,2,5,0,0,0,11,7
140,38,4,3,60,31,11,104,239,268,58,3,100,231,36,61,11,89,17,0,6,114,86
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,14,0,0,20,7,1,18,137,136,17,3,34,127,7,53,6,58,6,5,0,54,21
30,3,1,3,12,15,0,10,55,46,11,1,10,43,4,9,1,24,3,6,4,10,10
4,0,0,0,0,0,0,2,11,21,4,0,2,10,0,1,0,3,0,0,0,1,4
49,4,2,7,13,4,3,20,66,76,14,0,17,57,4,9,1,33,5,5,0,20,22
29,4,0,0,7,11,2,13,67,72,13,3,16,76,3,10,2,17,2,3,0,7,12
139,16,0,4,25,2,3,38,117,149,24,4,47,96,10,37,2,35,19,9,13,46,27
2,0,0,0,7,0,0,0,6,21,1,0,1,1,0,5,0,1,0,0,0,8,0
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34,5,0,0,12,20,0,9,41,46,6,1,4,39,2,6,0,14,0,4,0,17,12
2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,1,0
8,0,0,0,1,0,0,2,8,13,0,1,0,4,0,2,0,3,0,0,2,3,0
29,1,0,0,0,0,0,2,4,3,4,0,1,3,0,0,0,0,2,0,0,1,0
1,0,0,0,0,0,0,0,0,4,0,0,1,1,0,1,0,0,0,0,0,2,0
226,32,1,0,37,3,2,47,177,170,29,6,45,139,12,47,8,60,32,22,16,48,49
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,19,0,4,41,22,7,53,190,197,33,3,46,123,19,48,13,78,9,13,7,89,44
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,32,0,7,67,22,14,80,447,451,65,2,82,395,24,81,11,94,23,13,26,129,83
2,0,0,6,0,3,0,2,1,9,3,0,1,8,1,2,0,3,0,0,0,2,2
29,2,0,4,16,12,6,11,33,47,10,1,14,36,16,22,5,31,2,0,0,22,12
0,0,0,0,2,0,0,0,7,5,2,0,1,0,0,1,0,2,0,0,0,1,0
0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,2,0,0,6,6,13,2,0,2,5,1,4,0,3,4,0,0,8,1
68,3,1,4,16,19,6,19,115,154,16,1,23,90,7,30,2,41,3,3,4,27,26
16,2,0,0,8,5,6,2,9,18,3,0,7,7,3,4,3,9,0,0,4,13,3
8,2,0,0,1,0,0,2,3,5,1,0,3,2,1,2,0,2,0,0,0,0,1
0,0,0,0,0,7,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,3,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,4,0,0,8,4,2,8,16,32,2,2,3,26,10,8,3,17,1,1,0,14,9
70,23,0,0,39,10,9,31,157,164,25,3,33,153,10,44,11,77,13,9,7,88,36
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
131,32,0,4,43,29,3,87,306,294,68,2,60,209,26,66,7,88,7,10,15,100,70
13,5,0,0,1,3,2,6,21,21,1,0,3,18,0,11,1,6,1,0,0,5,5
1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,0,0,0,3,0,0,0,5,6,2,0,1,4,1,1,0,7,0,0,0,4,0
13,2,0,0,8,6,0,6,48,58,8,0,6,44,2,11,0,14,5,0,3,12,8
35,2,0,1,3,0,0,1,6,5,0,0,1,4,0,2,1,3,7,3,0,2,2
19,3,0,0,6,5,0,4,12,18,4,1,4,18,2,14,1,5,0,0,0,10,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,3,0,0,1,2,0,1,0,1,3,0,0,0,1
11,6,0,0,1,5,3,0,0,3,2,0,4,2,1,2,0,6,0,2,0,3,0
113,24,0,0,12,7,0,23,59,50,26,2,24,47,13,18,4,23,3,10,2,22,11
0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,1
5,1,0,0,1,0,0,1,5,5,0,0,1,6,0,3,0,3,0,0,0,3,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
8,0,0,0,1,0,0,2,12,8,3,0,5,4,5,1,0,4,0,0,0,2,0
33,4,0,0,6,0,0,11,9,18,7,0,7,10,11,4,0,12,2,0,0,9,2
0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,3,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0
5,0,0,0,2,0,0,2,9,2,0,1,1,8,4,3,0,4,0,0,0,7,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2,0,1,0,0,0,0,1,4,0,0,0,2,0,0,0,0,0,0,0,1,0
14,4,0,0,9,0,2,8,26,42,9,3,10,32,4,5,0,10,3,0,0,9,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,3,0,0,0,3,3
0,0,0,0,1,0,0,0,3,0,1,0,2,1,0,2,0,0,0,0,0,3,0
2,0,0,0,0,0,0,0,2,10,0,0,1,9,0,2,0,1,0,0,0,1,5
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,3,6,0,0,5,9,0,0,1,4,1,2,6,6,0,6,0,2,0
15,6,0,6,2,0,6,7,30,28,7,0,13,20,0,5,0,7,4,0,0,6,10
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,2,0,0,2,0,0,0,3,5,3,0,0,6,1,4,0,4,0,1,3,5,3
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1
10,2,0,0,9,9,7,10,27,36,13,0,12,20,4,12,6,11,0,3,0,16,6
0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,10,5,0,11,56,61,4,0,26,42,2,15,3,13,0,3,0,17,5
210,28,2,7,77,43,2,74,298,484,60,9,99,282,22,96,17,134,27,8,9,155,75
0,0,0,0,0,0,0,0,3,1,1,0,0,1,0,3,0,1,0,0,0,1,0
48,8,0,0,0,0,0,3,2,7,1,0,0,3,0,1,0,1,3,3,4,1,2
0,1,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0
53,7,0,1,1,0,0,0,0,1,1,0,0,1,2,0,0,1,2,4,0,0,0
0,0,0,0,1,0,0,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0
12,0,0,0,3,0,0,1,8,13,5,0,7,9,9,4,0,9,0,0,0,8,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,2,0,0,6,15,12,3,0,5,11,1,3,5,7,0,0,0,6,10
11,0,0,0,6,0,0,4,20,25,2,1,6,24,1,9,0,8,0,0,0,11,6
2,0,0,0,1,0,0,0,2,4,1,0,0,0,0,1,0,1,0,3,2,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,0,0,7,0,0,1,8,26,5,0,2,15,1,3,0,5,5,0,1,8,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,2,0,1,5,30,16,11,1,10,29,5,2,0,9,0,0,0,6,8
9,6,0,0,6,0,0,4,11,16,3,0,1,9,2,6,0,11,0,0,1,3,2
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
16,4,0,0,11,0,0,6,22,18,5,0,6,14,5,6,0,20,1,0,1,14,6
5,2,0,0,2,0,0,2,7,8,1,0,8,5,1,3,0,2,0,2,0,10,6
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
81,16,0,2,25,2,4,20,48,91,15,2,20,48,15,43,17,46,5,6,2,57,16
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,1,3,2,7,4,1,0,3,11,0,3,0,1,0,0,0,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,0,0,0,3,3,0,0,5,1,4,0,1,2,0,2,0,2,0,0,0,0,2
17,3,0,3,5,3,0,2,25,33,6,1,5,23,2,11,0,7,1,0,3,6,3
6,0,0,0,0,6,0,1,3,0,1,0,2,0,0,0,0,1,0,0,0,3,2
21,1,0,0,9,3,0,2,11,10,5,1,2,12,8,13,0,16,0,0,1,11,3
0,1,0,0,0,0,0,1,1,2,0,0,0,4,0,1,0,0,0,0,0,2,0
22,3,0,0,5,8,0,15,35,62,10,0,8,34,6,19,2,11,3,0,0,16,5
8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
75,18,0,5,30,6,4,14,87,73,13,5,12,73,12,36,4,41,20,1,3,46,19
2,0,0,0,0,0,0,2,13,10,1,0,5,8,0,4,0,3,0,0,0,4,3
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,3,0,0,0,2,7,4,4,0,2,10,0,1,0,4,1,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,2,3,0,0,2,1,0,0,1,0,2,2,0,1,0,0,0,0,0
2,0,0,0,0,0,0,0,4,4,2,1,0,4,0,0,0,3,0,0,0,4,0
19,12,0,0,4,5,3,6,22,42,8,0,8,19,3,11,0,11,0,0,0,14,7
25,4,0,0,6,15,0,17,33,37,8,0,11,21,16,4,1,9,0,3,0,13,7
14,0,0,0,13,1,1,27,25,44,9,0,15,26,15,9,0,13,0,0,2,33,1
4,0,0,0,0,0,0,2,3,2,0,0,1,3,0,2,0,3,0,0,0,5,0
21,3,0,0,10,10,0,12,47,58,1,0,9,32,2,9,1,6,0,1,1,8,8
25,9,0,8,6,6,0,16,28,30,11,4,13,25,12,6,1,17,1,0,0,16,10
4,0,0,0,6,0,0,10,23,41,11,0,10,13,1,7,2,16,0,0,0,8,11
0,0,0,0,1,0,0,0,5,0,2,0,1,2,0,2,0,3,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
2,0,0,0,9,1,1,11,40,27,1,0,4,30,3,2,0,6,0,0,0,16,10
12,8,8,4,3,7,12,18,24,41,12,7,13,26,8,5,3,8,4,10,3,4,11
6,2,0,0,1,1,0,8,25,15,1,0,2,17,1,3,0,2,1,4,0,6,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
28,8,0,8,10,5,4,8,36,43,6,1,10,30,10,19,1,22,0,4,0,30,13
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,5,0,0,0,0,1,6,15,20,2,0,7,22,3,6,4,5,3,1,1,6,5
5,0,0,0,2,4,0,5,13,17,2,1,10,10,4,4,0,3,0,0,0,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,7,1,0,16,0,1,5,19,16,5,6,11,17,12,15,2,26,2,5,1,18,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,10,0,0,11,7,6,21,106,109,19,0,36,85,7,20,3,30,4,6,7,23,16
4,0,3,0,1,0,0,1,3,1,0,0,1,3,2,0,0,2,0,0,1,2,0
2,0,0,0,0,0,0,0,1,3,1,0,1,3,1,1,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,3,6,0,4,9,12,0,0,3,6,4,2,0,6,0,0,0,6,3
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4,0,0,2,1,0,1,7,3,3,0,0,4,1,4,0,4,0,0,0,1,1
0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,3,0,0,0,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2,0,0,16,2,1,15,33,60,8,1,12,25,10,27,3,13,2,0,0,46,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,0,1,0,0,3,5,4,0,0,2,2,0,1,0,3,0,3,0,2,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,4,0,0,2,5,3,11,22,23,5,0,4,5,1,8,0,9,0,1,0,6,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,4,0,0,3,0,0,3,6,7,7,0,6,6,4,4,0,3,3,0,0,8,3
6,1,0,0,3,0,2,0,4,1,0,0,0,1,2,3,4,2,0,2,0,8,0
4,1,0,0,3,0,0,4,11,24,1,2,2,12,1,6,2,7,0,0,0,6,5
2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,0,1,0,0,4,5,9,0,0,2,7,1,1,0,3,0,0,0,2,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,0,0,2,0,0,0,2,8,1,0,1,2,0,3,0,4,0,0,0,3,1
1,0,0,0,0,0,0,2,2,3,0,0,3,2,0,1,0,0,0,0,0,0,1
0,0,0,0,1,0,0,0,1,3,0,0,0,3,1,2,0,1,0,0,0,1,0
96,21,1,0,42,26,24,81,178,211,38,3,63,130,34,45,4,92,7,3,8,53,41
73,13,0,0,34,27,0,32,113,108,25,4,19,74,18,34,3,46,12,3,8,54,41
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,10,0,0,23,33,9,40,100,105,62,2,39,74,16,40,4,43,1,0,0,29,25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,13,1,1,26,7,9,22,82,74,23,1,16,72,14,19,7,41,0,8,0,32,16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,4,5,1,0,0,1,3,3,0,4,0,0,0,3,1
16,6,0,0,4,2,0,6,21,21,4,0,1,17,2,5,0,6,0,0,0,5,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,5,0,0,4,0,0,3,6,10,2,0,4,8,5,6,1,6,3,1,1,6,3
82,19,0,0,55,7,4,25,149,200,39,14,42,142,29,72,14,74,6,3,2,108,33
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29,4,0,0,8,10,0,9,65,53,11,0,17,57,4,12,3,12,4,0,9,23,11
5,0,0,0,1,0,0,1,2,4,0,0,2,5,1,2,0,3,0,0,0,3,1
60,11,1,0,5,0,0,18,54,68,3,0,13,54,3,13,0,14,20,5,2,10,14
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0
3,0,0,0,0,0,0,0,4,5,2,0,0,3,1,3,0,4,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11,0,0,0,4,4,3,9,54,67,5,0,8,38,7,19,1,25,0,2,0,20,11
2,6,0,0,1,0,0,2,2,9,0,0,0,6,0,0,0,3,0,0,0,4,0
0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
221,36,0,8,33,16,4,60,206,219,47,1,57,152,17,54,12,50,16,8,17,47,37
101,29,0,6,24,14,7,24,77,69,30,8,28,63,16,30,5,47,3,3,2,44,22
23,3,0,0,22,5,2,3,34,12,5,3,6,18,11,41,3,27,5,0,2,42,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,5,6,0,0,3,4,0,1,0,2,0,0,0,1,2
2,0,0,0,1,6,0,9,10,15,8,2,5,15,6,3,1,4,0,0,0,0,2
7,1,1,0,1,3,0,1,2,5,0,0,2,2,8,5,0,6,0,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,7,2,0,29,16,5,13,33,51,17,7,17,28,14,19,6,25,7,10,4,21,5
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,4,0,0,0,0,0,1,0,5,0,0,0,0,0,1,0,1,0,0,0,2,0
11,3,0,0,6,3,4,8,50,69,7,0,7,48,4,8,3,6,0,3,0,10,5
16,1,2,0,8,3,5,12,19,12,10,1,6,20,0,7,4,14,3,0,0,12,2
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0
6,0,0,0,0,0,0,2,9,5,0,0,0,3,2,5,0,2,0,0,0,2,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,16,0,0,15,10,2,16,41,52,14,0,10,48,8,5,8,23,1,0,0,25,12
1,1,0,0,2,0,0,0,3,2,0,0,1,2,2,1,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,71,8,24,148,48,27,155,344,392,120,12,114,294,116,197,42,237,60,15,19,244,96
14,6,0,0,12,3,0,10,17,20,5,5,3,21,11,6,6,12,0,1,0,22,1
4,0,0,0,1,0,0,1,4,8,0,1,4,7,5,3,0,6,1,0,0,1,0
7,0,0,0,3,0,0,1,5,5,0,0,0,2,0,5,0,9,0,0,0,1,0
65,12,1,1,8,0,0,6,19,18,4,0,8,5,3,3,0,14,7,4,2,9,7
4,0,0,0,0,0,2,2,1,5,1,0,1,1,1,0,2,6,3,0,0,2,3
98,22,0,3,37,18,8,41,90,94,30,4,19,96,48,41,4,75,4,8,0,80,23
24,1,0,0,5,0,0,7,6,18,4,0,3,12,2,5,0,7,0,0,1,8,2
1,0,0,0,3,0,0,2,5,13,4,0,1,10,2,7,0,2,0,2,0,4,1
180,67,6,8,68,23,6,78,180,182,53,7,69,215,69,106,14,120,23,19,8,163,61
6,0,0,0,2,1,1,3,14,18,8,0,4,9,0,1,0,3,0,0,0,8,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
5,0,0,0,0,0,0,2,4,1,3,0,1,4,0,1,0,1,0,1,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2,0,0,10,4,14,8,72,57,18,2,27,51,6,17,9,19,0,0,0,19,15
9,6,0,0,1,0,0,5,5,13,0,0,0,7,0,1,1,2,0,0,0,4,0
18,2,4,0,11,9,0,19,44,81,24,2,20,65,11,15,1,31,8,0,0,21,15
8,3,0,0,2,3,0,0,4,8,2,0,2,6,0,3,0,5,0,1,0,2,3
6,0,0,0,3,4,0,5,16,16,3,0,2,16,1,3,0,5,4,0,0,5,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
