group,replicate,fastq_1,fastq_2,antibody,control
MV411_MEF2D_NT_SC_63_DMSO-FLAG_MEF2D,2,gs://amlproject/Chip/chipseq_MEF2C_2h_degraded/fastqs/mp941-MV411_MEF2D_NT_SC_63_DMSO-FLAG_MEF2D-r6_R1_001.fastq.gz,gs://amlproject/Chip/chipseq_MEF2C_2h_degraded/fastqs/mp941-MV411_MEF2D_NT_SC_63_DMSO-FLAG_MEF2D-r6_R2_001.fastq.gz,FLAG_MEF2D,INPUT
MV411_MEF2D_NT_SC_63_DMSO-MED1,2,gs://amlproject/Chip/chipseq_MEF2C_2h_degraded/fastqs/mp942-MV411_MEF2D_NT_SC_63_DMSO-MED1-r4_R1_001.fastq.gz,gs://amlproject/Chip/chipseq_MEF2C_2h_degraded/fastqs/mp942-MV411_MEF2D_NT_SC_63_DMSO-MED1-r4_R2_001.fastq.gz,MED1,INPUT
MV411_MEF2D_NT_SC_63_DMSO-MEF2C,2,gs://amlproject/Chip/chipseq_MEF2C_2h_degraded/fastqs/mp943-MV411_MEF2D_NT_SC_63_DMSO-MEF2C-r4_R1_001.fastq.gz,gs://amlproject/Chip/chipseq_MEF2C_2h_degraded/fastqs/mp943-MV411_MEF2D_NT_SC_63_DMSO-MEF2C-r4_R2_001.fastq.gz,MEF2C,INPUT
MV411_MEF2D_NT_SC_63_DMSO-MYC,2,gs://amlproject/Chip/chipseq_MEF2C_2h_degraded/fastqs/mp944-MV411_MEF2D_NT_SC_63_DMSO-MYC-r4_R1_001.fastq.gz,gs://amlproject/Chip/chipseq_MEF2C_2h_degraded/fastqs/mp944-MV411_MEF2D_NT_SC_63_DMSO-MYC-r4_R2_001.fastq.gz,MYC,INPUT
MV411_MEF2D_NT_SC_63_DMSO-POLII_total,2,gs://amlproject/Chip/chipseq_MEF2C_2h_degraded/fastqs/mp945-MV411_MEF2D_NT_SC_63_DMSO-POLII_total-r4_R1_001.fastq.gz,gs://amlproject/Chip/chipseq_MEF2C_2h_degraded/fastqs/mp945-MV411_MEF2D_NT_SC_63_DMSO-POLII_total-r4_R2_001.fastq.gz,POLII_total,INPUT
MV411_MEF2D_NT_SC_63_VHL_2h-FLAG_MEF2D,2,gs://amlproject/Chip/chipseq_MEF2C_2h_degraded/fastqs/mp946-MV411_MEF2D_NT_SC_63_VHL_2h-FLAG_MEF2D-r6_R1_001.fastq.gz,gs://amlproject/Chip/chipseq_MEF2C_2h_degraded/fastqs/mp946-MV411_MEF2D_NT_SC_63_VHL_2h-FLAG_MEF2D-r6_R2_001.fastq.gz,FLAG_MEF2D,INPUT
MV411_MEF2D_NT_SC_63_VHL_2h-MED1,2,gs://amlproject/Chip/chipseq_MEF2C_2h_degraded/fastqs/mp947-MV411_MEF2D_NT_SC_63_VHL_2h-MED1-r4_R1_001.fastq.gz,gs://amlproject/Chip/chipseq_MEF2C_2h_degraded/fastqs/mp947-MV411_MEF2D_NT_SC_63_VHL_2h-MED1-r4_R2_001.fastq.gz,MED1,INPUT
MV411_MEF2D_NT_SC_63_VHL_2h-MEF2C,2,gs://amlproject/Chip/chipseq_MEF2C_2h_degraded/fastqs/mp948-MV411_MEF2D_NT_SC_63_VHL_2h-MEF2C-r4_R1_001.fastq.gz,gs://amlproject/Chip/chipseq_MEF2C_2h_degraded/fastqs/mp948-MV411_MEF2D_NT_SC_63_VHL_2h-MEF2C-r4_R2_001.fastq.gz,MEF2C,INPUT
MV411_MEF2D_NT_SC_63_VHL_2h-MYC,2,gs://amlproject/Chip/chipseq_MEF2C_2h_degraded/fastqs/mp949-MV411_MEF2D_NT_SC_63_VHL_2h-MYC-r4_R1_001.fastq.gz,gs://amlproject/Chip/chipseq_MEF2C_2h_degraded/fastqs/mp949-MV411_MEF2D_NT_SC_63_VHL_2h-MYC-r4_R2_001.fastq.gz,MYC,INPUT
MV411_MEF2D_NT_SC_63_VHL_2h-POLII_total,2,gs://amlproject/Chip/chipseq_MEF2C_2h_degraded/fastqs/mp950-MV411_MEF2D_NT_SC_63_VHL_2h-POLII_total-r4_R1_001.fastq.gz,gs://amlproject/Chip/chipseq_MEF2C_2h_degraded/fastqs/mp950-MV411_MEF2D_NT_SC_63_VHL_2h-POLII_total-r4_R2_001.fastq.gz,POLII_total,INPUT
INPUT,1,gs://amlproject/Chip/IRF2BP2_degraded_rep3/fastqs/mp845-MV411-INPUT-r2_R1.fastq.gz,gs://amlproject/Chip/IRF2BP2_degraded_rep3/fastqs/mp845-MV411-INPUT-r2_R2.fastq.gz,,
