Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
20220602_21_MYB-dTAG_1h_NOMO1_VHL_A_MP10090_S67_R2_001	20220602_21_MYB-dTAG_1h_NOMO1_VHL_A_MP10090_S67_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	46090677.0	0.0	150.0	48.0	34.78438455232406	150.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	warn	fail
20220602_22_MYB-dTAG_1h_NOMO1_VHL_B_MP10090_S68_R1_001	20220602_22_MYB-dTAG_1h_NOMO1_VHL_B_MP10090_S68_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	44066020.0	0.0	150.0	47.0	23.62570761030866	150.0	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	fail
20220602_22_MYB-dTAG_1h_NOMO1_VHL_B_MP10090_S68_R2_001	20220602_22_MYB-dTAG_1h_NOMO1_VHL_B_MP10090_S68_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	44066020.0	0.0	150.0	48.0	28.659200611255702	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	fail
20220602_23_MYB-dTAG_1h_NOMO1_VHL_C_MP10090_S69_R1_001	20220602_23_MYB-dTAG_1h_NOMO1_VHL_C_MP10090_S69_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	60081596.0	0.0	150.0	47.0	38.72918025303589	150.0	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	fail
20220602_23_MYB-dTAG_1h_NOMO1_VHL_C_MP10090_S69_R2_001	20220602_23_MYB-dTAG_1h_NOMO1_VHL_C_MP10090_S69_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	60081596.0	0.0	150.0	47.0	41.077904743850944	150.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	warn	fail
20220602_24_MYB-dTAG_1h_NOMO1_VHL_D_MP10090_S70_R1_001	20220602_24_MYB-dTAG_1h_NOMO1_VHL_D_MP10090_S70_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	52717374.0	0.0	150.0	49.0	34.810341033596686	150.0	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	fail
20220602_24_MYB-dTAG_1h_NOMO1_VHL_D_MP10090_S70_R2_001	20220602_24_MYB-dTAG_1h_NOMO1_VHL_D_MP10090_S70_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	52717374.0	0.0	150.0	49.0	38.39413001307927	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20220602_25_MYB-dTAG_1h_P31FUJ_DMSO_A_MP10090_S71_R1_001	20220602_25_MYB-dTAG_1h_P31FUJ_DMSO_A_MP10090_S71_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	47778740.0	0.0	150.0	48.0	36.199317588070784	150.0	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	fail
20220602_25_MYB-dTAG_1h_P31FUJ_DMSO_A_MP10090_S71_R2_001	20220602_25_MYB-dTAG_1h_P31FUJ_DMSO_A_MP10090_S71_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	47778740.0	0.0	150.0	48.0	39.51618744114664	150.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	warn	fail
20220602_26_MYB-dTAG_1h_P31FUJ_DMSO_B_MP10090_S72_R1_001	20220602_26_MYB-dTAG_1h_P31FUJ_DMSO_B_MP10090_S72_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	49581532.0	0.0	150.0	45.0	34.732414547780934	150.0	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	fail
20220602_26_MYB-dTAG_1h_P31FUJ_DMSO_B_MP10090_S72_R2_001	20220602_26_MYB-dTAG_1h_P31FUJ_DMSO_B_MP10090_S72_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	49581532.0	0.0	150.0	46.0	36.43491590564403	150.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	pass	fail
20220602_27_MYB-dTAG_1h_P31FUJ_DMSO_C_MP10090_S73_R1_001	20220602_27_MYB-dTAG_1h_P31FUJ_DMSO_C_MP10090_S73_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	51737620.0	0.0	150.0	48.0	36.837635022659626	150.0	pass	pass	fail	pass	fail	pass	pass	pass	fail	warn	fail
20220602_27_MYB-dTAG_1h_P31FUJ_DMSO_C_MP10090_S73_R2_001	20220602_27_MYB-dTAG_1h_P31FUJ_DMSO_C_MP10090_S73_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	51737620.0	0.0	150.0	48.0	38.251003511786124	150.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	warn	fail
20220602_28_MYB-dTAG_1h_P31FUJ_DMSO_D_MP10090_S74_R1_001	20220602_28_MYB-dTAG_1h_P31FUJ_DMSO_D_MP10090_S74_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	54966679.0	0.0	150.0	48.0	36.430427699063465	150.0	pass	pass	fail	pass	fail	pass	pass	pass	fail	pass	fail
20220602_28_MYB-dTAG_1h_P31FUJ_DMSO_D_MP10090_S74_R2_001	20220602_28_MYB-dTAG_1h_P31FUJ_DMSO_D_MP10090_S74_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	54966679.0	0.0	150.0	48.0	39.00983340965061	150.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	pass	fail
20220602_29_MYB-dTAG_1h_P31FUJ_VHL_A_MP10090_S75_R1_001	20220602_29_MYB-dTAG_1h_P31FUJ_VHL_A_MP10090_S75_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	50398077.0	0.0	150.0	48.0	30.81110570302357	150.0	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	fail
20220602_29_MYB-dTAG_1h_P31FUJ_VHL_A_MP10090_S75_R2_001	20220602_29_MYB-dTAG_1h_P31FUJ_VHL_A_MP10090_S75_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	50398077.0	0.0	150.0	48.0	32.755394593934156	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20220602_2_MYB-dTAG_1h_MV411_DMSO_B_MP10090_S49_R1_001	20220602_2_MYB-dTAG_1h_MV411_DMSO_B_MP10090_S49_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	65952189.0	0.0	150.0	48.0	32.97575623469315	150.0	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	fail
20220602_2_MYB-dTAG_1h_MV411_DMSO_B_MP10090_S49_R2_001	20220602_2_MYB-dTAG_1h_MV411_DMSO_B_MP10090_S49_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	65952189.0	0.0	150.0	48.0	34.37159615220273	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20220602_30_MYB-dTAG_1h_P31FUJ_VHL_B_MP10090_S76_R1_001	20220602_30_MYB-dTAG_1h_P31FUJ_VHL_B_MP10090_S76_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	42839946.0	0.0	150.0	47.0	27.760331911106917	150.0	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	fail
20220602_30_MYB-dTAG_1h_P31FUJ_VHL_B_MP10090_S76_R2_001	20220602_30_MYB-dTAG_1h_P31FUJ_VHL_B_MP10090_S76_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	42839946.0	0.0	150.0	47.0	30.977448740481677	150.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	pass	fail
20220602_31_MYB-dTAG_1h_P31FUJ_VHL_C_MP10090_S77_R1_001	20220602_31_MYB-dTAG_1h_P31FUJ_VHL_C_MP10090_S77_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	65473586.0	0.0	150.0	47.0	30.25060806820935	150.0	pass	pass	fail	pass	fail	pass	pass	pass	fail	warn	fail
20220602_31_MYB-dTAG_1h_P31FUJ_VHL_C_MP10090_S77_R2_001	20220602_31_MYB-dTAG_1h_P31FUJ_VHL_C_MP10090_S77_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	65473586.0	0.0	150.0	48.0	31.729780202901043	150.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	warn	fail
20220602_32_MYB-dTAG_1h_P31FUJ_VHL_D_MP10090_S78_R1_001	20220602_32_MYB-dTAG_1h_P31FUJ_VHL_D_MP10090_S78_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	54478018.0	0.0	150.0	48.0	35.7132763415445	150.0	pass	pass	fail	pass	fail	pass	pass	pass	fail	warn	fail
20220602_32_MYB-dTAG_1h_P31FUJ_VHL_D_MP10090_S78_R2_001	20220602_32_MYB-dTAG_1h_P31FUJ_VHL_D_MP10090_S78_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	54478018.0	0.0	150.0	48.0	39.26423530046869	150.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	warn	fail
20220602_33_MYB-dTAG_1h_THP1_DMSO_A_MP10090_S79_R1_001	20220602_33_MYB-dTAG_1h_THP1_DMSO_A_MP10090_S79_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	47324479.0	0.0	150.0	48.0	30.273922262961328	150.0	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	fail
20220602_33_MYB-dTAG_1h_THP1_DMSO_A_MP10090_S79_R2_001	20220602_33_MYB-dTAG_1h_THP1_DMSO_A_MP10090_S79_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	47324479.0	0.0	150.0	48.0	32.92564867132253	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20220602_34_MYB-dTAG_1h_THP1_DMSO_B_MP10090_S80_R1_001	20220602_34_MYB-dTAG_1h_THP1_DMSO_B_MP10090_S80_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	48430713.0	0.0	150.0	45.0	30.727755008175485	150.0	pass	pass	fail	pass	fail	pass	pass	pass	fail	warn	fail
20220602_34_MYB-dTAG_1h_THP1_DMSO_B_MP10090_S80_R2_001	20220602_34_MYB-dTAG_1h_THP1_DMSO_B_MP10090_S80_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	48430713.0	0.0	150.0	46.0	34.41209163719479	150.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	pass	fail
20220602_35_MYB-dTAG_1h_THP1_DMSO_C_MP10090_S81_R1_001	20220602_35_MYB-dTAG_1h_THP1_DMSO_C_MP10090_S81_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	75164250.0	0.0	150.0	48.0	31.386600314309465	150.0	pass	pass	fail	pass	fail	pass	pass	pass	fail	warn	fail
20220602_35_MYB-dTAG_1h_THP1_DMSO_C_MP10090_S81_R2_001	20220602_35_MYB-dTAG_1h_THP1_DMSO_C_MP10090_S81_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	75164250.0	0.0	150.0	48.0	33.67368294297359	150.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	warn	fail
20220602_36_MYB-dTAG_1h_THP1_DMSO_D_MP10090_S82_R1_001	20220602_36_MYB-dTAG_1h_THP1_DMSO_D_MP10090_S82_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	60407199.0	0.0	150.0	48.0	33.82996776106631	150.0	pass	pass	fail	pass	fail	warn	pass	pass	fail	pass	fail
20220602_36_MYB-dTAG_1h_THP1_DMSO_D_MP10090_S82_R2_001	20220602_36_MYB-dTAG_1h_THP1_DMSO_D_MP10090_S82_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	60407199.0	0.0	150.0	48.0	36.50174447606533	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20220602_37_MYB-dTAG_1h_THP1_VHL_A_MP10090_S83_R1_001	20220602_37_MYB-dTAG_1h_THP1_VHL_A_MP10090_S83_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	45689589.0	0.0	150.0	48.0	30.849560867371878	150.0	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	fail
20220602_37_MYB-dTAG_1h_THP1_VHL_A_MP10090_S83_R2_001	20220602_37_MYB-dTAG_1h_THP1_VHL_A_MP10090_S83_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	45689589.0	0.0	150.0	48.0	34.43244946388523	150.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	warn	fail
20220602_38_MYB-dTAG_1h_THP1_VHL_B_MP10090_S84_R1_001	20220602_38_MYB-dTAG_1h_THP1_VHL_B_MP10090_S84_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	50099447.0	0.0	150.0	46.0	30.054624091285525	150.0	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	fail
20220602_38_MYB-dTAG_1h_THP1_VHL_B_MP10090_S84_R2_001	20220602_38_MYB-dTAG_1h_THP1_VHL_B_MP10090_S84_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	50099447.0	0.0	150.0	47.0	33.60890612789075	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	fail
20220602_39_MYB-dTAG_1h_THP1_VHL_C_MP10090_S85_R1_001	20220602_39_MYB-dTAG_1h_THP1_VHL_C_MP10090_S85_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	56285415.0	0.0	150.0	46.0	26.870575507251672	150.0	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	fail
20220602_39_MYB-dTAG_1h_THP1_VHL_C_MP10090_S85_R2_001	20220602_39_MYB-dTAG_1h_THP1_VHL_C_MP10090_S85_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	56285415.0	0.0	150.0	47.0	30.020848920558517	150.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	warn	fail
20220602_3_MYB-dTAG_1h_MV411_DMSO_C_MP10090_S50_R1_001	20220602_3_MYB-dTAG_1h_MV411_DMSO_C_MP10090_S50_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	64077498.0	0.0	150.0	48.0	32.128109350234716	150.0	pass	pass	fail	pass	fail	pass	pass	pass	fail	warn	fail
20220602_3_MYB-dTAG_1h_MV411_DMSO_C_MP10090_S50_R2_001	20220602_3_MYB-dTAG_1h_MV411_DMSO_C_MP10090_S50_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	64077498.0	0.0	150.0	48.0	35.49082650457336	150.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	warn	fail
20220602_40_MYB-dTAG_1h_THP1_VHL_D_MP10090_S86_R1_001	20220602_40_MYB-dTAG_1h_THP1_VHL_D_MP10090_S86_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	57784781.0	0.0	150.0	47.0	37.712292827283974	150.0	pass	pass	fail	pass	fail	pass	pass	pass	fail	warn	fail
20220602_40_MYB-dTAG_1h_THP1_VHL_D_MP10090_S86_R2_001	20220602_40_MYB-dTAG_1h_THP1_VHL_D_MP10090_S86_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	57784781.0	0.0	150.0	47.0	41.37527113484699	150.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	warn	fail
20220602_4_MYB-dTAG_1h_MV411_DMSO_D_MP10090_S51_R1_001	20220602_4_MYB-dTAG_1h_MV411_DMSO_D_MP10090_S51_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	55762600.0	0.0	150.0	48.0	33.47381090014642	150.0	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	fail
20220602_4_MYB-dTAG_1h_MV411_DMSO_D_MP10090_S51_R2_001	20220602_4_MYB-dTAG_1h_MV411_DMSO_D_MP10090_S51_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	55762600.0	0.0	150.0	48.0	35.96368812129149	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20220602_5_MYB-dTAG_1h_MV411_VHL_A_MP10090_S52_R1_001	20220602_5_MYB-dTAG_1h_MV411_VHL_A_MP10090_S52_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	47762898.0	0.0	150.0	47.0	23.768688826807967	150.0	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	fail
20220602_5_MYB-dTAG_1h_MV411_VHL_A_MP10090_S52_R2_001	20220602_5_MYB-dTAG_1h_MV411_VHL_A_MP10090_S52_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	47762898.0	0.0	150.0	48.0	27.000399093052184	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	fail
20220602_7_MYB-dTAG_1h_MV411_VHL_C_MP10090_S53_R1_001	20220602_7_MYB-dTAG_1h_MV411_VHL_C_MP10090_S53_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	72279425.0	0.0	150.0	48.0	30.786087325667516	150.0	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	fail
20220602_7_MYB-dTAG_1h_MV411_VHL_C_MP10090_S53_R2_001	20220602_7_MYB-dTAG_1h_MV411_VHL_C_MP10090_S53_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	72279425.0	0.0	150.0	48.0	34.71894656900669	150.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	warn	fail
20220602_8_MYB-dTAG_1h_MV411_VHL_D_MP10090_S54_R1_001	20220602_8_MYB-dTAG_1h_MV411_VHL_D_MP10090_S54_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	57737466.0	0.0	150.0	48.0	35.263747344898576	150.0	pass	pass	fail	pass	fail	warn	pass	pass	fail	warn	fail
20220602_8_MYB-dTAG_1h_MV411_VHL_D_MP10090_S54_R2_001	20220602_8_MYB-dTAG_1h_MV411_VHL_D_MP10090_S54_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	57737466.0	0.0	150.0	48.0	38.8744770152117	150.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	warn	fail
