Min.	1st Qu.	Median	Mean	3rd Qu.	Max.	num_peaks	measure	sample
1.17436	4.6261	6.787645	9.7912464619763	11.6653	97.21313	73086	fold	MV411_6_763_R1
1.32614	8.27303	18.27621	41.0682318545275	46.60948	711.30798	73086	-log10(qvalue)	MV411_6_763_R1
3.18684	10.49375	20.71604	43.6674666948526	49.4289	720.79907	73086	-log10(pvalue)	MV411_6_763_R1
248	337	441	513.769846482226	598	3861	73086	length	MV411_6_763_R1
1.6406	6.287245	7.70771	9.99649464446207	10.67051	81.54256	3783	fold	MV411_4_569_R1
1.45746	6.14785	9.42622	16.7271743986254	16.52949	302.82932	3783	-log10(qvalue)	MV411_4_569_R1
4.85719	10.04874	13.50201	20.9267426011102	20.8982	312.32034	3783	-log10(pvalue)	MV411_4_569_R1
126	144	185	223.109172614327	252	6849	3783	length	MV411_4_569_R1
2.08011	4.74694	6.39868	8.40570561130518	10.19639	50.14426	53533	fold	SKNO1_1_638_R1
1.33066	6.0219	10.98456	20.3638629092336	25.5749	208.66463	53533	-log10(qvalue)	SKNO1_1_638_R1
3.39796	8.41215	13.58947	23.1517081007976	28.58845	218.06187	53533	-log10(pvalue)	SKNO1_1_638_R1
164	231	331	467.481628154596	569	3958	53533	length	SKNO1_1_638_R1
1.31013	5.30247	6.98599	9.49809797412997	10.61315	96.8948	16235	fold	SKNO1_1_308_R1
1.30774	5.91252	10.35001	20.9560500227903	21.79612	483.69687	16235	-log10(qvalue)	SKNO1_1_308_R1
3.94828	8.95771	13.59834	24.3435061675393	25.3858	493.1879	16235	-log10(pvalue)	SKNO1_1_308_R1
167	219	302	359.321897135818	430	4259	16235	length	SKNO1_1_308_R1
1.28381	3.74978	5.10366	8.36632096301889	10.0086275	63.41457	54298	fold	MV411_DMSO_8h_2_702_R1
1.3081	5.03944	9.89954	30.9082292029172	34.74493	401.81558	54298	-log10(qvalue)	MV411_DMSO_8h_2_702_R1
3.04989	7.00476	12.01239	33.2450913845814	37.24561	411.00562	54298	-log10(pvalue)	MV411_DMSO_8h_2_702_R1
218	330	582	975.016851449409	1266	36687	54298	length	MV411_DMSO_8h_2_702_R1
1.4104	4.95969	6.41036	8.07177826140622	9.35012	75.61752	22685	fold	SKNO1_2_636_R1
1.33328	5.4791	9.30091	15.9902147890677	18.71401	419.3638	22685	-log10(qvalue)	SKNO1_2_636_R1
3.85796	8.39927	12.44773	19.2869142525898	22.23665	428.37772	22685	-log10(pvalue)	SKNO1_2_636_R1
147	203	290	367.097641613401	454	2447	22685	length	SKNO1_2_636_R1
1.93528	4.19295	5.29969	7.56206718964252	8.26463	63.03421	79054	fold	TF1_2_204_R1
1.31904	4.16898	6.80312	15.8178992478559	15.6079275	335.37204	79054	-log10(qvalue)	TF1_2_204_R1
3.01264	6.1387	8.91523	18.1178879708807	18.027725	343.21951	79054	-log10(pvalue)	TF1_2_204_R1
200	262	419	713.813798163281	843	13265	79054	length	TF1_2_204_R1
1.70992	6.37663	8.23942	10.9486453607271	12.41524	80.90678	5281	fold	MV411_3_607_R1
1.32418	6.66947	11.32108	20.8718807176671	23.50699	286.28738	5281	-log10(qvalue)	MV411_3_607_R1
4.5988	10.43067	15.27787	24.9767968888468	27.81727	295.77844	5281	-log10(pvalue)	MV411_3_607_R1
125	155	198	219.169096761977	257	3556	5281	length	MV411_3_607_R1
1.52715	4.99726	6.76064	9.44894621686695	11.0415	109.49461	46102	fold	MV411_2_584_R1
1.32817	5.45159	9.9816	20.349916061993	22.8905	442.84802	46102	-log10(qvalue)	MV411_2_584_R1
3.48821	7.94166	12.6765	23.222660324064	25.98185	452.33908	46102	-log10(pvalue)	MV411_2_584_R1
141	196	290	420.178734111318	511	4587	46102	length	MV411_2_584_R1
1.70329	4.88885	5.78374	7.47934181406828	7.31114	61.16483	2431	fold	MV411_7_714_R1
1.47676	4.323175	6.60335	14.4049403002879	11.14238	242.92471	2431	-log10(qvalue)	MV411_7_714_R1
5.08049	8.30334	10.73452	18.5954399259564	15.45244	252.11475	2431	-log10(pvalue)	MV411_7_714_R1
118	141	180	252.345536816125	253	4383	2431	length	MV411_7_714_R1
2.03618	4.77647	5.9443	7.53289298104656	8.52793	50.99139	38832	fold	UT7_3_187_R1
1.34811	4.59879	7.48638	13.7074522821384	15.40033	291.62714	38832	-log10(qvalue)	UT7_3_187_R1
3.44155	7.04721	10.11049	16.4948684105892	18.36732	301.11816	38832	-log10(pvalue)	UT7_3_187_R1
192	254	393	556.912623609394	683	10151	38832	length	UT7_3_187_R1
2.16994	5.0812	7.08168	9.28220695208496	11.47636	47.8049	40864	fold	SKNO1_1_635_R1
1.31723	6.62777	13.12996	23.755554791993	30.55405	185.6212	40864	-log10(qvalue)	SKNO1_1_635_R1
3.59698	9.25272	15.97543	26.76751717037	33.79376	195.11227	40864	-log10(pvalue)	SKNO1_1_635_R1
161	226	305	370.153802858262	446	2895	40864	length	SKNO1_1_635_R1
2.07774	4.51813	5.78944	8.73886372092723	9.27117	80.7683	77392	fold	UCSDAML1_2_188_R1
1.31146	4.37463	6.995	17.2436985976587	16.49465	262.3692	77392	-log10(qvalue)	UCSDAML1_2_188_R1
3.09229	6.43949	9.19641	19.6396403350475	18.98937	271.8602	77392	-log10(pvalue)	UCSDAML1_2_188_R1
171	221	346	585.096612052925	687	14609	77392	length	UCSDAML1_2_188_R1
1.71248	4.45397	5.70501	8.3618465135255	9.5696875	51.38453	67650	fold	U937_2_90_R1
1.31243	3.9498	6.56295	15.1515523628973	16.5933575	203.22659	67650	-log10(qvalue)	U937_2_90_R1
3.07697	5.93331	8.68703	17.4898236957871	19.06184	212.71762	67650	-log10(pvalue)	U937_2_90_R1
162	235	414	746.057087952698	919	25450	67650	length	U937_2_90_R1
1.76791	3.77504	4.65964	5.24295745196351	6.1399925	27.18696	30914	fold	P31FUJ_4_776_R1
1.30603	4.56974	7.59906	10.5757632810377	13.50108	111.44397	30914	-log10(qvalue)	P31FUJ_4_776_R1
3.35729	6.95964	10.22378	13.3465662017209	16.50863	120.93504	30914	-log10(pvalue)	P31FUJ_4_776_R1
283	424	635	837.012162774148	1011	16822	30914	length	P31FUJ_4_776_R1
1.779	4.00608	4.83879	6.25891659696053	6.81441	34.33179	88897	fold	U937_1_73_R1
1.30148	3.0756	4.74897	8.88494929266454	9.21084	99.22248	88897	-log10(qvalue)	U937_1_73_R1
2.96871	4.98931	6.80592	11.1243570779666	11.55734	107.16943	88897	-log10(pvalue)	U937_1_73_R1
173	243	400	700.495955994016	814	19753	88897	length	U937_1_73_R1
2.32383	4.69315	6.12892	8.78714835258575	10.24806	75.51283	39389	fold	OCIAML3_2_205_R1
1.33069	4.74815	8.28494	18.47609045368	21.08835	267.86212	39389	-log10(qvalue)	OCIAML3_2_205_R1
3.3944	7.11926	10.82036	21.2163201637513	24.01239	277.35312	39389	-log10(pvalue)	OCIAML3_2_205_R1
180	239	379	583.015486557161	736	10892	39389	length	OCIAML3_2_205_R1
1.18201	4.48093	6.4397	9.14418557980649	10.92197	85.57539	70696	fold	MV411_8_765_R1
1.31222	8.03656	16.887735	37.6305094822904	43.1882575	625.66479	70696	-log10(qvalue)	MV411_8_765_R1
3.15615	10.22378	19.296045	40.2003086772943	45.9807075	633.5224	70696	-log10(pvalue)	MV411_8_765_R1
257	362	484	571.768572479348	674	5263	70696	length	MV411_8_765_R1
1.71319	5.95752	7.88185	11.1018397511892	12.21924	147.5688	10932	fold	SKNO1_1_231_R1
1.30512	5.9915275	10.06465	21.1869370956824	21.12755	655.03766	10932	-log10(qvalue)	SKNO1_1_231_R1
4.11298	9.2652925	13.53563	24.7898094804244	24.92761	664.52869	10932	-log10(pvalue)	SKNO1_1_231_R1
183	223	287	321.048207098427	372	7654	10932	length	SKNO1_1_231_R1
1.36991	5.22472	7.07483	10.2444651477332	11.42907	126.31987	30528	fold	SKNO1_1_230_R1
1.30149	5.92763	10.66586	23.5972317541274	24.17237	509.52521	30528	-log10(qvalue)	SKNO1_1_230_R1
3.57711	8.58231	13.52801	26.6066770944707	27.39041	518.41418	30528	-log10(pvalue)	SKNO1_1_230_R1
199	273	386	466.397372903564	570	6932	30528	length	SKNO1_1_230_R1
2.02656	4.03239	5.05744	6.47349945460113	7.5232	43.0108	32655	fold	OCIAML3_1_195_R1
1.31302	4.80327	8.16131	15.564000681672	18.508645	219.25471	32655	-log10(qvalue)	OCIAML3_1_195_R1
3.37229	7.19857	10.74063	18.3352619883632	21.48783	228.74574	32655	-log10(pvalue)	OCIAML3_1_195_R1
226	306	487	703.92959730516	886	24613	32655	length	OCIAML3_1_195_R1
1.91575	4.11204	5.19664	8.11316658984766	8.30716	67.09125	85005	fold	SKNO1_1_197_R1
1.30464	4.36974	6.84599	19.1263492552203	16.79657	298.29819	85005	-log10(qvalue)	SKNO1_1_197_R1
2.96645	6.28404	8.88605	21.3602276015529	19.11306	305.83493	85005	-log10(pvalue)	SKNO1_1_197_R1
186	248	400	722.286630198224	833	27764	85005	length	SKNO1_1_197_R1
1.59613	3.76989	4.81511	6.62904525291516	7.61899	39.96641	74610	fold	TF1_1_194_R1
1.33504	4.04476	6.79999	16.4844928338024	18.04168	192.9734	74610	-log10(qvalue)	TF1_1_194_R1
2.93511	5.86499	8.76364	18.6621285180271	20.3587	200.74014	74610	-log10(pvalue)	TF1_1_194_R1
220	326	567	990.071572175312	1215	18911	74610	length	TF1_1_194_R1
1.66425	5.23068	6.41451	8.23370749381698	8.84961	80.04303	10917	fold	SKNO1_1_232_R1
1.39304	4.93293	7.74545	14.392511412476	14.45069	328.09952	10917	-log10(qvalue)	SKNO1_1_232_R1
4.18325	8.19717	11.19568	17.9710158834845	18.21493	337.59055	10917	-log10(pvalue)	SKNO1_1_232_R1
190	230	297	351.584134835578	409	7543	10917	length	SKNO1_1_232_R1
1.79049	3.94866	5.20638	8.91090055546145	9.71858	70.02253	82652	fold	PLB985_1_597_R1
1.31023	4.52595	8.09417	26.2348521142864	24.54995	327.47818	82652	-log10(qvalue)	PLB985_1_597_R1
2.87547	6.28498	9.97069	28.3417259319799	26.74394	336.96921	82652	-log10(pvalue)	PLB985_1_597_R1
188	270	474	975.000532352514	1125	36799	82652	length	PLB985_1_597_R1
1.84382	4.55911	5.88015	7.75027108922702	8.96139	56.20709	41075	fold	UT7_4_214_R1
1.31491	4.90841	8.52173	16.624379134997	18.71628	281.8053	41075	-log10(qvalue)	UT7_4_214_R1
3.2932	7.21192	10.99847	19.2787974454047	21.56085	290.3421	41075	-log10(pvalue)	UT7_4_214_R1
229	318	504	711.80314059647	861	15017	41075	length	UT7_4_214_R1
1.91348	4.47418	5.73095	8.22082765762841	9.17132	76.644	52370	fold	U937_3_213_R1
1.30273	4.51971	7.90883	17.8989092140538	18.71105	387.60352	52370	-log10(qvalue)	U937_3_213_R1
3.15615	6.6833	10.25134	20.4190594999045	21.41406	397.09454	52370	-log10(pvalue)	U937_3_213_R1
250	350	556	761.513022722933	957	11141	52370	length	U937_3_213_R1
1.37873	4.95922	6.15129	7.22001505751391	8.11957	57.88222	16170	fold	SKNO1_1_233_R1
1.30281	5.22658	7.95128	11.9788684483612	13.60538	271.57803	16170	-log10(qvalue)	SKNO1_1_233_R1
3.89801	8.30212	11.24722	15.400509380334	17.24864	281.06909	16170	-log10(pvalue)	SKNO1_1_233_R1
199	249	331	385.701360544218	456	2768	16170	length	SKNO1_1_233_R1
1.81215	3.85784	4.98822	8.25512111290763	8.67952	58.65936	91535	fold	PLB985_2_598_R1
1.30665	4.4003	7.45436	22.9738120547332	20.38811	325.72775	91535	-log10(qvalue)	PLB985_2_598_R1
2.85936	6.16567	9.33184	25.0670557801934	22.55874	333.95691	91535	-log10(pvalue)	PLB985_2_598_R1
183	257	439	893.080952641066	1005	27889	91535	length	PLB985_2_598_R1
2.21844	5.23357	6.87804	8.33162513182539	10.08181	36.41879	20823	fold	SKNO1_1_633_R1
1.36541	6.5511	11.82572	18.2244899889545	23.59887	127.79507	20823	-log10(qvalue)	SKNO1_1_633_R1
4.01543	9.573335	15.06774	21.6246730917735	27.21928	137.19006	20823	-log10(pvalue)	SKNO1_1_633_R1
153	205	265	298.815588531912	352	1542	20823	length	SKNO1_1_633_R1
