mr193.MV411.MYBi_30m.r1_tcount,mr194.MV411.MYBi_30m.r2_tcount,mr195.MV411.MYBi_30m.r3_tcount,mr196.MV411.MYBi_30m.r4_tcount,mr197.MV411.PBS_30m.r1_tcount,mr198.MV411.PBS_30m.r2_tcount,mr199.MV411.PBS_30m.r3_tcount,mr200.MV411.PBS_30m.r4_tcount
23,22,35,26,32,23,40,40
0,0,0,0,0,0,0,1
2,0,0,1,0,2,3,4
7,9,18,11,10,14,6,22
2,0,1,0,2,1,0,3
4,4,4,4,1,0,3,10
21,7,25,6,26,20,17,28
1,1,1,1,1,5,4,2
2,0,7,4,2,4,4,9
0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,1
3,2,3,2,3,2,3,0
39,34,78,31,41,22,27,46
1,0,1,1,2,3,4,3
0,0,1,0,4,1,1,4
5,0,3,0,3,0,1,1
30,41,51,28,55,36,27,52
0,0,0,0,0,0,0,0
3,0,3,2,1,2,1,3
22,26,45,30,43,30,33,60
3,3,4,4,1,3,2,7
0,0,0,0,0,0,0,0
1,6,0,2,3,0,3,2
0,2,0,0,1,0,2,0
0,0,0,0,0,0,0,0
41,36,55,31,64,30,25,78
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0
29,26,67,13,18,29,14,33
5,1,0,0,6,6,3,5
30,30,79,32,98,55,60,106
6,7,17,5,9,11,8,14
16,19,28,16,20,10,20,26
0,0,0,0,0,0,0,0
9,5,15,11,11,18,30,35
0,0,3,0,0,2,3,0
4,2,5,1,2,6,3,7
2,1,1,6,6,1,3,9
26,20,26,21,23,16,15,34
1,0,0,1,0,2,2,1
0,0,0,0,0,0,0,0
0,5,2,3,3,7,8,10
14,5,25,12,36,46,55,53
7,6,12,7,10,8,8,8
11,10,19,8,6,14,6,13
2,6,7,1,5,11,10,8
1,0,6,0,0,2,0,0
1,0,2,0,1,0,1,1
2,4,8,2,8,6,2,7
15,10,28,16,35,19,15,32
1,1,4,2,7,6,3,8
2,7,16,5,26,22,30,22
5,7,11,5,6,4,4,9
3,3,9,1,4,19,14,17
235,211,388,229,280,262,254,395
3,1,4,1,13,7,4,11
0,0,0,0,0,0,0,0
6,4,7,2,6,8,4,16
3,7,14,6,11,12,7,13
0,0,0,1,0,0,0,0
0,0,1,0,2,5,1,2
53,35,69,28,55,32,28,81
0,0,0,0,0,1,0,0
1,3,2,0,3,1,4,9
1,2,4,1,6,10,7,17
3,3,4,5,3,2,6,8
0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0
4,7,12,7,6,2,9,17
4,4,7,11,8,5,4,8
1,4,15,9,12,14,12,15
0,0,0,0,0,0,0,1
335,291,524,262,301,182,226,432
5,1,3,5,7,2,5,6
7,6,8,8,11,15,19,11
0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,1
1,0,0,0,1,0,0,0
103,111,158,77,241,168,157,355
0,0,1,0,0,0,0,0
31,40,77,31,93,61,67,110
2,4,2,0,1,1,0,1
52,68,94,44,51,36,32,50
0,1,1,0,0,1,1,1
208,178,352,200,336,283,267,457
10,9,9,11,3,4,3,11
0,0,0,0,0,0,0,0
0,0,2,0,0,2,3,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,2,0,0,1,0,1,1
0,0,0,0,1,1,0,1
0,0,0,0,0,0,0,0
687,638,1355,634,642,606,420,811
6,1,11,8,15,11,8,10
20,14,23,9,21,17,13,37
0,0,0,0,0,0,0,0
4,3,2,5,2,2,1,7
12,8,32,12,13,14,13,14
1,2,1,0,2,3,1,3
3,2,1,1,6,4,3,19
3,8,12,2,15,14,6,18
46,31,84,44,81,119,94,124
0,1,0,0,0,0,1,3
0,0,0,0,0,1,0,0
52,56,139,77,181,163,171,229
12,8,16,11,18,14,7,13
0,0,0,0,0,0,0,0
1,3,4,1,3,5,8,7
44,30,52,25,50,41,36,81
0,0,0,0,0,0,0,0
2,1,1,3,1,3,1,5
44,34,59,48,26,38,27,40
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,2,0,2,3,1,0,1
4,0,0,0,0,0,0,0
11,8,9,4,8,8,8,13
0,0,2,0,0,1,1,1
33,32,46,30,57,38,46,97
48,55,126,63,141,122,123,199
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,2,5,5,1,0,1,1
11,10,17,8,16,10,5,12
38,38,75,36,24,24,26,54
179,181,385,204,74,56,50,107
0,0,0,0,0,0,0,2
7,4,15,11,26,25,24,39
8,5,27,12,67,61,59,103
0,0,0,0,2,2,3,1
0,0,0,0,0,0,0,1
5,12,19,4,12,7,13,9
38,33,75,33,51,23,32,57
5,7,9,4,23,14,13,33
3,11,13,4,11,2,3,5
22,15,28,24,23,22,25,42
13,12,18,10,19,16,11,22
0,0,2,0,0,0,0,0
41,41,79,29,21,18,16,24
2,1,1,1,5,0,1,1
23,25,44,31,37,22,47,81
20,17,41,27,48,48,47,51
0,0,0,0,0,0,0,0
45,48,84,49,56,43,67,105
0,0,0,1,0,1,1,1
0,0,1,0,0,0,0,0
90,96,208,106,147,136,131,204
292,236,422,236,281,237,205,353
1,0,7,1,6,0,1,2
5,3,15,5,9,6,1,8
3,4,8,2,6,3,1,7
55,75,134,68,36,24,39,70
3,0,9,2,6,1,6,2
18,22,38,21,43,29,42,56
29,24,47,29,32,20,26,25
5,4,6,5,5,5,4,2
0,2,9,2,10,9,7,9
28,21,33,20,53,40,55,74
0,0,0,0,0,0,0,0
34,23,57,24,38,44,42,66
23,10,27,31,22,23,24,32
81,77,161,81,179,148,131,213
6,4,3,2,7,3,2,10
8,3,1,2,1,2,1,3
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
7,6,13,4,10,14,12,13
2,0,0,0,6,1,1,0
35,26,47,26,71,35,57,100
3,6,8,6,11,22,19,14
0,0,0,0,0,0,0,1
1,0,1,2,6,1,3,2
0,0,0,0,0,0,0,0
1,1,3,0,8,2,3,8
34,36,55,32,40,33,43,62
1,1,1,1,2,2,2,1
0,0,0,0,1,1,2,0
3,4,3,1,10,6,5,8
49,39,54,37,36,66,40,82
5,7,10,5,6,4,3,2
2,3,17,4,24,24,26,29
39,43,96,45,73,65,36,78
6,1,2,1,2,0,1,4
1,0,0,0,0,0,0,0
4,1,3,0,0,0,2,1
2,1,5,0,0,0,2,1
0,0,0,0,3,3,1,3
9,5,11,11,6,7,7,16
8,6,3,10,5,11,6,12
0,0,0,0,0,0,0,0
2,2,1,1,3,4,6,4
10,7,23,11,19,11,19,19
0,0,1,0,0,2,0,0
0,0,0,0,0,0,0,0
1,5,1,1,0,1,0,2
5,9,15,7,7,8,8,17
113,116,206,118,153,169,142,277
3,0,4,2,3,5,8,8
8,7,18,6,15,6,9,17
1,1,3,1,4,2,1,3
1,0,5,3,2,3,0,0
3,2,3,4,11,14,19,15
1,0,2,1,0,0,0,0
37,28,41,28,30,31,26,43
6,9,31,16,5,4,7,13
6,9,13,16,3,7,11,10
1,0,2,3,0,1,7,4
0,0,0,0,0,0,0,0
17,11,31,19,12,15,20,28
11,8,18,8,9,11,3,19
10,8,17,9,3,2,4,12
22,26,46,22,45,33,35,59
107,99,171,88,92,49,81,146
6,3,8,4,10,6,7,20
0,0,1,0,0,2,0,2
38,31,56,40,54,45,35,86
23,29,55,23,61,34,43,46
15,23,36,18,25,27,26,28
23,22,52,26,27,37,30,59
14,28,33,31,24,23,20,38
44,33,77,33,35,29,32,65
24,32,48,32,50,48,42,78
10,9,31,15,26,21,19,65
60,45,107,51,86,53,69,139
30,21,47,24,30,16,26,46
71,60,100,41,76,67,75,145
54,44,106,65,152,148,157,207
1,0,0,0,0,0,1,2
0,0,0,0,0,0,0,0
8,15,19,11,7,23,17,22
3,1,5,4,1,1,0,1
0,0,5,0,2,3,3,2
5,2,4,8,9,9,9,16
32,22,47,27,45,34,23,80
0,1,1,1,3,1,0,1
0,2,0,0,2,1,3,3
1,0,0,0,1,0,0,0
48,45,97,48,92,92,93,143
14,3,8,5,18,16,16,21
0,0,0,0,0,0,0,0
20,20,44,20,56,34,29,50
21,23,63,15,27,27,14,40
10,13,21,12,7,17,15,6
1,1,1,1,0,3,0,1
0,0,0,0,0,0,0,0
27,25,50,15,39,25,23,65
3,3,1,1,3,7,3,1
3,3,6,2,6,1,14,8
13,7,11,8,9,7,8,16
5,1,4,8,2,0,5,5
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1
5,5,10,3,6,16,4,11
0,1,3,3,1,5,4,3
21,17,31,20,32,21,24,50
0,0,0,0,0,0,0,0
4,0,10,1,5,0,4,6
9,3,12,3,17,12,10,15
13,8,19,7,8,9,19,20
21,14,41,20,41,16,28,45
35,26,71,42,69,84,88,140
1,1,2,0,5,7,4,7
9,9,23,13,21,15,26,14
13,4,13,6,21,10,10,19
17,18,40,15,28,20,19,38
83,72,154,69,65,53,64,100
76,66,143,68,116,81,83,138
10,5,10,7,6,2,6,10
10,5,15,8,28,22,28,28
38,51,89,66,91,106,95,126
215,186,430,215,470,513,432,666
1,0,1,0,0,2,2,1
5,1,3,2,1,5,2,2
50,25,68,41,48,34,40,77
74,71,167,76,40,55,46,57
92,115,174,89,47,36,30,76
0,0,0,0,0,0,0,0
23,10,21,10,36,25,37,43
6,0,3,0,1,2,2,7
0,0,4,4,0,0,0,0
2,2,3,3,6,6,6,8
2,2,5,4,3,3,6,3
0,1,0,0,0,0,0,1
34,38,64,37,90,52,77,110
4,0,0,0,2,1,2,2
2,6,5,4,11,3,7,13
138,105,165,107,102,95,114,140
5,4,6,2,3,7,3,2
12,5,15,6,44,40,46,54
0,0,1,0,0,7,2,4
93,81,127,53,48,44,34,73
0,0,0,0,0,0,1,0
23,10,30,21,30,22,43,55
4,4,8,2,6,5,5,14
0,2,3,1,0,0,0,0
0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,1
10,9,29,14,10,15,21,21
0,0,3,0,0,1,0,0
0,0,0,0,0,0,0,0
1,1,2,1,1,0,1,7
3,6,10,6,9,5,1,4
13,12,22,20,33,36,29,54
728,660,1264,723,813,824,690,1224
4,0,1,1,0,5,0,2
2,2,8,3,7,5,11,11
3,2,18,6,6,4,11,21
12,4,17,18,25,25,29,41
8,13,19,7,21,16,24,25
2,0,0,0,0,0,0,1
8,1,5,4,26,22,14,32
1,3,5,7,9,7,10,12
0,5,7,5,2,1,2,4
9,14,22,8,34,20,16,20
43,34,70,28,54,44,38,89
47,31,51,21,36,29,31,66
96,75,143,75,118,83,90,156
3,3,8,5,5,5,1,5
562,506,863,489,578,458,474,936
44,58,115,47,130,100,111,206
283,263,453,249,183,164,152,339
211,208,415,211,244,244,227,369
1186,1277,1975,1154,575,607,443,692
0,0,0,0,1,1,1,0
5,4,12,1,11,10,6,11
0,1,3,1,2,8,3,6
100,104,174,100,125,106,89,203
36,27,51,18,27,13,11,59
20,12,26,15,39,26,24,38
0,0,0,0,3,2,7,8
38,22,43,31,38,33,41,59
0,1,6,0,2,0,3,9
0,0,2,0,3,3,4,2
267,208,455,258,348,312,295,549
0,4,3,2,1,2,1,3
51,25,63,35,68,57,49,99
11,8,10,6,26,10,3,17
3,5,7,3,13,11,7,14
6,1,0,1,3,2,2,8
2,3,8,1,2,5,8,8
2,0,1,0,1,2,2,2
1,1,2,0,3,1,3,6
42,43,104,38,83,50,67,103
0,0,0,0,5,5,3,7
112,113,220,120,202,162,148,287
9,7,10,10,10,6,11,12
0,0,2,0,3,4,3,7
0,0,0,1,0,2,0,5
1,0,0,0,0,0,0,0
13,15,32,7,21,18,22,35
1,3,6,6,13,10,11,18
0,0,1,0,0,0,0,0
41,16,48,40,73,55,61,130
15,10,21,16,29,14,13,37
0,0,1,0,5,5,2,2
0,2,1,1,7,6,2,6
0,1,2,2,4,4,0,3
1,2,3,0,5,2,10,6
0,1,1,0,0,0,0,1
1,4,4,4,5,3,4,17
0,0,4,1,8,5,2,9
1,2,1,0,3,0,0,1
6,7,9,4,13,12,8,15
0,0,0,0,1,2,0,0
0,2,2,1,1,2,3,0
10,6,17,9,16,10,13,33
0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0
0,0,0,0,0,0,1,1
0,1,0,0,0,0,0,0
3,5,7,9,3,1,4,9
26,20,42,24,26,40,31,62
2,6,5,2,4,6,3,5
0,0,1,0,0,0,0,0
16,12,31,21,31,14,27,50
0,0,1,0,0,1,1,2
0,0,0,0,1,0,2,1
23,33,81,23,68,67,65,104
11,7,6,8,22,12,13,16
0,0,3,1,3,1,5,7
21,15,21,13,17,16,10,45
0,0,1,1,0,1,1,1
14,13,39,21,29,52,24,48
4,2,4,0,4,6,5,5
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
53,39,123,53,163,125,138,199
735,665,1315,692,242,209,162,274
21,23,26,12,30,19,20,24
0,1,0,1,0,0,0,3
1,0,0,1,0,1,0,0
3,3,5,2,4,6,9,17
28,38,61,32,55,49,48,93
1,0,2,0,1,0,0,0
4,2,1,2,5,5,5,2
1,0,1,0,2,2,2,5
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
8,14,20,7,23,16,11,19
0,1,0,0,0,0,0,0
2,0,2,0,6,2,1,1
3,0,1,1,2,3,2,6
0,0,2,0,1,6,2,7
20,35,62,32,47,51,41,77
26,22,26,16,39,29,21,62
0,0,0,0,4,3,1,0
42,37,75,34,79,74,48,112
19,12,24,2,25,5,11,37
13,6,35,11,50,42,31,57
10,11,30,20,44,35,30,43
0,0,0,0,0,0,0,0
51,56,67,33,44,35,34,86
1,3,3,7,12,7,13,9
0,0,0,1,0,0,0,1
56,60,115,64,55,49,41,99
133,113,202,115,191,173,142,260
1,2,6,3,6,7,7,10
2,4,6,0,2,8,2,16
1,0,0,0,0,1,1,4
2,4,5,1,7,6,11,11
0,0,0,0,0,1,0,0
1,4,5,1,8,5,8,16
2,5,11,1,7,3,5,17
0,0,0,0,0,0,0,0
13,8,24,7,12,12,11,16
19,15,38,26,19,16,14,36
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
8,10,6,5,8,9,5,14
24,12,42,30,26,27,31,43
34,27,56,33,45,48,34,71
30,26,54,26,37,31,31,43
0,0,0,0,0,0,0,0
77,83,115,52,76,64,47,109
35,35,61,31,50,46,44,67
52,33,63,44,89,80,62,114
74,58,86,66,51,38,54,97
3,11,10,7,5,2,2,16
1,1,7,3,6,7,6,8
1513,1505,3020,1793,633,681,639,1008
0,0,0,1,0,0,1,0
0,0,2,0,1,5,1,5
12,14,13,11,5,1,4,9
6,4,14,2,6,7,2,7
1,0,0,0,0,0,0,0
24,19,45,27,49,37,36,69
15,6,20,14,6,15,14,16
0,0,1,0,0,0,0,0
11,18,29,14,33,31,27,40
8,5,30,23,12,22,18,14
10,8,20,12,20,32,27,45
0,0,0,0,0,0,0,0
14,19,15,5,9,18,10,26
7,7,16,5,14,10,9,18
168,133,304,144,189,157,146,233
62,40,80,77,68,77,65,108
0,0,0,0,0,0,0,0
41,38,58,46,70,57,58,88
5,2,7,4,4,7,8,6
1,0,3,0,10,5,4,10
57,38,75,32,63,33,25,85
4,0,0,2,1,2,4,4
1,0,2,0,0,1,1,5
0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0
0,2,1,2,4,0,3,6
0,0,3,0,2,1,1,4
1,1,3,0,4,3,4,13
59,75,129,71,74,57,93,78
5,5,12,0,8,11,6,13
6,0,7,5,12,11,9,12
2,4,2,2,1,7,0,3
0,1,2,4,1,5,0,1
8,9,16,8,16,23,16,25
3,0,0,1,4,7,5,7
44,46,90,50,71,52,46,137
0,0,0,0,0,0,0,0
45,53,100,47,12,6,4,16
10,7,23,12,53,30,44,63
2,5,5,4,3,9,6,11
0,0,0,1,0,0,0,0
3,3,4,0,1,1,1,2
10,4,17,13,15,16,11,19
0,0,0,0,0,0,0,0
19,19,24,21,36,28,24,41
57,35,86,32,53,40,57,103
3,1,1,0,6,2,1,4
39,34,55,31,36,15,21,44
0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,1
0,0,0,2,1,3,2,15
190,219,410,252,181,204,181,235
22,14,45,15,18,17,18,44
89,66,160,72,91,64,60,132
0,2,3,2,0,1,5,7
51,29,66,69,25,39,59,59
15,11,36,26,20,17,44,44
0,0,0,0,0,0,1,0
16,19,35,12,23,17,17,31
4,2,3,5,6,6,6,18
4,2,6,6,8,5,3,11
0,0,0,0,0,0,0,0
15,25,35,19,18,11,18,26
3,1,5,3,3,2,3,1
0,0,1,0,4,2,5,2
0,0,0,0,0,0,0,0
22,13,21,18,37,43,37,92
3,0,1,0,1,0,2,0
7,3,16,2,9,4,4,15
137,138,256,152,354,395,390,509
0,1,1,0,0,0,0,0
17,16,36,15,23,26,18,40
30,20,32,34,29,27,20,52
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,1,0,2,1,1,1
51,41,79,43,55,53,55,70
0,0,0,1,0,1,1,1
0,0,0,0,0,0,0,0
3,0,3,2,2,7,1,4
6,3,4,1,4,0,0,1
3,5,9,4,20,16,27,25
20,20,31,27,30,21,21,50
95,102,175,78,156,102,98,222
3,0,2,2,4,4,6,12
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0
1,1,0,0,0,3,1,3
0,0,1,0,1,1,4,2
10,15,34,12,16,27,24,31
0,3,2,3,3,5,4,2
4,7,5,1,8,6,8,15
65,52,132,62,53,62,56,87
0,0,0,0,2,0,0,0
1,0,0,0,0,0,0,0
0,1,1,1,0,0,0,3
12,6,40,9,14,16,12,22
3,2,6,2,8,3,4,2
7,7,15,11,15,7,9,16
34,19,50,25,36,23,19,45
1,0,0,0,1,1,5,3
5,2,18,6,15,20,8,22
36,23,61,29,94,101,96,136
0,0,0,1,0,0,1,2
1,0,1,2,1,0,2,3
1,1,4,2,3,3,4,2
0,0,0,0,0,0,0,2
1,3,2,1,2,2,0,4
0,0,0,0,0,0,0,0
80,60,125,84,120,94,101,149
0,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0
4,6,12,10,8,8,7,10
21,19,34,15,29,18,25,49
28,14,46,16,37,50,39,54
4,2,0,2,2,7,3,1
14,13,27,24,27,38,36,52
3,1,0,2,1,2,0,2
4,10,15,7,11,13,19,20
18,12,30,14,23,18,22,46
0,4,3,2,4,3,10,9
0,0,0,2,0,0,1,0
2,2,3,1,2,0,1,4
17,15,34,17,12,13,3,7
1,0,0,0,1,0,0,0
0,2,0,0,2,2,2,1
19,21,37,25,7,14,11,15
1,1,0,0,1,2,0,2
0,0,0,0,0,1,0,0
0,0,0,0,2,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,0,1,0,0,0,1,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0
8,3,6,11,2,0,1,3
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,3,3,1,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,1,0,2,1,1
1,1,0,1,2,2,2,3
0,0,0,0,0,0,0,0
16,21,58,29,34,28,31,61
2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,1,1,0,0,1,1
4,4,6,0,7,7,3,3
8,15,23,13,25,12,14,31
197,228,351,272,151,170,192,235
1,1,3,3,12,7,16,12
0,2,4,2,7,13,5,7
6,5,4,3,3,6,4,12
1,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0
3,1,0,0,6,3,8,15
22,11,32,21,17,7,12,18
0,1,0,0,0,0,1,1
4,14,19,14,24,20,37,40
6,7,10,6,22,12,11,17
0,0,0,1,0,0,0,0
0,0,1,0,0,1,1,1
0,0,1,0,0,0,0,0
48,57,95,45,66,32,45,89
24,20,44,13,42,50,45,63
0,1,1,0,4,1,1,5
0,0,0,0,0,0,0,1
18,13,29,13,29,10,22,44
1,1,0,0,1,2,2,2
0,0,0,0,1,3,1,2
1,6,5,4,5,2,3,5
2,3,8,4,15,2,4,15
15,19,27,6,14,11,6,28
11,6,17,7,10,12,11,11
5,9,18,10,13,11,5,16
19,18,43,19,35,12,30,39
3,2,4,2,9,6,8,7
2,2,3,6,5,2,6,14
187,211,369,155,293,248,183,355
0,0,0,0,0,0,0,0
0,3,2,1,2,4,0,2
15,13,23,9,5,13,15,19
111,100,133,81,36,30,29,61
1,1,0,0,0,0,4,3
2,1,4,2,2,6,9,3
14,7,20,11,19,14,13,16
1,0,0,0,0,0,1,0
11,8,23,8,21,24,13,17
0,0,0,0,0,0,0,0
0,1,0,0,0,1,1,3
1,0,0,1,0,0,1,4
7,4,11,1,11,6,2,9
0,0,0,0,0,0,0,0
12,10,21,11,12,12,7,21
0,0,4,0,1,0,0,5
6,5,2,0,4,3,4,9
1,2,1,1,4,3,4,2
8,15,19,11,17,17,28,23
4,2,8,6,2,3,4,9
3,1,5,3,8,9,9,13
1,1,9,1,4,0,2,2
6,3,5,4,1,4,6,8
0,1,0,0,0,1,1,0
3,3,3,4,4,5,2,5
0,0,0,0,0,0,0,0
22,11,29,7,29,22,26,35
0,1,1,1,1,0,2,0
2,4,4,4,5,5,5,1
0,0,0,0,0,0,0,0
13,10,30,19,31,57,50,51
0,0,0,0,0,0,0,0
2,2,2,7,2,2,5,6
10,9,10,14,15,14,24,31
19,14,25,4,9,6,10,17
0,0,0,0,0,0,0,0
10,14,25,8,15,14,21,32
0,0,0,1,3,3,2,5
60,33,84,39,39,41,30,56
15,12,38,15,29,10,30,37
0,0,1,0,0,0,0,0
2,4,1,0,1,2,1,1
29,19,40,29,30,17,30,37
30,17,34,16,28,27,19,39
0,0,0,0,1,0,0,0
71,84,134,85,86,73,71,122
0,0,0,0,0,0,0,0
7,13,29,6,24,10,16,32
8,14,23,7,15,15,12,36
4,2,4,2,0,7,5,1
0,0,0,1,0,0,3,5
22,20,41,23,25,20,16,21
0,0,0,0,0,0,0,0
28,30,61,20,69,34,40,87
6,4,2,3,5,3,7,8
10,7,9,5,5,4,8,11
1,6,2,0,5,2,2,4
0,0,0,0,0,0,0,0
1,0,3,5,4,4,2,4
350,307,569,321,328,325,258,408
18,13,44,24,32,18,26,51
1,0,0,0,0,0,0,0
12,4,19,10,6,6,6,18
0,0,0,0,1,0,0,0
1,6,11,5,6,6,5,11
3,0,2,1,1,2,2,3
33,21,55,25,34,43,31,52
18,13,21,9,28,13,20,40
0,1,1,1,1,1,2,2
0,1,1,0,0,0,0,1
35,33,65,36,53,45,54,82
16,24,48,31,55,57,49,85
10,12,18,16,15,29,24,26
5,8,6,3,9,10,6,9
7,3,7,2,14,19,15,17
33,44,52,37,39,38,45,74
0,0,0,2,0,0,0,3
4,9,12,8,10,7,16,9
7,3,4,3,5,7,5,6
2,1,5,2,2,5,2,8
0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0
18,11,24,16,11,14,14,23
7,8,13,10,17,13,7,21
5,4,9,3,5,7,6,11
0,0,0,0,0,0,0,0
1,0,2,2,1,5,2,5
0,0,0,0,0,0,2,0
32,34,54,31,66,70,54,98
0,0,0,0,1,0,1,1
0,1,0,1,2,0,2,0
5,5,18,9,16,6,9,17
1,0,4,2,0,4,3,4
0,0,0,0,0,1,0,0
29,19,51,28,24,20,16,59
0,0,0,0,0,0,0,0
1,0,2,0,0,0,0,0
24,19,30,22,27,25,20,31
1,0,0,0,0,0,1,1
0,0,0,0,0,0,0,1
41,26,64,27,94,70,74,107
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
51,41,94,65,74,71,48,86
2,0,2,0,5,1,3,8
1,0,0,0,0,0,0,0
6,2,3,4,5,6,10,9
0,2,4,1,3,1,5,1
39,25,50,26,19,44,28,51
0,0,2,1,1,0,0,0
5,0,7,5,13,10,12,17
0,0,0,0,0,0,0,0
0,2,0,1,0,0,1,0
0,0,0,0,0,0,1,0
22,23,63,34,27,35,34,47
7,2,14,5,7,7,7,7
15,16,25,13,25,11,10,36
18,17,32,21,16,18,17,33
23,17,20,18,53,69,61,74
177,169,251,155,100,70,59,136
0,0,0,0,0,0,0,0
41,37,65,52,35,50,51,62
23,15,34,18,24,24,23,44
0,0,3,2,4,5,2,5
56,49,85,39,14,21,9,16
44,27,70,28,47,29,23,57
28,33,72,37,37,32,34,52
0,0,0,0,0,0,0,0
7,4,9,9,3,8,4,15
2,1,4,0,2,1,2,4
0,4,6,5,1,4,0,1
16,8,17,11,6,10,17,20
6,5,22,5,13,8,15,14
92,94,184,102,152,90,83,167
0,0,0,0,0,0,0,0
10,12,13,9,10,3,7,5
7,2,5,6,11,19,20,35
2,1,1,1,1,0,3,1
3,8,16,5,22,22,28,33
16,16,35,19,13,9,7,19
3,1,3,2,4,2,1,6
8,4,8,6,12,5,17,14
0,0,0,1,0,0,3,2
97,88,173,115,112,155,122,162
7,13,12,9,10,12,10,23
3,5,1,1,2,6,6,5
0,2,0,2,0,2,2,2
5,7,11,7,6,10,6,8
0,2,2,1,0,0,0,0
5,5,9,4,14,6,12,13
1,0,0,0,2,0,0,0
3,3,3,1,6,1,3,6
2,1,4,3,3,3,5,3
3,2,6,6,4,9,11,15
0,0,0,0,2,0,0,2
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,0,2,0,1,0,1,2
5,3,1,0,2,4,2,9
10,11,14,7,15,13,11,15
0,0,0,0,0,0,0,0
10,6,8,5,9,7,14,19
8,8,5,4,9,14,9,15
18,18,19,10,14,8,18,14
2,2,1,0,0,0,2,0
0,0,0,2,0,0,0,1
0,0,0,0,0,0,0,0
2,1,9,4,0,5,4,2
76,56,113,51,85,71,58,103
24,17,36,12,24,12,11,33
0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0
21,14,43,31,46,33,41,59
2,1,0,0,1,0,0,3
0,0,0,0,0,0,0,0
197,137,394,252,70,66,82,112
0,0,1,1,3,9,6,7
0,0,0,0,0,0,0,0
28,18,30,17,42,48,28,62
117,115,193,107,51,36,46,69
0,0,0,0,0,0,0,0
1,2,2,0,1,1,0,0
0,0,0,1,0,0,0,0
0,6,6,3,8,7,3,15
27,12,36,17,13,18,9,28
144,111,184,110,138,82,100,264
0,0,0,0,0,0,0,0
24,14,31,16,20,28,22,39
13,18,30,13,3,3,6,5
0,0,1,0,0,0,0,0
19,16,44,16,36,34,43,62
34,21,59,31,51,59,36,41
8,14,18,13,18,7,10,29
26,15,42,28,20,29,19,25
0,0,0,1,2,4,1,2
3,1,2,1,3,0,2,2
19,23,40,19,47,22,20,60
0,0,0,1,0,0,0,0
1,1,2,0,2,1,0,6
0,0,0,0,0,0,0,0
29,30,57,37,59,49,39,54
0,0,0,0,1,0,0,0
285,260,464,291,270,250,217,337
8,5,9,3,14,13,3,17
0,0,0,0,0,1,0,1
2,1,5,3,14,6,3,22
0,0,0,0,1,0,0,1
2,2,4,1,3,1,0,7
0,1,1,0,1,3,3,0
2,1,3,0,1,0,0,3
22,19,49,17,45,14,33,53
22,13,39,15,19,9,13,38
25,27,51,27,21,18,22,31
36,22,65,39,34,20,22,30
2,0,1,1,2,1,1,3
15,9,16,14,20,18,26,24
18,12,26,17,20,27,29,46
1,0,1,0,0,0,0,1
11,6,7,7,14,8,9,14
0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0
7,5,15,6,12,10,14,18
0,0,0,0,0,0,0,0
