Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
20211108_15_MYB-dTAG_DMSO_2h_E_MP9454_S89_R2_001	20211108_15_MYB-dTAG_DMSO_2h_E_MP9454_S89_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	98100913.0	0.0	150.0	43.0	33.76620232534402	150.0	pass	pass	warn	pass	warn	fail	pass	pass	fail	warn	fail
20211108_16_MYB-dTAG_VHL_2h_A_MP9454_S90_R1_001	20211108_16_MYB-dTAG_VHL_2h_A_MP9454_S90_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	77572958.0	0.0	150.0	43.0	34.26701146788368	150.0	pass	pass	warn	pass	warn	fail	pass	pass	fail	fail	fail
20211108_16_MYB-dTAG_VHL_2h_A_MP9454_S90_R2_001	20211108_16_MYB-dTAG_VHL_2h_A_MP9454_S90_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	77572958.0	0.0	150.0	44.0	36.24737730063861	150.0	pass	pass	warn	pass	warn	warn	pass	pass	fail	warn	fail
20211108_17_MYB-dTAG_VHL_2h_B_MP9454_S91_R1_001	20211108_17_MYB-dTAG_VHL_2h_B_MP9454_S91_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	71937177.0	0.0	150.0	45.0	34.277369011607405	150.0	pass	pass	warn	pass	warn	fail	pass	pass	fail	fail	fail
20211108_17_MYB-dTAG_VHL_2h_B_MP9454_S91_R2_001	20211108_17_MYB-dTAG_VHL_2h_B_MP9454_S91_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	71937177.0	0.0	150.0	45.0	36.1434290944452	150.0	pass	pass	warn	pass	warn	warn	pass	pass	fail	warn	fail
20211108_18_MYB-dTAG_VHL_2h_C_MP9454_S92_R1_001	20211108_18_MYB-dTAG_VHL_2h_C_MP9454_S92_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	87173113.0	0.0	150.0	44.0	33.02176930626537	150.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail
20211108_18_MYB-dTAG_VHL_2h_C_MP9454_S92_R2_001	20211108_18_MYB-dTAG_VHL_2h_C_MP9454_S92_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	87173113.0	0.0	150.0	45.0	34.656072950703184	150.0	pass	pass	warn	pass	warn	warn	pass	pass	fail	warn	fail
20211108_19_MYB-dTAG_VHL_2h_D_MP9454_S93_R1_001	20211108_19_MYB-dTAG_VHL_2h_D_MP9454_S93_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	107820826.0	0.0	150.0	44.0	27.158882332177818	150.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail
20211108_19_MYB-dTAG_VHL_2h_D_MP9454_S93_R2_001	20211108_19_MYB-dTAG_VHL_2h_D_MP9454_S93_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	107820826.0	0.0	150.0	45.0	29.922558800480903	150.0	pass	pass	warn	pass	warn	warn	pass	pass	fail	warn	fail
20211108_1_MYB-dTAG_DMSO_1h_A_MP9454_S75_R1_001	20211108_1_MYB-dTAG_DMSO_1h_A_MP9454_S75_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	88800217.0	0.0	150.0	44.0	23.67884338810968	150.0	pass	pass	warn	pass	warn	warn	pass	pass	fail	warn	fail
20211108_1_MYB-dTAG_DMSO_1h_A_MP9454_S75_R2_001	20211108_1_MYB-dTAG_DMSO_1h_A_MP9454_S75_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	88800217.0	0.0	150.0	45.0	25.291232625033004	150.0	pass	pass	warn	pass	warn	warn	pass	pass	fail	warn	fail
20211108_20_MYB-dTAG_VHL_2h_E_MP9454_S94_R1_001	20211108_20_MYB-dTAG_VHL_2h_E_MP9454_S94_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	72344519.0	0.0	150.0	39.0	31.335060807533328	150.0	pass	pass	warn	pass	warn	fail	pass	pass	fail	fail	fail
20211108_20_MYB-dTAG_VHL_2h_E_MP9454_S94_R2_001	20211108_20_MYB-dTAG_VHL_2h_E_MP9454_S94_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	72344519.0	0.0	150.0	39.0	36.92205196106865	150.0	pass	pass	warn	pass	warn	warn	pass	pass	fail	warn	warn
20211108_21_MYB-dTAG_DMSO_4h_A_MP9454_S95_R1_001	20211108_21_MYB-dTAG_DMSO_4h_A_MP9454_S95_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	74673448.0	0.0	150.0	44.0	31.84402033867021	150.0	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail
20211108_21_MYB-dTAG_DMSO_4h_A_MP9454_S95_R2_001	20211108_21_MYB-dTAG_DMSO_4h_A_MP9454_S95_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	74673448.0	0.0	150.0	45.0	33.800591168424724	150.0	pass	pass	warn	pass	warn	warn	pass	pass	fail	warn	fail
20211108_22_MYB-dTAG_DMSO_4h_B_MP9454_S96_R1_001	20211108_22_MYB-dTAG_DMSO_4h_B_MP9454_S96_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	82131267.0	0.0	150.0	44.0	22.386045287793852	150.0	pass	pass	warn	pass	fail	warn	pass	pass	fail	warn	warn
20211108_22_MYB-dTAG_DMSO_4h_B_MP9454_S96_R2_001	20211108_22_MYB-dTAG_DMSO_4h_B_MP9454_S96_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	82131267.0	0.0	150.0	45.0	25.281732173215616	150.0	pass	pass	warn	pass	warn	warn	pass	pass	fail	warn	warn
20211108_23_MYB-dTAG_DMSO_4h_C_MP9454_S97_R1_001	20211108_23_MYB-dTAG_DMSO_4h_C_MP9454_S97_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	95870676.0	0.0	150.0	45.0	32.5710958786228	150.0	pass	pass	warn	pass	fail	warn	pass	pass	fail	warn	fail
20211108_23_MYB-dTAG_DMSO_4h_C_MP9454_S97_R2_001	20211108_23_MYB-dTAG_DMSO_4h_C_MP9454_S97_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	95870676.0	0.0	150.0	46.0	33.57923073179275	150.0	pass	pass	warn	pass	warn	warn	pass	pass	fail	warn	fail
20211108_24_MYB-dTAG_DMSO_4h_D_MP9454_S98_R1_001	20211108_24_MYB-dTAG_DMSO_4h_D_MP9454_S98_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	78445784.0	0.0	150.0	44.0	24.870418502651493	150.0	pass	pass	warn	pass	warn	fail	pass	pass	fail	fail	fail
20211108_24_MYB-dTAG_DMSO_4h_D_MP9454_S98_R2_001	20211108_24_MYB-dTAG_DMSO_4h_D_MP9454_S98_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	78445784.0	0.0	150.0	45.0	26.33628584289219	150.0	pass	pass	warn	pass	warn	warn	pass	pass	fail	warn	fail
20211108_25_MYB-dTAG_DMSO_4h_E_MP9454_S111_R1_001	20211108_25_MYB-dTAG_DMSO_4h_E_MP9454_S111_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	51054264.0	0.0	150.0	44.0	37.526522423272155	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
20211108_25_MYB-dTAG_DMSO_4h_E_MP9454_S111_R2_001	20211108_25_MYB-dTAG_DMSO_4h_E_MP9454_S111_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	51054264.0	0.0	150.0	45.0	39.52866763576956	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20211108_26_MYB-dTAG_VHL_4h_A_MP9454_S112_R1_001	20211108_26_MYB-dTAG_VHL_4h_A_MP9454_S112_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	44733916.0	0.0	150.0	42.0	34.567207438405234	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
20211108_26_MYB-dTAG_VHL_4h_A_MP9454_S112_R2_001	20211108_26_MYB-dTAG_VHL_4h_A_MP9454_S112_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	44733916.0	0.0	150.0	43.0	38.988038929264505	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20211108_27_MYB-dTAG_VHL_4h_B_MP9454_S113_R1_001	20211108_27_MYB-dTAG_VHL_4h_B_MP9454_S113_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	53956852.0	0.0	150.0	42.0	25.304415064509488	150.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail
20211108_27_MYB-dTAG_VHL_4h_B_MP9454_S113_R2_001	20211108_27_MYB-dTAG_VHL_4h_B_MP9454_S113_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	53956852.0	0.0	150.0	43.0	28.87817183288585	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20211108_28_MYB-dTAG_VHL_4h_C_MP9454_S114_R1_001	20211108_28_MYB-dTAG_VHL_4h_C_MP9454_S114_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	45689596.0	0.0	150.0	39.0	30.656868049725745	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
20211108_28_MYB-dTAG_VHL_4h_C_MP9454_S114_R2_001	20211108_28_MYB-dTAG_VHL_4h_C_MP9454_S114_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	45689596.0	0.0	150.0	41.0	38.79294743070235	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	fail
20211108_29_MYB-dTAG_VHL_4h_D_MP9454_S115_R1_001	20211108_29_MYB-dTAG_VHL_4h_D_MP9454_S115_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	55360136.0	0.0	150.0	43.0	33.35081806475838	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
20211108_29_MYB-dTAG_VHL_4h_D_MP9454_S115_R2_001	20211108_29_MYB-dTAG_VHL_4h_D_MP9454_S115_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	55360136.0	0.0	150.0	44.0	37.030405492337565	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20211108_2_MYB-dTAG_DMSO_1h_B_MP9454_S76_R1_001	20211108_2_MYB-dTAG_DMSO_1h_B_MP9454_S76_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	60128157.0	0.0	150.0	44.0	35.1263145774891	150.0	pass	pass	warn	pass	warn	fail	pass	pass	fail	fail	fail
20211108_2_MYB-dTAG_DMSO_1h_B_MP9454_S76_R2_001	20211108_2_MYB-dTAG_DMSO_1h_B_MP9454_S76_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	60128157.0	0.0	150.0	45.0	38.83740934232984	150.0	pass	pass	warn	pass	warn	warn	pass	pass	fail	warn	fail
20211108_30_MYB-dTAG_VHL_4h_E_MP9454_S116_R1_001	20211108_30_MYB-dTAG_VHL_4h_E_MP9454_S116_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	59360900.0	0.0	150.0	43.0	32.96498443769945	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
20211108_30_MYB-dTAG_VHL_4h_E_MP9454_S116_R2_001	20211108_30_MYB-dTAG_VHL_4h_E_MP9454_S116_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	59360900.0	0.0	150.0	45.0	35.66856672536166	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20211108_31_MYB-dTAG_DMSO_8h_A_MP9454_S117_R1_001	20211108_31_MYB-dTAG_DMSO_8h_A_MP9454_S117_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	54306889.0	0.0	150.0	41.0	29.013231325091343	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
20211108_31_MYB-dTAG_DMSO_8h_A_MP9454_S117_R2_001	20211108_31_MYB-dTAG_DMSO_8h_A_MP9454_S117_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	54306889.0	0.0	150.0	43.0	33.22576554796947	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20211108_32_MYB-dTAG_DMSO_8h_B_MP9454_S118_R1_001	20211108_32_MYB-dTAG_DMSO_8h_B_MP9454_S118_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	47897180.0	0.0	150.0	44.0	34.79051273765443	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
20211108_32_MYB-dTAG_DMSO_8h_B_MP9454_S118_R2_001	20211108_32_MYB-dTAG_DMSO_8h_B_MP9454_S118_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	47897180.0	0.0	150.0	45.0	38.66365988534321	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20211108_33_MYB-dTAG_DMSO_8h_C_MP9454_S119_R1_001	20211108_33_MYB-dTAG_DMSO_8h_C_MP9454_S119_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	58358312.0	0.0	150.0	43.0	34.39017339269366	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
20211108_33_MYB-dTAG_DMSO_8h_C_MP9454_S119_R2_001	20211108_33_MYB-dTAG_DMSO_8h_C_MP9454_S119_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	58358312.0	0.0	150.0	44.0	38.33323521953289	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20211108_34_MYB-dTAG_DMSO_8h_D_MP9454_S120_R1_001	20211108_34_MYB-dTAG_DMSO_8h_D_MP9454_S120_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	49514270.0	0.0	150.0	43.0	35.11446813703536	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
20211108_34_MYB-dTAG_DMSO_8h_D_MP9454_S120_R2_001	20211108_34_MYB-dTAG_DMSO_8h_D_MP9454_S120_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	49514270.0	0.0	150.0	44.0	39.73970261286118	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	fail
20211108_35_MYB-dTAG_DMSO_8h_E_MP9454_S121_R1_001	20211108_35_MYB-dTAG_DMSO_8h_E_MP9454_S121_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	47476893.0	0.0	150.0	46.0	37.83462943893386	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20211108_35_MYB-dTAG_DMSO_8h_E_MP9454_S121_R2_001	20211108_35_MYB-dTAG_DMSO_8h_E_MP9454_S121_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	47476893.0	0.0	150.0	46.0	39.41214644335707	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20211108_36_MYB-dTAG_VHL_8h_A_MP9454_S122_R1_001	20211108_36_MYB-dTAG_VHL_8h_A_MP9454_S122_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	56050382.0	0.0	150.0	44.0	34.65117903876412	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
20211108_36_MYB-dTAG_VHL_8h_A_MP9454_S122_R2_001	20211108_36_MYB-dTAG_VHL_8h_A_MP9454_S122_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	56050382.0	0.0	150.0	45.0	36.96208790184953	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20211108_37_MYB-dTAG_VHL_8h_B_MP9454_S123_R1_001	20211108_37_MYB-dTAG_VHL_8h_B_MP9454_S123_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	56194717.0	0.0	150.0	44.0	36.40177881468114	150.0	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail
20211108_37_MYB-dTAG_VHL_8h_B_MP9454_S123_R2_001	20211108_37_MYB-dTAG_VHL_8h_B_MP9454_S123_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	56194717.0	0.0	150.0	45.0	38.66185901916591	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20211108_38_MYB-dTAG_VHL_8h_C_MP9454_S124_R1_001	20211108_38_MYB-dTAG_VHL_8h_C_MP9454_S124_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	51259890.0	0.0	150.0	42.0	34.31129383928481	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
20211108_38_MYB-dTAG_VHL_8h_C_MP9454_S124_R2_001	20211108_38_MYB-dTAG_VHL_8h_C_MP9454_S124_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	51259890.0	0.0	150.0	43.0	38.32589471898824	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	fail
20211108_39_MYB-dTAG_VHL_8h_D_MP9454_S125_R1_001	20211108_39_MYB-dTAG_VHL_8h_D_MP9454_S125_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	58104068.0	0.0	150.0	45.0	35.52006995004378	150.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	warn	fail
20211108_39_MYB-dTAG_VHL_8h_D_MP9454_S125_R2_001	20211108_39_MYB-dTAG_VHL_8h_D_MP9454_S125_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	58104068.0	0.0	150.0	46.0	37.53542897191866	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20211108_3_MYB-dTAG_DMSO_1h_C_MP9454_S77_R1_001	20211108_3_MYB-dTAG_DMSO_1h_C_MP9454_S77_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	65649977.0	0.0	150.0	43.0	36.52557611955406	150.0	pass	pass	warn	pass	warn	fail	pass	pass	fail	fail	fail
20211108_3_MYB-dTAG_DMSO_1h_C_MP9454_S77_R2_001	20211108_3_MYB-dTAG_DMSO_1h_C_MP9454_S77_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	65649977.0	0.0	150.0	44.0	38.82308881435954	150.0	pass	pass	warn	pass	warn	warn	pass	pass	fail	warn	fail
20211108_40_MYB-dTAG_VHL_8h_E_MP9454_S126_R1_001	20211108_40_MYB-dTAG_VHL_8h_E_MP9454_S126_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	56403207.0	0.0	150.0	44.0	34.742232879688075	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
20211108_40_MYB-dTAG_VHL_8h_E_MP9454_S126_R2_001	20211108_40_MYB-dTAG_VHL_8h_E_MP9454_S126_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	56403207.0	0.0	150.0	45.0	37.07591264211196	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20211108_41_MYB-dTAG_DMSO_12h_A_MP9454_S127_R1_001	20211108_41_MYB-dTAG_DMSO_12h_A_MP9454_S127_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	44274237.0	0.0	150.0	43.0	35.333494773130184	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
20211108_41_MYB-dTAG_DMSO_12h_A_MP9454_S127_R2_001	20211108_41_MYB-dTAG_DMSO_12h_A_MP9454_S127_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	44274237.0	0.0	150.0	44.0	38.53951529792771	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	fail
20211108_42_MYB-dTAG_DMSO_12h_B_MP9454_S128_R1_001	20211108_42_MYB-dTAG_DMSO_12h_B_MP9454_S128_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	41655494.0	0.0	150.0	38.0	36.24738584144257	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
20211108_42_MYB-dTAG_DMSO_12h_B_MP9454_S128_R2_001	20211108_42_MYB-dTAG_DMSO_12h_B_MP9454_S128_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	41655494.0	0.0	150.0	39.0	40.661316306797154	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	fail
20211108_43_MYB-dTAG_DMSO_12h_C_MP9454_S129_R1_001	20211108_43_MYB-dTAG_DMSO_12h_C_MP9454_S129_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	44888319.0	0.0	150.0	45.0	35.23086973553832	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
20211108_43_MYB-dTAG_DMSO_12h_C_MP9454_S129_R2_001	20211108_43_MYB-dTAG_DMSO_12h_C_MP9454_S129_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	44888319.0	0.0	150.0	46.0	37.85928610888065	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	fail
20211108_44_MYB-dTAG_DMSO_12h_D_MP9454_S130_R1_001	20211108_44_MYB-dTAG_DMSO_12h_D_MP9454_S130_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	33498544.0	0.0	150.0	39.0	32.357067752059926	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
20211108_44_MYB-dTAG_DMSO_12h_D_MP9454_S130_R2_001	20211108_44_MYB-dTAG_DMSO_12h_D_MP9454_S130_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	33498544.0	0.0	150.0	41.0	38.241649195572	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	fail
20211108_45_MYB-dTAG_DMSO_12h_E_MP9454_S131_R1_001	20211108_45_MYB-dTAG_DMSO_12h_E_MP9454_S131_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	48058060.0	0.0	150.0	41.0	33.74968092873619	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
20211108_45_MYB-dTAG_DMSO_12h_E_MP9454_S131_R2_001	20211108_45_MYB-dTAG_DMSO_12h_E_MP9454_S131_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	48058060.0	0.0	150.0	42.0	38.73826853570008	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	fail
20211108_46_MYB-dTAG_VHL_12h_A_MP9454_S132_R1_001	20211108_46_MYB-dTAG_VHL_12h_A_MP9454_S132_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	49260951.0	0.0	150.0	43.0	27.43723246086361	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
20211108_46_MYB-dTAG_VHL_12h_A_MP9454_S132_R2_001	20211108_46_MYB-dTAG_VHL_12h_A_MP9454_S132_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	49260951.0	0.0	150.0	45.0	31.964796804847712	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	fail
20211108_47_MYB-dTAG_VHL_12h_B_MP9454_S133_R1_001	20211108_47_MYB-dTAG_VHL_12h_B_MP9454_S133_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	56173890.0	0.0	150.0	44.0	35.9110421766122	150.0	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
