,CEBPA_filtered,HOXA9_filtered,PLAGL2,MEIS1_filtered,ETV6_filtered,HEX,FLAG_GFI1,RUNX1_filtered,FOSL2_filtered,FLI1_filtered,GATA2_filtered,SP1_filtered,E2F3_filtered,ZNF281_filtered,SREBF1_filtered,LMO2,STAT5B_filtered,ZMYND8,FLAG_MEF2C,LYL1_filtered,MYC_filtered,TFAP4_filtered,RUNX2_filtered,MAX_filtered,IRF8_filtered,MYB_filtered,ZEB2_filtered,RXRA_filtered,FLAG_MEF2D,activation,repression,ELF2_filtered,JUND_filtered,FLAG_SPI1,FLAG_IRF2BP2,SMC1,LDB1,H3K79me2,WDR5,H3K27ac,H3K27me3,MYBL2,CDK9,H3K4me3,FOXP1_filtered,MLL_KTM2A,RARA_filtered,IKZF1_filtered,AFF4,CTCF_filtered,BRD4,CEBPB_filtered,H3K36me2,PSER2,H3K36me3,H3K9ac,CDK13,H3K4me1,POLII,MED1,ATAC,promoters,super_enhancer,regular_enhancer
GATA2_filtered,3.0553677885985407e-15,1.0,1.0,1.1060855494744293e-18,1.4835305031699313e-22,2.091440957632838e-13,0.0005163666647065177,1.6439979273573038e-28,1.0,8.508512408355378e-06,0.0,0.4612981294842551,1.0,1.0,9.736466197231874e-05,3.1695524867405313e-28,1.3251463184808425e-29,4.011040730150979e-36,1.0,8.061847514369938e-94,1.0,1.7916650043780187e-08,7.496610031923602e-13,1.0,3.1801791396423168e-12,3.392847665464792e-21,0.030529645241208967,4.0060482055882777e-19,4.848342298070996e-37,1.0,2.933627166886858e-07,1.0,8.258004929526437e-20,1.1510689435696016e-07,1.9466959640315676e-51,1.0,1.0,1.0,1.0,3.65259655708249e-06,0.02534831478250637,1.0,0.004591331837332374,1.0,9.155922228944957e-39,1.4624393105222734e-36,2.3733759191565157e-17,7.258189241855792e-17,1.0,4.797447213876819e-16,2.5387747554848077e-18,1.0,8.258092980513855e-06,1.0,1.0,1.0,1.0,1.2506407356360326e-26,1.0,1.8951714677689408e-25,1.0,0.01222835493116332,8.312394862843074e-11,1.0
SP1_filtered,1.9955376414078993e-61,1.0,0.0,7.391400511592237e-100,6.591987510341608e-293,8.386225197377174e-60,6.251505691190116e-276,3.583079222163565e-64,1.0,0.0,0.14444421431364207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3397410032648965e-131,2.0662447668318e-28,0.0,0.0,1.904954335868096e-95,0.0,2.717204290078024e-14,0.0,0.0,0.0,0.0,8.435297418330954e-270,0.0,0.0,0.019273796895899555,4.718654976034318e-88,0.0,0.0,1.0,0.0,4.57526567907282e-210,0.0,1.2718398275322647e-195,1.8105319560765392e-65,0.0,0.0,1.4689434671093308e-149,7.417886577266675e-152,0.0,0.0,0.0,0.0,0.0,0.18175383473613455,0.0,0.0,4.463039765230103e-05,0.0,0.5852242209506433,0.0,0.0,0.0,6.612392423448522e-165,0.0,1.566919197171638e-26,4.971068633188399e-131
E2F3_filtered,1.570373661754037e-29,1.0,0.0,2.355898199022274e-126,0.0,3.5863339088181525e-33,1.5848102335121878e-298,1.0051041027752347e-105,5.696256546107635e-08,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0609632760174616e-112,1.2498080819492115e-69,0.0,0.0,1.3026673848581108e-114,0.0,1.0,0.0,0.0,0.0,0.0,5.263051857898735e-177,1.3664515149320332e-263,0.0,9.551315423955222e-20,2.72784450349963e-119,0.0,0.0,1.0,0.0,2.4904980971350616e-189,0.0,3.0058462032963338e-43,1.0899505199552887e-64,0.0,0.0,3.5922758226625257e-174,2.3238590876247327e-42,0.0,0.0,0.0,1.5983386413001566e-237,0.0,1.0,4.621612254595994e-260,0.0,0.005123682730053888,0.0,0.0018672523029923443,1.8089158652677034e-158,0.0,0.0,8.423215041642402e-120,0.0,3.7098022204000843e-32,1.4241382744583306e-109
ZNF281_filtered,3.934264292532956e-30,1.0,0.0,1.0469037356284514e-93,4.7708163386140415e-276,3.36094113630687e-46,7.433890366727208e-230,4.570008125821938e-101,1.9529769722805983e-07,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0539247563936236e-274,0.0,1.0355877934446849e-143,1.5362759366118518e-120,0.0,0.0,2.700317122989891e-94,0.0,1.0,0.0,0.0,0.0,0.0,1.1381249558454626e-170,0.0,0.0,3.084098035307735e-17,1.1437587883913614e-87,0.0,0.0,1.0,0.0,2.366615082556483e-92,0.0,4.5117861212705426e-76,1.4761967307507367e-31,0.0,0.0,1.2104206286283788e-111,0.16917770764316953,0.0,1.8289432523358657e-271,0.0,1.1438672605613738e-190,0.0,1.0,0.0,0.0,3.2707208049450807e-19,0.0,1.0,3.6103751765915523e-39,0.0,0.0,1.837290705721846e-91,0.0,7.678125074417729e-96,1.370963022902555e-26
SREBF1_filtered,1.0,1.0,0.0,5.530353389587549e-79,3.463635682201885e-170,0.00187998517457067,1.4470902694245436e-113,2.8236028804256734e-49,2.143342260754718e-28,4.8048783610082906e-152,0.00024401616446736302,0.0,0.0,0.0,0.0,0.0,2.997241091251871e-127,0.0,1.8436526472660973e-48,7.315561278533993e-55,2.5613689017459174e-118,2.3397277625610586e-193,2.184421172884809e-46,5.302217293860208e-176,0.28572583249808425,9.29224079992171e-196,1.552142565492758e-184,0.0,0.0,3.79243188739535e-35,5.5925132422776076e-39,1.444028139021418e-233,6.728704120361777e-40,2.2728894055058655e-34,0.0,3.4829485562015204e-209,1.0,8.864343236496776e-213,2.5986077133321365e-37,2.601382566243325e-131,1.0,7.757474116412271e-35,8.695330704252057e-186,0.0,4.2534701311540987e-72,1.0,0.0,1.4123874457634001e-142,0.0,4.587827987976135e-38,3.0898584961745314e-204,0.3176781621661313,1.9522385972406667e-45,1.369999250033282e-159,3.6706969013597916e-05,1.6410039489500428e-210,1.0,3.0530284246856484e-08,1.010220651404761e-179,1.4848829716239633e-283,2.6083722402683362e-24,0.0,1.7982444087556206e-30,2.3476296776732507e-28
LMO2,0.0005271827846473017,0.0024824214786754594,0.0,0.0,0.0,7.0919979968644474e-65,3.11754322133235e-297,0.0,1.2951527952571704e-38,0.0,7.375328140417267e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.162737042790594e-66,0.0,0.0,0.0,2.962531106571465e-271,0.0,1.8117250758377672e-21,0.0,0.0,0.0,0.0,0.0,1.944561197659975e-231,0.0,1.2132025370407273e-166,2.816999992927292e-261,0.0,0.0,1.0,0.0,9.985022104526332e-230,0.0,6.128439148493535e-33,1.107799481107639e-80,0.0,0.0,0.0,2.915277033137339e-23,0.0,0.0,0.0,1.0426908564152612e-112,0.0,0.0021037607565472104,6.033004717168906e-294,0.0,6.893460974918009e-22,0.0,0.0002019862891700427,0.048712022166112465,0.0,0.0,4.2400223165707564e-182,0.0,0.0,1.3204643849775247e-74
STAT5B_filtered,1.0,0.007750972645040386,0.0,1.1493409818384215e-99,5.17456201490154e-185,2.4510648786689732e-08,1.6465587081719377e-122,2.1724316816110906e-181,8.251344677743427e-34,3.3183813329470455e-145,5.318259127740128e-32,4.910982469791945e-286,0.0,4.178868298527295e-258,2.9003112922188005e-154,0.0,0.0,0.0,2.4108314862540424e-16,1.929782332067797e-117,2.0433372854671237e-83,3.330734679859783e-188,3.9789408773787674e-109,2.3993634725281573e-128,1.301877024109568e-41,8.460406611877502e-201,7.743766040614038e-130,0.0,0.0,2.206830383149206e-90,1.5305392056076417e-19,2.1240910556233873e-185,8.257053108759792e-64,7.307845159730617e-108,0.0,1.5300342846456136e-157,1.0,1.6255656495330694e-117,1.0968571537418677e-20,3.665922073180106e-274,0.18736674482304028,2.204307295446179e-11,0.0,1.4117292145702487e-305,7.157982849296042e-216,9.030359710407097e-145,7.565083154058644e-191,1.6598786562283571e-186,1.715807032365104e-129,0.019962890661175074,0.0,2.7053135555280233e-06,1.3650097448702417e-26,9.019639569669833e-64,1.0,4.9131017690870615e-253,1.0,3.635083857965112e-52,3.090445031024405e-198,0.0,2.6561645272813684e-61,1.1746450016743858e-258,8.744216735823406e-74,1.960322538631616e-06
ZMYND8,1.0,3.8205778212676796e-34,0.0,0.0,0.0,2.3916019405563663e-96,0.0,0.0,8.354856812547031e-169,0.0,1.7554701608251093e-50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.481706599789063e-56,0.0,0.0,0.0,0.0,0.0,2.157215621906122e-78,0.0,0.0,0.0,0.0,0.0,6.000126134400117e-168,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.009911486451263e-205,0.0,0.00016790942012091952,1.3231504880078164e-62,0.0,0.0,0.0,1.2627496095302103e-137,0.0,0.0,0.0,1.7697155276655334e-80,0.0,1.6389526126656095e-34,1.2627716096925049e-203,0.0,1.0,0.0,1.0,6.533031813745467e-26,0.0,0.0,4.0474e-320,0.0,3.769979623323264e-189,1.0
FLAG_MEF2C,5.936672033514534e-12,1.0,4.68284714670241e-277,1.0,9.836336274303874e-26,0.0,2.8572133725884956e-247,1.0,1.0,6.579548027515082e-23,1.0,4.842889209735224e-97,1.3060247988461223e-92,3.1575412676340454e-112,1.7039724336725056e-48,1.4323643889004963e-48,5.337239652462455e-14,1.2847008940361272e-36,0.0,5.084153969189752e-09,1.469068415554569e-07,2.141843125697907e-22,1.0,3.6635429846452174e-20,1.0,6.329672831688178e-07,1.9731920839912054e-30,1.3303263373214208e-83,2.9607135112808314e-62,1.0,5.011959487718837e-19,5.7361949155397e-23,1.0,0.01367990589368015,2.2172784455104645e-47,9.037086285447616e-22,0.061125561946553345,0.0019190543157892326,2.8233268237635495e-05,2.6012538562508176e-08,6.203544869804867e-06,8.648232988158113e-06,2.5569899653572096e-34,2.0974977020713076e-53,1.0,1.3527204623038262e-06,2.9809201704435863e-49,2.4902450162582052e-27,3.962170040537222e-158,0.07939308427910849,4.00315338998753e-13,0.004079628597105018,6.6500300099875584e-18,3.678700768394825e-27,8.67349352835393e-12,1.9971505449946198e-27,1.0,1.6873417262906483e-18,1.7412382323001167e-123,7.957670522197361e-147,1.0,4.3694986574289717e-35,8.890831847742144e-13,6.321029329222876e-11
LYL1_filtered,1.0,9.071868539387455e-06,1.1496320668019131e-245,4.730478054387192e-139,5.902173138080443e-223,2.2051475200225858e-13,1.4581529691371691e-83,1.79504432919008e-286,6.204282990672598e-65,3.9629517875660696e-200,3.1404411553208066e-93,1.652644147093345e-23,3.4740559457332423e-63,5.813557554592627e-104,3.2362299436066053e-59,0.0,3.752919590396182e-107,0.0,1.1870286507011884e-09,0.0,6.258942690838994e-62,0.0,5.469958220872234e-150,2.9656870813806363e-87,5.141063100779385e-32,1.57848e-318,9.715118444068362e-105,4.3910030203928204e-256,9.576036721392641e-263,4.654098864585025e-50,1.398743146764202e-51,2.4857066280048383e-108,1.5155017604465789e-97,2.477322500003663e-66,0.0,6.282163382039611e-174,1.0,1.0,1.0,2.3837929947786748e-151,0.00011187374186909761,1.0,1.1122424951856612e-253,1.7706115815961603e-28,1.112651536498256e-136,2.339078705792771e-148,2.221847875125146e-218,2.483210564286784e-134,0.000132092943485466,0.3768653447726876,2.8882669452438e-274,0.0005009685993665992,2.885648288415754e-63,5.965804447668346e-10,1.0,6.515286975000971e-109,1.0,2.7913239032001555e-131,2.90514175978227e-104,1.3504840703336728e-261,5.65654175820879e-45,1.0,5.970557938386514e-121,6.422582064454624e-25
MYC_filtered,6.144680858862877e-05,1.0,0.0,4.970857767221791e-50,3.620923968487037e-85,5.586272311919255e-64,1.0527070822431752e-54,5.52271944353772e-112,3.448251731183478e-06,1.5191242198272145e-132,1.0,0.0,0.0,0.0,1.1511198230749934e-165,0.0,1.7954301785527753e-94,0.0,3.086380774603615e-10,1.6467900137190356e-76,0.0,2.3616438052389146e-212,2.3011359958553443e-62,0.0,1.0,1.044815742300388e-177,2.976318748726848e-170,0.0,0.0,3.346220427017479e-67,2.3076945956282685e-292,3.905428159186346e-256,5.337495927131217e-16,1.5779104230400177e-45,0.0,0.0,1.0,4.14135281697131e-155,1.6386755970571225e-44,2.7064155318858324e-263,8.591344305842284e-09,0.002654572766115654,2.325223e-317,0.0,1.1309014553930535e-67,0.0012517607134783938,3.009821569741767e-166,5.380933963351635e-120,4.740141457815721e-191,2.330060738715122e-121,0.0,1.0,1.417597248332633e-309,1.0682401900304002e-149,3.1925285500863732e-12,0.0,1.0,1.0,4.3659442274625165e-254,0.0,5.216782844010895e-57,0.0,1.096647849116459e-56,1.0
TFAP4_filtered,0.820028587147489,1.0,0.0,7.796110823488629e-161,1.0560154098498389e-215,2.855058877540379e-63,1.0829858466049215e-138,3.3469551887003606e-240,2.12874693249509e-114,8.751030823157662e-279,1.49732185580014e-10,0.0,0.0,0.0,4.1001100322706224e-282,0.0,2.0515789795596974e-216,0.0,1.0796433269231974e-29,0.0,1.9913503276983814e-213,0.0,6.006852224787922e-129,4.79615e-318,5.983546032133348e-14,0.0,1.5672108890412393e-241,0.0,0.0,2.0734011785160905e-111,2.1227061842980065e-161,0.0,1.8326302493054472e-100,1.9815225086056136e-100,0.0,0.0,1.0,1.1946984075528996e-163,6.113766749170912e-36,0.0,1.0,6.403440291248782e-13,0.0,0.0,3.406570016938882e-149,1.0718897290784466e-63,0.0,5.170517141165523e-218,1.6635318810677872e-225,5.7073507417953995e-56,0.0,1.0,4.4522078941857715e-190,7.745208504394374e-171,1.0,0.0,1.0,1.3136453953395148e-16,0.0,0.0,2.9263423410864165e-118,0.0,9.601765610069574e-90,1.0
RUNX2_filtered,0.7191980834089574,3.844679653408055e-06,2.5238817491999483e-215,8.849468391436985e-145,3.8569433340217314e-143,3.165549930906999e-158,3.064700854020562e-123,0.0,4.687748121111495e-24,6.991088087074634e-117,6.556637490186835e-23,1.0186477056554878e-139,1.0043342275833086e-187,1.9976631393418241e-146,2.2182019385773157e-92,0.0,1.2853416673264913e-180,0.0,1.0,3.2295924125706905e-284,2.438556408025991e-89,6.740671547023449e-186,0.0,3.6117566862749275e-126,0.003151429579062366,6.394431274181483e-236,1.0416778994606724e-93,3.3418740778635138e-301,0.0,7.748879916158506e-84,5.252326310715742e-33,1.5410520129544922e-95,8.803957281226591e-55,2.372374341745539e-101,0.0,4.246996404458558e-131,1.0,7.116847857050654e-60,2.8933757170281623e-09,5.725065030364665e-173,2.2163852495449993e-05,1.0,0.0,2.3898401318922355e-101,4.3126900332726785e-267,5.345007684252139e-203,4.1295480920972604e-160,1.1769314685161691e-173,6.062953842144556e-28,1.0,0.0,2.5081992354155668e-12,5.3240355140817296e-42,7.475512091379632e-27,1.0,4.2696896785621916e-119,1.0,1.9236163308749285e-179,9.506210487625942e-106,1.4526483474278045e-272,3.693872078876398e-123,4.008615557823944e-74,5.791935538308615e-45,2.1922656624929007e-33
