,LYL1,IKZF1,MYB,LMO2,GFI1,MAX,MYC,SP1,ELF2,MEF2D_FLAG,RUNX2,MEIS1,RUNX1,FLI1,ETV6,CEBPA,PU1,IRF8,FOXP1,ZMYND8,ZEB2,GATA2,LDB1,MYBL2,activation,repression,IRF2BP2,mediator,cohesin,CTCF,POLII,H3K27ac,H3K79me2,H3K4me3,open regions,promoters,super_enhancer,regular_enhancer,state_1,state_2,state_3,state_4,state_5,state_6,state_7,state_8
H3K79me2,0.1303800654417317,0.22534197264218864,0.2712776639755794,0.5214489990467112,0.16338832487309646,0.18023117820184184,0.2439777362147058,0.3442836712374863,0.26566094259883377,0.37950313578686373,0.1903116107988063,0.1880183662728444,0.2316441330306918,0.20930622589120995,0.35424578459668843,0.15121529304834785,0.1689859933819863,0.17227722772277226,0.2259684525304175,0.345802085238705,0.2399904671115348,0.149094601455407,0.1016949152542373,0.5688073394495413,0.34325400244713666,0.013960909453530115,0.3761569108182654,0.3677247775239524,0.23873446657425645,0.15211451651223568,0.7243731563421829,0.3704078406576035,1.0,0.17986474023977866,0.15957791156858936,0.5864813135892012,0.3685531535908024,0.25960761260930265,0.024822695035460994,0.2999637286906057,0.2878094615573168,0.01849227126444448,0.03125,0.40481117434040353,0.18277066356228172,1.0
H3K4me3,0.45339374108566155,0.32482492309706135,0.33052174960838654,0.2367333968859231,0.31107233502538073,0.2756337225861578,0.26419090970547804,0.2016909228569025,0.2567538650831862,0.23972969031066169,0.2880005552085502,0.2942596323115733,0.3099526300207244,0.3038406350744461,0.29014127297584685,0.29030697510774917,0.26873215176102627,0.28583194602646106,0.31837377588056703,0.2817358697640388,0.31776294884016526,0.29455068539515994,0.1271186440677966,0.045871559633027525,0.5586881968738691,0.030315117670522536,0.2665032178976402,0.2892700057963108,0.19702828238612874,0.09438108814445237,0.07319321533923304,0.31855833069870376,0.26760885473838275,1.0,0.25374937959905913,0.03515664349753198,0.4141365071654117,0.6624537683395793,0.028748733535967578,0.41470197074114373,0.21398807092082686,0.08197295359423722,0.03125,0.1546818416968443,0.9962488681929893,0.2081967213114754
open regions,0.9359845624632939,0.8395837423915178,0.9289874282042013,0.9511916110581506,0.8210659898477157,0.8120075002373492,0.888951483876783,0.9490620005047531,0.8674637564863853,0.939763722106082,0.8277604275105837,0.8063193045498267,0.9147340373038587,0.8222797830907702,0.9363512076560838,0.6386079103996247,0.7468723085988849,0.8221677034960133,0.8862054009633163,0.977364185110664,0.8605815061963775,0.6735488238280589,0.5,0.8501529051987767,0.7521153945577059,0.7901874750698046,0.9775053631627337,0.904906406628252,0.8919530167067922,0.8384414350201949,0.9404498525073747,0.8391084413531458,0.6764544456641054,0.722963418383031,1.0,0.9790470434169437,0.6775159906080479,0.7202831459573321,0.857016210739615,0.8556704147019707,0.5419560421603072,0.586766937353054,0.8125,0.834971546818417,0.7235803906351054,0.4540983606557377
promoters,0.0445507173420589,0.1679102035473526,0.21584929911234285,0.43914839529710836,0.08835659898477158,0.11194578942371594,0.20494850936295828,0.3719609657609153,0.2190124645589258,0.35028440857601245,0.12100770351863419,0.10959873686502968,0.19458699299319057,0.1490412388424054,0.3100410147349233,0.04604626616237136,0.08859525860115135,0.09613598527994392,0.1635583354258452,0.33336381927931225,0.1850174769621862,0.04645456083939753,0.059322033898305086,0.5504587155963303,0.1414513933169042,0.2600717989629039,0.3414036163040147,0.28504210849330014,0.2215656234041001,0.13572107388928487,0.6050884955752213,0.25472652545052166,0.26628247347237466,0.01072855825391946,0.10486394337627587,1.0,0.058942595741235525,2.4493594924927133e-05,0.05319148936170213,0.166575988393181,0.04297736743197974,0.02322789348184956,0.375,0.3613554061045008,0.01228819040227655,0.05737704918032787
super_enhancer,0.18952932292977598,0.15449309509784673,0.15600273125276137,0.22065459167461074,0.09866751269035533,0.11484145067881894,0.141041530522568,0.1449903255657441,0.13240250361097738,0.15795614760075843,0.10419876466097577,0.10645904793016461,0.12264383696832133,0.11469727745373907,0.1707428224213884,0.08976163250945554,0.09500929241648158,0.09893980548497328,0.11938731252996096,0.16398390342052313,0.1632507149666349,0.10306312404806228,0.025423728813559324,0.10091743119266056,0.1670601616488876,0.02153968887116075,0.1770150168556543,0.21238364758430223,0.13611050314924247,0.0896887621762889,0.252212389380531,0.2557698387606703,0.20819612147822905,0.15723947125730095,0.0902872186616603,0.0733353480406971,1.0,2.4493594924927133e-05,0.025709219858156027,0.2082879941965905,0.12137429528556255,0.0064197695552850546,0.078125,0.18416968442834972,0.14525934549217437,0.1
regular_enhancer,0.4627905025589395,0.38078408272792724,0.3993252199060128,0.3304734667937718,0.33756345177664976,0.334698091711763,0.3432859364084999,0.3003701522671826,0.34614561600599153,0.33992901939812337,0.3476854743563051,0.3491043719714706,0.36862232310273363,0.3693606395468013,0.3463466504633146,0.33880141906353534,0.3244979828656906,0.33963024621046173,0.3824046385280891,0.35426193524785077,0.35430568795678424,0.3360128617363344,0.22033898305084745,0.1162079510703364,0.7035862615678908,0.06781013163143199,0.34955562365920934,0.3819086910566334,0.27693879039906616,0.17278450938465192,0.19856194690265486,0.5004426177679419,0.4847694840834248,0.8314171533968644,0.3172892255238342,0.00010073536818777072,8.096510404015869e-05,1.0,0.061170212765957445,0.4857030588804256,0.39304681755045345,0.09688015874339263,0.21875,0.4671495085359545,0.8419350666149269,0.8442622950819673
state_1,0.01854182397852169,0.045716342692584594,0.026308390569144878,0.008833809977756594,0.0404505076142132,0.07590430076901168,0.0707799085111657,0.05535458904685791,0.052666773658588774,0.029704895716855462,0.04599902838503713,0.04558900927387888,0.03256686075199842,0.04183515643925983,0.0164058939693149,0.026900636233031343,0.0390508136530529,0.04021729606588977,0.03115940374825941,0.022818730565209437,0.044169049888782966,0.023269588762904046,0.0423728813559322,0.01529051987767584,0.010529581057094112,0.17351416035101716,0.017775053631627336,0.026901701387705004,0.17745191021619125,0.36754573532905677,0.004424778761061947,0.009326588681631363,0.008964507866813026,0.006978173993237012,0.07301309855203815,0.042308854638863705,0.016435916120152213,0.011830406348739804,1.0,3.0226091161890945e-05,4.085301086690089e-05,1.6674726117623517e-05,0.015625,0.0002586652871184687,0.0001293493726555426,0.001639344262295082
state_2,0.49207148250692173,0.4420119117743308,0.5041571273647427,0.6495710200190657,0.31868654822335024,0.3253346624893193,0.4432701624715506,0.528224110372676,0.43449419568822556,0.541056930332053,0.33162606704143244,0.33683599208725795,0.42714398499950657,0.38266589642770626,0.5685857511772748,0.24376227753833524,0.28190018584832965,0.31700692193113117,0.4106193074166229,0.5678159868300713,0.4469335875436924,0.26248096124555764,0.23728813559322035,0.5076452599388379,0.4580626260189222,0.18946948544076586,0.58430891817346,0.6332981008558083,0.446706062595754,0.25380137799952485,0.7228982300884956,0.5997154600063231,0.45389681668496157,0.42176452505379647,0.30544226494896526,0.5551526140828045,0.5579305319407335,0.3935875768486541,0.00012664640324214793,1.0,4.085301086690089e-05,1.6674726117623517e-05,0.015625,0.0002586652871184687,0.0001293493726555426,0.001639344262295082
state_3,0.1159493246077691,0.14578833693304535,0.12097843113628148,0.09532888465204957,0.14831852791878172,0.16552739010728187,0.13374045113459676,0.1077227223016741,0.14093510939924037,0.10963099810394282,0.15588868068568257,0.1505961779278053,0.12957663081022402,0.1430035592493897,0.09175148108765001,0.1808133227783153,0.16623226508317845,0.14833961272233417,0.13801447257287647,0.09671666361807207,0.15387670797585,0.16982568962599426,0.13559322033898305,0.09480122324159021,0.20957485308563256,0.012365376944555246,0.09690468893656144,0.08616045552183846,0.08793560467887454,0.09295557139463055,0.09015486725663717,0.148751185583307,0.32221917306988657,0.16102059637257915,0.14313458924062925,0.10597360733353481,0.24054732410331148,0.23565287677272392,0.00012664640324214793,3.0226091161890945e-05,1.0,1.6674726117623517e-05,0.015625,0.0002586652871184687,0.0001293493726555426,0.001639344262295082
state_4,0.2397852168806108,0.23329406374762746,0.2037594890950717,0.06660311407689863,0.3902284263959391,0.3231985189404728,0.22549969578835882,0.1680827795070245,0.24271117530626438,0.16592931109922698,0.3556943576931085,0.3564000653345674,0.27926083094838644,0.31049326351489853,0.17119854169831383,0.4546134224645967,0.4125039662753275,0.3911679663541575,0.2926244664094779,0.15552405341137734,0.22068636796949476,0.44762227111186326,0.5423728813559322,0.28440366972477066,0.11151705240663828,0.5859593139210212,0.1455715599141894,0.09754850148317365,0.18158605092288613,0.23129009265858874,0.03761061946902655,0.04451470123300664,0.05072264910354921,0.15112204119274517,0.3796745862195464,0.14032436788556463,0.031171565055461096,0.14230778651382664,0.00012664640324214793,3.0226091161890945e-05,4.085301086690089e-05,1.0,0.015625,0.0002586652871184687,0.0001293493726555426,0.001639344262295082
state_5,0.00016779931202282072,0.0005235944760782773,0.0006024822267743102,0.0010168414362885288,0.0009517766497461929,0.000652710528814203,0.0012168465646618745,0.0015142592748380583,0.0007756914352966351,0.0007778696096066897,0.00044416684016933863,0.00025407887334168166,0.0005181091483272476,0.0004658703389672586,0.0003038128512836093,0.00014659747265957136,0.00036263088708580755,0.0003504775256286691,0.00041089323624078346,0.0006859337845253338,0.0006355258976803305,0.0002538500592316805,0.00847457627118644,0.0030581039755351682,0.0004997673496820445,0.025528520143597924,0.000429053018694453,0.0012615500017047973,0.0014591084847158386,0.0005939653124257543,0.00018436578171091445,0.0008536199810306671,9.147457006952067e-05,6.148170919151552e-05,0.000561058242161369,0.0024176488365064974,0.00040482552020079345,0.00034291032894897985,0.00012664640324214793,3.0226091161890945e-05,4.085301086690089e-05,1.6674726117623517e-05,1.0,0.0002586652871184687,0.0001293493726555426,0.001639344262295082
state_6,0.03355986240456414,0.05658092807120885,0.06599188657267945,0.12481728630441691,0.02490482233502538,0.04144118484762176,0.06275773486265408,0.09030874064103643,0.06711068314342267,0.09572657883222326,0.03986397390519814,0.03787590061886354,0.05637520971084575,0.04897229003223823,0.08339662767735075,0.022356114580584632,0.03322605502923712,0.0343117497590467,0.05049421325358961,0.09054325955734406,0.057753415951700034,0.023946522254188526,0.00847457627118644,0.08256880733944955,0.06645182415082634,0.008376545672118069,0.09445295740116458,0.0862286474138225,0.05979912939860412,0.0340936089332383,0.12481563421828909,0.1217831172937085,0.07157885107939993,0.01838303104826314,0.03482876934032498,0.1407273093583157,0.05764715407659299,0.0442354324344184,0.00012664640324214793,3.0226091161890945e-05,4.085301086690089e-05,1.6674726117623517e-05,0.015625,1.0,0.0001293493726555426,0.001639344262295082
state_7,0.09874989512542999,0.07313960337718436,0.07567176768285336,0.05014299332697807,0.07233502538071065,0.06506930599069591,0.06048178110282353,0.045806343063851264,0.057829133900390524,0.0544994895230687,0.06718023457561247,0.06934538393132611,0.0720911872101056,0.06969420270950188,0.0651678566003342,0.06702436449995602,0.06298445220071619,0.06552177341627968,0.07412057433743466,0.06370038412291934,0.07268827454718779,0.06870874936537485,0.01694915254237288,0.009174311926605505,0.13285194823099591,0.0043877143996808934,0.0583512105424456,0.06488458522281701,0.04309233724860777,0.018412924685198385,0.016224188790560472,0.07085045842554537,0.06462678375411636,0.2367660620965263,0.06035691935866727,0.009569859977838218,0.09092381183709822,0.1594288093663507,0.00012664640324214793,3.0226091161890945e-05,4.085301086690089e-05,1.6674726117623517e-05,0.015625,0.0002586652871184687,1.0,0.001639344262295082
state_8,0.0010067958721369243,0.0029452189279403104,0.002530425352452103,0.003686050206545917,0.0031725888324873096,0.002860058862622235,0.0022308853685467697,0.002734079246235383,0.003370245546461242,0.0026253099324225777,0.0032896106600041643,0.0031033919529591114,0.002245139642751406,0.0027206827795687905,0.0016709706820598512,0.004383264432521183,0.0037282988078509586,0.003066678349250854,0.0025110142214714542,0.002194988110481068,0.0031776294884016524,0.003469284142832967,0.00847457627118644,0.0030581039755351682,0.010512347700208523,0.00039888312724371757,0.0022065583818571865,0.003716458113130349,0.001969796454366382,0.0013067236873366595,0.003687315634218289,0.00420486879544736,0.027899743871203805,0.003904088533661236,0.0029887140976672926,0.0035257378865719753,0.00493887134644968,0.012614201386337473,0.00012664640324214793,3.0226091161890945e-05,4.085301086690089e-05,1.6674726117623517e-05,0.015625,0.0002586652871184687,0.0001293493726555426,1.0
