,mr343-MV411-DMSO-r1_tcount,mr344-MV411-DMSO-r2_tcount,mr345-MV411-DMSO-r3_tcount,mr346-MV411-DMSO-r4_tcount,mr347-MV411-YLK-r1_tcount,mr348-MV411-YLK-r2_tcount,mr349-MV411-YLK-r3_tcount,mr350-MV411-YLK-r4_tcount
GALC,0.03076923076923077,0.023076923076923078,0.022857142857142857,0.03167420814479638,0.042071197411003236,0.01818181818181818,0.02262443438914027,0.020785219399538105
GALE,0.0,0.0,0.006993006993006993,0.007575757575757576,0.023529411764705882,0.010526315789473684,0.0,0.0125
GALK1,0.005376344086021506,0.0,0.0,0.0,0.014705882352941176,0.02,0.0,0.01195219123505976
GALK2,0.015384615384615385,0.011627906976744186,0.011049723756906077,0.03278688524590164,0.05333333333333334,0.007194244604316547,0.029411764705882353,0.03333333333333333
GALNS,0.026634382566585957,0.015086206896551725,0.010330578512396695,0.007653061224489796,0.01773049645390071,0.018292682926829267,0.011235955056179775,0.029350104821802937
GALNT1,0.020794824399260628,0.023403640566310314,0.014397367338543809,0.01753597122302158,0.00980392156862745,0.013365735115431349,0.01786511835640911,0.0211882010801828
GALNT2,0.01249024199843872,0.015919811320754717,0.019838809671419714,0.009730538922155689,0.016736401673640166,0.016765285996055226,0.01920768307322929,0.016819571865443424
GALNT3,0.07692307692307693,0.09090909090909091,0.0625,0.10344827586206896,0.0,0.09523809523809523,0.11627906976744186,0.06666666666666667
GALT,0.057692307692307696,0.0,0.0425531914893617,0.031746031746031744,0.0,0.023809523809523808,0.0,0.019230769230769232
GAMT,0.009569377990430622,0.011730205278592375,0.005192107995846314,0.006038647342995169,0.0036429872495446266,0.011608623548922056,0.006535947712418301,0.009718172983479106
GANC,0.012958963282937365,0.024154589371980676,0.026595744680851064,0.03404255319148936,0.01592356687898089,0.027918781725888325,0.032663316582914576,0.030947775628626693
GAPDH,0.005560704355885079,0.004524221135101335,0.004937532729857111,0.005205467857294003,0.006604834176503654,0.0067588907839049965,0.007690694259945466,0.006057067795373276
GARS1,0.012433392539964476,0.011873350923482849,0.018121911037891267,0.020833333333333332,0.01834862385321101,0.009070294784580499,0.027777777777777776,0.022068965517241378
GART,0.037527593818984545,0.024464831804281346,0.03413654618473896,0.022172949002217297,0.024390243902439025,0.020833333333333332,0.011049723756906077,0.030828516377649325
GAS1,0.25,0.16666666666666666,0.25,0.5,0.0,0.0,0.0,0.0
GAS6,0.00558659217877095,0.0,0.0,0.005208333333333333,0.008733624454148471,0.024822695035460994,0.00510204081632653,0.012738853503184714
GAS8,0.0,0.018404907975460124,0.030303030303030304,0.02564102564102564,0.046875,0.07692307692307693,0.05970149253731343,0.07547169811320754
GATA2,0.21238938053097345,0.2054794520547945,0.26785714285714285,0.23931623931623933,0.29411764705882354,0.2682926829268293,0.2833333333333333,0.17592592592592593
GATM,0.004651162790697674,0.004098360655737705,0.0,0.005952380952380952,0.0,0.0,0.0,0.005076142131979695
GBAP1,0.1,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.07142857142857142
NIPSNAP2,0.019433198380566803,0.011864406779661017,0.011740331491712707,0.00894308943089431,0.004489337822671156,0.01125703564727955,0.013206162876008804,0.006010518407212622
GBE1,0.008417508417508417,0.00903954802259887,0.003766478342749529,0.005415162454873646,0.003703703703703704,0.011090573012939002,0.009940357852882704,0.017741935483870968
GBP2,0.0,0.041666666666666664,0.06451612903225806,0.09375,0.15789473684210525,0.14893617021276595,0.06818181818181818,0.10526315789473684
GBP3,0.15873015873015872,0.05319148936170213,0.056818181818181816,0.1016949152542373,0.044444444444444446,0.1320754716981132,0.022222222222222223,0.03571428571428571
GCDH,0.024390243902439025,0.004301075268817204,0.02207505518763797,0.009615384615384616,0.016194331983805668,0.006006006006006006,0.007905138339920948,0.024844720496894408
GCH1,0.0438871473354232,0.05825242718446602,0.05194805194805195,0.06129032258064516,0.01744186046511628,0.06752411575562701,0.027906976744186046,0.05245901639344262
GCHFR,0.024390243902439025,0.017595307917888565,0.002967359050445104,0.012096774193548387,0.0,0.015,0.0,0.006134969325153374
BLOC1S1,0.003215434083601286,0.01098901098901099,0.008902077151335312,0.017006802721088437,0.022857142857142857,0.0038461538461538464,0.0,0.00554016620498615
KAT2A,0.009501187648456057,0.01643192488262911,0.022263450834879406,0.009216589861751152,0.023809523809523808,0.010752688172043012,0.01675977653631285,0.031496062992125984
NR6A1,0.27205882352941174,0.2558139534883721,0.23880597014925373,0.23741007194244604,0.14754098360655737,0.25882352941176473,0.17391304347826086,0.2601626016260163
GCNT1,0.11373092926490985,0.13808463251670378,0.1044776119402985,0.11479944674965421,0.07920792079207921,0.07730263157894737,0.12065439672801637,0.125
GCSH,0.043478260869565216,0.06976744186046512,0.0,0.0,0.14285714285714285,0.0,0.0,0.0
GDI1,0.004213483146067416,0.007263922518159807,0.007471980074719801,0.008,0.017467248908296942,0.006097560975609756,0.006493506493506494,0.013872832369942197
GDI2,0.020736305167442893,0.01944488003763525,0.015702937372990947,0.018374558303886925,0.014815970056144729,0.013537168864511612,0.016647458061211422,0.02261181392568981
GEM,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.75,0.7142857142857143
GFER,0.09210526315789473,0.06779661016949153,0.11931818181818182,0.09198113207547169,0.09541984732824428,0.08814589665653495,0.0871559633027523,0.09959349593495935
GFI1,0.19632938903646463,0.1980127750177431,0.19287772745986004,0.21115921115921116,0.1886904761904762,0.175,0.19902200488997554,0.19987737584304108
GFPT1,0.12121212121212122,0.12026143790849673,0.08275862068965517,0.1266540642722117,0.06832298136645963,0.11647254575707154,0.10021786492374728,0.10080645161290322
GGCX,0.002488593944421402,0.004156563907170073,0.0029634507737899243,0.006259780907668232,0.0011641443538998836,0.0032388663967611335,0.0028544243577545195,0.0042057586541572305
GGT1,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0
B4GALT1,0.04672897196261682,0.04916943521594684,0.05596107055961071,0.04918032786885246,0.08602150537634409,0.1032719836400818,0.09600862998921252,0.11624548736462094
GGT7,0.023255813953488372,0.0,0.015384615384615385,0.023809523809523808,0.0,0.0,0.0,0.0
GGT5,0.0,0.0,0.0136986301369863,0.0,0.02631578947368421,0.0,0.0,0.0
GIPR,0.04417670682730924,0.047619047619047616,0.022641509433962263,0.03260869565217391,0.023529411764705882,0.05555555555555555,0.022988505747126436,0.027888446215139442
GJA3,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0
GK,0.020036429872495445,0.007662835249042145,0.017684887459807074,0.003838771593090211,0.016778523489932886,0.005988023952095809,0.01384083044982699,0.019927536231884056
GK3P,0.0,0.021052631578947368,0.0,0.0,0.02564102564102564,0.046153846153846156,0.0,0.039473684210526314
GLA,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPC3,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0
GLB1,0.005154639175257732,0.01838235294117647,0.018518518518518517,0.0163265306122449,0.007042253521126761,0.024390243902439025,0.006578947368421052,0.01171875
GCLC,0.03676470588235294,0.03669724770642202,0.03289473684210526,0.08,0.01282051282051282,0.019230769230769232,0.03759398496240601,0.03289473684210526
GCLM,0.02403846153846154,0.043478260869565216,0.03240058910162003,0.052545155993431854,0.021917808219178082,0.01687116564417178,0.03284072249589491,0.0315955766192733
GLDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLE1,0.026083112290008842,0.0255084453636677,0.0284846183061147,0.030360531309297913,0.024390243902439025,0.022796352583586626,0.03185840707964602,0.027731788079470198
GLG1,0.014054265079055241,0.015301243226012113,0.011748445058742226,0.015863689776733254,0.012365376944555246,0.017619951206288967,0.011089367253750815,0.01657092355280601
GLI1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLI3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLI4,0.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.022727272727272728
GLO1,0.016735537190082646,0.016889411073579087,0.012350163458045769,0.013939393939393939,0.00900032144005143,0.012266355140186916,0.018748535270681977,0.018448795180722892
GLS,0.010265700483091788,0.016504443504020312,0.013105413105413105,0.01652892561983471,0.016753926701570682,0.013579576317218903,0.021725239616613417,0.018879415347137638
GLRX,0.023454157782515993,0.027331189710610933,0.027422303473491772,0.021141649048625793,0.0035335689045936395,0.0091324200913242,0.00546448087431694,0.008097165991902834
GLUD1,0.015403080616123225,0.014557217953902144,0.012562409405701401,0.01563990082014114,0.011555806087936866,0.012855209742895805,0.012038523274478331,0.015930965814802522
GLUL,0.040435124883704286,0.040981425302038424,0.035815495930057284,0.039181008094687435,0.021666087359518017,0.02389705882352941,0.028317547114539595,0.029010958134307388
GM2A,0.011572856391372961,0.010863124629666206,0.009558983271779274,0.00779874213836478,0.005829596412556054,0.00937207122774133,0.007370054305663305,0.008942258559018906
GMDS,0.0,0.0196078431372549,0.022988505747126436,0.0,0.046511627906976744,0.03278688524590164,0.0,0.013888888888888888
GMFB,0.036902800658978586,0.03322545846817691,0.03306035790112223,0.035555555555555556,0.016227180527383367,0.0184375,0.022476190476190476,0.03333333333333333
GMPR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
GNA11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GNA12,0.02792990142387733,0.045372050816696916,0.03963873557451079,0.04164222873900293,0.03747534516765286,0.03607060629316961,0.04192139737991266,0.050169109357384445
GNA15,0.03795066413662239,0.02595529920692141,0.03135048231511254,0.02574257425742574,0.04878048780487805,0.0421216848673947,0.04528985507246377,0.036440677966101696
GNAI1,0.10810810810810811,0.045871559633027525,0.05970149253731343,0.06557377049180328,0.0,0.09722222222222222,0.10416666666666667,0.037037037037037035
GNAI2,0.009070498428378985,0.007908672030809435,0.009618416903185115,0.008070682185031009,0.006560310123751305,0.00698125404007757,0.006580871599883006,0.008451577886330155
GNAI3,0.03106332138590203,0.034261241970021415,0.02378454004896817,0.028527957398250287,0.018948655256723717,0.023773006134969327,0.02497808939526731,0.026138909634055265
GNAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GNAO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GNAQ,0.06738444403192871,0.0784313725490196,0.06151085005710556,0.08343347639484978,0.03480502739284563,0.05191045928213045,0.05927781256522647,0.07493309545049064
GNAS,0.009801038910124474,0.007753723322585598,0.008034409998376887,0.007353634392382389,0.00810273658462009,0.005871517384296569,0.007960064759848893,0.008077392692777309
GNAZ,0.058823529411764705,0.0,0.03571428571428571,0.038461538461538464,0.0,0.0625,0.0,0.07142857142857142
GNB1,0.019193519985913014,0.020370622700640415,0.020264251781472686,0.019807724183656554,0.015849363316174477,0.01689795147739073,0.0201483449573785,0.0212902707479714
GNB2,0.015055008685581933,0.015992003998001,0.018858307849133536,0.015734265734265736,0.010912698412698412,0.011846001974333662,0.013513513513513514,0.017703591299949417
GNB3,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0
GNG3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GNG4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GNG5,0.019487179487179488,0.017045454545454544,0.015943312666076175,0.014423076923076924,0.011864406779661017,0.011083743842364532,0.015647226173541962,0.00993676603432701
GNG7,0.014778325123152709,0.011246485473289597,0.012834224598930482,0.007802340702210663,0.010822510822510822,0.020869565217391306,0.01910828025477707,0.008484848484848486
GNG10,0.020161290322580645,0.005115089514066497,0.020905923344947737,0.008368200836820083,0.006329113924050633,0.0028169014084507044,0.011406844106463879,0.013333333333333334
GNG11,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0
GNGT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GNRH1,0.16666666666666666,0.5,0.75,0.0,0.0,0.0,0.0,0.2
GNRHR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GNS,0.015395141977420458,0.01195219123505976,0.00944231336677486,0.010792580101180439,0.004972375690607734,0.00532292405961675,0.01042611060743427,0.009121621621621622
GOLGA1,0.096045197740113,0.10344827586206896,0.08823529411764706,0.07772020725388601,0.08333333333333333,0.040983606557377046,0.06896551724137931,0.1111111111111111
GOLGA2,0.0121765601217656,0.01139240506329114,0.028493894165535955,0.03225806451612903,0.015189873417721518,0.016632016632016633,0.019138755980861243,0.02702702702702703
GOLGA3,0.06001224739742805,0.05002748763056625,0.04898183819482664,0.051963746223564956,0.03424657534246575,0.041084634346754315,0.041584158415841586,0.05239933811362383
GOLGA4,0.0891089108910891,0.05263157894736842,0.05732484076433121,0.050724637681159424,0.04,0.05084745762711865,0.10638297872340426,0.06666666666666667
GOLGB1,0.06115107913669065,0.042328042328042326,0.03044496487119438,0.05901639344262295,0.07582938388625593,0.05067567567567568,0.06296296296296296,0.08168316831683169
GOT1,0.039603960396039604,0.028985507246376812,0.024193548387096774,0.025423728813559324,0.013513513513513514,0.02247191011235955,0.0,0.032
GOT2,0.017075773745997867,0.01671541997492687,0.016304347826086956,0.024785027819929185,0.012038523274478331,0.018562874251497007,0.01471571906354515,0.021759697256385997
GP1BA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GP1BB,0.0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,0.0
GPC1,0.019417475728155338,0.026785714285714284,0.0,0.011627906976744186,0.0,0.017241379310344827,0.03636363636363636,0.0
GPD1,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.0
GPD2,0.026915113871635612,0.03036876355748373,0.02959183673469388,0.03006012024048096,0.015503875968992248,0.017185821697099892,0.02286401925391095,0.038922155688622756
GPI,0.006755669937268779,0.004367357125031195,0.005655803932130353,0.004450583179864948,0.004030226700251889,0.005095541401273885,0.0035869843709966692,0.0062232056423731155
GPLD1,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0
GPM6B,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0
GPR3,0.16049382716049382,0.1651376146788991,0.16,0.10465116279069768,0.16666666666666666,0.17142857142857143,0.125,0.1875
CXCR3,0.05063291139240506,0.07894736842105263,0.07865168539325842,0.07692307692307693,0.10294117647058823,0.2054794520547945,0.11538461538461539,0.09333333333333334
LPAR4,0.040892193308550186,0.0170316301703163,0.030470914127423823,0.033444816053511704,0.010309278350515464,0.024793388429752067,0.013114754098360656,0.015625
GPER1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPR35,0.06451612903225806,0.05439330543933055,0.04035874439461883,0.056074766355140186,0.08695652173913043,0.10714285714285714,0.03076923076923077,0.08173076923076923
FFAR2,0.4,0.0,0.16666666666666666,0.3333333333333333,0.5,0.0,0.0,0.6666666666666666
GRK5,0.04,0.047619047619047616,0.06818181818181818,0.06,0.07407407407407407,0.02564102564102564,0.034482758620689655,0.0
GRK6,0.023991275899672846,0.02897196261682243,0.033099297893681046,0.028183716075156576,0.03563941299790356,0.024793388429752067,0.03648068669527897,0.02433862433862434
MKNK2,0.03364002300172513,0.02940511196561864,0.034438447699820095,0.0309537088678193,0.035982008995502246,0.04252461951656222,0.03292181069958848,0.03782937646751892
GPS1,0.008210180623973728,0.01002865329512894,0.007082152974504249,0.0016750418760469012,0.0045045045045045045,0.004454342984409799,0.005747126436781609,0.01445466491458607
GPS2,0.026785714285714284,0.030303030303030304,0.008333333333333333,0.013422818791946308,0.01020408163265306,0.012987012987012988,0.023255813953488372,0.01282051282051282
GPT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPX1,0.02135709055406395,0.022124113299270796,0.02075154234436343,0.021593540714777492,0.02398612850399769,0.023724983860555198,0.02127659574468085,0.021588661832564273
GPX2,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0
GPX3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPX4,0.006701771182383916,0.00543267365153279,0.008209538702111024,0.005442176870748299,0.00796812749003984,0.005063291139240506,0.005339435545385202,0.004209720627631076
GPX7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRB2,0.03460074419400368,0.03254194988999442,0.03193129266681348,0.03213054083606695,0.03086946405025983,0.0302377103167475,0.03189679614403176,0.034481353168942325
GRB10,0.025806451612903226,0.03078677309007982,0.03571428571428571,0.03896103896103896,0.03943661971830986,0.04044117647058824,0.03728070175438596,0.0425531914893617
RAPGEF1,0.024637043554773426,0.029069767441860465,0.02998442367601246,0.02766798418972332,0.0297029702970297,0.03032300593276203,0.02180451127819549,0.026552462526766595
GRIA4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRN,0.005747126436781609,0.005952380952380952,0.009116809116809116,0.0025429116338207248,0.004561003420752566,0.001937984496124031,0.002296211251435132,0.0032822757111597373
GRIK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRIK3,0.0,0.06666666666666667,0.25,0.0,0.0,0.0,0.0,0.0
GRIN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRIN2C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456
GRIN2D,0.06324666198172874,0.05698630136986301,0.05407124681933842,0.058191018342821,0.061855670103092786,0.06300114547537228,0.07117008443908324,0.0619362597714973
GRINA,0.005305039787798408,0.007462686567164179,0.010348583877995643,0.009858287122612447,0.007751937984496124,0.005628517823639775,0.011904761904761904,0.009456264775413711
NR3C1,0.148840429214261,0.1442599953238251,0.1338679827267119,0.1531560397308555,0.09623149394347241,0.10658682634730539,0.1311340206185567,0.13007284079084286
ARHGAP35,0.05264837268666241,0.051961029228078943,0.0556469298245614,0.05323308270676692,0.04860661049902787,0.05666829506595017,0.042765084944346804,0.05254569190600522
PDIA3,0.01065619742007852,0.012101910828025478,0.009019426456984274,0.013513513513513514,0.008274720728175424,0.014545454545454545,0.012053379250968575,0.017094017094017096
GRPR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRSF1,0.02905811623246493,0.025482093663911846,0.022252497729336965,0.030947775628626693,0.02404965089216447,0.024770642201834864,0.021227768215720023,0.033823529411764704
GSK3A,0.02638385928608381,0.026661024121878967,0.02965547317924117,0.02382133995037221,0.023966942148760332,0.017741935483870968,0.034141958670260555,0.031945788964181994
GSK3B,0.08135750813575081,0.08675342008675342,0.06312709030100334,0.08048561151079137,0.055445544554455446,0.05602716468590832,0.07639751552795031,0.08080288214101904
GSN,0.008149010477299184,0.010344827586206896,0.004210526315789474,0.006097560975609756,0.006932409012131715,0.008912655971479501,0.0071174377224199285,0.005499541704857928
GSPT1,0.028741092636579573,0.031011873117136275,0.029558701082431308,0.02943704340352385,0.02280633938925396,0.0231055900621118,0.030526028890705915,0.02781456953642384
GSR,0.020618556701030927,0.031096563011456628,0.02060931899641577,0.027450980392156862,0.014903129657228018,0.01780104712041885,0.026282853566958697,0.025617566331198535
GSS,0.018276762402088774,0.013071895424836602,0.02242152466367713,0.012376237623762377,0.00909090909090909,0.007407407407407408,0.010101010101010102,0.004728132387706856
GSTA4,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
GSTM3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GSTM4,0.0,0.018518518518518517,0.006944444444444444,0.0,0.024691358024691357,0.0125,0.0,0.008064516129032258
GSTP1,0.0020060180541624875,0.008598452278589854,0.003956478733926805,0.005607476635514018,0.0016,0.004048582995951417,0.0029411764705882353,0.004108463434675432
GSTZ1,0.03,0.008583690987124463,0.0040650406504065045,0.01195219123505976,0.0,0.02531645569620253,0.013333333333333334,0.0038022813688212928
MSH6,0.07228915662650602,0.06896551724137931,0.044444444444444446,0.046296296296296294,0.05,0.014925373134328358,0.03896103896103896,0.10752688172043011
GTF2A1,0.08326661329063251,0.08807876530069186,0.0627151051625239,0.08411214953271028,0.058823529411764705,0.0736268017140631,0.08803521408563425,0.08848531684698609
GTF2A2,0.03294573643410853,0.011494252873563218,0.02072538860103627,0.008992805755395683,0.021739130434782608,0.019011406844106463,0.012958963282937365,0.0125
GTF2B,0.14671814671814673,0.1543026706231454,0.12389380530973451,0.11666666666666667,0.16753926701570682,0.1347517730496454,0.1099476439790576,0.16045845272206305
GTF2E1,0.19722222222222222,0.19760479041916168,0.18112244897959184,0.20604395604395603,0.18229166666666666,0.23423423423423423,0.18828451882845187,0.19506172839506172
GTF2E2,0.04602510460251046,0.034653465346534656,0.04363636363636364,0.04056795131845842,0.031914893617021274,0.03617571059431524,0.0469208211143695,0.027450980392156862
GTF2F1,0.05,0.03873075128324778,0.04513184584178499,0.043609933373712904,0.04844290657439446,0.052109181141439205,0.050514499532273154,0.0592964824120603
GTF2F2,0.019908116385911178,0.020366598778004074,0.011658031088082901,0.01849217638691323,0.012195121951219513,0.016506189821182942,0.016420361247947456,0.017391304347826087
GTF2H1,0.025196850393700787,0.035595105672969966,0.04435483870967742,0.04928664072632944,0.045081967213114756,0.02514792899408284,0.039735099337748346,0.046610169491525424
GTF2H2,0.07142857142857142,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0
GTF2H3,0.014236622484045164,0.019075568598679385,0.01993214588634436,0.017048222113979543,0.010802469135802469,0.014462809917355372,0.01740211311373524,0.025819265143992055
GTF2I,0.0625,0.01694915254237288,0.0625,0.05,0.10714285714285714,0.2222222222222222,0.0,0.09433962264150944
GTF2IP1,0.0,0.11764705882352941,0.0,0.08333333333333333,0.08333333333333333,0.047619047619047616,0.0,0.0
GTF3A,0.013636363636363636,0.013333333333333334,0.0035587188612099642,0.017699115044247787,0.0,0.0,0.0055248618784530384,0.014760147601476014
BRF1,0.023305084745762712,0.016574585635359115,0.026415094339622643,0.03524229074889868,0.024193548387096774,0.04436860068259386,0.04424778761061947,0.019646365422396856
GTF3C1,0.026615969581749048,0.015197568389057751,0.012048192771084338,0.020689655172413793,0.017142857142857144,0.02247191011235955,0.007407407407407408,0.03389830508474576
GTF3C2,0.03318077803203661,0.02263374485596708,0.03483992467043315,0.03913491246138002,0.027491408934707903,0.026455026455026454,0.02593192868719611,0.03574975173783516
GUCA1B,0.09090909090909091,0.16666666666666666,0.11538461538461539,0.058823529411764705,0.1,0.1,0.15789473684210525,0.2
GUK1,0.009501187648456057,0.014314928425357873,0.00411522633744856,0.002336448598130841,0.0038910505836575876,0.01,0.015810276679841896,0.014198782961460446
GUSB,0.02524850894632207,0.0189657967255633,0.025189331577214355,0.02130225080385852,0.030448717948717948,0.02578725514505331,0.027522935779816515,0.03318419090231171
GYG1,0.03389830508474576,0.03424657534246575,0.017150395778364115,0.03183791606367583,0.00597609561752988,0.025606469002695417,0.0148975791433892,0.0334855403348554
GYPC,0.0,0.03076923076923077,0.0,0.008130081300813009,0.04838709677419355,0.014492753623188406,0.03571428571428571,0.0234375
GYS1,0.009454949944382647,0.005941167946674395,0.007692307692307693,0.00644122383252818,0.009097525473071324,0.010635396782110717,0.0073765234124438745,0.010952128599187422
H1-0,0.02666666666666667,0.039525691699604744,0.05303030303030303,0.026923076923076925,0.03816793893129771,0.0440251572327044,0.04201680672268908,0.07281553398058252
H1-2,0.05263157894736842,0.10714285714285714,0.06451612903225806,0.0,0.0,0.0,0.0,0.07407407407407407
H2AC8,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.25
H2AX,0.07722324912713083,0.07250341997264022,0.07177549919050188,0.07722258273848151,0.07234363225320271,0.07716836734693877,0.08445297504798464,0.07720655979362447
H2AZ1,0.014661879114302813,0.014987080103359173,0.01386570804981384,0.019306184012066366,0.013336962438758846,0.013269986893840105,0.017420905086103323,0.016400220507166482
H2BC5,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.0
H3-3A,0.010121457489878543,0.007564296520423601,0.0034904013961605585,0.004911591355599214,0.0,0.0038498556304138597,0.004479283314669653,0.009191176470588236
H3-3B,0.04498237803746986,0.049100169779286926,0.03786353016998308,0.04306562807771511,0.03562108559498956,0.036852757631978414,0.04427450191185349,0.04590191051195104
HSD17B10,0.0213903743315508,0.008,0.0049261083743842365,0.011111111111111112,0.0,0.0,0.008849557522123894,0.00411522633744856
HAGH,0.013333333333333334,0.0,0.012578616352201259,0.011764705882352941,0.0,0.007936507936507936,0.0,0.0
HADHA,0.00922722029988466,0.009995456610631531,0.011031175059952039,0.015583019881783988,0.008525149190110827,0.009502923976608187,0.007957559681697613,0.011938872970391595
HADHB,0.006656804733727811,0.0032822757111597373,0.003771213073538655,0.004016064257028112,0.004287245444801715,0.0031545741324921135,0.002529510961214165,0.007152145643693108
HADH,0.005952380952380952,0.009769094138543518,0.00631578947368421,0.01301775147928994,0.01092896174863388,0.009283819628647215,0.008944543828264758,0.0121012101210121
HAL,0.017857142857142856,0.012773722627737226,0.037037037037037035,0.01639344262295082,0.026490066225165563,0.021321961620469083,0.03950617283950617,0.029850746268656716
HARS1,0.01436265709156194,0.015406162464985995,0.0187207488299532,0.009708737864077669,0.015789473684210527,0.011061946902654867,0.009280742459396751,0.01854974704890388
HAS3,0.0015290519877675841,0.0022497187851518562,0.003694581280788177,0.004219409282700422,0.0,0.0021691973969631237,0.0,0.0015360983102918587
HCCS,0.11567164179104478,0.12566844919786097,0.11475409836065574,0.125,0.07058823529411765,0.13692946058091288,0.1256544502617801,0.134185303514377
HCFC1,0.024854171950291656,0.026134030240806422,0.020055472583742264,0.02738071270384538,0.018949181739879414,0.02498048399687744,0.02512337371018394,0.03404608677600166
HCK,0.01221001221001221,0.011799410029498525,0.017297297297297298,0.01488833746898263,0.013574660633484163,0.0017094017094017094,0.008695652173913044,0.014380530973451327
HCLS1,0.00791765637371338,0.008246114811290834,0.00841908325537886,0.006362275449101796,0.01634559252772913,0.009227780475959204,0.008700696055684454,0.008106355382619975
HTT,0.026565464895635674,0.04150943396226415,0.024263431542461005,0.03725490196078431,0.02877697841726619,0.03353658536585366,0.024475524475524476,0.019927536231884056
HDAC1,0.009467989179440937,0.00787132101300479,0.011099549080818592,0.008464328899637243,0.007789095266626723,0.009788768675940238,0.011741682974559686,0.011222910216718266
HDAC2,0.014419735927727589,0.013353293413173652,0.012222534419780837,0.01593795278274951,0.01281708945260347,0.010523523169437566,0.011699707507312317,0.01692103516921035
HDGF,0.01670676742688671,0.016230589769962122,0.015378657963157603,0.016851427115188583,0.015071235134816908,0.014091808841549628,0.01668545659526494,0.016618209640397858
HDLBP,0.02014892685063513,0.012332245194051506,0.01657250470809793,0.014511310285958173,0.01592797783933518,0.017099430018999367,0.025095057034220533,0.022762345679012346
HELLS,0.008968609865470852,0.030405405405405407,0.004761904761904762,0.005025125628140704,0.010638297872340425,0.0,0.007142857142857143,0.01485148514851485
NCKAP1L,0.0070126227208976155,0.005037783375314861,0.00792303338992643,0.00520494469746259,0.004602991944764097,0.009569377990430622,0.0010427528675703858,0.00522344747533372
HEXA,0.013574660633484163,0.0068415051311288486,0.00946611132146914,0.0063723258989531175,0.005546751188589541,0.009216589861751152,0.005372217958557176,0.010948905109489052
HEXB,0.0,0.0,0.013605442176870748,0.0070921985815602835,0.029411764705882353,0.017857142857142856,0.0,0.007633587786259542
CFH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HHEX,0.23057644110275688,0.22297297297297297,0.16945107398568018,0.25,0.2107843137254902,0.16455696202531644,0.2222222222222222,0.25277777777777777
HIC1,0.12605042016806722,0.1564625850340136,0.12781954887218044,0.10084033613445378,0.2222222222222222,0.12962962962962962,0.20253164556962025,0.14285714285714285
HIF1A,0.04801670146137787,0.036312849162011177,0.02914798206278027,0.04421052631578947,0.058333333333333334,0.05894736842105263,0.09978768577494693,0.07014028056112225
HIP1,0.03368421052631579,0.029535864978902954,0.022110552763819097,0.03614457831325301,0.033860045146726865,0.04267425320056899,0.03442340791738382,0.03488372093023256
