MV411	chrUn_GL000195v1
E1	E2	E3	E4	E5	E6	E7	E8
0	0	0.0039	0.0001	0	0.0003	0.995	0.0006
0	0	0.0039	0.0001	0	0.0003	0.9949	0.0006
0	0	0.004	0.0001	0	0.0004	0.9949	0.0006
0	0	0.004	0.0001	0	0.0004	0.9948	0.0007
0	0	0.004	0.0002	0	0.0004	0.9947	0.0007
0	0	0.0041	0.0002	0	0.0004	0.9946	0.0007
0	0	0.0042	0.0002	0	0.0004	0.9944	0.0008
0	0.0001	0.0044	0.0002	0	0.0004	0.9941	0.0008
0	0.0001	0.0046	0.0003	0	0.0004	0.9938	0.0009
0	0.0001	0.005	0.0003	0	0.0004	0.9933	0.0009
0	0.0001	0.0056	0.0004	0	0.0004	0.9926	0.001
0	0.0001	0.0065	0.0004	0	0.0004	0.9916	0.0011
0	0.0001	0.0079	0.0005	0	0.0004	0.99	0.0011
0	0.0001	0.0101	0.0006	0	0.0004	0.9876	0.0012
0	0.0001	0.0135	0.0007	0	0.0004	0.984	0.0013
0	0.0002	0.0188	0.0008	0	0.0005	0.9784	0.0014
0	0.0002	0.0271	0.0009	0	0.0005	0.9699	0.0015
0	0.0003	0.04	0.001	0	0.0006	0.9566	0.0016
0	0.0004	0.0601	0.0011	0	0.0007	0.9359	0.0017
0	0.0006	0.0914	0.0013	0	0.0011	0.9037	0.0018
0	0.001	0.14	0.0014	0.0001	0.004	0.8515	0.0019
0	0.0009	0.2123	0.0015	0.0005	0.0374	0.7452	0.002
0	0.0007	0.1765	0.0053	0.0002	0.0043	0.8098	0.0033
0	0.0006	0.1533	0.0063	0.0001	0.0013	0.8351	0.0035
0	0.0005	0.1406	0.0068	0.0001	0.0009	0.8476	0.0036
0	0.0005	0.1361	0.0072	0	0.0008	0.8516	0.0037
0	0.0006	0.1389	0.0074	0.0001	0.0014	0.8478	0.0038
0	0.0008	0.1479	0.0075	0.0002	0.0082	0.8317	0.0038
0	0.0005	0.1502	0.007	0.0005	0.0859	0.7523	0.0036
0	0	0	0	0.0006	0.9994	0	0
0	0.0005	0.0343	0.0183	0.0001	0.0818	0.8462	0.0187
0	0.0004	0.0262	0.0198	0.0001	0.0073	0.9259	0.0203
0	0.0004	0.0185	0.0198	0	0.0011	0.9398	0.0204
0	0.0003	0.0133	0.0196	0	0.0006	0.9457	0.0204
0	0.0003	0.01	0.0195	0	0.0005	0.9493	0.0204
0	0.0003	0.0079	0.0193	0	0.0004	0.9517	0.0204
0	0.0003	0.0065	0.0192	0	0.0004	0.9532	0.0203
0	0.0003	0.0056	0.0191	0	0.0004	0.9542	0.0203
0	0.0003	0.005	0.0191	0	0.0004	0.9548	0.0203
0	0.0003	0.0047	0.019	0	0.0004	0.9552	0.0204
0	0.0003	0.0044	0.019	0	0.0004	0.9554	0.0204
0	0.0003	0.0043	0.019	0	0.0004	0.9554	0.0204
0	0.0003	0.0043	0.0191	0	0.0004	0.9554	0.0205
0	0.0004	0.0043	0.0191	0	0.0004	0.9553	0.0206
0	0.0004	0.0043	0.0192	0	0.0004	0.955	0.0206
0	0.0004	0.0045	0.0193	0	0.0004	0.9546	0.0207
0	0.0004	0.0047	0.0194	0	0.0004	0.9541	0.0208
0	0.0005	0.0051	0.0196	0	0.0005	0.9534	0.0209
0	0.0005	0.0057	0.0198	0	0.0005	0.9524	0.0211
0	0.0006	0.0067	0.02	0	0.0005	0.951	0.0212
0	0.0006	0.0081	0.0203	0	0.0005	0.949	0.0214
0	0.0007	0.0104	0.0206	0	0.0006	0.9461	0.0216
0	0.0009	0.0139	0.0209	0.0001	0.0006	0.9418	0.0217
0	0.0012	0.0194	0.0213	0.0001	0.0007	0.9354	0.0219
0	0.0017	0.0279	0.0217	0.0001	0.0008	0.9257	0.0221
0	0.0027	0.0411	0.0221	0.0001	0.0009	0.9107	0.0223
0	0.0045	0.0616	0.0225	0.0002	0.0015	0.8873	0.0224
0	0.0076	0.0931	0.0227	0.0006	0.0066	0.8472	0.0223
0	0.0111	0.1356	0.0225	0.0023	0.0683	0.7387	0.0216
0	0.0018	0.1221	0.0197	0.0118	0.8279	0	0.0167
0	0.0046	0.1215	0.1003	0.0022	0.0703	0.6265	0.0745
0	0.0036	0.0952	0.1095	0.0007	0.0069	0.7038	0.0803
0	0.0028	0.0765	0.1113	0.0003	0.0014	0.7265	0.0812
0	0.0023	0.0652	0.1119	0.0002	0.0008	0.7379	0.0816
0	0.0021	0.0595	0.1121	0.0002	0.0007	0.7435	0.0818
0	0.0022	0.0582	0.112	0.0002	0.0007	0.7447	0.082
0	0.0025	0.0611	0.1117	0.0002	0.0007	0.7416	0.0821
0	0.0032	0.0688	0.1111	0.0002	0.0007	0.7338	0.0822
0	0.0044	0.0826	0.11	0.0003	0.001	0.7194	0.0822
0	0.0061	0.105	0.108	0.0008	0.004	0.694	0.082
0	0.0054	0.1364	0.1043	0.0033	0.0387	0.631	0.0809
0	0.0041	0.0903	0.1123	0.0009	0.0046	0.7032	0.0845
0	0.003	0.0596	0.1147	0.0004	0.0014	0.7354	0.0853
0	0.0024	0.0398	0.116	0.0003	0.001	0.7549	0.0857
0	0.002	0.027	0.1169	0.0002	0.0008	0.7671	0.086
0	0.0018	0.0187	0.1175	0.0002	0.0007	0.7749	0.0862
0	0.0017	0.0134	0.118	0.0001	0.0006	0.7796	0.0864
0	0.0017	0.01	0.1185	0.0001	0.0006	0.7825	0.0866
0	0.0017	0.0078	0.1189	0.0001	0.0006	0.784	0.0868
0	0.0018	0.0064	0.1193	0.0001	0.0006	0.7847	0.087
0	0.0018	0.0055	0.1198	0.0001	0.0006	0.7848	0.0873
0	0.0019	0.005	0.1203	0.0001	0.0006	0.7845	0.0875
0	0.002	0.0047	0.121	0.0001	0.0007	0.7837	0.0878
0	0.0021	0.0045	0.1217	0.0001	0.0007	0.7827	0.0881
0	0.0022	0.0044	0.1225	0.0002	0.0007	0.7815	0.0885
0	0.0024	0.0045	0.1234	0.0002	0.0008	0.7799	0.0888
0	0.0026	0.0046	0.1245	0.0002	0.0009	0.7781	0.0892
0	0.0028	0.0047	0.1257	0.0002	0.001	0.7759	0.0897
0	0.0032	0.0049	0.1271	0.0002	0.0011	0.7734	0.0901
0.0001	0.0036	0.0051	0.1287	0.0002	0.0012	0.7704	0.0906
0.0001	0.0043	0.0054	0.1305	0.0003	0.0013	0.767	0.0911
0.0001	0.0055	0.0058	0.1326	0.0003	0.0014	0.7627	0.0916
0.0001	0.0076	0.0062	0.1348	0.0004	0.0016	0.7574	0.092
0.0001	0.0113	0.0066	0.137	0.0005	0.0018	0.7504	0.0923
0.0001	0.0184	0.0071	0.1392	0.0007	0.0021	0.7404	0.0921
0.0001	0.0322	0.0076	0.1407	0.0012	0.0024	0.7248	0.0911
0.0001	0.0593	0.008	0.1409	0.002	0.0028	0.6986	0.0883
0.0001	0.1132	0.0081	0.138	0.0038	0.0033	0.6512	0.0823
0.0001	0.2201	0.0075	0.1291	0.0078	0.0039	0.5618	0.0698
0.0001	0.4263	0.0053	0.1086	0.0196	0.0036	0.3912	0.0454
0.1479	0.7773	0.0017	0	0.0713	0.0001	0.001	0.0008
0	0.4783	0	0	0.5217	0	0	0
0	0.0155	0	0	0.9844	0.0001	0	0
0	0.0007	0	0	0.9991	0.0002	0	0
0	0.0648	0	0	0.9352	0	0	0
0	0.5646	0	0.0165	0.4173	0.0002	0.0001	0.0014
0	0.6235	0	0.0101	0.3654	0	0	0.0009
0	0.3264	0	0	0.6736	0	0	0
0.0001	0.0723	0	0	0.9276	0	0	0
0	0.6134	0	0.024	0.3601	0.0002	0.0001	0.0021
0	0.725	0	0.0182	0.2551	0.0001	0.0001	0.0016
0	0.6009	0	0	0.3991	0	0	0
0	0.5451	0	0.0001	0.4547	0	0	0
0	0.0036	0	0	0.9964	0	0	0
0	0.515	0.0015	0.0037	0.4771	0.002	0	0.0008
0	0.4734	0.004	0.0191	0.462	0.0209	0.0006	0.02
0	0.0481	0.0024	0.0128	0.8248	0.085	0	0.0269
0	0.1842	0.0092	0.0633	0.145	0.0166	0.0829	0.4987
0	0.1234	0.0076	0.0756	0.0343	0.0034	0.1016	0.654
0	0.0717	0.0056	0.0788	0.0121	0.0011	0.1079	0.7229
0	0.0414	0.0041	0.0787	0.0056	0.0006	0.1111	0.7584
0	0.0248	0.0031	0.0773	0.003	0.0005	0.1131	0.7781
0	0.0158	0.0024	0.0754	0.0018	0.0004	0.1145	0.7897
0	0.0109	0.0019	0.0732	0.0011	0.0004	0.1154	0.797
0	0.0082	0.0016	0.071	0.0007	0.0004	0.1161	0.802
0	0.0067	0.0014	0.0689	0.0005	0.0003	0.1165	0.8057
0	0.0058	0.0012	0.0668	0.0004	0.0003	0.1168	0.8087
0	0.0052	0.0011	0.0649	0.0004	0.0003	0.1169	0.8113
0	0.0048	0.001	0.0631	0.0003	0.0003	0.1169	0.8136
0	0.0045	0.001	0.0614	0.0003	0.0003	0.1168	0.8158
0	0.0042	0.001	0.0598	0.0003	0.0003	0.1165	0.8179
0	0.004	0.001	0.0583	0.0003	0.0003	0.1162	0.8199
0	0.0039	0.0012	0.0569	0.0002	0.0003	0.1157	0.8218
0	0.0038	0.0013	0.0555	0.0002	0.0003	0.1151	0.8237
0	0.0037	0.0016	0.0542	0.0002	0.0003	0.1143	0.8256
0	0.0037	0.0021	0.0529	0.0002	0.0003	0.1133	0.8274
0	0.0039	0.0029	0.0516	0.0002	0.0003	0.1119	0.8292
0	0.0042	0.004	0.0502	0.0002	0.0003	0.11	0.831
0	0.005	0.0058	0.0484	0.0003	0.0003	0.1074	0.8327
0	0.0065	0.0086	0.0462	0.0003	0.0004	0.1038	0.8342
0	0.0091	0.0128	0.0431	0.0005	0.0005	0.0984	0.8355
0	0.0129	0.0193	0.0386	0.0014	0.0019	0.0896	0.8363
0	0.0126	0.0278	0.0323	0.0063	0.0178	0.067	0.8362
0	0.01	0.0242	0.0325	0.0018	0.0021	0.0732	0.8562
0	0.008	0.0219	0.0315	0.0008	0.0007	0.075	0.8621
0	0.0073	0.0208	0.0301	0.0006	0.0005	0.0753	0.8654
0	0.0079	0.0207	0.0281	0.0005	0.0004	0.0745	0.8678
0	0.0098	0.0216	0.0253	0.0007	0.0005	0.0725	0.8695
0	0.0129	0.0233	0.0212	0.0016	0.0018	0.0686	0.8706
0	0.0119	0.0238	0.0154	0.0065	0.0168	0.0551	0.8705
0	0.0089	0.0155	0.015	0.0017	0.0023	0.0655	0.8911
0	0.0062	0.0101	0.0141	0.0007	0.0009	0.0703	0.8977
0	0.0047	0.0066	0.0132	0.0004	0.0006	0.0729	0.9016
0	0.0038	0.0044	0.0123	0.0003	0.0005	0.0742	0.9046
0	0.0032	0.0029	0.0114	0.0002	0.0004	0.0747	0.9071
0	0.0029	0.002	0.0105	0.0002	0.0004	0.0746	0.9093
0	0.0027	0.0014	0.0097	0.0002	0.0004	0.0741	0.9115
0	0.0026	0.001	0.009	0.0002	0.0004	0.0733	0.9136
0	0.0024	0.0008	0.0082	0.0002	0.0004	0.0723	0.9157
0	0.0024	0.0006	0.0076	0.0001	0.0004	0.0711	0.9179
0	0.0023	0.0005	0.0069	0.0001	0.0004	0.0696	0.9201
0	0.0022	0.0005	0.0063	0.0001	0.0004	0.068	0.9224
0	0.0022	0.0004	0.0058	0.0001	0.0004	0.0663	0.9248
0	0.0021	0.0004	0.0052	0.0001	0.0004	0.0643	0.9274
0	0.0021	0.0004	0.0047	0.0001	0.0005	0.0622	0.9301
0	0.0021	0.0004	0.0043	0.0001	0.0005	0.0598	0.9329
0	0.0021	0.0003	0.0038	0.0001	0.0005	0.0572	0.9359
0	0.0021	0.0003	0.0034	0.0001	0.0006	0.0544	0.9391
0	0.0021	0.0003	0.003	0.0001	0.0006	0.0513	0.9426
0	0.0021	0.0003	0.0026	0.0001	0.0006	0.0479	0.9463
0	0.0021	0.0003	0.0023	0.0001	0.0007	0.0443	0.9503
0	0.0021	0.0003	0.002	0.0001	0.0007	0.0402	0.9546
0	0.0021	0.0003	0.0016	0.0001	0.0008	0.0359	0.9592
0	0.0021	0.0002	0.0013	0.0001	0.0009	0.0311	0.9642
0	0.0021	0.0002	0.0011	0.0001	0.0009	0.0259	0.9696
0	0.0021	0.0002	0.0008	0.0001	0.001	0.0203	0.9754
0	0.002	0.0001	0.0006	0.0001	0.0011	0.0143	0.9818
0	0.0017	0	0.0004	0.0001	0.0011	0.0079	0.9888
0	0.0012	0	0.0003	0	0.0001	0.0019	0.9964
0	0.001	0	0.0003	0.0001	0.0001	0.0018	0.9968
0	0.0008	0	0.0003	0.0001	0	0.0017	0.9971
0	0.0008	0	0.0002	0	0	0.0016	0.9973
0	0.0007	0	0.0002	0	0	0.0015	0.9975
0	0.0007	0	0.0002	0	0.0001	0.0014	0.9976
0	0.0007	0	0.0002	0	0.0001	0.0012	0.9978
0	0.0007	0	0.0001	0	0.0001	0.0011	0.998
0	0.0007	0	0.0001	0	0.0001	0.0009	0.9982
0	0.0006	0	0.0001	0	0.0001	0.0007	0.9985
0	0.0006	0	0.0001	0	0.0001	0.0005	0.9988
0	0.0005	0	0	0	0.0001	0.0003	0.9991
0	0.0003	0	0	0	0	0.0001	0.9995
0	0.0005	0	0	0	0	0.0001	0.9994
0	0.0005	0	0	0	0	0.0001	0.9993
0	0.0006	0	0	0	0	0.0001	0.9993
0	0.0006	0	0	0	0	0.0001	0.9993
0	0.0005	0	0	0	0	0.0001	0.9993
0	0.0005	0	0	0	0	0.0001	0.9993
0	0.0004	0	0	0	0	0.0001	0.9994
0	0.0003	0	0	0	0	0.0001	0.9996
0	0.0005	0	0	0	0.0001	0.0003	0.9992
0	0.0006	0	0	0	0.0001	0.0004	0.9989
0	0.0006	0	0.0001	0	0.0001	0.0006	0.9986
0	0.0006	0	0.0001	0	0	0.0008	0.9984
0	0.0006	0	0.0001	0	0	0.0009	0.9982
0	0.0006	0	0.0001	0	0	0.0011	0.9981
0	0.0007	0	0.0001	0	0	0.0012	0.9979
0	0.0007	0	0.0002	0	0	0.0013	0.9978
0	0.0007	0	0.0002	0	0	0.0014	0.9977
0	0.0007	0	0.0002	0	0	0.0015	0.9976
0	0.0007	0	0.0002	0	0	0.0016	0.9974
0	0.0007	0	0.0002	0	0	0.0017	0.9974
0	0.0007	0	0.0002	0	0	0.0017	0.9973
0	0.0007	0	0.0003	0	0	0.0018	0.9972
0	0.0007	0	0.0003	0	0	0.0018	0.9971
0	0.0007	0	0.0003	0	0	0.0019	0.997
0	0.0007	0	0.0003	0	0	0.0019	0.997
0	0.0007	0	0.0003	0	0	0.0019	0.9969
0	0.0008	0	0.0004	0	0	0.002	0.9968
0	0.0009	0	0.0004	0	0	0.002	0.9966
0	0.0011	0.0001	0.0004	0.0001	0	0.002	0.9964
0	0.0015	0.0001	0.0004	0.0001	0	0.0019	0.996
0	0.0021	0.0001	0.0004	0.0001	0.0001	0.0019	0.9953
0	0.0031	0.0002	0.0004	0.0003	0.0002	0.0018	0.994
0	0.0031	0.0003	0.0003	0.0015	0.0018	0.0014	0.9916
0	0.0022	0.0002	0.0005	0.0004	0.0002	0.0018	0.9947
0	0.0015	0.0001	0.0005	0.0002	0.0001	0.0019	0.9957
0	0.0011	0.0001	0.0005	0.0001	0	0.002	0.9961
0	0.0009	0.0001	0.0006	0.0001	0	0.002	0.9963
0	0.0008	0	0.0005	0.0001	0	0.002	0.9965
0	0.0008	0	0.0005	0	0	0.002	0.9965
0	0.0007	0	0.0005	0	0	0.002	0.9966
0	0.0007	0	0.0005	0	0	0.002	0.9966
0	0.0007	0	0.0005	0	0	0.002	0.9967
0	0.0007	0	0.0005	0	0	0.002	0.9967
0	0.0007	0	0.0005	0	0	0.0019	0.9967
0	0.0008	0	0.0005	0	0	0.0019	0.9967
0	0.0008	0	0.0005	0	0	0.0018	0.9967
0	0.0009	0	0.0005	0	0	0.0018	0.9967
0	0.0011	0	0.0005	0.0001	0	0.0017	0.9966
0	0.0015	0.0001	0.0004	0.0001	0	0.0016	0.9963
0	0.0021	0.0001	0.0004	0.0001	0.0001	0.0015	0.9958
0	0.0031	0.0001	0.0003	0.0003	0.0002	0.0012	0.9947
0	0.0031	0.0001	0.0002	0.0015	0.002	0.0004	0.9927
0	0.0022	0.0001	0.0002	0.0004	0.0002	0.0004	0.9965
0	0.0015	0	0.0002	0.0002	0.0001	0.0003	0.9977
0	0.0011	0	0.0002	0.0001	0.0001	0.0003	0.9982
0	0.0009	0	0.0001	0.0001	0	0.0002	0.9986
0	0.0008	0	0.0001	0.0001	0	0.0002	0.9989
0	0.0007	0	0	0	0	0.0001	0.999
0	0.0007	0	0	0	0	0	0.9992
0	0.0007	0	0	0	0	0	0.9993
0	0.0006	0	0	0	0	0	0.9993
0	0.0006	0	0	0	0	0	0.9993
0	0.0006	0	0	0	0	0	0.9993
0	0.0006	0	0	0	0	0	0.9993
0	0.0006	0	0	0	0	0	0.9993
0	0.0006	0	0	0	0	0	0.9993
0	0.0006	0	0	0	0	0	0.9993
0	0.0006	0	0	0	0	0	0.9992
0	0.0006	0	0	0	0	0.0001	0.9992
0	0.0006	0	0	0	0	0.0001	0.9992
0	0.0006	0	0	0	0	0.0001	0.9992
0	0.0006	0	0	0	0	0.0001	0.9991
0	0.0006	0	0.0001	0	0	0.0001	0.9991
0	0.0006	0	0.0001	0	0	0.0001	0.9991
0	0.0006	0	0.0001	0	0	0.0001	0.9991
0	0.0006	0	0.0001	0	0	0.0002	0.9991
0	0.0006	0	0.0001	0	0	0.0002	0.9991
0	0.0006	0	0.0001	0	0	0.0002	0.9991
0	0.0006	0	0.0001	0	0	0.0002	0.9991
0	0.0006	0	0.0001	0	0	0.0002	0.9991
0	0.0006	0	0.0001	0	0	0.0001	0.9991
0	0.0006	0	0.0001	0	0	0.0001	0.9991
0	0.0006	0	0.0001	0	0	0.0001	0.9991
0	0.0006	0	0	0	0	0.0001	0.9991
0	0.0006	0	0	0	0	0.0001	0.9992
0	0.0006	0	0	0	0	0.0001	0.9992
0	0.0006	0	0	0	0	0.0001	0.9992
0	0.0006	0	0	0	0	0	0.9993
0	0.0006	0	0	0	0	0	0.9993
0	0.0006	0	0	0	0	0	0.9994
0	0.0006	0	0	0	0	0	0.9994
0	0.0005	0	0	0	0	0	0.9994
0	0.0005	0	0	0	0	0	0.9994
0	0.0004	0	0	0	0	0	0.9995
0	0.0003	0	0	0	0	0	0.9997
0	0.0005	0	0	0	0	0	0.9995
0	0.0005	0	0	0	0	0	0.9994
0	0.0006	0	0	0	0	0	0.9993
0	0.0007	0	0	0	0	0	0.9992
0	0.0008	0	0	0	0	0	0.9991
0	0.001	0	0	0	0	0	0.9989
0	0.0013	0	0	0	0	0	0.9986
0	0.002	0	0	0.0006	0.0011	0	0.9963
0	0.0014	0	0	0.0002	0.0001	0	0.9982
0	0.0011	0	0	0.0001	0	0	0.9987
0	0.0008	0	0	0.0001	0	0	0.999
0	0.0007	0	0	0.0001	0	0	0.9991
0	0.0007	0	0	0	0	0	0.9992
0	0.0006	0	0	0	0	0	0.9993
0	0.0006	0	0	0	0	0	0.9993
0	0.0006	0	0	0	0	0	0.9993
0	0.0006	0	0	0	0	0	0.9994
0	0.0005	0	0	0	0	0	0.9994
0	0.0004	0	0	0	0	0	0.9995
0	0.0003	0	0	0	0	0	0.9997
0	0.0005	0	0	0	0	0	0.9994
0	0.0005	0	0	0	0	0.0001	0.9993
0	0.0006	0	0	0	0	0.0001	0.9992
0	0.0006	0	0.0001	0	0	0.0001	0.9991
0	0.0006	0	0.0001	0	0	0.0001	0.9991
0	0.0006	0	0.0001	0	0	0.0002	0.999
0	0.0006	0	0.0001	0	0	0.0002	0.999
0	0.0006	0	0.0001	0	0	0.0002	0.999
0	0.0007	0	0.0001	0	0	0.0002	0.9989
0	0.0007	0	0.0001	0	0	0.0002	0.9989
0	0.0007	0	0.0002	0	0	0.0002	0.9988
0	0.0008	0	0.0002	0	0	0.0002	0.9988
0	0.0009	0	0.0002	0	0	0.0002	0.9987
0	0.001	0	0.0002	0.0001	0	0.0002	0.9985
0	0.0014	0	0.0002	0.0001	0	0.0002	0.9981
0	0.002	0	0.0002	0.0001	0	0.0002	0.9974
0	0.0029	0	0.0001	0.0003	0.0001	0.0002	0.9963
0	0.0029	0	0.0001	0.0014	0.0013	0.0001	0.9942
0	0.0021	0	0.0001	0.0004	0.0002	0.0001	0.9972
0	0.0014	0	0.0001	0.0002	0	0.0001	0.9981
0	0.0011	0	0.0001	0.0001	0	0.0001	0.9986
0	0.0009	0	0.0001	0.0001	0	0.0001	0.9989
0	0.0008	0	0.0001	0.0001	0	0.0001	0.999
0	0.0007	0	0	0	0	0	0.9991
0	0.0007	0	0	0	0	0	0.9992
0	0.0007	0	0	0	0	0	0.9993
0	0.0006	0	0	0	0	0	0.9993
0	0.0006	0	0	0	0	0	0.9993
0	0.0006	0	0	0	0	0	0.9993
0	0.0006	0	0	0	0	0	0.9993
0	0.0006	0	0	0	0	0	0.9993
0	0.0006	0	0	0	0	0.0001	0.9992
0	0.0006	0	0	0	0	0.0001	0.9992
0	0.0006	0	0	0	0	0.0001	0.9992
0	0.0006	0	0	0	0	0.0001	0.9991
0	0.0006	0	0.0001	0	0	0.0001	0.9991
0	0.0006	0	0.0001	0	0	0.0002	0.9991
0	0.0006	0	0.0001	0	0	0.0002	0.9991
0	0.0006	0	0.0001	0	0	0.0002	0.9991
0	0.0006	0	0.0001	0	0	0.0002	0.999
0	0.0006	0	0.0001	0	0	0.0002	0.999
0	0.0006	0	0.0001	0	0	0.0002	0.999
0	0.0006	0	0.0001	0	0	0.0002	0.999
0	0.0006	0	0.0001	0	0	0.0002	0.999
0	0.0006	0	0.0001	0	0	0.0002	0.999
0	0.0006	0	0.0001	0	0	0.0002	0.999
0	0.0006	0	0.0001	0	0	0.0002	0.9991
0	0.0006	0	0.0001	0	0	0.0002	0.9991
0	0.0006	0	0.0001	0	0	0.0002	0.9991
0	0.0006	0	0.0001	0	0	0.0001	0.9991
0	0.0006	0	0	0	0	0.0001	0.9991
0	0.0006	0	0	0	0	0.0001	0.9992
0	0.0006	0	0	0	0	0.0001	0.9992
0	0.0005	0	0	0	0	0.0001	0.9993
0	0.0004	0	0	0	0	0	0.9995
0	0.0003	0	0	0	0	0	0.9997
0	0.0005	0	0	0	0	0	0.9995
0	0.0005	0	0	0	0	0	0.9994
0	0.0006	0	0	0	0	0	0.9993
0	0.0007	0	0	0	0	0	0.9993
0	0.0007	0	0	0	0	0	0.9992
0	0.0009	0	0	0	0	0	0.999
0	0.0011	0	0	0	0	0	0.9988
0	0.0014	0	0.0001	0.0001	0	0	0.9984
0	0.002	0	0.0002	0.0001	0	0	0.9977
0	0.0031	0	0.0003	0.0001	0	0	0.9965
0	0.0052	0	0.0003	0.0002	0	0	0.9943
0	0.0092	0	0.0004	0.0003	0	0	0.9902
0	0.0125	0	0.0025	0.0006	0.0002	0.0002	0.984
0	0.0189	0	0.0049	0.0008	0.0002	0.0005	0.9748
0	0.0306	0	0.0073	0.0012	0.0002	0.0007	0.9599
0	0.0526	0	0.0098	0.0019	0.0002	0.0009	0.9345
0	0.094	0.0001	0.012	0.0034	0.0002	0.001	0.8893
0	0.1718	0.0001	0.0136	0.0063	0.0003	0.0011	0.8069
0	0.3147	0.0001	0.0138	0.0136	0.0003	0.001	0.6564
0	0.5564	0.0002	0.0112	0.0402	0.0003	0.0007	0.391
0.0072	0.8155	0.0003	0	0.177	0	0	0
0	0.0019	0	0	0.9954	0.0027	0	0
0	0.093	0.0609	0.2137	0.1657	0.0623	0.382	0.0224
0.0001	0.0638	0.0538	0.2713	0.0367	0.0168	0.5294	0.0281
0.0001	0.0373	0.0404	0.2911	0.0121	0.0054	0.584	0.0295
0.0001	0.0216	0.0301	0.2982	0.0054	0.003	0.6124	0.0293
0.0001	0.013	0.0228	0.2997	0.0028	0.0022	0.6309	0.0285
0.0001	0.0083	0.0177	0.2988	0.0016	0.0018	0.6442	0.0274
0.0001	0.0058	0.0143	0.2967	0.001	0.0016	0.6543	0.0263
0.0001	0.0044	0.0119	0.2943	0.0006	0.0014	0.6622	0.0251
0.0001	0.0036	0.0102	0.2918	0.0005	0.0012	0.6686	0.024
0.0001	0.0032	0.0092	0.2894	0.0004	0.0011	0.6738	0.0229
0.0001	0.0029	0.0085	0.2872	0.0003	0.001	0.678	0.0219
0.0001	0.0028	0.0083	0.2852	0.0003	0.0009	0.6815	0.021
0.0001	0.0027	0.0085	0.2833	0.0003	0.0008	0.6843	0.0201
0.0001	0.0027	0.0092	0.2815	0.0002	0.0008	0.6863	0.0192
0.0001	0.0026	0.0105	0.2798	0.0002	0.0007	0.6875	0.0184
0.0001	0.0026	0.0128	0.2781	0.0002	0.0007	0.6878	0.0176
0.0001	0.0027	0.0163	0.2763	0.0002	0.0007	0.6868	0.0169
0.0001	0.0027	0.0219	0.2742	0.0002	0.0007	0.684	0.0161
