,mr371-MV411-IRF2BP2-dTAG-DMSO_3h-r1_tcount,mr372-MV411-IRF2BP2-dTAG-DMSO_3h-r2_tcount,mr373-MV411-IRF2BP2-dTAG-DMSO_3h-r3_tcount,mr374-MV411-IRF2BP2-dTAG-DMSO_3h-r4_tcount,mr375-MV411-IRF2BP2-dTAG-VHL_3h-r1_tcount,mr376-MV411-IRF2BP2-dTAG-VHL_3h-r2_tcount,mr377-MV411-IRF2BP2-dTAG-VHL_3h-r3_tcount,mr378-MV411-IRF2BP2-dTAG-VHL_3h-r4_tcount,mr379-MV411-IRF2BP2-dTAG-DMSO_6h-r1_tcount,mr380-MV411-IRF2BP2-dTAG-DMSO_6h-r2_tcount,mr381-MV411-IRF2BP2-dTAG-DMSO_6h-r3_tcount,mr382-MV411-IRF2BP2-dTAG-DMSO_6h-r4_tcount,mr383-MV411-IRF2BP2-dTAG-VHL_6h-r1_tcount,mr384-MV411-IRF2BP2-dTAG-VHL_6h-r2_tcount,mr385-MV411-IRF2BP2-dTAG-VHL_6h-r3_tcount,mr386-MV411-IRF2BP2-dTAG-VHL_6h-r4_tcount
ACO1,0.01652892561983471,0.0125,0.008064516129032258,0.008368200836820083,0.00411522633744856,0.007722007722007722,0.007168458781362007,0.016666666666666666,0.0031746031746031746,0.004651162790697674,0.004694835680751174,0.009615384615384616,0.0,0.0,0.017921146953405017,0.0
ACO2,0.017783857729138167,0.011088709677419355,0.004489337822671156,0.008708272859216255,0.004909983633387889,0.003472222222222222,0.0024752475247524753,0.0071090047393364926,0.0022522522522522522,0.0015772870662460567,0.0029154518950437317,0.002577319587628866,0.0035211267605633804,0.003669724770642202,0.005701254275940707,0.003355704697986577
ACOX1,0.050431320504313204,0.05471698113207547,0.01881188118811881,0.018648018648018648,0.011682242990654205,0.009029345372460496,0.010973936899862825,0.008213552361396304,0.008356545961002786,0.006743088334457181,0.011787819253438114,0.008673026886383347,0.006198347107438017,0.009456264775413711,0.016611295681063124,0.004048582995951417
ACP1,0.0680517916290274,0.06938603868797309,0.027944969905417026,0.017780172413793104,0.015815634884771803,0.0191793041926851,0.017657992565055763,0.011636927851047323,0.009183673469387756,0.014660756904193658,0.004849137931034483,0.007772020725388601,0.012147984538928768,0.011620400258231117,0.012899896800825593,0.005751848808545604
ACP2,0.10062893081761007,0.12878787878787878,0.06666666666666667,0.07407407407407407,0.05,0.05555555555555555,0.07894736842105263,0.03125,0.04597701149425287,0.03937007874015748,0.0273972602739726,0.057971014492753624,0.0,0.0,0.0,0.0
ACP3,0.01968232044198895,0.029647058823529412,0.009583133684714902,0.009315068493150684,0.006125574272588055,0.008687258687258687,0.008705114254624592,0.006843455945252352,0.01103896103896104,0.006366723259762309,0.0028530670470756064,0.003470213996529786,0.00398406374501992,0.0021961932650073207,0.0066050198150594455,0.0024286581663630845
ACRV1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTA1,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTB,0.02268009577051474,0.022403973568049986,0.011004582730342499,0.007849476120149315,0.00566909627935782,0.007133697561396136,0.007920471995474016,0.006563633694717638,0.0058823529411764705,0.005843207271546827,0.003558115892917655,0.003502459173462218,0.0037481259370314842,0.004037174519738803,0.005998370812865641,0.0021712806380224645
ACTG1,0.027999439357129507,0.028268789182710113,0.01799200906631813,0.014980845696251155,0.011061829806603224,0.013722357556392166,0.015009521275268799,0.01343497503583185,0.011000199431096556,0.010390880927323124,0.007463458611057742,0.007825791085403199,0.010134921137644897,0.008758086054699016,0.01237059420305665,0.00396578215190399
ACTN4,0.032352653699540615,0.033181085437936596,0.017090539165818923,0.015766841853798376,0.013637379834562932,0.017752633632461958,0.015065502183406113,0.01674454828660436,0.005945303210463734,0.0070136063964090336,0.004561003420752566,0.00276789244760775,0.006666666666666667,0.006677411927239235,0.009102730819245773,0.004238485447866629
ACTL6A,0.029258517034068135,0.032407407407407406,0.01469559132260322,0.01043338683788122,0.0038255547054322878,0.004878048780487805,0.0049261083743842365,0.013365735115431349,0.004379562043795621,0.0024260067928190197,0.0008417508417508417,0.0006743088334457181,0.0035555555555555557,0.0037629350893697085,0.015050167224080268,0.0019710906701708277
ACTN1,0.02151130722559294,0.021953547566019728,0.012035010940919038,0.009766684753119913,0.0052428256070640175,0.005851901868107134,0.007639231148348941,0.008407286314806165,0.004462625511342506,0.006345177664974619,0.004053506282934738,0.006369426751592357,0.006980802792321117,0.0011855364552459987,0.006346328195829556,0.001670564650851988
ACTN2,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACVR1,0.06951871657754011,0.0880503144654088,0.026785714285714284,0.07777777777777778,0.017241379310344827,0.022900763358778626,0.019801980198019802,0.03508771929824561,0.02027027027027027,0.004629629629629629,0.022058823529411766,0.006172839506172839,0.02027027027027027,0.017094017094017096,0.04487179487179487,0.006024096385542169
ACVR1B,0.13038906414300735,0.1262002743484225,0.0823045267489712,0.08991825613079019,0.03430079155672823,0.0457516339869281,0.04819277108433735,0.0603448275862069,0.022613065326633167,0.028517110266159697,0.03361344537815126,0.03666666666666667,0.021739130434782608,0.00546448087431694,0.05654761904761905,0.005434782608695652
ACVR2A,0.0761904761904762,0.08888888888888889,0.03896103896103896,0.058823529411764705,0.018867924528301886,0.017241379310344827,0.05555555555555555,0.0,0.02564102564102564,0.05660377358490566,0.017543859649122806,0.03636363636363636,0.044444444444444446,0.0,0.0,0.02631578947368421
ACVR2B,0.2748091603053435,0.23127035830618892,0.1693121693121693,0.12413793103448276,0.1223021582733813,0.11351351351351352,0.08633093525179857,0.0891089108910891,0.07407407407407407,0.04391891891891892,0.036585365853658534,0.03333333333333333,0.03571428571428571,0.08148148148148149,0.11971830985915492,0.11363636363636363
ACVRL1,0.022935779816513763,0.024691358024691357,0.010101010101010102,0.0,0.0,0.007633587786259542,0.0,0.0,0.0,0.023255813953488372,0.025,0.0,0.0,0.030303030303030304,0.01818181818181818,0.0
ACY1,0.0045662100456621,0.024,0.00684931506849315,0.0,0.007575757575757576,0.0,0.0,0.0,0.0,0.004424778761061947,0.008,0.0,0.008928571428571428,0.0,0.013071895424836602,0.0
ACYP1,0.0782312925170068,0.07397959183673469,0.06179775280898876,0.04391891891891892,0.02181818181818182,0.032448377581120944,0.014245014245014245,0.005434782608695652,0.019464720194647202,0.005145797598627788,0.01892744479495268,0.0025906735751295338,0.019762845849802372,0.012875536480686695,0.017241379310344827,0.005025125628140704
ACYP2,0.021505376344086023,0.03488372093023256,0.0,0.009708737864077669,0.0,0.02127659574468085,0.011363636363636364,0.0,0.0,0.0,0.013333333333333334,0.0,0.0,0.023255813953488372,0.02,0.0
ADA,0.019280205655526992,0.019350127783862723,0.008842105263157894,0.009852216748768473,0.01046337817638266,0.008324285197249367,0.0113544201135442,0.009818731117824773,0.0035971223021582736,0.0049586776859504135,0.005922165820642978,0.00558659217877095,0.004028197381671702,0.007462686567164179,0.010855683269476373,0.003601440576230492
ADAM8,0.15853658536585366,0.046875,0.09090909090909091,0.1111111111111111,0.08695652173913043,0.11363636363636363,0.038461538461538464,0.15789473684210525,0.039473684210526314,0.03409090909090909,0.046511627906976744,0.0,0.0,0.09090909090909091,0.0625,0.041666666666666664
ADAM10,0.027138795554406823,0.025183757079166164,0.012319151983956453,0.005850972293925314,0.0037798609011188387,0.008041170794467674,0.007525870178739417,0.00644468313641246,0.005507113354749885,0.004864601913410086,0.00394272670678564,0.003989626969878316,0.006479933110367893,0.005341384115188109,0.008840616317251832,0.0010607265977194379
ADAR,0.045784185233726515,0.04733228953390341,0.02465543644716692,0.016826003824091777,0.010588890953000186,0.014626865671641792,0.015827580400740865,0.018053596614950634,0.008653994745788905,0.00745123822046899,0.0047422680412371136,0.006822445846836091,0.007760332070023462,0.011290636558302512,0.014303228442991417,0.004083081839162081
ADARB1,0.05486725663716814,0.050686378035902854,0.03894080996884735,0.03282275711159737,0.008928571428571428,0.017271157167530225,0.012987012987012988,0.02112676056338028,0.013071895424836602,0.010401188707280832,0.0,0.007766990291262136,0.002617801047120419,0.01048951048951049,0.010121457489878543,0.0039603960396039604
ADCY1,0.046511627906976744,0.14285714285714285,0.0,0.0,0.0,0.03571428571428571,0.0625,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0
ADCY3,0.05248284214775938,0.043834015195791935,0.029389017788089715,0.024955436720142603,0.014763779527559055,0.015444015444015444,0.02125984251968504,0.01862464183381089,0.008620689655172414,0.009551800146950772,0.004447739065974796,0.005784061696658098,0.0047169811320754715,0.00847457627118644,0.007147498375568551,0.0053285968028419185
ADCY5,0.03571428571428571,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADCY6,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADCY7,0.08086433504121185,0.07510917030567686,0.036382536382536385,0.03129131776112825,0.018220338983050848,0.016922471467926012,0.02247686205376818,0.0232722143864598,0.007987220447284345,0.00546448087431694,0.0053868756121449556,0.0051260145237078175,0.00804289544235925,0.007158590308370044,0.008886810102899906,0.0026542800265428003
ADCY9,0.15469904963041184,0.16051912568306012,0.11171960569550932,0.09809663250366032,0.07167630057803469,0.11058451816745656,0.09578544061302682,0.08460236886632826,0.05529411764705883,0.0675,0.048986486486486486,0.04838709677419355,0.07581227436823104,0.058925476603119586,0.08030803080308031,0.0437375745526839
ADD1,0.031281876912614755,0.035,0.018926359256710254,0.015787099684258007,0.01331967213114754,0.011679835108210237,0.014595941616233536,0.018854748603351956,0.008910490076954233,0.007460624481901078,0.00955223880597015,0.004972650422675286,0.008655126498002663,0.008264462809917356,0.008717310087173101,0.007970244420828906
ADD2,0.03113433485739168,0.02990497484628284,0.0222953216374269,0.016584491259524877,0.011693171188026192,0.01088101088101088,0.011562998405103669,0.016688918558077435,0.008812856402280975,0.005789909015715467,0.005097706032285472,0.005087209302325582,0.01276595744680851,0.011217948717948718,0.011607661056297156,0.00463821892393321
ADD3,0.01624405705229794,0.03484513274336283,0.011335012594458438,0.007498295841854124,0.002901915264074289,0.012987012987012988,0.008258258258258258,0.003409090909090909,0.008347245409015025,0.003865979381443299,0.0014727540500736377,0.0036991368680641184,0.012064343163538873,0.008403361344537815,0.013011152416356878,0.0068143100511073255
PLIN2,0.04285714285714286,0.04794520547945205,0.043209876543209874,0.03305785123966942,0.02027027027027027,0.021505376344086023,0.023529411764705882,0.08045977011494253,0.020689655172413793,0.012,0.0,0.0,0.006535947712418301,0.016129032258064516,0.029411764705882353,0.0
ADH5,0.026341948310139165,0.04047093451066961,0.013968775677896467,0.012195121951219513,0.0068669527896995704,0.00825082508250825,0.0038498556304138597,0.009630818619582664,0.0056925996204933585,0.0047425474254742545,0.006696428571428571,0.001755926251097454,0.005580357142857143,0.008620689655172414,0.007209062821833162,0.007380073800738007
ADH6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADK,0.010218978102189781,0.00881057268722467,0.015015015015015015,0.0035971223021582736,0.004878048780487805,0.005221932114882507,0.0,0.005649717514124294,0.00558659217877095,0.00437636761487965,0.0,0.006329113924050633,0.0,0.0,0.0037174721189591076,0.005263157894736842
ADM,0.25,0.0,0.5,0.0,0.2,0.5,0.0,0.75,0.0,0.5,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0
ADORA2A,0.15,0.3333333333333333,0.14285714285714285,0.16666666666666666,0.16666666666666666,0.1111111111111111,0.0,0.2,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0
ADORA2B,0.15606936416184972,0.17252396166134185,0.07418397626112759,0.044534412955465584,0.05351170568561873,0.07570977917981073,0.07894736842105263,0.07428571428571429,0.04668304668304668,0.029411764705882353,0.011737089201877934,0.015086206896551725,0.05021834061135371,0.04,0.05411764705882353,0.02376599634369287
ADORA3,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0
ADPRH,0.036101083032490974,0.05583756345177665,0.0,0.0,0.0,0.00546448087431694,0.014814814814814815,0.0,0.0,0.005050505050505051,0.0,0.015037593984962405,0.033112582781456956,0.0,0.015384615384615385,0.0
PARP1,0.026262111167771544,0.02250190694126621,0.013883217639853002,0.012470023980815348,0.00375234521575985,0.005664488017429194,0.008451957295373666,0.006530612244897959,0.0027272727272727275,0.005274588892336333,0.006313744536182613,0.0027205596579867857,0.004502251125562781,0.00641025641025641,0.004039497307001795,0.0007836990595611285
PARP4,0.0436241610738255,0.027522935779816515,0.025252525252525252,0.0,0.01,0.0,0.019867549668874173,0.017857142857142856,0.014705882352941176,0.012307692307692308,0.008902077151335312,0.009836065573770493,0.01092896174863388,0.0056179775280898875,0.0,0.008733624454148471
ADRA1D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADRA2C,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADRB1,0.38461538461538464,0.4,0.0,0.0,0.0,0.0,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ADRB2,0.4838709677419355,0.35714285714285715,0.16666666666666666,0.2857142857142857,0.25,0.32608695652173914,0.26666666666666666,0.22857142857142856,0.2,0.13333333333333333,0.03225806451612903,0.2,0.18032786885245902,0.12121212121212122,0.2653061224489796,0.1568627450980392
GRK2,0.04506940688660537,0.05105762217359591,0.031004989308624376,0.031578947368421054,0.03431101272827892,0.02194244604316547,0.024738675958188152,0.02072538860103627,0.012290502793296089,0.006697578567748583,0.009933774834437087,0.004862236628849271,0.007352941176470588,0.013221990257480862,0.019585687382297552,0.010880316518298714
GRK3,0.08655580044079343,0.0904241808483617,0.04868015083990401,0.034908471690080885,0.0176678445229682,0.022727272727272728,0.02560819462227913,0.024509803921568627,0.017921146953405017,0.020761245674740483,0.01676300578034682,0.013774104683195593,0.014277215942891136,0.01882985877605918,0.032520325203252036,0.008814102564102564
ADSL,0.0313588850174216,0.038834951456310676,0.032467532467532464,0.005681818181818182,0.0,0.0030120481927710845,0.0,0.006369426751592357,0.0030581039755351682,0.0021598272138228943,0.0,0.0,0.015151515151515152,0.004807692307692308,0.016194331983805668,0.0037174721189591076
ADSS2,0.0231353591160221,0.02268041237113402,0.01080773606370876,0.004941321803582459,0.003500583430571762,0.006520450503852994,0.003484320557491289,0.004970178926441352,0.002308136180034622,0.002658564375237372,0.0016565433462175593,0.00048590864917395527,0.002962085308056872,0.0012106537530266344,0.0026058631921824105,0.0024703557312252965
AP2A1,0.016094420600858368,0.017094017094017096,0.01217391304347826,0.001941747572815534,0.002178649237472767,0.012110726643598616,0.007194244604316547,0.011834319526627219,0.0016,0.0,0.01282051282051282,0.0,0.007736943907156673,0.0055147058823529415,0.0017985611510791368,0.0027548209366391185
AP2A2,0.030805687203791468,0.04129793510324484,0.04428044280442804,0.014563106796116505,0.010256410256410256,0.02247191011235955,0.047619047619047616,0.023809523809523808,0.013333333333333334,0.005376344086021506,0.0,0.0048543689320388345,0.0,0.007874015748031496,0.029556650246305417,0.011494252873563218
AP1B1,0.039589442815249266,0.04680851063829787,0.017857142857142856,0.02181818181818182,0.016771488469601678,0.013440860215053764,0.021929824561403508,0.014450867052023121,0.007075471698113208,0.0066945606694560665,0.0018281535648994515,0.008333333333333333,0.004048582995951417,0.006880733944954129,0.011574074074074073,0.0070921985815602835
AP2B1,0.030356468069026327,0.031776685393258425,0.01375770020533881,0.012294074256208508,0.011827178373159546,0.011370684308455654,0.009654243376740009,0.008689081979599547,0.009648370497427101,0.007407407407407408,0.0029824038174768863,0.005375030539946249,0.007291082445316881,0.00831353919239905,0.007884972170686457,0.002530844669408415
AP1G1,0.07275397143238553,0.07146676171805383,0.03260630094734523,0.02615902615902616,0.015621125712868833,0.019011406844106463,0.022888713496448304,0.023544520547945206,0.00786197859794715,0.00968054211035818,0.006267234895963901,0.008851515822084531,0.0073232323232323236,0.008085475021657523,0.015174506828528073,0.00832
AEBP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TLE5,0.015306122448979591,0.03821656050955414,0.009523809523809525,0.0,0.013888888888888888,0.0,0.018518518518518517,0.017543859649122806,0.0,0.03296703296703297,0.0,0.0,0.023809523809523808,0.0,0.017543859649122806,0.0
AFG3L1P,0.11690363349131122,0.09913378248315688,0.08367626886145405,0.08727272727272728,0.04212454212454213,0.05652173913043478,0.04941860465116279,0.05042016806722689,0.02,0.020318021201413426,0.018803418803418803,0.010510510510510511,0.024163568773234202,0.03762376237623762,0.03076923076923077,0.024963289280469897
AGA,0.010407632263660017,0.02340702210663199,0.011920529801324504,0.01485148514851485,0.003003003003003003,0.005398110661268556,0.00583941605839416,0.0,0.0044943820224719105,0.010494752623688156,0.002824858757062147,0.0,0.0045871559633027525,0.009933774834437087,0.026246719160104987,0.004366812227074236
AGER,0.0748663101604278,0.06205250596658711,0.08979591836734693,0.07142857142857142,0.022099447513812154,0.040740740740740744,0.015209125475285171,0.03278688524590164,0.07373271889400922,0.03571428571428571,0.024193548387096774,0.008264462809917356,0.042735042735042736,0.020134228187919462,0.03669724770642202,0.0364963503649635
AGL,0.025341130604288498,0.03591160220994475,0.01020408163265306,0.010526315789473684,0.006968641114982578,0.02242152466367713,0.0051813471502590676,0.0,0.0,0.010273972602739725,0.0036231884057971015,0.011811023622047244,0.008620689655172414,0.0,0.0,0.0
JAG1,0.11363636363636363,0.10526315789473684,0.15384615384615385,0.0,0.06666666666666667,0.0,0.0,0.1,0.0,0.03225806451612903,0.037037037037037035,0.047619047619047616,0.15789473684210525,0.08,0.125,0.0
AGT,0.018475750577367205,0.0,0.02027027027027027,0.0038461538461538464,0.0,0.0031746031746031746,0.003289473684210526,0.006535947712418301,0.015873015873015872,0.007782101167315175,0.0,0.0,0.007692307692307693,0.0,0.023391812865497075,0.011811023622047244
AHCY,0.016877637130801686,0.022277227722772276,0.0110803324099723,0.011259676284306826,0.0055574852379298365,0.0056022408963585435,0.00804289544235925,0.0038314176245210726,0.0043821209465381246,0.004021202705172729,0.003536067892503536,0.0023074704355350445,0.00532319391634981,0.005897219882055603,0.0045773573390296,0.002494802494802495
AHR,0.12860230547550433,0.11474584801207852,0.05864884929472903,0.04378980891719745,0.03170189098998888,0.04002389486260454,0.02976190476190476,0.026755852842809364,0.026986506746626688,0.021203438395415473,0.02483564645726808,0.014388489208633094,0.02929427430093209,0.023474178403755867,0.043520309477756286,0.025023169601482854
AIF1,0.01769249937702467,0.01884206920178143,0.010820559062218215,0.011891062523973917,0.008988764044943821,0.009094503756425464,0.01107011070110701,0.004629629629629629,0.004752851711026616,0.0019821605550049554,0.003949967083607637,0.006578947368421052,0.007165605095541401,0.00303951367781155,0.00878099173553719,0.003929273084479371
CRYBG1,0.07537091988130563,0.05918189730200174,0.03796203796203796,0.02456140350877193,0.017507723995880537,0.01904761904761905,0.018867924528301886,0.03290676416819013,0.010466222645099905,0.008807588075880758,0.007276507276507277,0.010434782608695653,0.014545454545454545,0.004524886877828055,0.018369690011481057,0.017964071856287425
AK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AK2,0.024756166671637783,0.024230186774356385,0.01285680019189254,0.01120576296380996,0.0051312202683200595,0.0064443132624950805,0.006762028608582575,0.006267029972752043,0.004334659462027195,0.00322932393893642,0.0026085066299543513,0.001986396195750316,0.003596873486892163,0.0033837293016558676,0.006037000973709835,0.0016771769757144774
AK4,0.0,0.0,0.0,0.007326007326007326,0.003076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
