,MV4.11_DMSO,K562_DMSO,K562_JQ1,MV4.11_JQ1
74,208.0,24.0,24.0,130.0
75,30.0,4.0,3.0,25.0
76,47.0,51.0,28.0,32.0
77,87.0,61.0,47.0,59.0
78,1.0,0.0,1.0,3.0
79,7.0,5.0,7.0,9.0
80,77.0,25.0,32.0,60.0
81,8.0,20.0,21.0,7.0
82,183.0,150.0,118.0,148.0
83,23.0,58.0,40.0,8.0
84,66.0,53.0,71.0,67.0
85,0.0,2.0,0.0,0.0
86,33.0,15.0,18.0,31.0
87,6.0,4.0,2.0,1.0
88,19.0,31.0,30.0,15.0
89,10.0,0.0,0.0,2.0
90,23.0,0.0,0.0,4.0
91,0.0,1.0,0.0,0.0
92,50.0,57.0,44.0,43.0
93,121.0,0.0,0.0,73.0
94,139.0,0.0,0.0,27.0
95,39.0,1.0,0.0,19.0
96,1.0,3.0,5.0,0.0
97,133.0,123.0,101.0,166.0
98,4.0,185.0,102.0,2.0
99,39.0,21.0,10.0,37.0
100,83.0,44.0,35.0,48.0
101,18.0,4.0,10.0,16.0
102,126.0,50.0,33.0,133.0
103,0.0,19.0,5.0,0.0
104,35.0,0.0,0.0,27.0
105,1.0,0.0,0.0,0.0
106,0.0,6.0,1.0,0.0
107,6.0,8.0,11.0,4.0
108,70.0,138.0,92.0,62.0
109,9.0,0.0,0.0,6.0
110,22.0,0.0,0.0,13.0
111,173.0,115.0,130.0,228.0
112,22.0,0.0,0.0,25.0
113,2.0,0.0,0.0,7.0
114,179.0,187.0,204.0,209.0
115,5.0,6.0,7.0,3.0
116,26.0,1.0,2.0,16.0
117,2.0,0.0,0.0,0.0
118,0.0,1.0,0.0,0.0
119,74.0,0.0,0.0,46.0
120,1.0,0.0,0.0,0.0
121,871.0,737.0,730.0,890.0
122,31.0,70.0,49.0,39.0
123,0.0,7.0,2.0,1.0
124,0.0,3.0,3.0,0.0
125,47.0,42.0,22.0,15.0
126,11.0,12.0,9.0,2.0
127,1.0,5.0,1.0,0.0
128,1.0,0.0,0.0,1.0
129,0.0,0.0,0.0,0.0
130,0.0,0.0,0.0,0.0
131,0.0,0.0,0.0,0.0
132,3.0,0.0,0.0,3.0
133,1.0,1.0,0.0,3.0
134,0.0,106.0,97.0,0.0
135,0.0,217.0,277.0,0.0
136,0.0,14.0,8.0,1.0
137,1.0,0.0,0.0,0.0
138,0.0,65.0,77.0,0.0
139,475.0,409.0,460.0,521.0
140,726.0,515.0,381.0,688.0
141,16.0,104.0,36.0,7.0
142,114.0,191.0,176.0,111.0
143,0.0,0.0,0.0,0.0
144,0.0,0.0,0.0,0.0
145,24.0,3.0,3.0,16.0
146,27.0,42.0,46.0,41.0
147,25.0,1.0,0.0,14.0
148,39.0,125.0,120.0,52.0
149,27.0,28.0,15.0,14.0
150,0.0,0.0,0.0,0.0
151,2.0,0.0,3.0,0.0
152,0.0,0.0,0.0,0.0
153,78.0,5.0,11.0,58.0
154,13.0,6.0,8.0,12.0
155,18.0,0.0,0.0,25.0
156,3.0,5.0,8.0,1.0
157,3.0,0.0,0.0,0.0
158,0.0,13.0,11.0,2.0
159,78.0,67.0,60.0,56.0
160,36.0,12.0,17.0,34.0
161,427.0,133.0,114.0,285.0
162,79.0,113.0,62.0,66.0
163,1.0,0.0,0.0,0.0
164,189.0,132.0,121.0,179.0
165,238.0,164.0,141.0,186.0
166,1.0,0.0,0.0,2.0
167,102.0,65.0,123.0,124.0
168,1.0,0.0,0.0,1.0
169,2.0,18.0,1.0,0.0
170,78.0,0.0,0.0,47.0
171,0.0,0.0,0.0,0.0
172,52.0,0.0,0.0,47.0
173,40.0,34.0,25.0,40.0
174,7.0,1.0,1.0,3.0
175,0.0,0.0,0.0,0.0
176,2.0,7.0,2.0,1.0
177,14.0,67.0,49.0,16.0
178,0.0,8.0,7.0,1.0
179,23.0,22.0,31.0,18.0
180,220.0,128.0,131.0,184.0
181,41.0,50.0,51.0,56.0
182,0.0,24.0,12.0,0.0
183,902.0,1141.0,1167.0,880.0
184,75.0,41.0,48.0,72.0
185,1176.0,1680.0,1993.0,1226.0
186,20.0,7.0,6.0,19.0
187,16.0,52.0,30.0,15.0
188,1389.0,680.0,667.0,1304.0
189,0.0,7.0,3.0,0.0
190,570.0,247.0,227.0,553.0
191,22.0,27.0,32.0,22.0
192,1.0,46.0,42.0,1.0
193,389.0,111.0,114.0,328.0
194,235.0,28.0,25.0,199.0
195,18.0,0.0,0.0,15.0
196,0.0,86.0,74.0,0.0
197,1.0,64.0,74.0,3.0
198,149.0,51.0,50.0,114.0
199,432.0,0.0,0.0,441.0
200,112.0,52.0,18.0,75.0
201,62.0,91.0,66.0,43.0
202,15.0,10.0,10.0,20.0
203,26.0,12.0,9.0,28.0
204,52.0,18.0,23.0,27.0
205,21.0,0.0,0.0,23.0
206,86.0,18.0,25.0,74.0
207,41.0,4.0,2.0,26.0
208,3.0,0.0,0.0,2.0
209,42.0,3.0,3.0,44.0
210,17.0,3.0,4.0,19.0
211,19.0,0.0,0.0,25.0
212,0.0,0.0,0.0,0.0
213,2.0,20.0,19.0,2.0
214,23.0,16.0,18.0,33.0
215,4.0,4.0,0.0,4.0
216,4.0,0.0,0.0,0.0
217,2.0,0.0,0.0,0.0
218,0.0,1.0,1.0,0.0
219,27.0,14.0,24.0,17.0
220,22.0,42.0,59.0,20.0
221,112.0,44.0,32.0,94.0
222,4.0,0.0,0.0,5.0
223,4.0,6.0,4.0,4.0
224,116.0,164.0,97.0,98.0
225,25.0,61.0,70.0,28.0
226,1246.0,884.0,915.0,1178.0
227,117.0,77.0,83.0,81.0
228,93.0,35.0,27.0,81.0
229,72.0,78.0,66.0,52.0
230,14.0,21.0,23.0,24.0
231,92.0,149.0,118.0,107.0
232,1.0,0.0,0.0,0.0
233,1.0,0.0,0.0,0.0
234,14.0,32.0,28.0,15.0
235,0.0,16.0,20.0,0.0
236,107.0,106.0,108.0,154.0
237,0.0,0.0,1.0,0.0
238,474.0,345.0,317.0,509.0
239,2.0,1.0,0.0,2.0
240,151.0,149.0,155.0,161.0
241,0.0,0.0,0.0,0.0
242,1.0,0.0,0.0,0.0
243,57.0,17.0,12.0,32.0
244,348.0,261.0,188.0,407.0
245,365.0,546.0,632.0,377.0
246,119.0,140.0,108.0,92.0
247,7.0,3.0,4.0,7.0
248,327.0,371.0,294.0,285.0
249,325.0,429.0,440.0,312.0
250,119.0,64.0,65.0,79.0
251,256.0,142.0,139.0,224.0
252,673.0,1412.0,1334.0,571.0
253,45.0,82.0,83.0,61.0
254,261.0,209.0,157.0,228.0
255,51.0,59.0,44.0,56.0
256,210.0,150.0,133.0,236.0
257,448.0,274.0,450.0,574.0
258,66.0,44.0,33.0,76.0
259,216.0,165.0,191.0,213.0
260,132.0,39.0,54.0,97.0
261,2.0,0.0,0.0,2.0
262,15.0,40.0,35.0,3.0
263,34.0,19.0,16.0,25.0
264,3.0,13.0,22.0,3.0
265,159.0,180.0,158.0,141.0
266,0.0,6.0,5.0,0.0
267,59.0,31.0,28.0,66.0
268,103.0,39.0,58.0,125.0
269,0.0,34.0,19.0,0.0
270,6.0,8.0,6.0,4.0
271,64.0,80.0,68.0,42.0
272,1.0,2.0,1.0,0.0
273,8.0,0.0,0.0,6.0
274,725.0,248.0,242.0,726.0
275,1.0,5.0,4.0,1.0
276,154.0,124.0,115.0,137.0
277,5.0,3.0,2.0,4.0
278,250.0,149.0,152.0,245.0
279,0.0,3.0,3.0,0.0
280,1.0,0.0,0.0,0.0
281,33.0,19.0,15.0,27.0
282,1.0,2.0,4.0,2.0
283,359.0,134.0,120.0,362.0
284,14.0,5.0,3.0,10.0
285,4.0,1.0,8.0,5.0
286,10.0,3.0,4.0,12.0
287,16.0,20.0,19.0,14.0
288,91.0,119.0,109.0,105.0
289,15.0,10.0,12.0,11.0
290,63.0,8.0,7.0,61.0
291,17.0,3.0,3.0,10.0
292,3.0,11.0,4.0,0.0
293,604.0,7.0,7.0,617.0
294,16.0,68.0,26.0,16.0
295,20.0,20.0,8.0,10.0
296,65.0,5.0,1.0,35.0
297,49.0,6.0,6.0,15.0
298,188.0,167.0,133.0,124.0
299,6.0,7.0,10.0,7.0
300,13.0,5.0,4.0,5.0
301,20.0,11.0,14.0,14.0
302,58.0,0.0,0.0,52.0
303,9.0,0.0,0.0,6.0
304,3.0,0.0,1.0,3.0
305,5.0,0.0,0.0,2.0
306,160.0,47.0,44.0,142.0
307,40.0,0.0,0.0,52.0
308,208.0,22.0,10.0,68.0
309,0.0,0.0,0.0,1.0
310,101.0,54.0,43.0,69.0
311,64.0,95.0,68.0,41.0
312,0.0,24.0,15.0,1.0
313,8.0,56.0,42.0,7.0
314,67.0,208.0,150.0,63.0
315,9.0,7.0,0.0,5.0
316,7.0,1.0,0.0,3.0
317,17.0,27.0,12.0,14.0
318,10.0,20.0,15.0,8.0
319,0.0,7.0,3.0,0.0
320,54.0,40.0,21.0,42.0
321,46.0,41.0,31.0,26.0
322,701.0,207.0,237.0,558.0
323,30.0,73.0,84.0,28.0
324,53.0,57.0,34.0,71.0
325,0.0,1.0,0.0,0.0
326,10.0,8.0,7.0,9.0
327,2.0,86.0,82.0,1.0
328,24.0,44.0,41.0,36.0
329,1.0,5.0,6.0,4.0
330,69.0,40.0,33.0,56.0
331,1.0,2.0,1.0,1.0
332,12.0,2.0,8.0,15.0
333,222.0,870.0,488.0,66.0
334,9432.0,1832.0,1325.0,7445.0
335,40.0,13.0,20.0,44.0
336,6.0,0.0,0.0,4.0
337,25.0,4.0,2.0,26.0
338,8.0,7.0,7.0,7.0
339,127.0,126.0,90.0,108.0
340,27.0,17.0,29.0,26.0
341,706.0,709.0,653.0,656.0
342,777.0,661.0,785.0,1096.0
343,5.0,0.0,0.0,3.0
344,52.0,34.0,35.0,84.0
345,145.0,71.0,61.0,106.0
346,189.0,233.0,186.0,131.0
347,119.0,11.0,8.0,81.0
348,429.0,326.0,307.0,451.0
349,0.0,0.0,1.0,1.0
350,1.0,0.0,0.0,0.0
351,0.0,3.0,1.0,0.0
352,0.0,0.0,0.0,1.0
353,4.0,0.0,0.0,4.0
354,0.0,0.0,0.0,0.0
355,123.0,94.0,71.0,154.0
356,7.0,4.0,3.0,2.0
357,112.0,162.0,140.0,102.0
358,66.0,39.0,36.0,46.0
359,0.0,12.0,9.0,0.0
360,155.0,72.0,64.0,160.0
361,6.0,1.0,2.0,1.0
362,16.0,2.0,1.0,12.0
363,217.0,0.0,0.0,156.0
364,126.0,55.0,60.0,114.0
365,11.0,1.0,7.0,3.0
366,61.0,39.0,51.0,47.0
367,6.0,0.0,0.0,3.0
368,0.0,0.0,1.0,0.0
369,0.0,0.0,0.0,0.0
370,1.0,0.0,0.0,0.0
371,0.0,39.0,46.0,0.0
372,6.0,5.0,1.0,4.0
373,2.0,0.0,0.0,0.0
374,0.0,0.0,0.0,1.0
375,0.0,43.0,22.0,0.0
376,0.0,2.0,0.0,0.0
377,3.0,0.0,0.0,0.0
378,1.0,0.0,0.0,1.0
379,14.0,7.0,7.0,7.0
380,64.0,55.0,60.0,25.0
381,0.0,21.0,3.0,0.0
382,311.0,132.0,226.0,525.0
383,868.0,1093.0,1208.0,986.0
384,309.0,192.0,179.0,280.0
385,1174.0,362.0,427.0,1107.0
386,271.0,225.0,264.0,247.0
387,0.0,0.0,0.0,0.0
388,0.0,0.0,0.0,1.0
389,64.0,0.0,0.0,55.0
390,58.0,55.0,65.0,71.0
391,65.0,74.0,87.0,73.0
392,0.0,0.0,0.0,0.0
393,669.0,379.0,495.0,694.0
394,17.0,1.0,0.0,7.0
395,11.0,15.0,7.0,7.0
396,45.0,54.0,40.0,32.0
397,8.0,0.0,0.0,10.0
398,55.0,37.0,31.0,45.0
399,3.0,0.0,1.0,2.0
400,295.0,313.0,324.0,303.0
401,99.0,118.0,105.0,113.0
402,12.0,57.0,39.0,12.0
403,105.0,40.0,41.0,72.0
404,76.0,62.0,47.0,71.0
405,28.0,0.0,0.0,24.0
406,184.0,230.0,193.0,157.0
407,207.0,143.0,152.0,277.0
408,14.0,0.0,0.0,11.0
409,41.0,57.0,49.0,32.0
410,14.0,8.0,10.0,16.0
411,59.0,61.0,46.0,51.0
412,12.0,12.0,17.0,10.0
413,28.0,16.0,15.0,13.0
414,323.0,93.0,54.0,230.0
415,0.0,0.0,1.0,0.0
416,0.0,130.0,71.0,0.0
417,722.0,1.0,3.0,407.0
418,1058.0,139.0,105.0,950.0
419,0.0,1.0,0.0,0.0
420,219.0,122.0,53.0,126.0
421,1104.0,0.0,0.0,688.0
422,253.0,110.0,93.0,251.0
423,221.0,51.0,49.0,209.0
424,30.0,11.0,9.0,25.0
425,23.0,51.0,15.0,21.0
426,79.0,20.0,25.0,66.0
427,4.0,0.0,0.0,5.0
428,4.0,52.0,62.0,2.0
429,4.0,5.0,3.0,1.0
430,37.0,25.0,22.0,35.0
431,323.0,406.0,348.0,287.0
432,302.0,374.0,391.0,344.0
433,55.0,68.0,60.0,62.0
434,64.0,263.0,142.0,44.0
435,420.0,162.0,112.0,385.0
436,241.0,124.0,133.0,233.0
437,169.0,114.0,102.0,238.0
438,178.0,114.0,144.0,244.0
439,104.0,4.0,5.0,93.0
440,29.0,37.0,28.0,25.0
441,439.0,462.0,382.0,416.0
442,213.0,193.0,186.0,201.0
443,448.0,501.0,409.0,390.0
444,10.0,0.0,0.0,5.0
445,0.0,0.0,1.0,0.0
446,25.0,0.0,0.0,25.0
447,3.0,4.0,5.0,0.0
448,2.0,1.0,1.0,1.0
449,242.0,1.0,0.0,180.0
450,0.0,1.0,0.0,0.0
451,1.0,0.0,0.0,2.0
452,2.0,14.0,17.0,0.0
453,118.0,16.0,7.0,128.0
454,1.0,1.0,0.0,0.0
455,30.0,8.0,5.0,13.0
456,35.0,21.0,19.0,22.0
457,24.0,34.0,42.0,21.0
458,14.0,0.0,0.0,6.0
459,1.0,0.0,0.0,0.0
460,6.0,7.0,3.0,4.0
461,0.0,0.0,0.0,0.0
462,9.0,7.0,4.0,6.0
463,0.0,1.0,1.0,0.0
464,255.0,0.0,1.0,143.0
465,94.0,47.0,50.0,92.0
466,2.0,0.0,0.0,0.0
467,90.0,9.0,2.0,44.0
468,28.0,57.0,24.0,27.0
469,18.0,131.0,110.0,11.0
470,149.0,127.0,85.0,129.0
471,10.0,3.0,3.0,4.0
472,0.0,31.0,16.0,0.0
473,30.0,0.0,0.0,21.0
474,3.0,0.0,0.0,1.0
475,60.0,0.0,0.0,56.0
476,1.0,0.0,0.0,0.0
477,112.0,72.0,90.0,100.0
478,272.0,46.0,33.0,207.0
479,17.0,19.0,14.0,5.0
480,1.0,0.0,0.0,0.0
481,396.0,555.0,522.0,424.0
482,20.0,43.0,47.0,23.0
483,155.0,192.0,163.0,139.0
484,116.0,71.0,62.0,125.0
485,137.0,133.0,123.0,128.0
486,61.0,44.0,41.0,77.0
487,402.0,278.0,236.0,309.0
488,30.0,18.0,11.0,25.0
489,23.0,7.0,7.0,25.0
490,161.0,156.0,134.0,137.0
491,42.0,48.0,45.0,62.0
492,459.0,282.0,275.0,419.0
493,0.0,0.0,0.0,0.0
494,0.0,10.0,11.0,0.0
495,93.0,130.0,118.0,96.0
496,14.0,11.0,15.0,13.0
497,189.0,173.0,161.0,135.0
498,7.0,9.0,4.0,6.0
499,1570.0,285.0,322.0,1575.0
500,43.0,83.0,54.0,49.0
501,22.0,18.0,18.0,26.0
502,67.0,40.0,42.0,42.0
503,309.0,20.0,18.0,329.0
504,1014.0,376.0,342.0,1019.0
505,8.0,76.0,51.0,7.0
506,105.0,0.0,0.0,89.0
507,8.0,0.0,0.0,12.0
508,131.0,94.0,102.0,119.0
509,490.0,57.0,71.0,411.0
510,96.0,28.0,16.0,104.0
511,118.0,183.0,180.0,144.0
512,0.0,5.0,1.0,0.0
513,0.0,0.0,0.0,1.0
514,0.0,0.0,0.0,1.0
515,0.0,0.0,1.0,0.0
516,2381.0,7.0,9.0,1827.0
517,471.0,396.0,382.0,372.0
518,789.0,48.0,23.0,590.0
519,2.0,0.0,0.0,0.0
520,783.0,164.0,140.0,585.0
521,1.0,0.0,1.0,5.0
522,323.0,146.0,97.0,284.0
523,187.0,52.0,42.0,189.0
524,53.0,41.0,30.0,36.0
525,45.0,34.0,22.0,40.0
526,273.0,170.0,152.0,238.0
527,18.0,0.0,0.0,3.0
528,17.0,11.0,12.0,15.0
529,66.0,50.0,57.0,47.0
530,669.0,386.0,573.0,771.0
531,75.0,75.0,50.0,55.0
532,192.0,203.0,129.0,159.0
533,44.0,1.0,3.0,32.0
534,213.0,189.0,119.0,133.0
535,156.0,166.0,156.0,154.0
536,145.0,126.0,112.0,156.0
537,22.0,6.0,2.0,8.0
538,93.0,91.0,88.0,84.0
539,108.0,138.0,141.0,99.0
540,414.0,13.0,12.0,528.0
541,0.0,0.0,0.0,0.0
542,6.0,0.0,0.0,2.0
543,95.0,73.0,66.0,109.0
544,17.0,4.0,4.0,11.0
545,44.0,19.0,17.0,38.0
546,297.0,105.0,76.0,167.0
547,2.0,0.0,0.0,1.0
548,666.0,5.0,2.0,588.0
549,0.0,13.0,5.0,1.0
550,1.0,0.0,0.0,1.0
551,40.0,9.0,4.0,21.0
552,69.0,37.0,38.0,49.0
553,0.0,119.0,141.0,2.0
554,594.0,375.0,500.0,686.0
555,705.0,582.0,543.0,650.0
556,142.0,31.0,46.0,161.0
557,0.0,0.0,0.0,0.0
558,0.0,1.0,0.0,0.0
559,12.0,6.0,6.0,6.0
560,257.0,446.0,463.0,327.0
561,510.0,272.0,324.0,548.0
562,31.0,57.0,49.0,44.0
563,8.0,3.0,3.0,6.0
564,103.0,33.0,41.0,100.0
565,35.0,37.0,50.0,44.0
566,1.0,3.0,5.0,4.0
567,19.0,81.0,50.0,29.0
568,117.0,8.0,1.0,72.0
569,8.0,2.0,5.0,12.0
570,33.0,22.0,16.0,25.0
571,18.0,9.0,11.0,15.0
572,4.0,0.0,0.0,1.0
573,170.0,256.0,143.0,101.0
574,4.0,26.0,28.0,4.0
575,631.0,257.0,289.0,573.0
576,85.0,78.0,56.0,41.0
577,0.0,0.0,1.0,0.0
578,57.0,37.0,43.0,52.0
579,59.0,12.0,17.0,32.0
580,24.0,18.0,9.0,8.0
581,15.0,12.0,13.0,26.0
582,171.0,102.0,106.0,161.0
583,27.0,20.0,20.0,33.0
584,210.0,115.0,115.0,185.0
585,19.0,11.0,14.0,17.0
586,387.0,388.0,310.0,312.0
587,781.0,0.0,0.0,414.0
588,5.0,0.0,0.0,1.0
589,60.0,0.0,0.0,21.0
590,1.0,1.0,1.0,0.0
591,3.0,0.0,0.0,1.0
592,0.0,1.0,0.0,0.0
593,32.0,2.0,7.0,23.0
594,2.0,0.0,0.0,0.0
595,135.0,56.0,55.0,132.0
596,0.0,4.0,4.0,0.0
597,53.0,21.0,17.0,51.0
598,118.0,67.0,39.0,132.0
599,1.0,1.0,0.0,2.0
600,0.0,0.0,0.0,0.0
601,0.0,0.0,1.0,0.0
602,0.0,9.0,3.0,0.0
603,0.0,0.0,1.0,0.0
604,0.0,0.0,0.0,0.0
605,1.0,0.0,1.0,0.0
606,0.0,0.0,0.0,0.0
607,0.0,0.0,0.0,0.0
608,1.0,0.0,0.0,0.0
609,10.0,0.0,0.0,3.0
610,0.0,1.0,1.0,0.0
611,151.0,84.0,117.0,114.0
612,78.0,93.0,94.0,99.0
613,103.0,84.0,81.0,136.0
614,403.0,374.0,309.0,394.0
615,48.0,55.0,44.0,45.0
616,23.0,8.0,7.0,18.0
617,3.0,2.0,6.0,6.0
618,44.0,58.0,38.0,44.0
619,147.0,162.0,146.0,145.0
620,148.0,106.0,137.0,141.0
621,172.0,226.0,247.0,263.0
622,106.0,60.0,80.0,108.0
623,169.0,108.0,95.0,170.0
624,329.0,184.0,198.0,288.0
625,166.0,180.0,142.0,160.0
626,265.0,266.0,219.0,232.0
627,376.0,202.0,230.0,311.0
628,69.0,39.0,50.0,88.0
629,39.0,65.0,49.0,41.0
630,28.0,17.0,21.0,26.0
631,52.0,34.0,40.0,64.0
632,1.0,0.0,0.0,1.0
633,76.0,0.0,0.0,61.0
634,140.0,76.0,55.0,87.0
635,0.0,0.0,0.0,1.0
636,359.0,36.0,29.0,250.0
637,12.0,3.0,5.0,5.0
638,69.0,36.0,32.0,93.0
639,2.0,1.0,2.0,1.0
640,3.0,0.0,0.0,2.0
641,272.0,72.0,73.0,277.0
642,114.0,103.0,96.0,107.0
643,110.0,85.0,65.0,95.0
644,10.0,9.0,7.0,5.0
645,29.0,16.0,17.0,30.0
646,16.0,27.0,28.0,28.0
647,20.0,0.0,0.0,10.0
648,50.0,25.0,31.0,60.0
649,339.0,1402.0,1425.0,390.0
650,13.0,36.0,50.0,24.0
651,40.0,51.0,45.0,43.0
652,0.0,3.0,0.0,0.0
653,0.0,0.0,0.0,0.0
654,0.0,0.0,0.0,0.0
655,3.0,2.0,5.0,5.0
656,0.0,0.0,0.0,0.0
657,5.0,23.0,11.0,7.0
658,118.0,168.0,140.0,104.0
659,79.0,64.0,65.0,71.0
660,212.0,225.0,209.0,177.0
661,0.0,21.0,10.0,1.0
662,23.0,0.0,0.0,5.0
663,22.0,0.0,0.0,9.0
664,75.0,0.0,0.0,59.0
665,2.0,0.0,0.0,2.0
666,77.0,15.0,21.0,81.0
667,179.0,117.0,113.0,139.0
668,244.0,158.0,130.0,201.0
669,64.0,21.0,22.0,46.0
670,110.0,53.0,44.0,69.0
671,83.0,57.0,32.0,76.0
672,121.0,68.0,64.0,109.0
673,15.0,17.0,19.0,7.0
674,26.0,48.0,31.0,18.0
675,1.0,0.0,0.0,0.0
676,29.0,0.0,0.0,11.0
677,26.0,0.0,0.0,28.0
678,0.0,1.0,1.0,0.0
679,6.0,4.0,7.0,5.0
680,126.0,8.0,9.0,82.0
681,140.0,0.0,0.0,177.0
682,105.0,175.0,223.0,117.0
683,151.0,143.0,126.0,172.0
684,29.0,37.0,32.0,33.0
685,192.0,106.0,117.0,187.0
686,33.0,7.0,8.0,34.0
687,158.0,120.0,86.0,150.0
688,189.0,0.0,0.0,155.0
689,3.0,1.0,1.0,2.0
690,4.0,15.0,30.0,7.0
691,60.0,41.0,42.0,52.0
692,17.0,3.0,10.0,11.0
693,299.0,225.0,214.0,322.0
694,10.0,38.0,39.0,5.0
695,98.0,122.0,105.0,91.0
696,2.0,7.0,3.0,4.0
697,84.0,36.0,47.0,88.0
698,40.0,15.0,18.0,35.0
699,133.0,0.0,0.0,39.0
700,4.0,19.0,17.0,0.0
701,11.0,3.0,4.0,10.0
702,0.0,84.0,40.0,0.0
703,1.0,0.0,0.0,0.0
704,19.0,0.0,0.0,31.0
705,49.0,0.0,0.0,35.0
706,19.0,18.0,6.0,10.0
707,257.0,179.0,262.0,341.0
708,20.0,0.0,0.0,9.0
709,0.0,3.0,0.0,0.0
710,36.0,0.0,0.0,32.0
711,16.0,30.0,13.0,9.0
712,5.0,1.0,1.0,6.0
713,1.0,4.0,2.0,2.0
714,102.0,55.0,62.0,90.0
715,71.0,5.0,4.0,51.0
716,12.0,0.0,0.0,3.0
717,721.0,0.0,0.0,459.0
718,0.0,0.0,0.0,0.0
719,1.0,1.0,1.0,0.0
720,0.0,1.0,0.0,0.0
721,0.0,3.0,3.0,0.0
722,0.0,3.0,3.0,0.0
723,6.0,14.0,10.0,9.0
724,65.0,92.0,98.0,103.0
725,1.0,9.0,5.0,2.0
726,0.0,5.0,5.0,0.0
727,61.0,24.0,36.0,63.0
728,11.0,236.0,143.0,13.0
729,74.0,67.0,66.0,126.0
730,5.0,2.0,1.0,2.0
731,13.0,0.0,0.0,20.0
732,17.0,9.0,8.0,13.0
733,207.0,133.0,135.0,215.0
734,0.0,16.0,13.0,0.0
735,13.0,10.0,11.0,17.0
736,228.0,184.0,159.0,174.0
737,111.0,114.0,72.0,79.0
738,174.0,19.0,22.0,198.0
739,33.0,16.0,20.0,28.0
740,5.0,1.0,1.0,15.0
741,76.0,49.0,49.0,93.0
742,11.0,17.0,25.0,8.0
743,115.0,44.0,25.0,109.0
744,110.0,92.0,88.0,84.0
745,7.0,8.0,8.0,6.0
746,68.0,95.0,106.0,55.0
747,39.0,4.0,1.0,33.0
748,0.0,1.0,0.0,0.0
749,0.0,21.0,12.0,0.0
750,0.0,11.0,6.0,0.0
751,148.0,1181.0,928.0,133.0
752,91.0,143.0,150.0,81.0
753,55.0,37.0,26.0,42.0
754,154.0,76.0,69.0,166.0
755,77.0,142.0,134.0,87.0
756,451.0,595.0,661.0,510.0
757,503.0,496.0,508.0,474.0
758,751.0,689.0,516.0,803.0
759,11.0,15.0,10.0,8.0
760,46.0,24.0,21.0,59.0
761,432.0,853.0,768.0,408.0
762,106.0,175.0,162.0,148.0
763,8.0,16.0,10.0,5.0
764,406.0,326.0,222.0,356.0
765,22.0,7.0,4.0,17.0
766,81.0,12.0,10.0,139.0
767,12.0,15.0,10.0,7.0
768,40.0,24.0,16.0,27.0
769,90.0,142.0,99.0,92.0
770,3.0,0.0,0.0,2.0
