mr201.MV411.MYBi_6h.r1_tcount,mr202.MV411.MYBi_6h.r2_tcount,mr203.MV411.MYBi_6h.r3_tcount,mr205.MV411.PBS_6h.r1_tcount,mr206.MV411.PBS_6h.r2_tcount,mr207.MV411.PBS_6h.r3_tcount
3,3,1,14,19,6
5,5,1,25,56,24
0,3,1,1,6,3
0,0,0,0,0,2
2,1,0,2,0,0
0,1,3,12,18,6
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
13,12,9,29,32,19
0,2,0,3,3,3
0,2,0,1,2,1
0,0,0,0,0,0
1,0,0,0,0,0
19,17,10,4,17,6
13,14,5,10,18,9
27,13,6,14,16,13
0,0,0,0,1,0
11,5,12,6,26,12
4,12,10,44,54,35
1,1,2,10,16,4
0,2,0,3,5,2
0,0,0,0,0,0
3,3,0,4,12,2
2,2,2,15,22,8
0,0,0,0,1,0
1,0,0,1,0,0
2,4,1,11,16,16
0,0,0,0,0,0
0,1,0,5,2,3
0,0,0,5,10,2
0,0,0,1,0,0
1,2,0,3,4,2
0,0,0,1,2,1
5,3,2,4,14,3
0,0,0,1,1,0
0,0,0,0,4,2
0,0,1,1,3,7
1,1,0,0,0,0
3,6,2,13,43,17
0,0,0,0,0,0
5,4,2,9,10,1
0,0,0,0,0,0
0,0,0,0,2,0
9,13,8,18,28,17
3,8,3,18,31,27
0,3,4,5,17,7
0,0,0,2,6,6
13,19,12,16,29,19
10,13,6,14,51,25
0,0,0,0,0,0
3,3,2,9,12,7
0,1,0,0,0,0
1,1,0,2,4,2
3,2,2,11,11,4
0,0,0,0,0,0
103,137,111,134,199,107
8,10,7,12,12,20
10,4,6,8,20,6
0,0,0,0,1,0
2,1,0,7,14,8
2,0,0,4,1,0
1,2,2,37,32,33
17,25,10,13,30,11
23,22,15,48,57,24
1,2,2,5,14,6
1,5,3,12,23,13
3,7,2,39,67,40
10,10,11,5,11,1
0,0,1,0,0,0
0,0,1,1,1,1
3,11,6,34,51,49
0,5,2,2,9,6
9,17,9,16,28,12
2,5,3,11,28,9
0,0,0,4,2,2
0,0,0,0,0,0
1,8,0,3,7,5
6,6,6,0,4,1
3,6,5,21,37,14
11,7,8,9,23,10
0,0,2,6,10,3
0,3,3,3,4,2
1,0,0,0,2,1
0,0,0,0,0,0
3,11,6,8,13,12
8,5,3,25,49,22
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,1,0,2,0,2
0,0,0,0,0,0
0,2,0,4,3,4
2,2,3,7,18,15
0,0,0,2,1,0
3,4,0,1,2,3
0,0,0,3,5,3
10,13,8,38,65,36
1,2,2,10,12,7
2,0,0,3,5,2
3,0,0,6,7,4
3,4,1,18,31,19
0,0,0,0,0,0
0,0,2,7,7,6
0,0,0,1,0,1
1,0,0,2,3,3
2,4,1,3,7,3
5,4,6,6,12,0
0,0,0,0,1,0
8,10,5,15,16,12
2,2,1,6,5,4
0,0,0,1,0,0
0,1,1,1,8,2
1,3,2,7,11,4
3,0,1,1,1,1
18,16,16,88,95,59
15,9,2,12,27,7
1,1,1,17,33,9
1,0,1,9,7,5
5,11,8,29,66,41
4,4,2,9,16,9
0,0,0,0,0,0
3,0,1,2,7,2
1,4,1,12,10,11
0,0,0,0,0,0
2,1,3,8,8,9
0,0,0,0,0,0
1,1,3,5,7,4
1,0,0,4,5,2
58,103,54,96,167,116
3,1,0,1,2,0
14,20,17,100,141,83
2,2,0,1,2,2
4,5,2,2,6,3
0,0,0,0,0,0
1,0,0,0,1,3
0,0,0,0,0,0
1,2,2,10,16,6
44,52,33,18,32,15
2,4,9,23,25,18
0,0,0,12,7,4
5,6,3,9,24,15
0,0,0,0,4,0
1,0,0,1,3,2
0,0,0,0,0,0
0,0,0,0,2,1
0,0,0,0,0,1
1,0,0,0,0,0
0,2,0,1,12,6
0,1,0,1,1,0
29,26,17,41,67,38
0,6,5,5,13,10
0,0,0,0,0,0
4,1,1,11,17,1
2,0,1,6,4,1
0,0,0,0,0,0
0,0,1,1,6,0
0,1,0,1,2,1
0,5,0,11,26,19
0,0,0,0,0,0
8,4,4,6,18,13
0,0,0,0,0,0
0,1,0,0,1,1
1,1,1,1,1,5
2,1,0,4,6,2
0,0,0,0,0,0
0,2,1,1,4,2
6,4,6,8,10,4
0,0,0,0,0,0
4,1,3,9,10,5
1,2,1,15,18,10
2,7,7,4,11,3
0,0,0,0,0,0
5,2,0,6,9,5
4,8,8,22,34,22
0,0,0,1,0,3
1,0,1,11,3,3
0,1,0,3,3,4
3,4,5,5,3,1
1,1,1,3,8,2
4,4,3,63,123,55
2,1,0,5,6,3
1,1,0,7,11,7
10,14,7,22,26,11
5,4,1,8,9,7
6,1,4,1,9,1
0,4,1,19,29,34
4,5,9,4,13,4
0,0,0,0,0,0
6,14,12,19,25,15
1,5,1,1,5,7
5,5,9,7,6,7
1,1,0,4,2,4
12,7,6,6,23,13
0,0,0,0,0,0
0,1,0,3,14,5
12,5,4,7,11,3
0,0,0,0,2,0
0,2,2,7,11,4
0,0,0,0,1,0
14,22,12,10,25,11
0,0,0,0,0,0
3,2,2,10,21,9
0,0,0,0,3,0
2,2,6,4,15,8
1,1,0,2,9,5
0,1,1,7,12,9
4,5,10,14,7,14
61,74,26,152,298,136
1,2,1,13,11,9
0,0,0,0,1,0
1,0,0,8,8,2
0,0,0,0,0,0
6,6,2,18,28,18
0,0,0,0,0,0
2,8,2,2,12,4
0,0,0,0,0,0
0,0,2,0,3,0
0,0,0,0,0,0
2,6,1,13,16,9
1,2,0,4,7,4
0,0,0,0,0,0
1,0,0,0,2,0
0,0,0,1,0,0
0,0,1,0,0,0
0,0,0,0,0,0
0,0,6,1,5,3
0,0,0,1,4,0
0,0,0,0,1,0
0,0,1,7,17,3
2,1,7,3,10,10
0,1,3,2,5,0
5,1,6,12,7,9
27,65,36,69,117,41
0,0,0,0,0,0
5,11,9,29,44,23
1,4,1,1,4,1
1,0,0,2,2,6
1,0,0,0,0,0
0,0,0,0,0,0
7,5,10,29,38,28
0,0,0,0,0,0
0,0,0,5,3,7
0,0,0,0,0,0
1,1,2,5,3,1
3,0,2,4,5,3
3,1,0,10,9,5
3,2,0,8,13,5
0,0,0,0,0,0
0,0,0,0,0,0
3,7,2,21,33,12
0,0,0,0,0,0
2,1,2,3,10,5
0,0,0,0,0,1
0,1,0,2,4,2
1,3,3,0,3,0
0,0,0,0,0,1
0,0,0,1,1,2
12,13,8,10,21,10
0,1,0,1,2,2
0,0,0,0,0,0
3,0,2,1,4,1
0,2,0,1,1,1
3,0,0,8,12,4
1,0,0,1,0,1
1,1,2,11,25,9
0,0,0,4,2,0
0,0,0,6,10,4
1,2,0,11,14,10
5,6,5,21,21,9
0,2,0,0,3,1
3,5,2,2,5,1
0,0,0,2,1,0
0,0,0,0,0,0
2,4,1,5,13,5
0,4,1,3,10,1
0,0,0,1,0,2
3,0,0,6,13,3
1,1,0,2,5,1
1,0,0,2,0,1
11,6,5,14,17,10
0,4,1,2,7,0
1,0,1,7,8,2
0,1,0,5,5,2
0,0,0,0,0,0
0,0,2,1,2,0
0,1,0,0,1,2
2,6,2,8,7,3
8,4,5,2,6,6
3,7,3,32,58,56
1,1,0,8,18,10
0,0,0,0,0,0
0,0,1,3,2,2
0,0,0,0,0,0
2,1,4,2,5,0
0,2,0,1,5,4
0,1,1,1,4,1
0,0,0,0,0,0
0,1,0,0,2,0
2,2,3,4,6,4
0,1,0,0,1,0
1,1,0,2,3,0
0,0,0,4,5,1
0,0,0,1,3,3
0,0,0,0,0,0
2,1,1,14,7,4
4,2,1,3,5,3
1,2,1,10,11,11
1,3,0,14,23,12
15,9,9,11,21,11
0,1,1,1,5,3
2,0,1,0,1,1
3,1,3,9,18,11
2,2,0,5,4,0
0,0,0,0,2,0
0,0,0,0,0,0
6,13,4,21,49,25
0,1,0,2,3,3
3,0,3,2,2,1
8,3,4,19,29,21
0,0,0,0,1,1
2,1,0,6,4,5
1,6,1,3,3,2
0,0,1,5,9,1
34,29,17,48,105,48
3,0,2,12,32,14
1,1,0,0,5,1
1,3,0,3,2,1
0,0,0,2,0,0
2,0,1,8,13,6
6,12,3,3,6,2
0,0,0,0,0,0
5,7,3,13,11,12
0,0,0,0,0,0
2,2,4,9,12,5
0,0,0,1,2,4
0,0,0,0,0,0
1,5,5,4,4,6
0,0,0,5,14,5
0,0,0,0,0,0
0,1,3,7,23,10
0,3,0,3,3,7
23,21,6,52,78,31
9,9,9,55,84,42
1,2,1,7,8,4
3,7,2,30,39,16
0,0,3,3,3,1
13,7,5,27,37,23
0,0,0,8,16,5
0,0,0,0,0,0
0,0,0,2,1,1
4,3,6,8,12,3
0,0,0,1,2,1
0,0,1,2,5,1
0,0,0,0,0,0
0,0,0,6,2,1
0,0,0,0,4,1
2,1,0,4,6,1
10,20,19,42,60,36
2,0,0,2,5,0
0,0,1,0,2,0
0,3,0,1,5,1
0,0,0,0,0,0
5,14,9,13,20,14
1,3,2,7,8,7
0,1,0,2,1,3
0,0,0,1,0,0
0,1,2,22,21,16
4,1,2,2,4,4
0,0,0,0,3,1
4,0,3,9,6,2
2,2,3,5,5,3
1,0,0,2,0,1
0,0,0,0,1,0
4,9,5,11,22,8
3,1,1,8,14,3
0,0,0,1,0,0
1,3,2,4,5,3
0,0,0,0,6,1
0,1,0,6,2,0
1,1,1,3,5,1
1,1,2,2,6,7
2,1,2,2,6,4
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,0,0
3,0,0,3,15,3
0,0,0,3,11,4
0,0,1,0,1,1
1,1,0,2,1,1
0,0,0,3,5,0
0,0,0,4,6,4
2,0,2,2,9,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
1,4,2,5,5,2
0,0,0,0,3,2
183,225,130,119,266,128
0,1,0,1,0,1
1,1,0,0,0,1
6,5,2,10,40,20
0,0,0,0,1,0
1,3,2,3,4,2
0,0,0,0,0,1
0,0,0,0,0,0
4,3,0,4,3,1
0,1,0,0,0,1
10,10,8,51,85,27
10,8,6,5,16,4
1,0,0,2,1,1
0,0,0,0,3,1
3,0,1,10,6,3
23,22,15,52,91,49
7,12,3,19,27,16
5,3,1,5,15,6
2,1,0,0,7,1
4,6,4,7,12,8
4,2,0,7,8,8
4,7,5,1,15,3
8,1,6,3,12,5
241,263,200,188,367,209
0,0,0,0,0,0
0,1,1,3,5,0
0,0,0,0,0,0
0,0,0,0,1,0
1,1,2,2,1,3
0,2,2,14,22,11
0,0,0,0,3,0
4,4,1,7,4,1
0,0,0,1,0,0
17,16,9,29,42,20
0,0,0,0,0,0
15,9,9,17,23,16
5,3,3,25,25,12
0,0,0,0,3,2
0,1,0,2,3,1
3,6,1,14,22,8
2,0,0,1,2,1
1,0,0,1,1,1
0,0,0,0,0,0
9,9,10,9,22,12
19,21,12,41,61,45
7,15,12,18,43,22
1,1,1,4,4,4
8,9,6,15,32,21
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,1,0,0
0,0,0,5,8,2
2,2,2,5,6,0
0,0,0,0,1,0
31,29,8,35,38,18
2,4,5,0,2,0
0,0,0,0,0,0
0,0,0,0,0,0
8,15,8,16,19,8
0,0,0,2,1,2
0,0,0,7,9,8
0,0,0,0,0,1
0,0,0,0,0,0
1,2,1,0,6,5
0,0,0,0,0,0
0,0,0,0,0,0
0,4,2,4,11,3
1,3,3,15,42,16
0,0,0,0,0,0
5,5,7,10,10,5
2,1,1,7,12,10
0,0,0,2,4,2
0,1,0,0,0,1
1,4,3,5,14,9
0,0,0,1,2,0
18,11,14,11,25,16
13,26,5,9,17,4
1,1,1,4,8,2
33,35,30,36,67,34
3,3,2,5,14,12
1,0,1,5,7,2
5,0,0,3,3,1
0,0,0,0,0,0
9,8,0,5,14,11
0,0,0,1,0,0
0,0,0,0,0,0
0,0,0,3,9,2
0,1,2,4,4,1
3,2,3,19,30,17
0,0,0,0,0,0
0,0,0,0,0,0
11,17,4,18,41,24
0,0,0,0,0,0
0,0,1,0,1,0
0,0,0,3,3,3
0,2,0,3,11,3
0,0,0,6,7,1
2,1,2,1,0,0
19,12,12,38,63,19
9,12,13,11,32,11
3,19,5,34,54,35
9,5,2,1,5,3
4,6,5,16,16,4
3,8,4,0,4,3
5,4,2,1,1,2
33,31,18,60,112,37
5,7,2,7,13,9
4,11,8,21,28,19
13,15,4,20,44,21
4,4,4,17,22,15
3,0,1,4,4,4
1,1,1,9,21,11
2,1,1,13,15,8
7,16,8,17,26,10
2,0,3,11,15,10
0,3,3,0,0,0
0,0,0,1,0,0
2,1,0,2,1,1
0,0,1,3,1,3
16,15,14,31,81,17
11,16,7,19,43,19
0,0,0,0,0,1
2,1,1,1,4,4
2,2,3,20,27,26
4,7,4,3,6,2
1,1,0,13,18,9
36,41,17,3,18,6
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,4,6,4
0,0,0,0,0,0
0,0,0,2,1,1
7,10,7,8,6,5
0,0,0,1,1,1
0,0,0,1,1,0
1,1,1,4,2,0
3,7,3,19,34,13
0,0,0,0,0,0
1,1,1,15,16,11
8,7,3,21,39,13
0,0,0,0,0,0
1,0,0,12,8,6
1,0,0,1,3,0
1,2,1,24,37,31
0,0,0,0,0,1
0,0,0,1,3,1
0,1,5,6,4,2
0,0,0,0,1,0
0,0,0,0,0,0
0,1,1,6,15,5
0,0,0,0,0,0
0,1,1,7,14,8
0,0,0,4,5,5
0,1,2,2,4,0
0,0,0,3,8,5
0,0,0,0,0,0
18,16,26,29,50,26
0,0,0,0,0,0
1,0,0,2,2,1
1,1,0,2,9,6
0,1,0,2,3,2
11,16,7,10,22,15
6,4,5,3,3,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
1,1,0,4,14,5
1,0,3,4,13,10
0,0,0,0,1,0
0,0,0,0,0,0
2,3,3,5,10,10
0,0,0,0,1,0
3,0,1,4,9,9
1,1,2,4,3,3
0,4,3,9,11,5
2,3,6,24,33,20
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,0
18,16,11,14,31,23
17,3,10,14,23,15
0,0,0,0,0,0
2,1,0,5,6,2
10,18,6,69,102,48
0,0,0,0,1,0
13,10,1,11,13,6
0,0,0,0,0,0
2,1,0,2,1,1
2,2,5,4,10,4
1,4,5,10,13,6
2,4,4,9,29,16
0,0,0,0,0,0
4,1,3,2,4,6
10,13,4,21,38,9
0,0,0,0,0,0
2,4,2,18,31,25
1,3,3,7,20,7
3,0,1,6,8,2
1,1,1,3,14,3
5,4,3,9,5,4
1,4,1,10,13,3
6,5,6,12,36,24
0,0,2,10,15,9
0,0,0,3,6,0
18,24,11,22,64,32
2,3,1,0,0,2
1,5,0,10,7,9
1,3,0,1,0,2
6,7,2,7,20,9
0,0,0,0,2,0
7,5,9,8,29,7
1,1,0,4,7,2
19,18,18,2,10,3
5,7,4,12,28,14
1,0,0,2,5,1
9,4,14,91,149,81
0,0,0,1,0,0
5,10,8,14,6,8
1,1,1,1,1,1
0,0,1,0,0,0
0,0,0,1,0,0
1,0,1,0,8,4
1,0,2,3,2,0
12,6,1,4,14,4
13,15,14,28,45,25
3,0,0,3,9,3
0,0,0,0,0,1
0,6,1,36,62,21
11,6,2,13,14,6
0,1,0,4,4,3
0,1,0,2,7,5
0,2,3,5,10,4
3,4,5,9,13,6
20,20,17,63,87,32
3,3,2,13,9,12
1,0,0,0,2,0
6,12,7,9,13,6
3,1,1,1,9,1
0,0,2,6,5,4
0,0,0,0,0,0
0,0,0,4,3,3
0,0,0,2,2,5
0,0,0,6,4,4
0,0,1,1,0,0
2,7,2,9,4,4
0,0,1,8,15,12
0,0,0,0,0,0
0,0,0,1,4,2
5,7,4,4,12,6
7,7,11,11,20,11
0,0,0,0,0,1
6,7,5,12,22,14
0,0,0,2,7,0
4,2,3,18,20,21
1,0,1,9,9,1
0,1,0,1,1,0
5,9,6,18,34,10
0,0,0,0,1,1
0,0,0,0,0,0
0,0,0,0,0,0
13,23,13,19,43,32
0,0,1,4,5,7
2,4,3,5,9,1
0,2,0,0,0,0
0,0,0,1,5,2
0,0,1,0,0,0
12,17,16,24,51,17
1,0,0,0,2,2
0,0,0,1,3,0
7,5,0,4,12,5
0,0,0,0,0,0
1,1,1,12,9,5
5,9,4,12,27,11
13,12,2,4,22,11
0,1,0,7,9,12
2,1,1,1,1,1
0,2,1,6,21,15
1,0,0,0,3,2
1,3,0,10,24,12
0,0,0,0,0,3
0,0,0,0,0,0
2,1,1,1,2,1
2,0,2,5,9,7
0,0,0,1,3,0
1,3,4,1,7,4
0,0,0,7,3,2
4,5,4,7,16,15
0,0,0,0,0,0
3,1,0,0,4,3
0,0,2,0,2,1
0,1,0,4,9,8
1,3,4,6,17,4
7,4,5,0,4,3
12,12,8,36,49,21
6,8,2,16,26,18
0,0,0,2,0,0
0,0,0,0,0,0
0,0,0,0,1,1
0,0,0,0,0,0
0,0,2,0,1,1
0,0,0,1,0,0
26,21,19,54,90,57
3,5,0,3,8,11
13,17,16,17,57,31
6,4,6,5,19,3
0,1,1,2,2,4
0,0,0,0,0,0
3,1,2,7,9,9
0,1,1,2,7,2
6,6,1,10,13,4
3,0,0,4,6,3
0,0,0,0,0,0
2,1,1,7,14,4
0,0,0,0,1,2
4,7,1,19,17,14
1,0,1,1,4,1
0,1,0,4,5,2
0,0,0,0,0,0
0,1,0,1,6,2
4,2,2,12,21,11
0,0,0,0,1,0
4,3,3,12,29,12
0,0,0,0,3,0
0,0,0,0,0,1
0,0,0,1,6,4
3,1,2,5,8,4
1,0,1,5,10,2
0,0,0,1,0,1
10,12,3,11,24,9
0,0,0,0,0,0
0,0,0,0,0,0
7,3,0,4,9,2
0,0,0,0,0,0
0,0,0,0,1,0
1,2,1,0,1,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,2,4,1
1,0,1,2,1,0
0,0,0,0,0,0
1,0,0,1,1,0
0,0,0,1,1,1
1,0,0,3,0,0
10,5,1,21,30,12
0,1,0,1,6,3
0,0,0,0,0,0
8,7,7,4,11,8
1,0,0,3,7,4
4,1,0,10,9,7
0,0,0,1,0,0
5,3,0,4,5,5
1,1,1,1,0,5
5,6,4,11,9,10
0,1,0,0,1,0
2,3,1,9,17,7
7,6,1,12,5,5
0,1,0,6,10,5
0,1,0,0,1,0
1,1,0,7,9,7
2,7,4,5,8,5
1,3,5,7,5,6
0,0,0,0,0,0
5,6,4,41,47,24
1,1,3,5,11,4
0,0,0,0,0,0
1,0,1,2,4,1
21,21,5,31,36,17
1,1,0,1,2,2
0,0,0,0,1,4
2,3,3,7,8,8
0,0,0,0,0,0
8,7,6,20,44,21
0,0,0,0,1,0
0,0,0,1,0,2
2,2,3,8,19,7
25,18,9,32,56,25
2,3,0,10,11,8
1,1,0,0,4,3
12,5,3,13,19,11
11,19,13,52,76,28
4,2,3,0,9,7
43,35,36,13,19,7
5,3,2,4,20,7
0,1,1,14,10,15
0,2,0,13,14,3
0,0,0,0,0,0
0,0,0,4,1,0
3,3,0,8,19,7
0,0,0,0,0,0
2,4,3,7,7,8
1,2,0,0,3,1
3,2,2,2,3,2
32,43,14,75,121,70
2,1,0,1,6,2
0,0,0,0,0,0
0,0,0,2,3,1
12,9,10,40,61,30
1,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,1,0
2,3,1,8,4,6
0,1,0,2,4,6
0,0,0,0,0,0
0,0,0,2,3,1
0,0,0,0,0,0
4,0,0,6,8,6
4,5,6,5,9,12
1,4,0,8,17,7
0,0,1,0,1,1
2,0,2,9,13,4
0,0,0,1,3,1
2,5,4,10,23,14
3,1,0,6,3,2
0,0,0,0,1,0
0,0,0,1,5,3
0,0,0,0,0,0
0,0,0,0,0,0
1,0,0,1,2,1
0,0,0,0,0,0
1,2,0,1,4,1
0,0,1,3,2,0
0,1,0,1,6,5
0,1,0,7,6,4
4,3,1,3,10,5
1,0,0,2,5,3
0,3,1,8,17,6
0,0,0,1,9,5
1,2,3,4,11,2
0,0,0,2,1,1
2,5,4,13,23,17
0,0,0,0,0,0
0,0,0,3,2,0
3,1,1,6,12,7
3,9,0,15,52,22
0,3,0,4,4,1
4,0,2,6,5,11
0,5,4,13,27,23
10,12,6,21,48,20
0,1,0,5,2,4
7,6,7,10,12,6
1,3,4,9,35,20
0,0,0,0,4,0
2,0,0,1,1,1
2,3,2,2,4,2
1,6,0,4,8,7
0,1,1,2,4,1
1,1,1,2,0,1
0,0,0,0,0,0
6,4,2,17,29,10
0,0,0,0,0,0
2,1,0,7,8,5
3,3,3,3,8,8
0,0,0,0,1,1
0,0,2,2,3,1
0,0,0,0,0,0
0,0,0,0,0,0
2,1,3,11,19,11
28,34,23,33,57,29
5,4,3,13,17,13
0,0,1,6,8,3
0,3,2,2,9,3
48,81,31,23,21,16
6,9,4,10,12,6
3,6,1,1,3,0
8,9,3,10,25,17
9,9,3,3,8,8
0,0,0,0,0,0
0,0,0,1,2,0
3,4,7,15,22,8
0,0,0,2,2,0
3,4,1,30,36,27
1,1,1,9,12,3
0,2,0,6,10,5
0,0,2,2,3,0
0,1,0,2,2,2
1,2,2,14,16,14
12,15,3,37,54,25
3,7,5,14,23,11
1,0,3,5,2,0
4,12,10,18,34,15
0,0,0,0,0,0
1,3,4,5,3,2
17,30,9,30,56,28
1,1,0,3,1,2
0,2,0,6,5,2
1,0,0,2,1,0
3,2,1,2,9,3
4,4,1,6,8,4
2,0,0,4,8,3
0,0,0,0,0,0
3,2,2,5,12,6
2,1,4,4,9,6
2,2,1,18,33,14
0,0,0,0,0,0
2,0,1,1,3,4
0,0,0,0,0,0
0,0,0,2,6,4
4,7,9,40,56,24
1,1,1,1,7,5
5,1,4,11,29,12
0,1,0,1,1,2
1,0,0,0,1,0
0,1,1,2,5,4
3,1,3,9,12,8
6,2,1,5,9,5
0,1,0,0,0,0
10,8,5,20,29,39
4,2,0,4,4,4
6,2,8,18,15,7
2,7,0,2,6,3
6,5,3,19,30,12
8,5,0,3,9,10
0,0,0,0,0,0
1,1,0,3,9,2
5,4,4,42,39,30
11,13,6,18,37,21
0,0,0,0,0,0
0,0,0,1,0,0
6,3,3,7,15,12
0,0,0,1,1,1
7,4,2,17,14,9
1,0,0,0,0,1
4,6,0,4,13,8
1,2,0,6,2,1
1,0,1,2,3,2
3,3,2,8,14,16
12,7,4,15,44,19
0,0,0,0,0,0
14,13,7,25,33,14
0,0,0,1,1,1
0,0,0,0,1,1
0,0,0,1,0,1
4,4,1,7,7,10
0,0,0,0,0,1
13,23,14,48,75,53
1,2,0,0,6,2
4,6,1,3,3,2
18,14,7,11,13,15
2,0,0,5,10,4
1,0,0,8,3,3
9,6,5,3,2,0
0,0,0,0,1,1
5,7,5,17,17,13
0,0,0,0,0,0
0,1,0,2,3,0
1,3,1,6,6,3
0,0,0,0,0,0
0,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,17,20,15
0,0,0,0,1,0
3,5,6,6,12,10
3,0,0,0,0,2
0,0,0,0,0,0
9,9,3,16,33,11
1,0,0,0,0,0
0,0,1,0,1,1
1,0,0,0,0,0
0,0,0,0,0,0
2,4,0,9,7,4
6,7,6,18,32,20
0,0,0,0,0,0
8,3,1,2,4,2
30,47,37,73,104,67
3,1,1,26,24,6
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,3,1,2,6,3
2,0,0,1,1,0
1,0,0,0,2,2
5,2,2,20,18,11
8,12,3,8,9,13
1,6,5,2,5,1
12,13,9,21,41,19
1,1,0,2,4,0
3,3,2,1,5,2
0,0,0,0,1,2
39,37,17,74,78,52
3,1,2,5,10,3
0,0,0,0,0,0
2,3,4,18,16,10
0,0,0,0,1,1
1,1,0,5,6,3
3,4,5,19,39,14
3,3,2,6,17,5
5,5,2,17,25,16
3,1,2,2,5,4
0,0,0,1,0,0
1,1,0,4,3,3
2,3,4,3,7,2
0,0,0,0,0,0
0,1,0,3,3,3
7,7,4,15,19,10
1,2,2,0,3,3
0,0,0,0,0,0
0,0,0,0,0,0
6,4,2,34,46,14
11,7,3,4,12,8
3,4,3,14,15,15
7,7,12,32,31,19
1,3,0,16,29,9
1,2,0,6,9,5
0,0,0,1,1,1
1,1,4,2,4,1
0,0,0,0,0,0
0,0,1,3,4,1
3,2,0,5,11,4
1,1,2,7,12,6
3,4,4,26,60,32
14,7,8,10,22,13
12,10,8,20,26,13
5,2,2,13,13,12
0,0,0,0,0,0
25,28,6,37,60,23
0,0,0,0,9,0
6,0,0,4,12,0
2,2,2,0,3,1
1,2,1,1,6,4
7,7,1,13,44,19
2,4,0,3,1,3
0,0,2,0,0,1
13,6,4,19,28,16
3,0,1,2,9,6
1,2,1,2,16,4
6,11,6,11,30,9
0,0,0,0,0,1
2,5,1,43,56,35
0,1,0,0,0,0
13,10,7,18,40,21
0,0,0,3,5,0
0,2,1,6,12,5
0,1,2,2,5,0
0,0,0,3,6,2
1,5,0,1,11,9
0,0,0,1,1,0
14,25,9,15,47,22
1,3,1,7,10,11
0,5,9,14,29,17
0,0,0,3,11,1
0,1,0,6,16,8
4,8,5,15,7,6
5,18,12,38,44,27
0,0,0,0,1,0
0,0,0,0,0,0
20,13,9,26,41,26
7,7,3,34,58,34
5,2,1,2,10,7
2,9,4,14,19,8
9,4,3,15,22,11
3,3,0,9,5,5
3,0,0,3,7,1
0,0,0,1,3,3
7,6,1,20,16,9
7,11,4,17,24,19
1,0,1,7,10,5
1,3,2,13,16,12
12,4,6,6,21,6
3,0,1,2,4,2
0,0,2,0,0,1
0,0,0,0,0,0
2,5,2,17,24,25
5,6,9,9,16,6
5,1,2,6,14,7
2,3,0,5,15,2
1,0,1,1,4,5
0,0,0,3,2,1
0,0,0,1,0,0
0,3,2,23,40,24
0,1,0,2,6,3
2,3,0,4,7,10
1,0,0,2,5,1
5,4,1,14,27,6
7,11,5,16,47,19
3,2,1,3,6,1
1,1,0,5,12,5
1,2,0,15,18,11
5,2,1,10,18,8
0,0,0,0,1,3
0,0,0,0,0,0
4,2,2,8,11,7
8,5,6,13,23,13
3,3,3,10,12,2
3,5,2,22,37,12
2,1,0,4,7,6
11,8,3,16,20,17
2,7,0,14,25,7
11,18,6,18,45,16
2,5,0,5,7,5
3,0,1,2,3,1
0,2,0,2,6,3
3,1,1,3,6,4
7,8,4,2,4,1
2,4,1,3,4,2
2,1,2,3,10,6
6,6,2,16,28,7
6,7,4,18,21,10
19,10,5,23,59,11
0,0,0,1,2,1
0,0,0,1,0,1
11,6,4,6,16,6
0,0,0,0,1,0
1,1,2,5,4,4
2,5,3,20,34,12
5,1,0,9,15,8
5,2,7,11,22,8
18,21,10,30,54,33
2,4,5,6,13,10
7,14,14,41,72,29
4,4,6,3,15,11
3,4,5,20,26,17
2,1,1,1,6,2
32,33,27,14,47,30
0,0,0,0,0,0
3,4,2,9,14,5
1,0,0,1,0,2
0,3,2,4,11,9
3,1,5,9,12,6
6,15,5,24,55,19
7,12,4,54,93,35
2,7,0,14,13,13
13,9,7,15,21,10
0,0,0,3,6,4
0,0,0,2,3,2
19,26,14,26,46,29
5,7,4,21,27,11
4,6,2,38,70,42
0,3,0,9,8,5
2,1,2,29,44,13
0,1,0,0,0,3
1,0,0,2,6,1
0,0,2,1,0,0
0,1,1,1,4,1
1,2,5,5,4,4
0,1,0,1,3,2
5,4,1,11,23,13
1,2,2,8,12,8
0,0,0,1,0,0
22,19,12,29,49,25
0,1,0,1,3,0
0,0,0,2,4,3
13,7,12,7,12,7
8,5,13,13,31,11
0,0,0,1,2,0
0,0,2,4,6,4
9,13,9,36,59,32
4,4,2,17,13,7
0,1,1,0,3,1
4,7,6,9,11,6
22,22,9,13,16,6
3,2,2,17,14,11
0,0,0,0,0,0
0,0,0,1,1,0
6,4,3,3,3,1
